hh_id               itime                                     day      Interviewer ID
10113         100, 10, 10                 204(41), 44(9), 124(25)             1, 3, 3
10114         10, 175, 10                 123(25), 203(41), 43(9)             1, 1, 2
10115         200, 10, 10                 202(41), 42(9), 122(25)             1, 2, 2
10116         10, 150, 10                 121(25), 201(41), 41(9)             1, 1, 2
10117         10, 10, 125                 39(8), 119(24), 199(40)             3, 3, 3
10118         10, 10, 475                 45(9), 125(25), 205(41)             1, 1, 2
10119         10, 10, 125                 118(24), 38(8), 198(40)             2, 3, 3
10120         10, 10, 650                133(27), 53(11), 213(43)            1, 3, 20
10121         10, 175, 10                132(27), 212(43), 52(11)             1, 2, 3
10122         10, 10, 100                127(26), 47(10), 207(42)             2, 3, 4
10123         10, 10, 450                131(27), 51(11), 211(43)            1, 3, 20
10124         10, 10, 775                135(27), 55(11), 215(43)            1, 3, 20
10125         10, 350, 10                134(27), 214(43), 54(11)             1, 2, 3
10126         10, 225, 10                133(27), 213(43), 53(11)             1, 2, 3
10127         10, 100, 10                54(11), 134(27), 214(43)             1, 1, 1
10128         10, 10, 275                47(10), 207(42), 127(26)             1, 1, 3
10129          10, 25, 10                46(10), 126(26), 206(42)             1, 1, 1
10130         10, 10, 125                210(42), 50(10), 130(26)             1, 2, 2
10131         10, 10, 475                209(42), 49(10), 129(26)             1, 2, 3
10132          10, 25, 10                48(10), 128(26), 208(42)             1, 1, 1
10133         10, 10, 225                207(42), 47(10), 127(26)             1, 2, 2
10134         10, 10, 450                206(42), 46(10), 126(26)             1, 2, 2
10135         275, 10, 10                130(26), 210(42), 50(10)             1, 1, 2
10136          10, 10, 75                209(42), 49(10), 129(26)             1, 2, 2
10137          10, 75, 10                48(10), 128(26), 208(42)             1, 1, 1
10138         10, 10, 175                 37(8), 117(24), 197(40)             3, 4, 4
10139         10, 10, 150                 36(8), 116(24), 196(40)             3, 3, 4
10140         10, 10, 150                 120(24), 40(8), 200(40)             1, 2, 3
10141         325, 10, 10                 199(40), 39(8), 119(24)             2, 3, 3
10142          10, 25, 10                 38(8), 198(40), 118(24)             1, 1, 2
10143         10, 10, 425                 37(8), 117(24), 197(40)             1, 2, 3
10144         10, 10, 225                 36(8), 116(24), 196(40)             2, 3, 3
10145         10, 125, 10                 120(24), 200(40), 40(8)             1, 2, 3
10146         100, 10, 10                 199(40), 39(8), 119(24)             1, 2, 3
10147         10, 125, 10                 118(24), 198(40), 38(8)             2, 2, 3
10148         150, 10, 10                 197(40), 37(8), 117(24)             1, 2, 4
10149         10, 10, 225                 116(24), 36(8), 196(40)             1, 2, 2
10150         10, 175, 10                 120(24), 200(40), 40(8)             1, 2, 3
10151          75, 10, 10                 199(40), 39(8), 119(24)             1, 2, 3
10152         10, 200, 10                 118(24), 198(40), 38(8)             2, 2, 3
10153         10, 250, 10                 37(8), 197(40), 117(24)             2, 2, 3
10154          10, 10, 25                 36(8), 116(24), 196(40)             1, 1, 1
10155         10, 150, 10                 120(24), 200(40), 40(8)             1, 1, 3
10156         10, 10, 425                 39(8), 119(24), 199(40)            2, 3, 20
10157         150, 10, 10                 198(40), 38(8), 118(24)             1, 2, 2
10158          75, 10, 10                 197(40), 37(8), 117(24)             1, 2, 3
10159         10, 10, 275                 34(7), 114(23), 194(39)             4, 4, 4
10160         10, 100, 10                 33(7), 193(39), 113(23)             2, 2, 4
10161         10, 10, 100                 32(7), 112(23), 192(39)             2, 4, 4
10162          10, 10, 75                 31(7), 111(23), 191(39)             2, 3, 3
10163          10, 10, 75                 35(7), 115(23), 195(39)             3, 3, 3
10164         150, 10, 10                 194(39), 34(7), 114(23)             3, 4, 4
10165         10, 10, 400                 33(7), 113(23), 193(39)            2, 4, 20
10166         10, 100, 10                 32(7), 192(39), 112(23)             2, 2, 4
10167          10, 10, 75                 31(7), 111(23), 191(39)             2, 3, 3
10168         10, 150, 10                 115(23), 195(39), 35(7)             2, 2, 3
10169          10, 25, 10                 114(23), 194(39), 34(7)             2, 2, 3
10170         10, 10, 100                 33(7), 113(23), 193(39)             2, 2, 2
10171         10, 225, 10                 32(7), 192(39), 112(23)             2, 3, 4
10172         10, 10, 175                 31(7), 111(23), 191(39)             3, 3, 3
10173          50, 10, 10                 195(39), 35(7), 115(23)             1, 2, 2
10174          10, 25, 10                 34(7), 194(39), 114(23)             1, 1, 3
10175         125, 10, 10                 193(39), 33(7), 113(23)             1, 2, 4
10176         10, 125, 10                 32(7), 192(39), 112(23)             2, 2, 3
10177         10, 275, 10                145(29), 225(45), 65(13)             2, 2, 3
10178         10, 300, 10                144(29), 224(45), 64(13)             2, 2, 3
10179         10, 10, 300                63(13), 143(29), 223(45)             2, 2, 2
10180         10, 10, 400                142(29), 62(13), 222(45)            1, 2, 20
10181         10, 10, 425                141(29), 61(13), 221(45)            2, 3, 20
10182         10, 10, 375                65(13), 145(29), 225(45)            2, 3, 20
10183         10, 10, 425                64(13), 144(29), 224(45)            2, 2, 20
10184         10, 10, 350                57(12), 137(28), 217(44)             3, 3, 4
10185         10, 10, 150                56(12), 136(28), 216(44)             3, 3, 4
10186         10, 10, 125                60(12), 140(28), 220(44)             3, 3, 3
10187          10, 10, 25                129(26), 49(10), 209(42)             1, 2, 3
10188         10, 125, 10                59(12), 219(44), 139(28)             1, 2, 4
10189         10, 10, 125                58(12), 138(28), 218(44)             1, 1, 4
10190         10, 10, 150                57(12), 137(28), 217(44)             3, 3, 3
10191         10, 10, 225                136(28), 56(12), 216(44)             2, 3, 4
10192         10, 10, 100                60(12), 140(28), 220(44)             3, 3, 3
10193          75, 10, 10                219(44), 59(12), 139(28)             2, 3, 4
10194          10, 10, 75                58(12), 138(28), 218(44)             1, 1, 3
10195         10, 10, 200                57(12), 137(28), 217(44)             3, 3, 3
10196         10, 10, 175                136(28), 56(12), 216(44)             2, 3, 3
10197         250, 10, 10                220(44), 60(12), 140(28)             2, 3, 3
10198          10, 50, 10                139(28), 219(44), 59(12)             1, 2, 4
10199         10, 10, 175                58(12), 138(28), 218(44)             2, 2, 3
10200         10, 10, 225                57(12), 137(28), 217(44)             1, 1, 2
10201         10, 300, 10                136(28), 216(44), 56(12)             1, 2, 3
10202         10, 10, 625                60(12), 140(28), 220(44)            2, 2, 20
10203         150, 10, 10                219(44), 139(28), 59(12)             1, 3, 4
10204         10, 10, 100                52(11), 132(27), 212(43)             3, 3, 3
10205          10, 75, 10                131(27), 211(43), 51(11)             2, 2, 3
10206         225, 10, 10                218(44), 138(28), 58(12)             2, 3, 4
10207         10, 175, 10                135(27), 215(43), 55(11)             3, 3, 4
10208          10, 10, 25                48(10), 128(26), 208(42)             3, 3, 4
10209         10, 10, 100                134(27), 54(11), 214(43)             2, 3, 3
10210         10, 10, 350                53(11), 133(27), 213(43)             3, 3, 3
10211         125, 10, 10                212(43), 52(11), 132(27)             2, 3, 3
10212         10, 150, 10                131(27), 211(43), 51(11)             2, 2, 3
10213         175, 10, 10                215(43), 135(27), 55(11)             2, 3, 4
10214          10, 10, 75                 44(9), 124(25), 204(41)             2, 2, 2
10215         10, 10, 150                134(27), 54(11), 214(43)             2, 3, 3
10216         10, 10, 175                79(16), 159(32), 239(48)             2, 3, 4
10217         10, 10, 325                78(16), 158(32), 238(48)             2, 2, 4
10218         10, 10, 400                77(16), 157(32), 237(48)            2, 3, 20
10219         10, 10, 375                76(16), 156(32), 236(48)            3, 4, 20
10220         10, 10, 375                80(16), 160(32), 240(48)            1, 3, 20
10221         10, 10, 275                79(16), 159(32), 239(48)             2, 2, 3
10222         10, 10, 100                78(16), 158(32), 238(48)             1, 2, 3
10223          75, 10, 10                237(48), 77(16), 157(32)             1, 2, 2
10224         10, 10, 100                76(16), 156(32), 236(48)             1, 1, 2
10225         10, 10, 400                80(16), 160(32), 240(48)            1, 3, 20
10226         10, 10, 200                79(16), 159(32), 239(48)             2, 2, 2
10227         10, 10, 275                78(16), 158(32), 238(48)             1, 2, 2
10228          10, 25, 10                74(15), 234(47), 154(31)             3, 3, 4
10229          10, 10, 50                73(15), 153(31), 233(47)             3, 3, 3
10230         10, 10, 350                77(16), 157(32), 237(48)             2, 2, 2
10231         10, 10, 200                76(16), 156(32), 236(48)             1, 1, 1
10232          10, 10, 75                72(15), 152(31), 232(47)             3, 3, 3
10233         10, 10, 200                80(16), 160(32), 240(48)             1, 1, 1
10234         10, 10, 250                79(16), 159(32), 239(48)             1, 1, 1
10235         10, 10, 250                78(16), 158(32), 238(48)             1, 1, 1
10236         10, 150, 10                151(31), 231(47), 71(15)             1, 3, 4
10237         10, 10, 150                155(31), 75(15), 235(47)             3, 4, 4
10238          10, 25, 10                74(15), 234(47), 154(31)             3, 3, 4
10239         10, 10, 225                73(15), 153(31), 233(47)             3, 3, 4
10240         10, 10, 200                72(15), 152(31), 232(47)             3, 3, 4
10241          10, 10, 25                151(31), 71(15), 231(47)             1, 3, 3
10242         10, 250, 10                155(31), 235(47), 75(15)             3, 3, 4
10243         10, 10, 225                74(15), 154(31), 234(47)             3, 4, 4
10244         10, 10, 250                73(15), 153(31), 233(47)             3, 3, 3
10245         10, 10, 225                72(15), 152(31), 232(47)             3, 3, 3
10246          10, 10, 75                151(31), 71(15), 231(47)             1, 3, 3
10247          50, 10, 10                227(46), 67(14), 147(30)             2, 3, 3
10248         10, 175, 10                155(31), 235(47), 75(15)             2, 2, 4
10249          10, 25, 10                143(29), 223(45), 63(13)             3, 3, 4
10250         10, 10, 250                154(31), 74(15), 234(47)             1, 3, 3
10251         10, 175, 10                153(31), 233(47), 73(15)             1, 2, 3
10252         10, 100, 10                152(31), 232(47), 72(15)             1, 1, 3
10253         10, 350, 10                151(31), 231(47), 71(15)             2, 2, 3
10254         10, 150, 10                155(31), 235(47), 75(15)             2, 2, 3
10255         125, 10, 10                234(47), 74(15), 154(31)             2, 3, 4
10256         10, 100, 10                153(31), 233(47), 73(15)             2, 2, 3
10257         10, 200, 10                152(31), 232(47), 72(15)             2, 2, 3
10258          75, 10, 10                231(47), 71(15), 151(31)             1, 3, 4
10259         100, 10, 10                235(47), 155(31), 75(15)             1, 2, 3
10260         10, 175, 10                74(15), 234(47), 154(31)             1, 1, 3
10261         125, 10, 10                233(47), 73(15), 153(31)             1, 2, 2
10262         10, 100, 10                146(30), 226(46), 66(14)             3, 3, 4
10263         10, 10, 150                70(14), 150(30), 230(46)             2, 3, 3
10264         10, 10, 500                   9(2), 89(18), 169(34)            2, 2, 20
10265         125, 10, 10                   162(33), 2(1), 82(17)             1, 2, 2
10266         10, 125, 10                   1(1), 161(33), 81(17)             2, 2, 4
10267         10, 10, 350                   85(17), 5(1), 165(33)             1, 2, 4
10268         10, 225, 10                   84(17), 164(33), 4(1)             1, 1, 2
10269         200, 10, 10                   163(33), 3(1), 83(17)             1, 2, 3
10270         10, 10, 650                   82(17), 2(1), 162(33)            1, 2, 20
10271         10, 200, 10                   1(1), 161(33), 81(17)             2, 2, 4
10272         10, 10, 275                   85(17), 5(1), 165(33)             1, 2, 3
10273         10, 10, 450                   84(17), 4(1), 164(33)            1, 2, 20
10274         10, 10, 600                   3(1), 83(17), 163(33)            2, 3, 20
10275          10, 75, 10                   82(17), 162(33), 2(1)             1, 1, 2
10276         175, 10, 10                   161(33), 1(1), 81(17)             1, 2, 4
10277         10, 10, 475                   5(1), 85(17), 165(33)             1, 1, 2
10278         10, 10, 325                237(48), 77(16), 157(32)             1, 2, 3
10279         10, 10, 150                76(16), 236(48), 156(32)             1, 1, 3
10280         10, 10, 400                80(16), 240(48), 160(32)             1, 1, 2
10281         10, 10, 300                79(16), 239(48), 159(32)             1, 1, 2
10282         10, 10, 275                78(16), 238(48), 158(32)             1, 1, 2
10283         10, 10, 175                237(48), 77(16), 157(32)             1, 2, 2
10284         10, 10, 250                236(48), 76(16), 156(32)             1, 2, 2
10285          10, 75, 10                80(16), 160(32), 240(48)             1, 1, 1
10286         10, 250, 10                79(16), 159(32), 239(48)             1, 1, 1
10287         10, 175, 10                78(16), 158(32), 238(48)             1, 1, 1
10288         10, 10, 150                77(16), 237(48), 157(32)             1, 1, 2
10289         10, 10, 325                236(48), 76(16), 156(32)             1, 2, 3
10290         10, 175, 10                80(16), 160(32), 240(48)             1, 1, 1
10291         375, 10, 10                 45(9), 125(25), 205(41)             1, 1, 1
10292         400, 10, 10                 44(9), 124(25), 204(41)             1, 1, 1
10293         10, 10, 550                 123(25), 203(41), 43(9)            1, 1, 20
10294         175, 10, 10                 42(9), 122(25), 202(41)             1, 1, 1
10295         10, 10, 775                 121(25), 201(41), 41(9)            1, 1, 20
10296         10, 10, 225                 119(24), 199(40), 39(8)             1, 1, 3
10297         10, 10, 125                 118(24), 198(40), 38(8)             1, 1, 2
10298         10, 10, 175                 117(24), 197(40), 37(8)             1, 1, 2
10299         10, 10, 175                 116(24), 196(40), 36(8)             1, 1, 3
10300         10, 10, 250                 120(24), 200(40), 40(8)             1, 1, 2
10301         10, 10, 250                 119(24), 199(40), 39(8)             1, 1, 2
10302         10, 10, 175                 118(24), 198(40), 38(8)             1, 1, 2
10303         275, 10, 10                 37(8), 117(24), 197(40)             1, 1, 1
10304         10, 10, 250                 116(24), 196(40), 36(8)             1, 1, 2
10305         400, 10, 10                 40(8), 120(24), 200(40)             1, 1, 1
10306         375, 10, 10                 39(8), 119(24), 199(40)             1, 1, 1
10307         325, 10, 10                 38(8), 118(24), 198(40)             1, 1, 1
10308         10, 10, 175                 115(23), 195(39), 35(7)             1, 1, 2
10309         10, 10, 675                 117(24), 197(40), 37(8)            1, 1, 20
10310         275, 10, 10                 36(8), 116(24), 196(40)             1, 1, 1
10311         10, 10, 375                 114(23), 194(39), 34(7)             1, 1, 3
10312         250, 10, 10                 33(7), 113(23), 193(39)             1, 1, 1
10313         10, 10, 450                 112(23), 192(39), 32(7)            1, 1, 20
10314         10, 10, 350                 111(23), 191(39), 31(7)             1, 1, 3
10315         225, 10, 10                 35(7), 115(23), 195(39)             1, 1, 1
10316         10, 10, 375                 114(23), 194(39), 34(7)             1, 1, 2
10317         125, 10, 10                 33(7), 113(23), 193(39)             1, 1, 1
10318         100, 10, 10                 32(7), 112(23), 192(39)             1, 1, 1
10319         10, 10, 225                 111(23), 191(39), 31(7)             1, 1, 2
10320         200, 10, 10                 35(7), 115(23), 195(39)             1, 1, 1
10321         200, 10, 10                 34(7), 114(23), 194(39)             1, 1, 1
10322         10, 10, 475                 113(23), 193(39), 33(7)            1, 1, 20
10323         225, 10, 10                 32(7), 112(23), 192(39)             1, 1, 1
10324         275, 10, 10                 31(7), 111(23), 191(39)             1, 1, 1
10325         10, 10, 225                 109(22), 189(38), 29(6)             1, 1, 3
10326         10, 10, 325                67(14), 227(46), 147(30)             1, 1, 2
10327         10, 10, 125                226(46), 66(14), 146(30)             1, 2, 2
10328         10, 10, 150                70(14), 230(46), 150(30)             1, 1, 2
10329         10, 10, 700                69(14), 229(46), 149(30)            1, 1, 20
10330         175, 10, 10                148(30), 228(46), 68(14)             1, 1, 2
10331         10, 100, 10                67(14), 147(30), 227(46)             1, 1, 1
10332         175, 10, 10                146(30), 226(46), 66(14)             1, 1, 2
10333         10, 300, 10                70(14), 150(30), 230(46)             1, 1, 1
10334         10, 175, 10                69(14), 149(30), 229(46)             1, 1, 1
10335         125, 10, 10                148(30), 228(46), 68(14)             1, 1, 2
10336         10, 10, 525                67(14), 227(46), 147(30)            1, 1, 20
10337         175, 10, 10                146(30), 226(46), 66(14)             1, 1, 2
10338         10, 10, 250                221(45), 61(13), 141(29)             1, 2, 2
10339         10, 10, 300                225(45), 65(13), 145(29)             1, 2, 3
10340         10, 10, 850                224(45), 64(13), 144(29)            1, 2, 20
10341         10, 10, 150                63(13), 223(45), 143(29)             1, 1, 2
10342         10, 10, 150                222(45), 62(13), 142(29)             1, 2, 2
10343         150, 10, 10                  15(3), 95(19), 175(35)             1, 1, 1
10344          75, 10, 10                  14(3), 94(19), 174(35)             1, 1, 1
10345         225, 10, 10                  13(3), 93(19), 173(35)             1, 1, 1
10346         100, 10, 10                155(31), 235(47), 75(15)             1, 1, 2
10347         250, 10, 10                154(31), 234(47), 74(15)             1, 1, 2
10348          10, 75, 10                73(15), 153(31), 233(47)             1, 1, 1
10349         10, 10, 175                72(15), 232(47), 152(31)             1, 1, 2
10350         10, 10, 450                71(15), 231(47), 151(31)             1, 1, 3
10351         250, 10, 10                155(31), 235(47), 75(15)             1, 1, 2
10352         10, 10, 475                234(47), 74(15), 154(31)             1, 2, 2
10353         10, 225, 10                73(15), 153(31), 233(47)             1, 1, 1
10354          10, 10, 25                223(45), 63(13), 143(29)             1, 2, 2
10355         10, 225, 10                72(15), 152(31), 232(47)             1, 1, 1
10356          10, 10, 25                222(45), 62(13), 142(29)             1, 2, 2
10357         10, 10, 375                71(15), 231(47), 151(31)             1, 1, 2
10358         10, 10, 125                230(46), 70(14), 150(30)             1, 2, 2
10359         10, 10, 150                229(46), 69(14), 149(30)             1, 2, 2
10360          10, 10, 75                228(46), 68(14), 148(30)             1, 2, 2
10361         100, 10, 10                147(30), 227(46), 67(14)             1, 1, 3
10362          10, 10, 25                217(44), 57(12), 137(28)             1, 2, 3
10363         10, 125, 10                226(46), 146(30), 66(14)             1, 2, 3
10364          10, 10, 75                70(14), 230(46), 150(30)             1, 1, 2
10365         10, 175, 10                69(14), 149(30), 229(46)             1, 1, 1
10366         10, 10, 175                228(46), 68(14), 148(30)             1, 2, 2
10367         150, 10, 10                135(27), 215(43), 55(11)             1, 1, 2
10368         10, 10, 625                54(11), 214(43), 134(27)            1, 1, 20
10369         10, 200, 10                53(11), 133(27), 213(43)             1, 1, 1
10370         10, 250, 10                52(11), 132(27), 212(43)             1, 1, 1
10371         10, 225, 10                51(11), 131(27), 211(43)             1, 1, 1
10372          75, 10, 10                135(27), 215(43), 55(11)             1, 1, 2
10373         150, 10, 10                 27(6), 107(22), 187(38)             1, 1, 1
10374         150, 10, 10                 22(5), 102(21), 182(37)             1, 1, 1
10375         275, 10, 10                 26(6), 106(22), 186(38)             1, 1, 1
10376         10, 10, 425                 101(21), 181(37), 21(5)             1, 1, 3
10377         10, 10, 225                 105(21), 185(37), 25(5)             1, 1, 2
10378         10, 10, 275                 104(21), 184(37), 24(5)             1, 1, 2
10379         150, 10, 10                 23(5), 103(21), 183(37)             1, 1, 1
10380         250, 10, 10                 22(5), 102(21), 182(37)             1, 1, 1
10381         10, 10, 175                 101(21), 181(37), 21(5)             1, 1, 2
10382          10, 10, 75                  99(20), 179(36), 19(4)             1, 1, 2
10383         250, 10, 10                 25(5), 105(21), 185(37)             1, 1, 1
10384         375, 10, 10                 24(5), 104(21), 184(37)             1, 1, 1
10385         10, 10, 525                 103(21), 183(37), 23(5)            1, 1, 20
10386         10, 10, 150                  98(20), 178(36), 18(4)             1, 1, 2
10387         10, 10, 850                 102(21), 182(37), 22(5)            1, 1, 20
10388         325, 10, 10                 21(5), 101(21), 181(37)             1, 1, 1
10389         10, 10, 100                  97(20), 177(36), 17(4)             1, 1, 2
10390         10, 10, 200                  96(20), 176(36), 16(4)             1, 1, 3
10391         10, 10, 125                 100(20), 180(36), 20(4)             1, 1, 2
10392         10, 10, 175                  99(20), 179(36), 19(4)             1, 1, 2
10393         10, 10, 200                  98(20), 178(36), 18(4)             1, 1, 2
10394         175, 10, 10                  17(4), 97(20), 177(36)             1, 1, 1
10395         10, 10, 150                  96(20), 176(36), 16(4)             1, 1, 3
10396         175, 10, 10                 28(6), 108(22), 188(38)             1, 1, 1
10397          10, 10, 75                 107(22), 187(38), 27(6)             1, 1, 2
10398         10, 10, 125                 106(22), 186(38), 26(6)             1, 1, 2
10399         10, 10, 175                 110(22), 190(38), 30(6)             1, 1, 2
10400         225, 10, 10                 29(6), 109(22), 189(38)             1, 1, 1
10401          25, 10, 10                   6(2), 86(18), 166(34)             1, 1, 1
10402         10, 10, 350                 108(22), 188(38), 28(6)             1, 1, 3
10403         200, 10, 10                 27(6), 107(22), 187(38)             1, 1, 1
10404          75, 10, 10                 23(5), 103(21), 183(37)             1, 1, 1
