hh_id               itime                                     day      Interviewer ID
13532          10, 10, 10                 27(6), 107(22), 187(38)          13, 14, 15
13533          10, 10, 10                 26(6), 106(22), 186(38)          13, 14, 14
13534          10, 10, 10                 25(5), 185(37), 105(21)          13, 14, 15
13535          10, 10, 10                 24(5), 104(21), 184(37)          13, 15, 15
13536          10, 10, 10                 103(21), 183(37), 23(5)          14, 14, 17
13537          10, 10, 10                 102(21), 182(37), 22(5)          14, 14, 18
13538          10, 10, 10                 21(5), 101(21), 181(37)          14, 14, 15
13539          10, 10, 10                 20(4), 100(20), 180(36)          13, 14, 14
13540          10, 10, 10                  19(4), 99(20), 179(36)          13, 13, 14
13541          10, 10, 10                  18(4), 98(20), 178(36)          13, 13, 14
13542          10, 10, 10                  97(20), 177(36), 17(4)          13, 14, 18
13543          10, 10, 10                  96(20), 16(4), 176(36)          13, 14, 20
13544          10, 10, 10                  15(3), 95(19), 175(35)          13, 13, 15
13545          10, 10, 10                  14(3), 94(19), 174(35)          12, 13, 14
13546          10, 10, 10                  13(3), 93(19), 173(35)          13, 13, 14
13547          10, 10, 10                  92(19), 172(35), 12(3)          14, 15, 18
13548          10, 10, 10                  91(19), 11(3), 171(35)          14, 18, 20
13549          10, 10, 10                  10(2), 90(18), 170(34)          13, 13, 14
13550          10, 10, 10                   9(2), 89(18), 169(34)          13, 13, 20
13551          10, 10, 10                   8(2), 88(18), 168(34)          13, 13, 14
13552          10, 10, 10                   7(2), 167(34), 87(18)          13, 14, 20
13553          10, 10, 10                   86(18), 6(2), 166(34)          13, 18, 19
13554          10, 10, 10                   5(1), 85(17), 165(33)          12, 13, 14
13555          10, 10, 10                   84(17), 4(1), 164(33)          13, 18, 20
13556          10, 10, 10                   3(1), 83(17), 163(33)          13, 13, 20
13557          10, 10, 10                   2(1), 82(17), 162(33)          12, 12, 20
13558          10, 10, 10                   81(17), 161(33), 1(1)          13, 13, 18
13559          10, 10, 10                160(32), 80(16), 240(48)          14, 16, 20
13560          10, 10, 10                79(16), 159(32), 239(48)          12, 13, 13
13561          10, 10, 10                158(32), 238(48), 78(16)          13, 13, 16
13562          10, 10, 10                157(32), 77(16), 237(48)          14, 17, 20
13563          10, 10, 10                76(16), 156(32), 236(48)          12, 14, 20
13564          10, 10, 10                75(15), 235(47), 155(31)          13, 13, 14
13565          10, 10, 10                74(15), 234(47), 154(31)          13, 14, 15
13566          10, 10, 10                73(15), 233(47), 153(31)          13, 13, 14
13567          10, 10, 10                72(15), 232(47), 152(31)          13, 13, 14
13568          10, 10, 10                  90(18), 10(2), 170(34)          14, 15, 16
13569          10, 10, 10                   89(18), 9(2), 169(34)          14, 15, 20
13570          10, 10, 10                   88(18), 8(2), 168(34)          14, 15, 16
13571          10, 10, 10                   7(2), 167(34), 87(18)          15, 16, 20
13572          10, 10, 10                   86(18), 6(2), 166(34)          14, 20, 20
13573          10, 10, 10                   5(1), 85(17), 165(33)          14, 15, 16
13574          10, 10, 10                   84(17), 4(1), 164(33)          15, 20, 20
13575          10, 10, 10                   3(1), 83(17), 163(33)          15, 15, 20
13576          10, 10, 10                   2(1), 82(17), 162(33)          14, 14, 20
13577          10, 10, 10                   81(17), 161(33), 1(1)          15, 15, 20
13578          10, 10, 10                160(32), 80(16), 240(48)          16, 19, 20
13579          10, 10, 10                79(16), 159(32), 239(48)          14, 15, 15
13580          10, 10, 10                158(32), 238(48), 78(16)          15, 15, 19
13581          10, 10, 10                157(32), 77(16), 237(48)          16, 19, 20
13582          10, 10, 10                76(16), 156(32), 236(48)          14, 16, 20
13583          10, 10, 10                75(15), 235(47), 155(31)          15, 15, 16
13584          10, 10, 10                74(15), 234(47), 154(31)          15, 15, 17
13585          10, 10, 10                73(15), 233(47), 153(31)          15, 15, 16
13586          10, 10, 10                72(15), 232(47), 152(31)          15, 15, 16
13587          10, 10, 10                71(15), 231(47), 151(31)          15, 15, 17
13588          10, 10, 10                230(46), 150(30), 70(14)          15, 16, 20
13589          10, 10, 10                69(14), 229(46), 149(30)          14, 14, 16
13590          10, 10, 10                228(46), 68(14), 148(30)          14, 15, 16
13591          10, 10, 10                67(14), 147(30), 227(46)          15, 16, 20
13592          10, 10, 10                66(14), 146(30), 226(46)          15, 16, 20
13593          10, 10, 10                65(13), 145(29), 225(45)          14, 16, 20
13594          10, 10, 10                64(13), 144(29), 224(45)          14, 20, 20
13595          10, 10, 10                223(45), 63(13), 143(29)          14, 15, 16
13596          10, 10, 10                142(29), 62(13), 222(45)          15, 19, 20
13597          10, 10, 10                61(13), 141(29), 221(45)          14, 20, 20
13598          10, 10, 10                60(12), 140(28), 220(44)          14, 16, 20
13599          10, 10, 10                219(44), 59(12), 139(28)          14, 15, 17
13600          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 17
13601          10, 10, 10                57(12), 217(44), 137(28)          14, 15, 16
13602          10, 10, 10                216(44), 56(12), 136(28)          15, 20, 20
13603          10, 10, 10                55(11), 135(27), 215(43)          15, 16, 20
13604          10, 10, 10                214(43), 54(11), 134(27)          14, 15, 15
13605          10, 10, 10                53(11), 133(27), 213(43)          15, 20, 20
13606          10, 10, 10                212(43), 52(11), 132(27)          14, 15, 15
13607          10, 10, 10                51(11), 211(43), 131(27)          15, 19, 20
13608          10, 10, 10                50(10), 130(26), 210(42)          14, 15, 15
13609          10, 10, 10                209(42), 129(26), 49(10)          14, 16, 20
13610          10, 10, 10                48(10), 208(42), 128(26)          14, 15, 16
13611          10, 10, 10                47(10), 207(42), 127(26)          14, 15, 16
13612          10, 10, 10                206(42), 46(10), 126(26)          14, 15, 16
13613          10, 10, 10                 45(9), 125(25), 205(41)          14, 15, 15
13614          10, 10, 10                 44(9), 204(41), 124(25)          14, 14, 16
13615          10, 10, 10                 123(25), 203(41), 43(9)          15, 15, 20
13616          10, 10, 10                 42(9), 122(25), 202(41)          14, 16, 20
13617          10, 10, 10                 121(25), 41(9), 201(41)          16, 20, 20
13618          10, 10, 10                 40(8), 120(24), 200(40)          15, 15, 16
13619          10, 10, 10                 39(8), 119(24), 199(40)          14, 16, 20
13620          10, 10, 10                 38(8), 118(24), 198(40)          15, 15, 16
13621          10, 10, 10                 117(24), 197(40), 37(8)          17, 17, 20
13622          10, 10, 10                 36(8), 116(24), 196(40)          15, 16, 16
13623          10, 10, 10                 35(7), 115(23), 195(39)          14, 16, 16
13624          10, 10, 10                 34(7), 114(23), 194(39)          15, 16, 17
13625          10, 10, 10                 113(23), 33(7), 193(39)          17, 20, 20
13626          10, 10, 10                 192(39), 112(23), 32(7)          16, 17, 20
13627          10, 10, 10                 31(7), 111(23), 191(39)          15, 16, 16
13628          10, 10, 10                 30(6), 110(22), 190(38)          14, 16, 16
13629          10, 10, 10                 29(6), 109(22), 189(38)          15, 16, 20
13630          10, 10, 10                 28(6), 188(38), 108(22)          15, 16, 17
13631          10, 10, 10                 27(6), 107(22), 187(38)          15, 16, 17
13632          10, 10, 10                 26(6), 106(22), 186(38)          15, 16, 16
13633          10, 10, 10                 25(5), 105(21), 185(37)          14, 16, 16
13634          10, 10, 10                 24(5), 104(21), 184(37)          15, 17, 17
13635          10, 10, 10                 103(21), 183(37), 23(5)          16, 16, 20
13636          10, 10, 10                 102(21), 182(37), 22(5)          16, 16, 20
13637          10, 10, 10                 21(5), 101(21), 181(37)          15, 16, 17
13638          10, 10, 10                 20(4), 100(20), 180(36)          14, 16, 16
13639          10, 10, 10                  19(4), 99(20), 179(36)          14, 15, 16
13640          10, 10, 10                  98(20), 18(4), 178(36)          14, 15, 16
13641          10, 10, 10                  97(20), 177(36), 17(4)          14, 16, 20
13642          10, 10, 10                  16(4), 96(20), 176(36)          15, 15, 20
13643          10, 10, 10                  95(19), 15(3), 175(35)          14, 15, 17
13644          10, 10, 10                  14(3), 94(19), 174(35)          14, 14, 16
13645          10, 10, 10                  13(3), 93(19), 173(35)          15, 15, 16
13646          10, 10, 10                  92(19), 172(35), 12(3)          15, 17, 20
13647          10, 10, 10                  91(19), 11(3), 171(35)          16, 20, 20
13648          10, 10, 10                  90(18), 10(2), 170(34)          14, 15, 16
13649          10, 10, 10                   89(18), 9(2), 169(34)          14, 15, 20
13650          10, 10, 10                   88(18), 8(2), 168(34)          14, 15, 16
13651          10, 10, 10                   7(2), 167(34), 87(18)          15, 16, 20
13652          10, 10, 10                   86(18), 6(2), 166(34)          14, 20, 20
13653          10, 10, 10                   5(1), 85(17), 165(33)          14, 15, 16
13654          10, 10, 10                   84(17), 4(1), 164(33)          15, 20, 20
13655          10, 10, 10                   3(1), 83(17), 163(33)          15, 15, 20
13656          10, 10, 10                   2(1), 82(17), 162(33)          14, 14, 20
13657          10, 10, 10                   81(17), 161(33), 1(1)          15, 15, 20
13658          10, 10, 10                160(32), 80(16), 240(48)          16, 19, 20
13659          10, 10, 10                79(16), 159(32), 239(48)          13, 15, 15
13660          10, 10, 10                158(32), 238(48), 78(16)          15, 15, 19
13661          10, 10, 10                157(32), 77(16), 237(48)          16, 19, 20
13662          10, 10, 10                76(16), 156(32), 236(48)          14, 16, 20
13663          10, 10, 10                235(47), 75(15), 155(31)          14, 15, 16
13664          10, 10, 10                74(15), 234(47), 154(31)          15, 15, 17
13665          10, 10, 10                73(15), 233(47), 153(31)          15, 15, 16
13666          10, 10, 10                72(15), 232(47), 152(31)          15, 15, 16
13667          10, 10, 10                71(15), 231(47), 151(31)          15, 15, 17
13668          10, 10, 10                230(46), 150(30), 70(14)          15, 16, 19
13669          10, 10, 10                69(14), 229(46), 149(30)          14, 14, 15
13670          10, 10, 10                228(46), 68(14), 148(30)          14, 15, 16
13671          10, 10, 10                67(14), 147(30), 227(46)          15, 16, 20
13672          10, 10, 10                66(14), 146(30), 226(46)          15, 16, 20
13673          10, 10, 10                65(13), 145(29), 225(45)          14, 16, 20
13674          10, 10, 10                64(13), 144(29), 224(45)          14, 20, 20
13675          10, 10, 10                223(45), 63(13), 143(29)          14, 15, 15
13676          10, 10, 10                142(29), 62(13), 222(45)          15, 20, 20
13677          10, 10, 10                61(13), 141(29), 221(45)          14, 20, 20
13678          10, 10, 10                60(12), 140(28), 220(44)          14, 16, 20
13679          10, 10, 10                219(44), 59(12), 139(28)          14, 15, 17
13680          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
13681          10, 10, 10                57(12), 217(44), 137(28)          14, 15, 16
13682          10, 10, 10                216(44), 56(12), 136(28)          15, 20, 20
13683          10, 10, 10                55(11), 135(27), 215(43)          15, 16, 20
13684          10, 10, 10                214(43), 54(11), 134(27)          14, 15, 15
13685          10, 10, 10                53(11), 133(27), 213(43)          14, 20, 20
13686          10, 10, 10                52(11), 212(43), 132(27)          14, 14, 15
13687          10, 10, 10                51(11), 211(43), 131(27)          14, 19, 20
13688          10, 10, 10                50(10), 130(26), 210(42)          14, 15, 15
13689          10, 10, 10                209(42), 129(26), 49(10)          14, 16, 20
13690          10, 10, 10                48(10), 128(26), 208(42)          15, 15, 15
13691          10, 10, 10                47(10), 207(42), 127(26)          15, 15, 16
13692          10, 10, 10                46(10), 206(42), 126(26)          15, 15, 16
13693          10, 10, 10                 45(9), 125(25), 205(41)          14, 15, 15
13694          10, 10, 10                 44(9), 204(41), 124(25)          14, 14, 16
13695          10, 10, 10                 123(25), 203(41), 43(9)          14, 14, 19
13696          10, 10, 10                 42(9), 122(25), 202(41)          14, 16, 20
13697          10, 10, 10                 121(25), 41(9), 201(41)          16, 20, 20
13698          10, 10, 10                 40(8), 120(24), 200(40)          15, 15, 16
13699          10, 10, 10                 39(8), 119(24), 199(40)          15, 16, 20
13700          10, 10, 10                 38(8), 118(24), 198(40)          15, 15, 16
13701          10, 10, 10                 117(24), 197(40), 37(8)          17, 17, 20
13702          10, 10, 10                 36(8), 116(24), 196(40)          15, 16, 16
13703          10, 10, 10                 35(7), 115(23), 195(39)          14, 15, 16
13704          10, 10, 10                 34(7), 114(23), 194(39)          14, 16, 17
13705          10, 10, 10                 113(23), 33(7), 193(39)          17, 20, 20
13706          10, 10, 10                 192(39), 112(23), 32(7)          16, 17, 20
13707          10, 10, 10                 31(7), 111(23), 191(39)          15, 16, 16
13708          10, 10, 10                 30(6), 110(22), 190(38)          14, 16, 16
13709          10, 10, 10                 29(6), 109(22), 189(38)          14, 16, 20
13710          10, 10, 10                 28(6), 188(38), 108(22)          15, 16, 17
13711          10, 10, 10                 27(6), 107(22), 187(38)          15, 16, 16
13712          10, 10, 10                 26(6), 106(22), 186(38)          15, 16, 16
13713          10, 10, 10                 25(5), 105(21), 185(37)          14, 16, 16
13714          10, 10, 10                 24(5), 104(21), 184(37)          14, 17, 17
13715          10, 10, 10                 103(21), 183(37), 23(5)          16, 16, 20
13716          10, 10, 10                 102(21), 182(37), 22(5)          16, 16, 20
13717          10, 10, 10                 21(5), 101(21), 181(37)          15, 16, 17
13718          10, 10, 10                 20(4), 100(20), 180(36)          14, 16, 16
13719          10, 10, 10                  19(4), 99(20), 179(36)          14, 15, 16
13720          10, 10, 10                  98(20), 18(4), 178(36)          14, 15, 16
13721          10, 10, 10                  97(20), 177(36), 17(4)          14, 16, 20
13722          10, 10, 10                  96(20), 16(4), 176(36)          14, 15, 20
13723          10, 10, 10                  95(19), 15(3), 175(35)          14, 15, 17
13724          10, 10, 10                  14(3), 94(19), 174(35)          14, 14, 16
13725          10, 10, 10                  13(3), 93(19), 173(35)          15, 15, 16
13726          10, 10, 10                  92(19), 172(35), 12(3)          15, 17, 19
13727          10, 10, 10                  91(19), 11(3), 171(35)          16, 20, 20
13728          10, 10, 10                  90(18), 10(2), 170(34)          14, 15, 16
13729          10, 10, 10                   89(18), 9(2), 169(34)          14, 15, 20
13730          10, 10, 10                   88(18), 8(2), 168(34)          14, 15, 16
13731          10, 10, 10                   7(2), 167(34), 87(18)          15, 16, 20
13732          10, 10, 10                   86(18), 6(2), 166(34)          14, 20, 20
13733          10, 10, 10                   5(1), 85(17), 165(33)          14, 15, 16
13734          10, 10, 10                   84(17), 4(1), 164(33)          14, 20, 20
13735          10, 10, 10                   83(17), 3(1), 163(33)          14, 15, 20
13736          10, 10, 10                   2(1), 82(17), 162(33)          14, 14, 20
13737          10, 10, 10                   81(17), 161(33), 1(1)          15, 15, 20
13738          10, 10, 10                160(32), 80(16), 240(48)          15, 18, 20
13739          10, 10, 10                79(16), 159(32), 239(48)          13, 15, 15
13740          10, 10, 10                158(32), 238(48), 78(16)          15, 15, 19
13741          10, 10, 10                157(32), 77(16), 237(48)          16, 19, 20
13742          10, 10, 10                76(16), 156(32), 236(48)          14, 16, 20
13743          10, 10, 10                75(15), 155(31), 235(47)          15, 15, 15
13744          10, 10, 10                74(15), 234(47), 154(31)          14, 15, 17
13745          10, 10, 10                73(15), 233(47), 153(31)          14, 15, 16
13746          10, 10, 10                72(15), 232(47), 152(31)          14, 15, 16
13747          10, 10, 10                231(47), 71(15), 151(31)          14, 15, 17
13748          10, 10, 10                150(30), 230(46), 70(14)          15, 15, 19
13749          10, 10, 10                69(14), 229(46), 149(30)          14, 14, 15
13750          10, 10, 10                228(46), 68(14), 148(30)          14, 15, 15
13751          10, 10, 10                67(14), 147(30), 227(46)          15, 15, 20
13752          10, 10, 10                66(14), 146(30), 226(46)          15, 16, 20
13753          10, 10, 10                65(13), 145(29), 225(45)          14, 16, 20
13754          10, 10, 10                64(13), 144(29), 224(45)          14, 20, 20
13755          10, 10, 10                223(45), 63(13), 143(29)          14, 15, 15
13756          10, 10, 10                142(29), 62(13), 222(45)          15, 20, 20
13757          10, 10, 10                61(13), 141(29), 221(45)          14, 20, 20
13758          10, 10, 10                60(12), 140(28), 220(44)          14, 16, 20
13759          10, 10, 10                219(44), 59(12), 139(28)          14, 15, 17
13760          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
13761          10, 10, 10                57(12), 217(44), 137(28)          14, 15, 16
13762          10, 10, 10                216(44), 56(12), 136(28)          15, 20, 20
13763          10, 10, 10                55(11), 135(27), 215(43)          15, 15, 20
13764          10, 10, 10                214(43), 54(11), 134(27)          14, 15, 15
13765          10, 10, 10                53(11), 133(27), 213(43)          14, 20, 20
13766          10, 10, 10                212(43), 52(11), 132(27)          14, 15, 15
13767          10, 10, 10                51(11), 211(43), 131(27)          14, 19, 20
13768          10, 10, 10                50(10), 130(26), 210(42)          14, 15, 15
13769          10, 10, 10                209(42), 129(26), 49(10)          14, 16, 19
13770          10, 10, 10                48(10), 128(26), 208(42)          15, 15, 15
13771          10, 10, 10                47(10), 207(42), 127(26)          15, 15, 16
13772          10, 10, 10                46(10), 126(26), 206(42)          15, 15, 15
13773          10, 10, 10                 45(9), 125(25), 205(41)          14, 15, 15
13774          10, 10, 10                 44(9), 204(41), 124(25)          14, 14, 16
13775          10, 10, 10                 123(25), 203(41), 43(9)          14, 14, 19
13776          10, 10, 10                 42(9), 122(25), 202(41)          14, 16, 20
13777          10, 10, 10                 121(25), 41(9), 201(41)          16, 20, 20
13778          10, 10, 10                 40(8), 120(24), 200(40)          15, 15, 15
13779          10, 10, 10                 39(8), 119(24), 199(40)          15, 16, 20
13780          10, 10, 10                 38(8), 118(24), 198(40)          15, 15, 15
13781          10, 10, 10                 117(24), 197(40), 37(8)          16, 16, 20
13782          10, 10, 10                 36(8), 116(24), 196(40)          15, 16, 16
13783          10, 10, 10                 35(7), 115(23), 195(39)          14, 15, 15
13784          10, 10, 10                 34(7), 114(23), 194(39)          15, 16, 16
13785          10, 10, 10                 113(23), 33(7), 193(39)          17, 20, 20
13786          10, 10, 10                 192(39), 112(23), 32(7)          16, 17, 20
13787          10, 10, 10                 31(7), 111(23), 191(39)          15, 16, 16
13788          10, 10, 10                 30(6), 110(22), 190(38)          14, 16, 16
13789          10, 10, 10                 29(6), 109(22), 189(38)          15, 16, 20
13790          10, 10, 10                 28(6), 108(22), 188(38)          15, 16, 16
13791          10, 10, 10                 27(6), 107(22), 187(38)          15, 16, 16
13792          10, 10, 10                 26(6), 106(22), 186(38)          14, 16, 16
13793          10, 10, 10                 25(5), 105(21), 185(37)          14, 16, 16
13794          10, 10, 10                 24(5), 104(21), 184(37)          14, 16, 17
13795          10, 10, 10                 103(21), 183(37), 23(5)          16, 16, 19
13796          10, 10, 10                 102(21), 182(37), 22(5)          16, 16, 20
13797          10, 10, 10                 21(5), 101(21), 181(37)          15, 16, 17
13798          10, 10, 10                 20(4), 100(20), 180(36)          14, 16, 16
13799          10, 10, 10                  19(4), 99(20), 179(36)          14, 15, 16
13800          10, 10, 10                  98(20), 18(4), 178(36)          14, 15, 15
13801          10, 10, 10                  97(20), 177(36), 17(4)          14, 16, 20
13802          10, 10, 10                  16(4), 96(20), 176(36)          15, 15, 20
13803          10, 10, 10                  15(3), 95(19), 175(35)          14, 14, 17
13804          10, 10, 10                  14(3), 94(19), 174(35)          13, 14, 16
13805          10, 10, 10                  13(3), 93(19), 173(35)          14, 15, 16
13806          10, 10, 10                  92(19), 172(35), 12(3)          15, 17, 19
13807          10, 10, 10                  91(19), 11(3), 171(35)          15, 20, 20
13808          10, 10, 10                  90(18), 10(2), 170(34)          14, 15, 16
13809          10, 10, 10                   89(18), 9(2), 169(34)          14, 15, 20
13810          10, 10, 10                   88(18), 8(2), 168(34)          14, 15, 16
13811          10, 10, 10                   7(2), 167(34), 87(18)          15, 16, 20
13812          10, 10, 10                   86(18), 6(2), 166(34)          14, 20, 20
13813          10, 10, 10                   5(1), 85(17), 165(33)          14, 14, 16
13814          10, 10, 10                   84(17), 4(1), 164(33)          14, 20, 20
13815          10, 10, 10                   83(17), 3(1), 163(33)          14, 15, 20
13816          10, 10, 10                   2(1), 82(17), 162(33)          14, 14, 20
13817          10, 10, 10                   81(17), 161(33), 1(1)          15, 15, 20
13818          10, 10, 10                160(32), 80(16), 240(48)          15, 18, 20
13819          10, 10, 10                79(16), 239(48), 159(32)          13, 14, 15
13820          10, 10, 10                238(48), 158(32), 78(16)          14, 15, 18
13821          10, 10, 10                157(32), 77(16), 237(48)          16, 19, 20
13822          10, 10, 10                76(16), 156(32), 236(48)          14, 16, 20
13823          10, 10, 10                75(15), 155(31), 235(47)          15, 15, 15
13824          10, 10, 10                74(15), 234(47), 154(31)          14, 15, 17
13825          10, 10, 10                73(15), 233(47), 153(31)          14, 15, 16
13826          10, 10, 10                72(15), 232(47), 152(31)          14, 15, 16
13827          10, 10, 10                231(47), 71(15), 151(31)          14, 15, 17
13828          10, 10, 10                230(46), 150(30), 70(14)          14, 15, 19
13829          10, 10, 10                69(14), 229(46), 149(30)          14, 14, 15
13830          10, 10, 10                228(46), 68(14), 148(30)          14, 15, 15
13831          10, 10, 10                67(14), 147(30), 227(46)          15, 15, 20
13832          10, 10, 10                66(14), 146(30), 226(46)          15, 15, 20
13833          10, 10, 10                65(13), 145(29), 225(45)          14, 16, 20
13834          10, 10, 10                64(13), 144(29), 224(45)          14, 20, 20
13835          10, 10, 10                223(45), 63(13), 143(29)          14, 15, 15
13836          10, 10, 10                142(29), 62(13), 222(45)          15, 20, 20
13837          10, 10, 10                61(13), 141(29), 221(45)          14, 20, 20
13838          10, 10, 10                60(12), 140(28), 220(44)          14, 15, 20
13839          10, 10, 10                219(44), 59(12), 139(28)          14, 15, 17
13840          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
13841          10, 10, 10                57(12), 217(44), 137(28)          14, 15, 16
13842          10, 10, 10                216(44), 56(12), 136(28)          15, 20, 20
13843          10, 10, 10                55(11), 135(27), 215(43)          15, 15, 20
13844          10, 10, 10                54(11), 214(43), 134(27)          14, 14, 15
13845          10, 10, 10                53(11), 133(27), 213(43)          14, 20, 20
13846          10, 10, 10                212(43), 52(11), 132(27)          14, 15, 15
13847          10, 10, 10                51(11), 211(43), 131(27)          14, 19, 20
13848          10, 10, 10                50(10), 130(26), 210(42)          14, 15, 15
13849          10, 10, 10                209(42), 129(26), 49(10)          14, 16, 19
13850          10, 10, 10                48(10), 128(26), 208(42)          15, 15, 15
13851          10, 10, 10                207(42), 47(10), 127(26)          14, 15, 16
13852          10, 10, 10                46(10), 126(26), 206(42)          15, 15, 15
13853          10, 10, 10                 45(9), 125(25), 205(41)          14, 15, 15
13854          10, 10, 10                 44(9), 204(41), 124(25)          14, 14, 16
13855          10, 10, 10                 123(25), 203(41), 43(9)          14, 14, 19
13856          10, 10, 10                 42(9), 122(25), 202(41)          14, 16, 20
13857          10, 10, 10                 121(25), 41(9), 201(41)          16, 20, 20
13858          10, 10, 10                 40(8), 120(24), 200(40)          14, 15, 15
13859          10, 10, 10                 39(8), 119(24), 199(40)          15, 16, 20
13860          10, 10, 10                 38(8), 118(24), 198(40)          14, 15, 15
13861          10, 10, 10                 117(24), 197(40), 37(8)          16, 16, 20
13862          10, 10, 10                 36(8), 116(24), 196(40)          14, 15, 15
13863          10, 10, 10                 35(7), 115(23), 195(39)          14, 15, 15
13864          10, 10, 10                 34(7), 114(23), 194(39)          15, 15, 16
13865          10, 10, 10                 113(23), 33(7), 193(39)          16, 19, 20
13866          10, 10, 10                 192(39), 112(23), 32(7)          15, 16, 20
13867          10, 10, 10                 31(7), 111(23), 191(39)          15, 15, 15
13868          10, 10, 10                 30(6), 190(38), 110(22)          14, 15, 16
13869          10, 10, 10                 29(6), 109(22), 189(38)          15, 15, 20
13870          10, 10, 10                 28(6), 108(22), 188(38)          15, 16, 16
13871          10, 10, 10                   81(17), 161(33), 1(1)          16, 17, 20
13872          10, 10, 10                160(32), 80(16), 240(48)          17, 20, 20
13873          10, 10, 10                79(16), 239(48), 159(32)          15, 16, 17
13874          10, 10, 10                158(32), 238(48), 78(16)          16, 16, 20
13875          10, 10, 10                157(32), 77(16), 237(48)          17, 20, 20
13876          10, 10, 10                76(16), 156(32), 236(48)          15, 18, 20
13877          10, 10, 10                75(15), 235(47), 155(31)          16, 16, 17
13878          10, 10, 10                74(15), 234(47), 154(31)          16, 17, 18
13879          10, 10, 10                73(15), 233(47), 153(31)          16, 16, 17
13880          10, 10, 10                72(15), 232(47), 152(31)          16, 16, 17
13881          10, 10, 10                231(47), 71(15), 151(31)          16, 17, 18
13882          10, 10, 10                230(46), 150(30), 70(14)          16, 17, 20
13883          10, 10, 10                69(14), 229(46), 149(30)          15, 15, 17
13884          10, 10, 10                228(46), 68(14), 148(30)          15, 16, 17
13885          10, 10, 10                67(14), 147(30), 227(46)          16, 17, 20
13886          10, 10, 10                66(14), 146(30), 226(46)          16, 17, 20
13887          10, 10, 10                65(13), 145(29), 225(45)          15, 18, 20
13888          10, 10, 10                64(13), 144(29), 224(45)          15, 20, 20
13889          10, 10, 10                223(45), 63(13), 143(29)          15, 16, 17
13890          10, 10, 10                142(29), 62(13), 222(45)          16, 20, 20
13891          10, 10, 10                61(13), 141(29), 221(45)          16, 20, 20
13892          10, 10, 10                60(12), 140(28), 220(44)          15, 17, 20
13893          10, 10, 10                219(44), 59(12), 139(28)          16, 17, 18
13894          10, 10, 10                58(12), 218(44), 138(28)          16, 16, 18
13895          10, 10, 10                57(12), 137(28), 217(44)          16, 17, 17
13896          10, 10, 10                216(44), 56(12), 136(28)          16, 20, 20
13897          10, 10, 10                55(11), 135(27), 215(43)          16, 17, 20
13898          10, 10, 10                214(43), 54(11), 134(27)          15, 16, 16
13899          10, 10, 10                53(11), 133(27), 213(43)          16, 20, 20
13900          10, 10, 10                212(43), 52(11), 132(27)          15, 16, 16
13901          10, 10, 10                51(11), 131(27), 211(43)          16, 20, 20
13902          10, 10, 10                50(10), 210(42), 130(26)          15, 16, 17
13903          10, 10, 10                209(42), 129(26), 49(10)          15, 18, 20
13904          10, 10, 10                48(10), 128(26), 208(42)          16, 17, 17
13905          10, 10, 10                47(10), 207(42), 127(26)          16, 16, 17
13906          10, 10, 10                46(10), 206(42), 126(26)          16, 16, 17
13907          10, 10, 10                 45(9), 125(25), 205(41)          15, 16, 16
13908          10, 10, 10                 44(9), 204(41), 124(25)          15, 15, 17
13909          10, 10, 10                 123(25), 203(41), 43(9)          16, 16, 20
13910          10, 10, 10                 42(9), 122(25), 202(41)          15, 18, 20
13911          10, 10, 10                 121(25), 41(9), 201(41)          18, 20, 20
13912          10, 10, 10                 40(8), 120(24), 200(40)          16, 17, 17
13913          10, 10, 10                 39(8), 119(24), 199(40)          16, 17, 20
13914          10, 10, 10                 38(8), 118(24), 198(40)          16, 16, 17
13915          10, 10, 10                 117(24), 197(40), 37(8)          18, 18, 20
13916          10, 10, 10                 36(8), 116(24), 196(40)          16, 17, 17
13917          10, 10, 10                 35(7), 115(23), 195(39)          15, 17, 17
13918          10, 10, 10                 34(7), 114(23), 194(39)          16, 17, 18
13919          10, 10, 10                 113(23), 33(7), 193(39)          18, 20, 20
13920          10, 10, 10                 192(39), 112(23), 32(7)          17, 18, 20
13921          10, 10, 10                 31(7), 111(23), 191(39)          16, 17, 17
13922          10, 10, 10                 30(6), 190(38), 110(22)          15, 17, 18
13923          10, 10, 10                 29(6), 109(22), 189(38)          16, 17, 20
13924          10, 10, 10                 28(6), 188(38), 108(22)          16, 17, 18
13925          10, 10, 10                 27(6), 107(22), 187(38)          16, 17, 18
13926          10, 10, 10                 26(6), 106(22), 186(38)          16, 18, 18
13927          10, 10, 10                 25(5), 185(37), 105(21)          15, 17, 18
13928          10, 10, 10                 24(5), 104(21), 184(37)          16, 18, 18
13929          10, 10, 10                 103(21), 183(37), 23(5)          17, 17, 20
13930          10, 10, 10                 102(21), 182(37), 22(5)          17, 17, 20
13931          10, 10, 10                 21(5), 101(21), 181(37)          17, 18, 19
13932          10, 10, 10                 20(4), 100(20), 180(36)          15, 17, 18
13933          10, 10, 10                  19(4), 99(20), 179(36)          16, 16, 17
13934          10, 10, 10                  18(4), 98(20), 178(36)          16, 16, 17
13935          10, 10, 10                  97(20), 177(36), 17(4)          15, 17, 20
