hh_id               itime                                     day
13402          10, 10, 10                77(16), 157(32), 237(48)
13403          10, 10, 10                76(16), 156(32), 236(48)
13404          10, 10, 10                75(15), 155(31), 235(47)
13405          10, 10, 10                74(15), 154(31), 234(47)
13406          10, 10, 10                73(15), 153(31), 233(47)
13407          10, 10, 10                72(15), 152(31), 232(47)
13408          10, 10, 10                71(15), 151(31), 231(47)
13409          10, 10, 10                70(14), 150(30), 230(46)
13410          10, 10, 10                69(14), 149(30), 229(46)
13411          10, 10, 10                68(14), 148(30), 228(46)
13412          10, 10, 10                67(14), 147(30), 227(46)
13413          10, 10, 10                66(14), 146(30), 226(46)
13414          10, 10, 10                65(13), 145(29), 225(45)
13415          10, 10, 10                64(13), 144(29), 224(45)
13416          10, 10, 10                63(13), 143(29), 223(45)
13417          10, 10, 10                62(13), 142(29), 222(45)
13418          10, 10, 10                61(13), 141(29), 221(45)
13419          10, 10, 10                60(12), 140(28), 220(44)
13420          10, 10, 10                59(12), 139(28), 219(44)
13421          10, 10, 10                58(12), 138(28), 218(44)
13422          10, 10, 10                57(12), 137(28), 217(44)
13423          10, 10, 10                56(12), 136(28), 216(44)
13424          10, 10, 10                55(11), 135(27), 215(43)
13425          10, 10, 10                54(11), 134(27), 214(43)
13426          10, 10, 10                53(11), 133(27), 213(43)
13427          10, 10, 10                52(11), 132(27), 212(43)
13428          10, 10, 10                51(11), 131(27), 211(43)
13429          10, 10, 10                50(10), 130(26), 210(42)
13430          10, 10, 10                49(10), 129(26), 209(42)
13431          10, 10, 10                48(10), 128(26), 208(42)
13432          10, 10, 10                47(10), 127(26), 207(42)
13433          10, 10, 10                46(10), 126(26), 206(42)
13434          10, 10, 10                 45(9), 125(25), 205(41)
13435          10, 10, 10                 44(9), 124(25), 204(41)
13436          10, 10, 10                 43(9), 123(25), 203(41)
13437          10, 10, 10                 42(9), 122(25), 202(41)
13438          10, 10, 10                 41(9), 121(25), 201(41)
13439          10, 10, 10                 40(8), 120(24), 200(40)
13440          10, 10, 10                 39(8), 119(24), 199(40)
13441          10, 10, 10                 38(8), 118(24), 198(40)
13442          10, 10, 10                 37(8), 117(24), 197(40)
13443          10, 10, 10                 36(8), 116(24), 196(40)
13444          10, 10, 10                 35(7), 115(23), 195(39)
13445          10, 10, 10                 34(7), 114(23), 194(39)
13446          10, 10, 10                 33(7), 113(23), 193(39)
13447          10, 10, 10                 32(7), 112(23), 192(39)
13448          10, 10, 10                 31(7), 111(23), 191(39)
13449          10, 10, 10                 30(6), 110(22), 190(38)
13450          10, 10, 10                 29(6), 109(22), 189(38)
13451          10, 10, 10                 28(6), 108(22), 188(38)
13452          10, 10, 10                 27(6), 107(22), 187(38)
13453          10, 10, 10                 26(6), 106(22), 186(38)
13454          10, 10, 10                 25(5), 105(21), 185(37)
13455          10, 10, 10                 24(5), 104(21), 184(37)
13456          10, 10, 10                 23(5), 103(21), 183(37)
13457          10, 10, 10                 22(5), 102(21), 182(37)
13458          10, 10, 10                 21(5), 101(21), 181(37)
13459          10, 10, 10                 20(4), 100(20), 180(36)
13460          10, 10, 10                  19(4), 99(20), 179(36)
13461          10, 10, 10                  18(4), 98(20), 178(36)
13462          10, 10, 10                  17(4), 97(20), 177(36)
13463          10, 10, 10                  16(4), 96(20), 176(36)
13464          10, 10, 10                  15(3), 95(19), 175(35)
13465          10, 10, 10                  14(3), 94(19), 174(35)
13466          10, 10, 10                  13(3), 93(19), 173(35)
13467          10, 10, 10                  12(3), 92(19), 172(35)
13468          10, 10, 10                  11(3), 91(19), 171(35)
13469          10, 10, 10                  10(2), 90(18), 170(34)
13470          10, 10, 10                   9(2), 89(18), 169(34)
13471          10, 10, 10                   8(2), 88(18), 168(34)
13472          10, 10, 10                   7(2), 87(18), 167(34)
13473          10, 10, 10                   6(2), 86(18), 166(34)
13474          10, 10, 10                   5(1), 85(17), 165(33)
13475          10, 10, 10                   4(1), 84(17), 164(33)
13476          10, 10, 10                   3(1), 83(17), 163(33)
13477          10, 10, 10                   2(1), 82(17), 162(33)
13478          10, 10, 10                   1(1), 81(17), 161(33)
13479          10, 10, 10                80(16), 160(32), 240(48)
13480          10, 10, 10                79(16), 159(32), 239(48)
13481          10, 10, 10                78(16), 158(32), 238(48)
13482          10, 10, 10                77(16), 157(32), 237(48)
13483          10, 10, 10                76(16), 156(32), 236(48)
13484          10, 10, 10                75(15), 155(31), 235(47)
13485          10, 10, 10                74(15), 154(31), 234(47)
13486          10, 10, 10                73(15), 153(31), 233(47)
13487          10, 10, 10                72(15), 152(31), 232(47)
13488          10, 10, 10                71(15), 151(31), 231(47)
13489          10, 10, 10                70(14), 150(30), 230(46)
13490          10, 10, 10                69(14), 149(30), 229(46)
13491          10, 10, 10                68(14), 148(30), 228(46)
13492          10, 10, 10                67(14), 147(30), 227(46)
13493          10, 10, 10                66(14), 146(30), 226(46)
13494          10, 10, 10                65(13), 145(29), 225(45)
13495          10, 10, 10                64(13), 144(29), 224(45)
13496          10, 10, 10                63(13), 143(29), 223(45)
13497          10, 10, 10                62(13), 142(29), 222(45)
13498          10, 10, 10                61(13), 141(29), 221(45)
13499          10, 10, 10                60(12), 140(28), 220(44)
13500          10, 10, 10                59(12), 139(28), 219(44)
13501          10, 10, 10                58(12), 138(28), 218(44)
13502          10, 10, 10                57(12), 137(28), 217(44)
13503          10, 10, 10                56(12), 136(28), 216(44)
13504          10, 10, 10                55(11), 135(27), 215(43)
13505          10, 10, 10                54(11), 134(27), 214(43)
13506          10, 10, 10                53(11), 133(27), 213(43)
13507          10, 10, 10                52(11), 132(27), 212(43)
13508          10, 10, 10                51(11), 131(27), 211(43)
13509          10, 10, 10                50(10), 130(26), 210(42)
13510          10, 10, 10                49(10), 129(26), 209(42)
13511          10, 10, 10                48(10), 128(26), 208(42)
13512          10, 10, 10                47(10), 127(26), 207(42)
13513          10, 10, 10                46(10), 126(26), 206(42)
13514          10, 10, 10                 45(9), 125(25), 205(41)
13515          10, 10, 10                 44(9), 124(25), 204(41)
13516          10, 10, 10                 43(9), 123(25), 203(41)
13517          10, 10, 10                 42(9), 122(25), 202(41)
13518          10, 10, 10                 41(9), 121(25), 201(41)
13519          10, 10, 10                 40(8), 120(24), 200(40)
13520          10, 10, 10                 39(8), 119(24), 199(40)
13521          10, 10, 10                 38(8), 118(24), 198(40)
13522          10, 10, 10                 37(8), 117(24), 197(40)
13523          10, 10, 10                 36(8), 116(24), 196(40)
13524          10, 10, 10                 35(7), 115(23), 195(39)
13525          10, 10, 10                 34(7), 114(23), 194(39)
13526          10, 10, 10                 33(7), 113(23), 193(39)
13527          10, 10, 10                 32(7), 112(23), 192(39)
13528          10, 10, 10                 31(7), 111(23), 191(39)
13529          10, 10, 10                 30(6), 110(22), 190(38)
13530          10, 10, 10                 29(6), 109(22), 189(38)
13531          10, 10, 10                 28(6), 108(22), 188(38)
13532          10, 10, 10                 27(6), 107(22), 187(38)
13533          10, 10, 10                 26(6), 106(22), 186(38)
13534          10, 10, 10                 25(5), 105(21), 185(37)
13535          10, 10, 10                 24(5), 104(21), 184(37)
13536          10, 10, 10                 23(5), 103(21), 183(37)
13537          10, 10, 10                 22(5), 102(21), 182(37)
13538          10, 10, 10                 21(5), 101(21), 181(37)
13539          10, 10, 10                 20(4), 100(20), 180(36)
13540          10, 10, 10                  19(4), 99(20), 179(36)
13541          10, 10, 10                  18(4), 98(20), 178(36)
13542          10, 10, 10                  17(4), 97(20), 177(36)
13543          10, 10, 10                  16(4), 96(20), 176(36)
13544          10, 10, 10                  15(3), 95(19), 175(35)
13545          10, 10, 10                  14(3), 94(19), 174(35)
13546          10, 10, 10                  13(3), 93(19), 173(35)
13547          10, 10, 10                  12(3), 92(19), 172(35)
13548          10, 10, 10                  11(3), 91(19), 171(35)
13549          10, 10, 10                  10(2), 90(18), 170(34)
13550          10, 10, 10                   9(2), 89(18), 169(34)
13551          10, 10, 10                   8(2), 88(18), 168(34)
13552          10, 10, 10                   7(2), 87(18), 167(34)
13553          10, 10, 10                   6(2), 86(18), 166(34)
13554          10, 10, 10                   5(1), 85(17), 165(33)
13555          10, 10, 10                   4(1), 84(17), 164(33)
13556          10, 10, 10                   3(1), 83(17), 163(33)
13557          10, 10, 10                   2(1), 82(17), 162(33)
13558          10, 10, 10                   1(1), 81(17), 161(33)
13559          10, 10, 10                80(16), 160(32), 240(48)
13560          10, 10, 10                79(16), 159(32), 239(48)
13561          10, 10, 10                78(16), 158(32), 238(48)
13562          10, 10, 10                77(16), 157(32), 237(48)
13563          10, 10, 10                76(16), 156(32), 236(48)
13564          10, 10, 10                75(15), 155(31), 235(47)
13565          10, 10, 10                74(15), 154(31), 234(47)
13566          10, 10, 10                73(15), 153(31), 233(47)
13567          10, 10, 10                72(15), 152(31), 232(47)
13568          10, 10, 10                  10(2), 90(18), 170(34)
13569          10, 10, 10                   9(2), 89(18), 169(34)
13570          10, 10, 10                   8(2), 88(18), 168(34)
13571          10, 10, 10                   7(2), 87(18), 167(34)
13572          10, 10, 10                   6(2), 86(18), 166(34)
13573          10, 10, 10                   5(1), 85(17), 165(33)
13574          10, 10, 10                   4(1), 84(17), 164(33)
13575          10, 10, 10                   3(1), 83(17), 163(33)
13576          10, 10, 10                   2(1), 82(17), 162(33)
13577          10, 10, 10                   1(1), 81(17), 161(33)
13578          10, 10, 10                80(16), 160(32), 240(48)
13579          10, 10, 10                79(16), 159(32), 239(48)
13580          10, 10, 10                78(16), 158(32), 238(48)
13581          10, 10, 10                77(16), 157(32), 237(48)
13582          10, 10, 10                76(16), 156(32), 236(48)
13583          10, 10, 10                75(15), 155(31), 235(47)
13584          10, 10, 10                74(15), 154(31), 234(47)
13585          10, 10, 10                73(15), 153(31), 233(47)
13586          10, 10, 10                72(15), 152(31), 232(47)
13587          10, 10, 10                71(15), 151(31), 231(47)
13588          10, 10, 10                70(14), 150(30), 230(46)
13589          10, 10, 10                69(14), 149(30), 229(46)
13590          10, 10, 10                68(14), 148(30), 228(46)
13591          10, 10, 10                67(14), 147(30), 227(46)
13592          10, 10, 10                66(14), 146(30), 226(46)
13593          10, 10, 10                65(13), 145(29), 225(45)
13594          10, 10, 10                64(13), 144(29), 224(45)
13595          10, 10, 10                63(13), 143(29), 223(45)
13596          10, 10, 10                62(13), 142(29), 222(45)
13597          10, 10, 10                61(13), 141(29), 221(45)
13598          10, 10, 10                60(12), 140(28), 220(44)
13599          10, 10, 10                59(12), 139(28), 219(44)
13600          10, 10, 10                58(12), 138(28), 218(44)
13601          10, 10, 10                57(12), 137(28), 217(44)
13602          10, 10, 10                56(12), 136(28), 216(44)
13603          10, 10, 10                55(11), 135(27), 215(43)
13604          10, 10, 10                54(11), 134(27), 214(43)
13605          10, 10, 10                53(11), 133(27), 213(43)
13606          10, 10, 10                52(11), 132(27), 212(43)
13607          10, 10, 10                51(11), 131(27), 211(43)
13608          10, 10, 10                50(10), 130(26), 210(42)
13609          10, 10, 10                49(10), 129(26), 209(42)
13610          10, 10, 10                48(10), 128(26), 208(42)
13611          10, 10, 10                47(10), 127(26), 207(42)
13612          10, 10, 10                46(10), 126(26), 206(42)
13613          10, 10, 10                 45(9), 125(25), 205(41)
13614          10, 10, 10                 44(9), 124(25), 204(41)
13615          10, 10, 10                 43(9), 123(25), 203(41)
13616          10, 10, 10                 42(9), 122(25), 202(41)
13617          10, 10, 10                 41(9), 121(25), 201(41)
13618          10, 10, 10                 40(8), 120(24), 200(40)
13619          10, 10, 10                 39(8), 119(24), 199(40)
13620          10, 10, 10                 38(8), 118(24), 198(40)
13621          10, 10, 10                 37(8), 117(24), 197(40)
13622          10, 10, 10                 36(8), 116(24), 196(40)
13623          10, 10, 10                 35(7), 115(23), 195(39)
13624          10, 10, 10                 34(7), 114(23), 194(39)
13625          10, 10, 10                 33(7), 113(23), 193(39)
13626          10, 10, 10                 32(7), 112(23), 192(39)
13627          10, 10, 10                 31(7), 111(23), 191(39)
13628          10, 10, 10                 30(6), 110(22), 190(38)
13629          10, 10, 10                 29(6), 109(22), 189(38)
13630          10, 10, 10                 28(6), 108(22), 188(38)
13631          10, 10, 10                 27(6), 107(22), 187(38)
13632          10, 10, 10                 26(6), 106(22), 186(38)
13633          10, 10, 10                 25(5), 105(21), 185(37)
13634          10, 10, 10                 24(5), 104(21), 184(37)
13635          10, 10, 10                 23(5), 103(21), 183(37)
13636          10, 10, 10                 22(5), 102(21), 182(37)
13637          10, 10, 10                 21(5), 101(21), 181(37)
13638          10, 10, 10                 20(4), 100(20), 180(36)
13639          10, 10, 10                  19(4), 99(20), 179(36)
13640          10, 10, 10                  18(4), 98(20), 178(36)
13641          10, 10, 10                  17(4), 97(20), 177(36)
13642          10, 10, 10                  16(4), 96(20), 176(36)
13643          10, 10, 10                  15(3), 95(19), 175(35)
13644          10, 10, 10                  14(3), 94(19), 174(35)
13645          10, 10, 10                  13(3), 93(19), 173(35)
13646          10, 10, 10                  12(3), 92(19), 172(35)
13647          10, 10, 10                  11(3), 91(19), 171(35)
13648          10, 10, 10                  10(2), 90(18), 170(34)
13649          10, 10, 10                   9(2), 89(18), 169(34)
13650          10, 10, 10                   8(2), 88(18), 168(34)
13651          10, 10, 10                   7(2), 87(18), 167(34)
13652          10, 10, 10                   6(2), 86(18), 166(34)
13653          10, 10, 10                   5(1), 85(17), 165(33)
13654          10, 10, 10                   4(1), 84(17), 164(33)
13655          10, 10, 10                   3(1), 83(17), 163(33)
13656          10, 10, 10                   2(1), 82(17), 162(33)
13657          10, 10, 10                   1(1), 81(17), 161(33)
13658          10, 10, 10                80(16), 160(32), 240(48)
13659          10, 10, 10                79(16), 159(32), 239(48)
13660          10, 10, 10                78(16), 158(32), 238(48)
13661          10, 10, 10                77(16), 157(32), 237(48)
13662          10, 10, 10                76(16), 156(32), 236(48)
13663          10, 10, 10                75(15), 155(31), 235(47)
13664          10, 10, 10                74(15), 154(31), 234(47)
13665          10, 10, 10                73(15), 153(31), 233(47)
13666          10, 10, 10                72(15), 152(31), 232(47)
13667          10, 10, 10                71(15), 151(31), 231(47)
13668          10, 10, 10                70(14), 150(30), 230(46)
13669          10, 10, 10                69(14), 149(30), 229(46)
13670          10, 10, 10                68(14), 148(30), 228(46)
13671          10, 10, 10                67(14), 147(30), 227(46)
13672          10, 10, 10                66(14), 146(30), 226(46)
13673          10, 10, 10                65(13), 145(29), 225(45)
13674          10, 10, 10                64(13), 144(29), 224(45)
13675          10, 10, 10                63(13), 143(29), 223(45)
13676          10, 10, 10                62(13), 142(29), 222(45)
13677          10, 10, 10                61(13), 141(29), 221(45)
13678          10, 10, 10                60(12), 140(28), 220(44)
13679          10, 10, 10                59(12), 139(28), 219(44)
13680          10, 10, 10                58(12), 138(28), 218(44)
13681          10, 10, 10                57(12), 137(28), 217(44)
13682          10, 10, 10                56(12), 136(28), 216(44)
13683          10, 10, 10                55(11), 135(27), 215(43)
13684          10, 10, 10                54(11), 134(27), 214(43)
13685          10, 10, 10                53(11), 133(27), 213(43)
13686          10, 10, 10                52(11), 132(27), 212(43)
13687          10, 10, 10                51(11), 131(27), 211(43)
13688          10, 10, 10                50(10), 130(26), 210(42)
13689          10, 10, 10                49(10), 129(26), 209(42)
13690          10, 10, 10                48(10), 128(26), 208(42)
13691          10, 10, 10                47(10), 127(26), 207(42)
13692          10, 10, 10                46(10), 126(26), 206(42)
13693          10, 10, 10                 45(9), 125(25), 205(41)
13694          10, 10, 10                 44(9), 124(25), 204(41)
13695          10, 10, 10                 43(9), 123(25), 203(41)
13696          10, 10, 10                 42(9), 122(25), 202(41)
13697          10, 10, 10                 41(9), 121(25), 201(41)
13698          10, 10, 10                 40(8), 120(24), 200(40)
13699          10, 10, 10                 39(8), 119(24), 199(40)
13700          10, 10, 10                 38(8), 118(24), 198(40)
13701          10, 10, 10                 37(8), 117(24), 197(40)
13702          10, 10, 10                 36(8), 116(24), 196(40)
13703          10, 10, 10                 35(7), 115(23), 195(39)
13704          10, 10, 10                 34(7), 114(23), 194(39)
13705          10, 10, 10                 33(7), 113(23), 193(39)
13706          10, 10, 10                 32(7), 112(23), 192(39)
13707          10, 10, 10                 31(7), 111(23), 191(39)
13708          10, 10, 10                 30(6), 110(22), 190(38)
13709          10, 10, 10                 29(6), 109(22), 189(38)
13710          10, 10, 10                 28(6), 108(22), 188(38)
13711          10, 10, 10                 27(6), 107(22), 187(38)
13712          10, 10, 10                 26(6), 106(22), 186(38)
13713          10, 10, 10                 25(5), 105(21), 185(37)
13714          10, 10, 10                 24(5), 104(21), 184(37)
13715          10, 10, 10                 23(5), 103(21), 183(37)
13716          10, 10, 10                 22(5), 102(21), 182(37)
13717          10, 10, 10                 21(5), 101(21), 181(37)
13718          10, 10, 10                 20(4), 100(20), 180(36)
13719          10, 10, 10                  19(4), 99(20), 179(36)
13720          10, 10, 10                  18(4), 98(20), 178(36)
13721          10, 10, 10                  17(4), 97(20), 177(36)
13722          10, 10, 10                  16(4), 96(20), 176(36)
13723          10, 10, 10                  15(3), 95(19), 175(35)
13724          10, 10, 10                  14(3), 94(19), 174(35)
13725          10, 10, 10                  13(3), 93(19), 173(35)
13726          10, 10, 10                  12(3), 92(19), 172(35)
13727          10, 10, 10                  11(3), 91(19), 171(35)
13728          10, 10, 10                  10(2), 90(18), 170(34)
13729          10, 10, 10                   9(2), 89(18), 169(34)
13730          10, 10, 10                   8(2), 88(18), 168(34)
13731          10, 10, 10                   7(2), 87(18), 167(34)
13732          10, 10, 10                   6(2), 86(18), 166(34)
13733          10, 10, 10                   5(1), 85(17), 165(33)
13734          10, 10, 10                   4(1), 84(17), 164(33)
13735          10, 10, 10                   3(1), 83(17), 163(33)
13736          10, 10, 10                   2(1), 82(17), 162(33)
13737          10, 10, 10                   1(1), 81(17), 161(33)
13738          10, 10, 10                80(16), 160(32), 240(48)
13739          10, 10, 10                79(16), 159(32), 239(48)
13740          10, 10, 10                78(16), 158(32), 238(48)
13741          10, 10, 10                77(16), 157(32), 237(48)
13742          10, 10, 10                76(16), 156(32), 236(48)
13743          10, 10, 10                75(15), 155(31), 235(47)
13744          10, 10, 10                74(15), 154(31), 234(47)
13745          10, 10, 10                73(15), 153(31), 233(47)
13746          10, 10, 10                72(15), 152(31), 232(47)
13747          10, 10, 10                71(15), 151(31), 231(47)
13748          10, 10, 10                70(14), 150(30), 230(46)
13749          10, 10, 10                69(14), 149(30), 229(46)
13750          10, 10, 10                68(14), 148(30), 228(46)
13751          10, 10, 10                67(14), 147(30), 227(46)
13752          10, 10, 10                66(14), 146(30), 226(46)
13753          10, 10, 10                65(13), 145(29), 225(45)
13754          10, 10, 10                64(13), 144(29), 224(45)
13755          10, 10, 10                63(13), 143(29), 223(45)
13756          10, 10, 10                62(13), 142(29), 222(45)
13757          10, 10, 10                61(13), 141(29), 221(45)
13758          10, 10, 10                60(12), 140(28), 220(44)
13759          10, 10, 10                59(12), 139(28), 219(44)
13760          10, 10, 10                58(12), 138(28), 218(44)
13761          10, 10, 10                57(12), 137(28), 217(44)
13762          10, 10, 10                56(12), 136(28), 216(44)
13763          10, 10, 10                55(11), 135(27), 215(43)
13764          10, 10, 10                54(11), 134(27), 214(43)
13765          10, 10, 10                53(11), 133(27), 213(43)
13766          10, 10, 10                52(11), 132(27), 212(43)
13767          10, 10, 10                51(11), 131(27), 211(43)
13768          10, 10, 10                50(10), 130(26), 210(42)
13769          10, 10, 10                49(10), 129(26), 209(42)
13770          10, 10, 10                48(10), 128(26), 208(42)
13771          10, 10, 10                47(10), 127(26), 207(42)
13772          10, 10, 10                46(10), 126(26), 206(42)
13773          10, 10, 10                 45(9), 125(25), 205(41)
13774          10, 10, 10                 44(9), 124(25), 204(41)
13775          10, 10, 10                 43(9), 123(25), 203(41)
13776          10, 10, 10                 42(9), 122(25), 202(41)
13777          10, 10, 10                 41(9), 121(25), 201(41)
13778          10, 10, 10                 40(8), 120(24), 200(40)
13779          10, 10, 10                 39(8), 119(24), 199(40)
13780          10, 10, 10                 38(8), 118(24), 198(40)
13781          10, 10, 10                 37(8), 117(24), 197(40)
13782          10, 10, 10                 36(8), 116(24), 196(40)
13783          10, 10, 10                 35(7), 115(23), 195(39)
13784          10, 10, 10                 34(7), 114(23), 194(39)
13785          10, 10, 10                 33(7), 113(23), 193(39)
13786          10, 10, 10                 32(7), 112(23), 192(39)
13787          10, 10, 10                 31(7), 111(23), 191(39)
13788          10, 10, 10                 30(6), 110(22), 190(38)
13789          10, 10, 10                 29(6), 109(22), 189(38)
13790          10, 10, 10                 28(6), 108(22), 188(38)
13791          10, 10, 10                 27(6), 107(22), 187(38)
13792          10, 10, 10                 26(6), 106(22), 186(38)
13793          10, 10, 10                 25(5), 105(21), 185(37)
13794          10, 10, 10                 24(5), 104(21), 184(37)
13795          10, 10, 10                 23(5), 103(21), 183(37)
13796          10, 10, 10                 22(5), 102(21), 182(37)
13797          10, 10, 10                 21(5), 101(21), 181(37)
13798          10, 10, 10                 20(4), 100(20), 180(36)
13799          10, 10, 10                  19(4), 99(20), 179(36)
13800          10, 10, 10                  18(4), 98(20), 178(36)
13801          10, 10, 10                  17(4), 97(20), 177(36)
13802          10, 10, 10                  16(4), 96(20), 176(36)
13803          10, 10, 10                  15(3), 95(19), 175(35)
13804          10, 10, 10                  14(3), 94(19), 174(35)
13805          10, 10, 10                  13(3), 93(19), 173(35)
13806          10, 10, 10                  12(3), 92(19), 172(35)
13807          10, 10, 10                  11(3), 91(19), 171(35)
13808          10, 10, 10                  10(2), 90(18), 170(34)
13809          10, 10, 10                   9(2), 89(18), 169(34)
13810          10, 10, 10                   8(2), 88(18), 168(34)
13811          10, 10, 10                   7(2), 87(18), 167(34)
13812          10, 10, 10                   6(2), 86(18), 166(34)
13813          10, 10, 10                   5(1), 85(17), 165(33)
13814          10, 10, 10                   4(1), 84(17), 164(33)
13815          10, 10, 10                   3(1), 83(17), 163(33)
13816          10, 10, 10                   2(1), 82(17), 162(33)
13817          10, 10, 10                   1(1), 81(17), 161(33)
13818          10, 10, 10                80(16), 160(32), 240(48)
13819          10, 10, 10                79(16), 159(32), 239(48)
13820          10, 10, 10                78(16), 158(32), 238(48)
13821          10, 10, 10                77(16), 157(32), 237(48)
13822          10, 10, 10                76(16), 156(32), 236(48)
13823          10, 10, 10                75(15), 155(31), 235(47)
13824          10, 10, 10                74(15), 154(31), 234(47)
13825          10, 10, 10                73(15), 153(31), 233(47)
13826          10, 10, 10                72(15), 152(31), 232(47)
13827          10, 10, 10                71(15), 151(31), 231(47)
13828          10, 10, 10                70(14), 150(30), 230(46)
13829          10, 10, 10                69(14), 149(30), 229(46)
13830          10, 10, 10                68(14), 148(30), 228(46)
13831          10, 10, 10                67(14), 147(30), 227(46)
13832          10, 10, 10                66(14), 146(30), 226(46)
13833          10, 10, 10                65(13), 145(29), 225(45)
13834          10, 10, 10                64(13), 144(29), 224(45)
13835          10, 10, 10                63(13), 143(29), 223(45)
13836          10, 10, 10                62(13), 142(29), 222(45)
13837          10, 10, 10                61(13), 141(29), 221(45)
13838          10, 10, 10                60(12), 140(28), 220(44)
13839          10, 10, 10                59(12), 139(28), 219(44)
13840          10, 10, 10                58(12), 138(28), 218(44)
13841          10, 10, 10                57(12), 137(28), 217(44)
13842          10, 10, 10                56(12), 136(28), 216(44)
13843          10, 10, 10                55(11), 135(27), 215(43)
13844          10, 10, 10                54(11), 134(27), 214(43)
13845          10, 10, 10                53(11), 133(27), 213(43)
13846          10, 10, 10                52(11), 132(27), 212(43)
13847          10, 10, 10                51(11), 131(27), 211(43)
13848          10, 10, 10                50(10), 130(26), 210(42)
13849          10, 10, 10                49(10), 129(26), 209(42)
13850          10, 10, 10                48(10), 128(26), 208(42)
13851          10, 10, 10                47(10), 127(26), 207(42)
13852          10, 10, 10                46(10), 126(26), 206(42)
13853          10, 10, 10                 45(9), 125(25), 205(41)
13854          10, 10, 10                 44(9), 124(25), 204(41)
13855          10, 10, 10                 43(9), 123(25), 203(41)
13856          10, 10, 10                 42(9), 122(25), 202(41)
13857          10, 10, 10                 41(9), 121(25), 201(41)
13858          10, 10, 10                 40(8), 120(24), 200(40)
13859          10, 10, 10                 39(8), 119(24), 199(40)
13860          10, 10, 10                 38(8), 118(24), 198(40)
13861          10, 10, 10                 37(8), 117(24), 197(40)
13862          10, 10, 10                 36(8), 116(24), 196(40)
13863          10, 10, 10                 35(7), 115(23), 195(39)
13864          10, 10, 10                 34(7), 114(23), 194(39)
13865          10, 10, 10                 33(7), 113(23), 193(39)
13866          10, 10, 10                 32(7), 112(23), 192(39)
13867          10, 10, 10                 31(7), 111(23), 191(39)
13868          10, 10, 10                 30(6), 110(22), 190(38)
13869          10, 10, 10                 29(6), 109(22), 189(38)
13870          10, 10, 10                 28(6), 108(22), 188(38)
13871          10, 10, 10                   1(1), 81(17), 161(33)
13872          10, 10, 10                80(16), 160(32), 240(48)
13873          10, 10, 10                79(16), 159(32), 239(48)
13874          10, 10, 10                78(16), 158(32), 238(48)
13875          10, 10, 10                77(16), 157(32), 237(48)
13876          10, 10, 10                76(16), 156(32), 236(48)
13877          10, 10, 10                75(15), 155(31), 235(47)
13878          10, 10, 10                74(15), 154(31), 234(47)
13879          10, 10, 10                73(15), 153(31), 233(47)
13880          10, 10, 10                72(15), 152(31), 232(47)
13881          10, 10, 10                71(15), 151(31), 231(47)
13882          10, 10, 10                70(14), 150(30), 230(46)
13883          10, 10, 10                69(14), 149(30), 229(46)
13884          10, 10, 10                68(14), 148(30), 228(46)
13885          10, 10, 10                67(14), 147(30), 227(46)
13886          10, 10, 10                66(14), 146(30), 226(46)
13887          10, 10, 10                65(13), 145(29), 225(45)
13888          10, 10, 10                64(13), 144(29), 224(45)
13889          10, 10, 10                63(13), 143(29), 223(45)
13890          10, 10, 10                62(13), 142(29), 222(45)
13891          10, 10, 10                61(13), 141(29), 221(45)
13892          10, 10, 10                60(12), 140(28), 220(44)
13893          10, 10, 10                59(12), 139(28), 219(44)
13894          10, 10, 10                58(12), 138(28), 218(44)
13895          10, 10, 10                57(12), 137(28), 217(44)
13896          10, 10, 10                56(12), 136(28), 216(44)
13897          10, 10, 10                55(11), 135(27), 215(43)
13898          10, 10, 10                54(11), 134(27), 214(43)
13899          10, 10, 10                53(11), 133(27), 213(43)
13900          10, 10, 10                52(11), 132(27), 212(43)
13901          10, 10, 10                51(11), 131(27), 211(43)
13902          10, 10, 10                50(10), 130(26), 210(42)
13903          10, 10, 10                49(10), 129(26), 209(42)
13904          10, 10, 10                48(10), 128(26), 208(42)
13905          10, 10, 10                47(10), 127(26), 207(42)
13906          10, 10, 10                46(10), 126(26), 206(42)
13907          10, 10, 10                 45(9), 125(25), 205(41)
13908          10, 10, 10                 44(9), 124(25), 204(41)
13909          10, 10, 10                 43(9), 123(25), 203(41)
13910          10, 10, 10                 42(9), 122(25), 202(41)
13911          10, 10, 10                 41(9), 121(25), 201(41)
13912          10, 10, 10                 40(8), 120(24), 200(40)
13913          10, 10, 10                 39(8), 119(24), 199(40)
13914          10, 10, 10                 38(8), 118(24), 198(40)
13915          10, 10, 10                 37(8), 117(24), 197(40)
13916          10, 10, 10                 36(8), 116(24), 196(40)
13917          10, 10, 10                 35(7), 115(23), 195(39)
13918          10, 10, 10                 34(7), 114(23), 194(39)
13919          10, 10, 10                 33(7), 113(23), 193(39)
13920          10, 10, 10                 32(7), 112(23), 192(39)
13921          10, 10, 10                 31(7), 111(23), 191(39)
13922          10, 10, 10                 30(6), 110(22), 190(38)
13923          10, 10, 10                 29(6), 109(22), 189(38)
13924          10, 10, 10                 28(6), 108(22), 188(38)
13925          10, 10, 10                 27(6), 107(22), 187(38)
13926          10, 10, 10                 26(6), 106(22), 186(38)
13927          10, 10, 10                 25(5), 105(21), 185(37)
13928          10, 10, 10                 24(5), 104(21), 184(37)
