hh_id,hh_name,hh_inCDA,hh_size,hh_village-id,,,
13675,18-135-B-0,0,6,118,60,,
13676,18-135-C-0,0,6,118,60,,
13677,18-136-A-0,0,6,118,60,,
13678,18-142-A-0,0,5,118,50,,
13679,18-144-A-0,0,17,118,170,,
13680,18-145-A-0,0,3,118,30,,
13681,18-145-B-0,0,5,118,50,,
13682,18-145-C-0,0,3,118,30,,
13683,18-146-A-0,0,2,118,20,,
13684,18-147-A-0,0,2,118,20,,
13685,18-148-A-0,0,8,118,80,,
13686,18-149-A-0,0,15,118,150,,
13687,18-150-A-0,0,4,118,40,,
13688,18-152-B-0,0,1,118,10,,
13689,18-155-A-0,0,8,118,80,,
13690,18-156-A-0,0,23,118,230,,
13691,18-156-B-0,0,1,118,10,,
13692,18-156-C-0,0,5,118,50,,
13693,18-157-A-0,0,11,118,110,,
13694,18-158-A-0,0,8,118,80,,
13695,18-158-B-0,0,1,118,10,,
13696,18-160-A-0,0,22,118,220,,
13697,18-162-A-0,0,14,118,140,,
13698,18-163-A-0,0,9,118,90,,
13699,18-165-A-0,0,10,118,100,,
13700,18-167-A-0,0,8,118,80,,
13701,18-168-B-0,0,5,118,50,,
13702,18-168-C-0,0,3,118,30,,
13703,18-171-A-0,0,6,118,60,,
13704,18-172-A-0,0,15,118,150,,
13705,18-174-A-0,0,9,118,90,,
13706,18-175-A-0,0,7,118,70,,
13707,18-176-A-0,0,8,118,80,,
13708,18-177-C-0,0,11,118,110,,
13709,18-177-D-0,0,12,118,120,,
13710,18-177-E-0,0,9,118,90,,
13711,18-182-A-0,0,9,118,90,,
13712,18-183-A-0,0,1,118,10,,
13713,18-184-A-0,0,6,118,60,,
13714,18-184-B-0,0,4,118,40,,
13715,18-187-A-0,0,7,118,70,,
13716,18-189-B-0,0,4,118,40,,
13717,18-190-A-0,0,13,118,130,,
13718,18-191-B-0,0,8,118,80,,
13719,18-192-A-0,0,7,118,70,,
13720,18-200-A-0,0,1,118,10,,
13721,18-201-A-0,0,7,118,70,,
13722,18-203-A-0,0,6,118,60,,
13723,18-205-A-0,0,14,118,140,,
13724,18-207-A-0,0,4,118,40,,
13725,18-210-A-0,0,2,118,20,,
13726,18-213-A-0,0,7,118,70,,
13727,18-216-A-0,0,4,118,40,,
13728,18-220-A-0,0,3,118,30,,
13729,18-221-A-0,0,2,118,20,,
13730,18-224-A-0,0,7,118,70,,
13731,18-228-B-0,0,5,118,50,,
13732,18-230-A-0,0,6,118,60,,
13733,18-232-A-0,0,4,118,40,,
13734,18-233-A-0,0,3,118,30,,
13735,18-238-A-0,0,7,118,70,,
13736,18-240-A-0,0,14,118,140,,
13737,18-240-C-0,0,7,118,70,,
13738,18-240-D-0,0,3,118,30,,
13739,18-241-B-0,0,4,118,40,,
13740,18-242-A-0,0,5,118,50,,
13741,18-243-A-0,0,8,118,80,,
13742,18-244-A-0,0,7,118,70,,
13743,18-245-B-0,0,7,118,70,,
13744,18-248-A-0,0,6,118,60,,
13745,18-249-A-0,0,8,118,80,,
13746,18-249-B-0,0,1,118,10,,
13747,18-250-A-0,0,17,118,170,,
13748,18-250-B-0,0,3,118,30,,
13749,18-251-B-0,0,7,118,70,,
13750,18-252-A-0,0,5,118,50,,
13751,18-253-A-0,0,8,118,80,,
13752,18-253-C-0,0,2,118,20,,
13753,18-253-D-0,0,1,118,10,,
13754,18-254-A-0,0,10,118,100,,
13755,18-255-A-0,0,11,118,110,,
13756,18-256-A-0,0,25,118,250,,
13757,18-257-A-0,0,9,118,90,,
13758,18-259-A-0,0,9,118,90,,
13759,18-260-A-0,0,7,118,70,,
13760,18-261-A-0,0,4,118,40,,
13761,18-261-B-0,0,4,118,40,,
13762,18-262-A-0,0,2,118,20,,
13763,18-272-A-0,0,4,118,40,,
13764,18-277-A-0,0,3,118,30,,
13765,18-278-A-0,0,3,118,30,,
13766,18-279-A-0,0,1,118,10,,
13767,18-279-B-0,0,4,118,40,,
13768,18-280-F-0,0,1,118,10,,
13769,18-282-A-0,0,9,118,90,,
13770,18-284-A-0,0,13,118,130,,
13771,18-285-A-0,0,2,118,20,,
13772,18-286-A-0,0,5,118,50,,
13773,18-291-A-0,0,2,118,20,,
13774,18-292-C-0,0,2,118,20,,
13775,18-294-A-0,0,12,118,120,,
13776,18-295-A-0,0,4,118,40,,
13777,18-296-A-0,0,8,118,80,,
13778,18-301-A-0,0,11,118,110,,
13779,18-302-B-0,0,7,118,70,,
13780,18-303-A-0,0,5,118,50,,
13781,18-304-A-0,0,6,118,60,,
13782,18-305-A-0,0,5,118,50,,
13783,18-306-A-0,0,7,118,70,,
13784,18-307-A-0,0,5,118,50,,
13785,18-308-A-0,0,4,118,40,,
13786,18-309-A-0,0,8,118,80,,
13787,18-311-A-0,0,5,118,50,,
13788,18-312-A-0,0,4,118,40,,
13789,18-313-A-0,0,5,118,50,,
13790,18-314-A-0,0,6,118,60,,
13791,18-316-A-0,0,5,118,50,,
13792,18-317-A-0,0,4,118,40,,
13793,18-318-A-0,0,5,118,50,,
13794,18-319-A-0,0,3,118,30,,
13795,18-319-B-0,0,7,118,70,,
13796,18-320-A-0,0,7,118,70,,
13797,18-320-B-0,0,10,118,100,,
13798,18-320-C-0,0,6,118,60,,
13799,18-321-A-0,0,8,118,80,,
13800,18-321-B-0,0,7,118,70,,
13801,18-322-A-0,0,11,118,110,,
13802,18-323-A-0,0,10,118,100,,
13803,18-325-A-0,0,5,118,50,,
13804,18-326-A-0,0,8,118,80,,
13805,18-327-A-0,0,7,118,70,,
13806,18-327-B-0,0,4,118,40,,
13807,18-327-C-0,0,1,118,10,,
13808,18-328-A-0,0,8,118,80,,
13809,18-329-A-0,0,8,118,80,,
13810,18-330-A-0,0,8,118,80,,
13811,18-331-A-0,0,3,118,30,,
13812,18-332-A-0,0,3,118,30,,
13813,18-333-A-0,0,4,118,40,,
13814,18-335-A-0,0,20,118,200,,
13815,18-337-A-0,0,11,118,110,,
13816,18-338-A-0,0,3,118,30,,
13817,18-339-A-0,0,6,118,60,,
13818,18-340-A-0,0,7,118,70,,
13819,18-342-A-0,0,1,118,10,,
13820,18-343-A-0,0,7,118,70,,
13821,18-344-A-0,0,5,118,50,,
13822,18-345-A-0,0,7,118,70,,
13823,18-346-A-0,0,5,118,50,,
13824,18-347-A-0,0,4,118,40,,
13825,18-348-A-0,0,6,118,60,,
13826,18-349-A-0,0,4,118,40,,
13827,18-350-A-0,0,4,118,40,,
13828,18-351-A-0,0,5,118,50,,
13829,18-352-A-0,0,1,118,10,,
13830,18-353-A-0,0,3,118,30,,
13831,18-354-A-0,0,1,118,10,,
13832,18-355-A-0,0,12,118,120,,
13833,18-356-A-0,0,4,118,40,,
13834,18-357-A-0,0,3,118,30,,
13835,18-358-A-0,0,3,118,30,,
13836,18-359-A-0,0,7,118,70,,
13837,18-360-A-0,0,7,118,70,,
13838,18-361-A-0,0,6,118,60,,
13839,18-362-A-0,0,8,118,80,,
13840,18-363-A-0,0,4,118,40,,
13841,18-365-A-0,0,3,118,30,,
13842,18-366-A-0,0,3,118,30,,
13843,18-367-A-0,0,3,118,30,,
13844,18-368-A-0,0,3,118,30,,
13845,18-369-A-0,0,3,118,30,,
13846,18-370-A-0,0,6,118,60,,
13847,18-371-A-0,0,7,118,70,,
13848,18-372-A-0,0,3,118,30,,
13849,18-373-A-0,0,8,118,80,,
13850,18-374-A-0,0,8,118,80,,
13851,18-375-A-0,0,1,118,10,,
13852,18-376-A-0,0,4,118,40,,
13853,18-377-A-0,0,7,118,70,,
13854,18-378-A-0,0,7,118,70,,
13855,18-379-A-0,0,8,118,80,,
13856,18-380-A-0,0,3,118,30,,
13857,18-381-A-0,0,1,118,10,,
13858,18-382-A-0,0,5,118,50,,
13859,18-383-A-0,0,1,118,10,,
13860,18-384-A-0,0,3,118,30,,
13861,18-385-A-0,0,5,118,50,,
13862,18-387-A-0,0,2,118,20,,
13863,18-388-A-0,0,3,118,30,,
13864,18-389-A-0,0,5,118,50,,
13865,18-389-B-0,0,7,118,70,,
13866,18-390-A-0,0,6,118,60,,
13867,18-391-A-0,0,2,118,20,,
13868,18-391-B-0,0,2,118,20,,
13869,18-392-A-0,0,9,118,90,,
13870,18-393-A-0,0,9,118,90,,
13871,19-001-A-0,0,16,119,160,,
13872,19-004-A-0,0,3,119,30,,
13873,19-005-A-0,0,8,119,80,,
13874,19-007-A-0,0,1,119,10,,
13875,19-007-B-0,0,7,119,70,,
13876,19-008-A-0,0,1,119,10,,
13877,19-009-A-0,0,2,119,20,,
13878,19-010-A-0,0,12,119,120,,
13879,19-010-B-0,0,9,119,90,,
13880,19-012-A-0,0,1,119,10,,
13881,19-014-A-0,0,4,119,40,,
13882,19-015-A-0,0,14,119,140,,
13883,19-015-B-0,0,6,119,60,,
13884,19-017-A-0,0,5,119,50,,
13885,19-020-A-0,0,15,119,150,,
13886,19-020-B-0,0,2,119,20,,
13887,19-022-A-0,0,7,119,70,,
13888,19-023-A-0,0,10,119,100,,
13889,19-024-A-0,0,4,119,40,,
13890,19-025-A-0,0,5,119,50,,
13891,19-026-A-0,0,3,119,30,,
13892,19-026-B-0,0,7,119,70,,
13893,19-033-A-0,0,9,119,90,,
13894,19-034-A-0,0,9,119,90,,
13895,19-039-A-0,0,7,119,70,,
13896,19-039-B-0,0,6,119,60,,
13897,19-040-A-0,0,1,119,10,,
13898,19-041-A-0,0,6,119,60,,
13899,19-041-B-0,0,10,119,100,,
13900,19-044-B-0,0,7,119,70,,
13901,19-045-A-0,0,2,119,20,,
13902,19-045-B-0,0,11,119,110,,
13903,19-048-A-0,0,6,119,60,,
13904,19-049-A-0,0,2,119,20,,
13905,19-055-A-0,0,9,119,90,,
13906,19-056-A-0,0,7,119,70,,
13907,19-056-B-0,0,9,119,90,,
13908,19-056-D-0,0,11,119,110,,
13909,19-057-A-0,0,1,119,10,,
13910,19-058-A-0,0,11,119,110,,
13911,19-059-A-0,0,11,119,110,,
13912,19-061-A-0,0,8,119,80,,
13913,19-063-A-0,0,5,119,50,,
13914,19-064-B-0,0,8,119,80,,
13915,19-074-A-0,0,15,119,150,,
13916,19-075-A-0,0,8,119,80,,
13917,19-077-A-0,0,4,119,40,,
13918,19-079-A-0,0,6,119,60,,
13919,19-079-B-0,0,8,119,80,,
13920,19-080-A-0,0,6,119,60,,
13921,19-080-B-0,0,7,119,70,,
13922,19-083-A-0,0,7,119,70,,
13923,19-086-A-0,0,18,119,180,,
13924,19-087-A-0,0,3,119,30,,
13925,19-089-A-0,0,20,119,200,,
13926,19-089-B-0,0,21,119,210,,
13927,19-089-C-0,0,4,119,40,,
13928,19-091-A-0,0,9,119,90,,
13929,19-092-A-0,0,2,119,20,,
13930,19-093-A-0,0,17,119,170,,
13931,19-097-A-0,0,27,119,270,,
13932,19-100-A-0,0,9,119,90,,
13933,19-101-A-0,0,7,119,70,,
13934,19-111-A-0,0,4,119,40,,
13935,19-112-A-0,0,1,119,10,,
13936,19-116-A-0,0,1,119,10,,
13937,19-116-B-0,0,7,119,70,,
13938,19-117-A-0,0,4,119,40,,
13939,19-119-A-0,0,7,119,70,,
13940,19-122-A-0,0,1,119,10,,
13941,19-126-A-0,0,16,119,160,,
13942,19-128-A-0,0,30,119,300,,
13943,19-131-B-0,0,3,119,30,,
13944,19-132-A-0,0,8,119,80,,
13945,19-134-B-0,0,7,119,70,,
13946,19-135-A-0,0,1,119,10,,
13947,19-141-A-0,0,1,119,10,,
13948,19-142-A-0,0,9,119,90,,
13949,19-144-A-0,0,8,119,80,,
13950,19-147-A-0,0,4,119,40,,
13951,19-148-A-0,0,5,119,50,,
13952,19-151-A-0,0,6,119,60,,
13953,19-153-C-0,0,3,119,30,,
13954,19-160-A-0,0,12,119,120,,
13955,19-160-B-0,0,12,119,120,,
13956,19-160-C-0,0,8,119,80,,
13957,19-160-E-0,0,2,119,20,,
13958,19-162-B-0,0,6,119,60,,
13959,19-165-A-0,0,10,119,100,,
13960,19-165-C-0,0,8,119,80,,
13961,19-165-D-0,0,15,119,150,,
13962,19-167-A-0,0,9,119,90,,
13963,19-168-A-0,0,4,119,40,,
13964,19-169-A-0,0,16,119,160,,
13965,19-170-A-0,0,4,119,40,,
13966,19-171-B-0,0,5,119,50,,
13967,19-176-A-0,0,4,119,40,,
13968,19-177-A-0,0,9,119,90,,
13969,19-178-A-0,0,9,119,90,,
13970,19-178-B-0,0,3,119,30,,
13971,19-180-A-0,0,1,119,10,,
13972,19-183-A-0,0,4,119,40,,
13973,19-191-A-0,0,8,119,80,,
13974,19-192-A-0,0,4,119,40,,
13975,19-194-A-0,0,8,119,80,,
13976,19-195-A-0,0,7,119,70,,
13977,19-197-A-0,0,10,119,100,,
13978,19-201-A-0,0,1,119,10,,
13979,19-204-A-0,0,19,119,190,,
13980,19-205-A-0,0,1,119,10,,
13981,19-209-A-0,0,9,119,90,,
13982,19-214-A-0,0,1,119,10,,
13983,19-216-A-0,0,3,119,30,,
13984,19-216-B-0,0,2,119,20,,
13985,19-218-A-0,0,6,119,60,,
13986,19-219-A-0,0,4,119,40,,
13987,19-219-B-0,0,1,119,10,,
13988,19-220-A-0,0,8,119,80,,
13989,19-225-A-0,0,7,119,70,,
13990,19-227-A-0,0,9,119,90,,
13991,19-228-A-0,0,14,119,140,,
13992,19-230-A-0,0,2,119,20,,
13993,19-233-A-0,0,9,119,90,,
13994,19-233-B-0,0,12,119,120,,
13995,19-234-A-0,0,2,119,20,,
13996,19-234-B-0,0,7,119,70,,
13997,19-235-A-0,0,3,119,30,,
13998,19-236-A-0,0,9,119,90,,
13999,19-239-A-0,0,9,119,90,,
14000,19-243-A-0,0,5,119,50,,
14001,19-245-A-0,0,1,119,10,,
14002,19-248-A-0,0,9,119,90,,
14003,19-251-A-0,0,6,119,60,,
14004,19-253-A-0,0,7,119,70,,
14005,19-258-A-0,0,9,119,90,,
14006,19-262-A-0,0,10,119,100,,
14007,19-263-A-0,0,14,119,140,,
14008,19-268-A-0,0,11,119,110,,
14009,19-269-A-0,0,13,119,130,,
14010,19-270-A-0,0,14,119,140,,
14011,19-277-A-0,0,2,119,20,,
14012,19-279-A-0,0,4,119,40,,
14013,19-284-A-0,0,7,119,70,,
14014,19-285-A-0,0,5,119,50,,
14015,19-285-B-0,0,10,119,100,,
14016,19-286-A-0,0,7,119,70,,
14017,19-287-A-0,0,4,119,40,,
14018,19-290-A-0,0,8,119,80,,
14019,19-290-B-0,0,3,119,30,,
14020,19-291-A-0,0,6,119,60,,
14021,19-295-A-0,0,9,119,90,,
14022,19-298-A-0,0,4,119,40,,
14023,19-300-A-0,0,5,119,50,,
14024,19-301-A-0,0,7,119,70,,
14025,19-302-A-0,0,10,119,100,,
14026,19-307-A-0,0,6,119,60,,
14027,19-307-B-0,0,4,119,40,,
14028,19-308-A-0,0,9,119,90,,
14029,19-309-A-0,0,14,119,140,,
14030,19-311-A-0,0,10,119,100,,
14031,19-314-A-0,0,3,119,30,,
14032,19-316-A-0,0,5,119,50,,
14033,19-318-A-0,0,9,119,90,,
14034,19-319-A-0,0,8,119,80,,
14035,19-321-A-0,0,8,119,80,,
14036,19-322-A-0,0,1,119,10,,
14037,19-323-A-0,0,11,119,110,,
14038,19-325-A-0,0,7,119,70,,
14039,19-326-A-0,0,9,119,90,,
14040,19-331-A-0,0,36,119,360,,
14041,19-334-A-0,0,15,119,150,,
14042,19-337-A-0,0,7,119,70,,
14043,19-337-B-0,0,4,119,40,,
14044,19-338-A-0,0,21,119,210,,
14045,19-339-A-0,0,6,119,60,,
14046,19-345-B-0,0,10,119,100,,
14047,19-346-A-0,0,4,119,40,,
14048,19-351-A-0,0,10,119,100,,
14049,19-351-B-0,0,3,119,30,,
14050,19-358-A-0,0,14,119,140,,
14051,19-366-A-0,0,13,119,130,,
14052,19-368-A-0,0,1,119,10,,
14053,19-389-A-0,0,8,119,80,,
14054,19-411-A-0,0,7,119,70,,
14055,19-411-B-0,0,9,119,90,,
14056,19-414-A-0,0,11,119,110,,
14057,19-417-B-0,0,6,119,60,,
14058,19-420-A-0,0,17,119,170,,
14059,19-423-A-0,0,5,119,50,,
14060,19-425-A-0,0,6,119,60,,
14061,19-428-A-0,0,13,119,130,,
14062,19-431-A-0,0,7,119,70,,
14063,19-432-A-0,0,11,119,110,,
14064,19-436-A-0,0,8,119,80,,
14065,19-437-A-0,0,15,119,150,,
14066,19-439-A-0,0,9,119,90,,
14067,19-440-A-0,0,7,119,70,,
14068,19-440-B-0,0,16,119,160,,
14069,19-442-A-0,0,12,119,120,,
14070,19-442-B-0,0,10,119,100,,
14071,19-444-A-0,0,8,119,80,,
14072,19-445-A-0,0,6,119,60,,
14073,19-446-A-0,0,7,119,70,,
14074,19-446-B-0,0,4,119,40,,
14075,19-446-C-0,0,5,119,50,,
14076,19-447-A-0,0,7,119,70,,
14077,19-448-A-0,0,9,119,90,,
14078,19-449-A-0,0,6,119,60,,
14079,19-451-A-0,0,10,119,100,,
14080,19-454-A-0,0,8,119,80,,
14081,19-458-A-0,0,9,119,90,,
14082,19-460-A-0,0,8,119,80,,
14083,19-465-A-0,0,9,119,90,,
14084,19-470-A-0,0,7,119,70,,
14085,19-473-A-0,0,8,119,80,,
14086,19-473-B-0,0,6,119,60,,
14087,19-473-C-0,0,4,119,40,,
14088,19-473-D-0,0,7,119,70,,
14089,19-475-A-0,0,12,119,120,,
14090,19-475-D-0,0,6,119,60,,
14091,19-483-A-0,0,4,119,40,,
14092,19-485-A-0,0,19,119,190,,
14093,19-487-A-0,0,3,119,30,,
14094,19-487-B-0,0,6,119,60,,
14095,19-496-A-0,0,8,119,80,,
14096,19-497-A-0,0,9,119,90,,
14097,19-497-B-0,0,5,119,50,,
14098,19-505-A-0,0,4,119,40,,
14099,19-506-A-0,0,7,119,70,,
14100,19-507-A-0,0,9,119,90,,
14101,19-507-B-0,0,6,119,60,,
14102,19-508-A-0,0,5,119,50,,
14103,19-509-A-0,0,9,119,90,,
14104,19-512-A-0,0,7,119,70,,
14105,19-513-A-0,0,14,119,140,,
14106,19-514-A-0,0,5,119,50,,
14107,19-516-A-0,0,5,119,50,,
14108,19-518-A-0,0,15,119,150,,
14109,19-518-B-0,0,14,119,140,,
14110,19-546-A-0,0,1,119,10,,
14111,19-547-A-0,0,6,119,60,,
14112,19-548-A-0,0,8,119,80,,
14113,19-550-A-0,0,5,119,50,,
14114,19-551-A-0,0,12,119,120,,
14115,19-557-B-0,0,1,119,10,,
14116,19-558-A-0,0,9,119,90,,
14117,19-560-A-0,0,9,119,90,,
14118,19-561-A-0,0,5,119,50,,
14119,19-562-A-0,0,10,119,100,,
14120,19-563-A-0,0,8,119,80,,
14121,19-564-A-0,0,6,119,60,,
14122,19-565-A-0,0,14,119,140,,
14123,19-567-A-0,0,9,119,90,,
14124,19-569-A-0,0,6,119,60,,
14125,19-571-A-0,0,5,119,50,,
14126,19-572-A-0,0,4,119,40,,
14127,19-576-A-0,0,5,119,50,,
14128,19-580-A-0,0,6,119,60,,
14129,19-582-A-0,0,6,119,60,,
14130,19-583-A-0,0,6,119,60,,
14131,19-584-A-0,0,4,119,40,,
14132,19-586-A-0,0,7,119,70,,
14133,19-587-A-0,0,6,119,60,,
14134,19-588-A-0,0,5,119,50,,
14135,19-589-A-0,0,12,119,120,,
14136,19-590-A-0,0,6,119,60,,
14137,19-590-B-0,0,4,119,40,,
14138,19-591-A-0,0,5,119,50,,
14139,19-592-A-0,0,4,119,40,,
14140,19-592-B-0,0,6,119,60,,
14141,19-593-A-0,0,7,119,70,,
14142,19-593-B-0,0,7,119,70,,
14143,19-593-C-0,0,2,119,20,,
14144,19-594-A-0,0,12,119,120,,
14145,19-595-A-0,0,5,119,50,,
14146,19-597-B-0,0,3,119,30,,
14147,19-598-A-0,0,6,119,60,,
14148,19-599-A-0,0,2,119,20,,
14149,19-600-A-0,0,6,119,60,,
14150,19-601-A-0,0,5,119,50,,
14151,19-602-A-0,0,8,119,80,,
14152,19-603-A-0,0,5,119,50,,
14153,19-604-A-0,0,4,119,40,,
14154,19-606-A-0,0,1,119,10,,
14155,19-607-A-0,0,3,119,30,,
14156,19-608-A-0,0,5,119,50,,
14157,19-609-A-0,0,11,119,110,,
14158,19-609-B-0,0,5,119,50,,
14159,19-610-A-0,0,7,119,70,,
14160,19-612-A-0,0,5,119,50,,
14161,19-613-A-0,0,4,119,40,,
14162,19-614-A-0,0,8,119,80,,
14163,19-616-A-0,0,5,119,50,,
14164,19-619-A-0,0,4,119,40,,
14165,19-620-A-0,0,4,119,40,,
14166,19-621-A-0,0,4,119,40,,
14167,19-622-A-0,0,8,119,80,,
14168,19-623-A-0,0,4,119,40,,
14169,19-624-A-0,0,6,119,60,,
14170,19-625-A-0,0,4,119,40,,
14171,19-628-A-0,0,1,119,10,,
14172,19-629-A-0,0,5,119,50,,
14173,19-631-B-0,0,9,119,90,,
14174,19-632-A-0,0,2,119,20,,
14175,19-633-A-0,0,7,119,70,,
14176,19-634-A-0,0,14,119,140,,
14177,19-635-A-0,0,5,119,50,,
14178,19-636-A-0,0,6,119,60,,
14179,19-638-A-0,0,4,119,40,,
14180,19-639-A-0,0,4,119,40,,
14181,19-640-A-0,0,6,119,60,,
14182,19-641-A-0,0,11,119,110,,
14183,19-642-A-0,0,4,119,40,,
14184,19-643-A-0,0,4,119,40,,
14185,19-644-A-0,0,6,119,60,,
14186,19-645-A-0,0,4,119,40,,
14187,19-646-A-0,0,8,119,80,,
14188,19-647-A-0,0,12,119,120,,
14189,19-648-A-0,0,6,119,60,,
14190,19-649-A-0,0,5,119,50,,
14191,19-650-A-0,0,7,119,70,,
14192,19-651-A-0,0,1,119,10,,
14193,19-652-A-0,0,5,119,50,,
14194,19-653-A-0,0,4,119,40,,
14195,19-654-A-0,0,7,119,70,,
14196,19-655-A-0,0,5,119,50,,
14197,19-656-A-0,0,7,119,70,,
14198,19-657-A-0,0,9,119,90,,
14199,19-658-A-0,0,12,119,120,,
14200,19-659-A-0,0,6,119,60,,
14201,19-661-A-0,0,6,119,60,,
14202,19-662-A-0,0,4,119,40,,
14203,19-663-A-0,0,4,119,40,,
14204,19-664-A-0,0,4,119,40,,
14205,19-666-A-0,0,3,119,30,,
14206,19-667-A-0,0,7,119,70,,
14207,19-668-A-0,0,4,119,40,,
14208,19-670-A-0,0,7,119,70,,
14209,19-671-A-0,0,8,119,80,,
14210,19-672-A-0,0,6,119,60,,
14211,19-673-A-0,0,4,119,40,,
14212,19-674-A-0,0,3,119,30,,
14213,19-674-B-0,0,5,119,50,,
14214,19-675-A-0,0,5,119,50,,
14215,19-676-A-0,0,3,119,30,,
14216,19-677-A-0,0,6,119,60,,
14217,19-678-A-0,0,3,119,30,,
14218,19-679-A-0,0,4,119,40,,
14219,19-680-A-0,0,7,119,70,,
14220,19-681-A-0,0,5,119,50,,
14221,19-682-A-0,0,1,119,10,,
14222,19-683-A-0,0,2,119,20,,
14223,19-684-A-0,0,3,119,30,,
14224,19-685-A-0,0,5,119,50,,
14225,19-686-A-0,0,6,119,60,,
14226,19-687-A-0,0,4,119,40,,
14227,19-687-B-0,0,1,119,10,,
14228,19-688-A-0,0,4,119,40,,
14229,19-689-A-0,0,4,119,40,,
14230,19-690-A-0,0,2,119,20,,
14231,19-700-A-0,0,2,119,20,,
14232,20-001-A-0,0,7,120,70,,
14233,20-001-B-0,0,2,120,20,,
14234,20-002-A-0,0,5,120,50,,
14235,20-002-B-0,0,5,120,50,,
14236,20-002-C-0,0,7,120,70,,
14237,20-002-D-0,0,6,120,60,,
14238,20-002-E-0,0,4,120,40,,
14239,20-006-A-0,0,13,120,130,,
14240,20-007-A-0,0,15,120,150,,
14241,20-008-A-0,0,5,120,50,,
14242,20-009-A-0,0,5,120,50,,
14243,20-009-B-0,0,6,120,60,,
14244,20-009-C-0,0,6,120,60,,
14245,20-012-A-0,0,13,120,130,,
14246,20-012-B-0,0,6,120,60,,
14247,20-014-A-0,0,10,120,100,,
14248,20-017-A-0,0,9,120,90,,
14249,20-018-A-0,0,16,120,160,,
14250,20-022-A-0,0,43,120,430,,
14251,20-023-B-0,0,12,120,120,,
14252,20-025-A-0,0,10,120,100,,
14253,20-027-A-0,0,8,120,80,,
14254,20-027-B-0,0,9,120,90,,
14255,20-027-C-0,0,8,120,80,,
14256,20-027-D-0,0,6,120,60,,
14257,20-027-E-0,0,8,120,80,,
14258,20-027-F-0,0,10,120,100,,
14259,20-027-G-0,0,7,120,70,,
14260,20-028-A-0,0,13,120,130,,
14261,20-028-C-0,0,11,120,110,,
14262,20-028-D-0,0,10,120,100,,
14263,20-030-A-0,0,16,120,160,,
14264,20-031-A-0,0,28,120,280,,
14265,20-042-A-0,0,11,120,110,,
14266,20-047-A-0,0,5,120,50,,
14267,20-050-B-0,0,13,120,130,,
14268,20-050-D-0,0,1,120,10,,
14269,20-056-A-0,0,13,120,130,,
14270,20-060-A-0,0,8,120,80,,
14271,20-061-B-0,0,6,120,60,,
14272,20-065-A-0,0,7,120,70,,
14273,20-065-C-0,0,10,120,100,,
14274,20-065-D-0,0,32,120,320,,
14275,20-065-E-0,0,7,120,70,,
14276,20-067-B-0,0,5,120,50,,
14277,20-074-C-0,0,2,120,20,,
14278,20-079-A-0,0,19,120,190,,
14279,20-079-B-0,0,7,120,70,,
14280,20-080-B-0,0,9,120,90,,
14281,20-081-A-0,0,9,120,90,,
14282,20-082-B-0,0,6,120,60,,
14283,20-082-C-0,0,9,120,90,,
14284,20-082-D-0,0,2,120,20,,
14285,20-083-A-0,0,17,120,170,,
14286,20-086-A-0,0,7,120,70,,
14287,20-088-A-0,0,9,120,90,,
14288,20-095-A-0,0,8,120,80,,
14289,20-095-B-0,0,3,120,30,,
14290,20-096-A-0,0,7,120,70,,
14291,20-096-B-0,0,8,120,80,,
14292,20-096-D-0,0,4,120,40,,
14293,20-098-A-0,0,3,120,30,,
14294,20-101-A-0,0,22,120,220,,
14295,20-102-A-0,0,16,120,160,,
14296,20-103-A-0,0,16,120,160,,
14297,20-104-A-0,0,9,120,90,,
14298,20-107-A-0,0,6,120,60,,
14299,20-109-A-0,0,4,120,40,,
14300,20-112-A-0,0,1,120,10,,
14301,20-113-A-0,0,16,120,160,,
14302,20-125-A-0,0,4,120,40,,
14303,20-126-A-0,0,19,120,190,,
14304,20-127-A-0,0,1,120,10,,
14305,20-128-B-0,0,11,120,110,,
14306,20-128-C-0,0,8,120,80,,
14307,20-128-D-0,0,8,120,80,,
14308,20-132-A-0,0,12,120,120,,
14309,20-134-A-0,0,1,120,10,,
14310,20-134-B-0,0,9,120,90,,
14311,20-136-A-0,0,4,120,40,,
14312,20-137-A-0,0,5,120,50,,
14313,20-138-A-0,0,8,120,80,,
14314,20-140-A-0,0,14,120,140,,
14315,20-141-A-0,0,9,120,90,,
14316,20-142-A-0,0,3,120,30,,
14317,20-142-B-0,0,7,120,70,,
14318,20-145-A-0,0,16,120,160,,
14319,20-145-B-0,0,6,120,60,,
14320,20-149-A-0,0,15,120,150,,
14321,20-149-B-0,0,9,120,90,,
14322,20-149-C-0,0,9,120,90,,
14323,20-150-A-0,0,12,120,120,,
14324,20-151-A-0,0,18,120,180,,
14325,20-151-B-0,0,15,120,150,,
14326,20-151-C-0,0,11,120,110,,
14327,20-152-A-0,0,15,120,150,,
14328,20-152-B-0,0,11,120,110,,
14329,20-157-A-0,0,5,120,50,,
14330,20-162-A-0,0,5,120,50,,
14331,20-166-B-0,0,7,120,70,,
14332,20-173-A-0,0,12,120,120,,
14333,20-175-A-0,0,3,120,30,,
14334,20-175-B-0,0,2,120,20,,
14335,20-179-A-0,0,2,120,20,,
14336,20-180-A-0,0,14,120,140,,
14337,20-181-A-0,0,11,120,110,,
14338,20-182-A-0,0,10,120,100,,
14339,20-189-A-0,0,6,120,60,,
