hh_id,hh_name,hh_inCDA,hh_size,hh_village-id,,,
16368,34-019-A-0,0,11,134,110,,
16369,34-020-A-0,0,11,134,110,,
16370,34-021-A-0,0,16,134,160,,
16371,34-021-B-0,0,5,134,50,,
16372,34-022-A-0,0,16,134,160,,
16373,34-026-A-0,0,10,134,100,,
16374,34-026-B-0,0,4,134,40,,
16375,34-026-D-0,0,3,134,30,,
16376,34-026-E-0,0,1,134,10,,
16377,34-026-F-0,0,4,134,40,,
16378,34-027-A-0,0,7,134,70,,
16379,34-028-A-0,0,30,134,300,,
16380,34-029-A-0,0,8,134,80,,
16381,34-032-A-0,0,14,134,140,,
16382,34-033-A-0,0,17,134,170,,
16383,34-033-B-0,0,2,134,20,,
16384,34-034-A-0,0,10,134,100,,
16385,34-034-C-0,0,6,134,60,,
16386,34-035-A-0,0,8,134,80,,
16387,34-036-A-0,0,16,134,160,,
16388,34-036-B-0,0,7,134,70,,
16389,34-036-C-0,0,18,134,180,,
16390,34-037-A-0,0,2,134,20,,
16391,34-038-A-0,0,9,134,90,,
16392,34-039-A-0,0,8,134,80,,
16393,34-041-A-0,0,8,134,80,,
16394,34-042-A-0,0,15,134,150,,
16395,34-043-A-0,0,15,134,150,,
16396,34-045-B-0,0,4,134,40,,
16397,34-047-A-0,0,10,134,100,,
16398,34-047-B-0,0,10,134,100,,
16399,34-047-C-0,0,6,134,60,,
16400,34-047-D-0,0,11,134,110,,
16401,34-048-A-0,0,10,134,100,,
16402,34-049-A-0,0,13,134,130,,
16403,34-050-A-0,0,8,134,80,,
16404,34-051-A-0,0,12,134,120,,
16405,34-052-A-0,0,8,134,80,,
16406,34-053-A-0,0,9,134,90,,
16407,34-054-A-0,0,7,134,70,,
16408,34-055-A-0,0,15,134,150,,
16409,34-056-A-0,0,11,134,110,,
16410,34-056-B-0,0,6,134,60,,
16411,34-058-A-0,0,7,134,70,,
16412,34-059-A-0,0,8,134,80,,
16413,34-059-B-0,0,5,134,50,,
16414,34-061-A-0,0,13,134,130,,
16415,34-062-A-0,0,7,134,70,,
16416,34-066-A-0,0,24,134,240,,
16417,34-067-A-0,0,9,134,90,,
16418,34-068-A-0,0,5,134,50,,
16419,34-069-A-0,0,6,134,60,,
16420,34-070-A-0,0,10,134,100,,
16421,34-071-A-0,0,4,134,40,,
16422,34-072-A-0,0,6,134,60,,
16423,34-073-A-0,0,4,134,40,,
16424,34-073-B-0,0,3,134,30,,
16425,34-074-A-0,0,5,134,50,,
16426,34-075-A-0,0,2,134,20,,
16427,34-075-B-0,0,5,134,50,,
16428,34-077-A-0,0,17,134,170,,
16429,34-078-A-0,0,7,134,70,,
16430,34-079-A-0,0,5,134,50,,
16431,34-080-A-0,0,5,134,50,,
16432,34-080-B-0,0,14,134,140,,
16433,34-080-D-0,0,7,134,70,,
16434,34-081-C-0,0,17,134,170,,
16435,34-083-A-0,0,9,134,90,,
16436,34-086-A-0,0,2,134,20,,
16437,34-087-A-0,0,27,134,270,,
16438,34-088-A-0,0,6,134,60,,
16439,34-089-C-0,0,11,134,110,,
16440,34-090-A-0,0,6,134,60,,
16441,34-093-A-0,0,9,134,90,,
16442,34-095-A-0,0,3,134,30,,
16443,34-096-A-0,0,6,134,60,,
16444,34-097-A-0,0,14,134,140,,
16445,34-098-A-0,0,11,134,110,,
16446,34-099-A-0,0,5,134,50,,
16447,34-099-D-0,0,8,134,80,,
16448,34-099-E-0,0,9,134,90,,
16449,34-100-A-0,0,11,134,110,,
16450,34-101-A-0,0,2,134,20,,
16451,34-102-A-0,0,3,134,30,,
16452,34-103-A-0,0,4,134,40,,
16453,34-103-B-0,0,10,134,100,,
16454,34-103-C-0,0,10,134,100,,
16455,34-103-D-0,0,6,134,60,,
16456,34-104-A-0,0,11,134,110,,
16457,34-105-A-0,0,13,134,130,,
16458,34-106-A-0,0,21,134,210,,
16459,34-107-A-0,0,8,134,80,,
16460,34-108-A-0,0,6,134,60,,
16461,34-109-A-0,0,7,134,70,,
16462,34-110-A-0,0,4,134,40,,
16463,34-110-B-0,0,2,134,20,,
16464,34-110-C-0,0,7,134,70,,
16465,34-110-E-0,0,10,134,100,,
16466,34-111-A-0,0,1,134,10,,
16467,34-111-B-0,0,11,134,110,,
16468,34-112-A-0,0,10,134,100,,
16469,34-113-A-0,0,14,134,140,,
16470,34-114-A-0,0,14,134,140,,
16471,34-119-A-0,0,23,134,230,,
16472,34-121-A-0,0,6,134,60,,
16473,34-124-A-0,0,15,134,150,,
16474,34-125-A-0,0,10,134,100,,
16475,34-126-A-0,0,9,134,90,,
16476,34-127-A-0,0,6,134,60,,
16477,34-128-A-0,0,6,134,60,,
16478,34-130-A-0,0,2,134,20,,
16479,34-134-A-0,0,5,134,50,,
16480,34-138-A-0,0,8,134,80,,
16481,34-142-A-0,0,1,134,10,,
16482,34-143-A-0,0,7,134,70,,
16483,34-145-G-0,0,1,134,10,,
16484,34-145-K-0,0,1,134,10,,
16485,34-145-O-0,0,1,134,10,,
16486,34-145-P-0,0,2,134,20,,
16487,34-145-S-0,0,1,134,10,,
16488,34-145-V-0,0,1,134,10,,
16489,34-147-A-0,0,20,134,200,,
16490,34-148-A-0,0,6,134,60,,
16491,34-149-A-0,0,7,134,70,,
16492,34-149-B-0,0,12,134,120,,
16493,34-150-A-0,0,11,134,110,,
16494,34-150-B-0,0,7,134,70,,
16495,34-152-A-0,0,24,134,240,,
16496,34-153-A-0,0,13,134,130,,
16497,34-155-A-0,0,27,134,270,,
16498,34-156-A-0,0,15,134,150,,
16499,34-163-A-0,0,8,134,80,,
16500,34-164-A-0,0,16,134,160,,
16501,34-165-A-0,0,7,134,70,,
16502,34-166-A-0,0,7,134,70,,
16503,34-166-B-0,0,7,134,70,,
16504,34-167-A-0,0,10,134,100,,
16505,34-168-B-0,0,6,134,60,,
16506,34-169-A-0,0,6,134,60,,
16507,34-170-A-0,0,6,134,60,,
16508,34-171-A-0,0,6,134,60,,
16509,34-171-B-0,0,6,134,60,,
16510,34-172-A-0,0,10,134,100,,
16511,34-173-A-0,0,14,134,140,,
16512,34-175-A-0,0,9,134,90,,
16513,34-176-A-0,0,6,134,60,,
16514,34-176-B-0,0,10,134,100,,
16515,34-177-A-0,0,10,134,100,,
16516,34-178-A-0,0,7,134,70,,
16517,34-179-A-0,0,7,134,70,,
16518,34-180-A-0,0,5,134,50,,
16519,34-180-B-0,0,4,134,40,,
16520,34-181-A-0,0,5,134,50,,
16521,34-182-A-0,0,4,134,40,,
16522,34-182-B-0,0,2,134,20,,
16523,34-183-A-0,0,7,134,70,,
16524,34-184-A-0,0,10,134,100,,
16525,34-185-A-0,0,5,134,50,,
16526,34-185-B-0,0,5,134,50,,
16527,34-186-A-0,0,2,134,20,,
16528,34-187-A-0,0,4,134,40,,
16529,34-188-A-0,0,3,134,30,,
16530,34-189-A-0,0,11,134,110,,
16531,34-190-A-0,0,8,134,80,,
16532,34-191-A-0,0,15,134,150,,
16533,34-191-B-0,0,5,134,50,,
16534,34-191-C-0,0,7,134,70,,
16535,34-192-A-0,0,5,134,50,,
16536,34-193-A-0,0,4,134,40,,
16537,34-194-A-0,0,10,134,100,,
16538,34-195-A-0,0,7,134,70,,
16539,34-195-B-0,0,4,134,40,,
16540,34-195-C-0,0,6,134,60,,
16541,34-196-A-0,0,8,134,80,,
16542,34-197-A-0,0,19,134,190,,
16543,34-198-A-0,0,12,134,120,,
16544,34-199-A-0,0,6,134,60,,
16545,34-200-A-0,0,6,134,60,,
16546,34-201-A-0,0,7,134,70,,
16547,34-202-A-0,0,22,134,220,,
16548,34-203-A-0,0,4,134,40,,
16549,34-204-A-0,0,13,134,130,,
16550,34-205-A-0,0,18,134,180,,
16551,34-206-A-0,0,21,134,210,,
16552,34-207-A-0,0,5,134,50,,
16553,34-208-A-0,0,4,134,40,,
16554,34-209-A-0,0,5,134,50,,
16555,34-209-B-0,0,5,134,50,,
16556,34-211-A-0,0,12,134,120,,
16557,34-212-A-0,0,8,134,80,,
16558,34-213-A-0,0,6,134,60,,
16559,34-214-A-0,0,8,134,80,,
16560,34-215-A-0,0,8,134,80,,
16561,34-216-A-0,0,11,134,110,,
16562,34-218-A-0,0,11,134,110,,
16563,34-219-A-0,0,17,134,170,,
16564,34-220-A-0,0,18,134,180,,
16565,34-221-A-0,0,13,134,130,,
16566,34-222-A-0,0,2,134,20,,
16567,34-223-A-0,0,7,134,70,,
16568,34-224-A-0,0,16,134,160,,
16569,34-225-A-0,0,7,134,70,,
16570,34-225-B-0,0,6,134,60,,
16571,34-225-C-0,0,2,134,20,,
16572,34-226-A-0,0,9,134,90,,
16573,34-226-B-0,0,2,134,20,,
16574,34-227-A-0,0,4,134,40,,
16575,34-228-A-0,0,11,134,110,,
16576,34-228-B-0,0,2,134,20,,
16577,34-229-A-0,0,22,134,220,,
16578,34-230-A-0,0,4,134,40,,
16579,34-230-B-0,0,2,134,20,,
16580,34-231-A-0,0,5,134,50,,
16581,34-231-B-0,0,8,134,80,,
16582,34-231-C-0,0,4,134,40,,
16583,34-232-A-0,0,10,134,100,,
16584,34-233-A-0,0,6,134,60,,
16585,34-234-A-0,0,12,134,120,,
16586,34-235-A-0,0,5,134,50,,
16587,34-235-B-0,0,1,134,10,,
16588,34-236-A-0,0,5,134,50,,
16589,34-237-A-0,0,2,134,20,,
16590,34-238-A-0,0,8,134,80,,
16591,34-239-A-0,0,16,134,160,,
16592,34-240-A-0,0,5,134,50,,
16593,34-241-A-0,0,10,134,100,,
16594,34-242-A-0,0,4,134,40,,
16595,34-243-A-0,0,6,134,60,,
16596,34-243-B-0,0,8,134,80,,
16597,34-244-A-0,0,4,134,40,,
16598,34-245-A-0,0,9,134,90,,
16599,34-246-A-0,0,5,134,50,,
16600,34-247-A-0,0,3,134,30,,
16601,34-248-A-0,0,5,134,50,,
16602,34-249-A-0,0,6,134,60,,
16603,34-250-A-0,0,2,134,20,,
16604,34-251-A-0,0,7,134,70,,
16605,34-252-A-0,0,5,134,50,,
16606,34-253-A-0,0,9,134,90,,
16607,34-254-A-0,0,5,134,50,,
16608,34-255-A-0,0,2,134,20,,
16609,34-256-A-0,0,7,134,70,,
16610,34-257-A-0,0,8,134,80,,
16611,34-258-A-0,0,3,134,30,,
16612,34-259-A-0,0,11,134,110,,
16613,34-260-A-0,0,2,134,20,,
16614,34-261-A-0,0,8,134,80,,
16615,34-262-A-0,0,11,134,110,,
16616,34-263-A-0,0,5,134,50,,
16617,34-264-A-0,0,11,134,110,,
16618,34-265-A-0,0,1,134,10,,
16619,34-266-A-0,0,3,134,30,,
16620,34-267-A-0,0,21,134,210,,
16621,34-268-A-0,0,4,134,40,,
16622,34-269-A-0,0,4,134,40,,
16623,34-270-A-0,0,1,134,10,,
16624,34-271-A-0,0,1,134,10,,
16625,34-272-A-0,0,6,134,60,,
16626,34-273-A-0,0,4,134,40,,
16627,34-274-A-0,0,14,134,140,,
16628,34-275-A-0,0,7,134,70,,
16629,34-277-A-0,0,4,134,40,,
16630,34-279-A-0,0,3,134,30,,
16631,34-279-B-0,0,4,134,40,,
16632,34-280-A-0,0,1,134,10,,
16633,34-281-A-0,0,3,134,30,,
16634,34-282-A-0,0,1,134,10,,
16635,34-283-A-0,0,3,134,30,,
16636,34-284-A-0,0,5,134,50,,
16637,34-286-A-0,0,4,134,40,,
16638,34-287-A-0,0,10,134,100,,
16639,34-288-A-0,0,4,134,40,,
16640,34-289-A-0,0,2,134,20,,
16641,34-291-A-0,0,3,134,30,,
16642,34-292-A-0,0,5,134,50,,
16643,34-293-A-0,0,3,134,30,,
16644,34-294-A-0,0,3,134,30,,
16645,34-295-A-0,0,4,134,40,,
16646,34-295-B-0,0,2,134,20,,
16647,34-296-A-0,0,9,134,90,,
16648,34-296-B-0,0,3,134,30,,
16649,34-297-A-0,0,3,134,30,,
16650,34-298-A-0,0,2,134,20,,
16651,34-299-A-0,0,9,134,90,,
16652,34-300-A-0,0,3,134,30,,
16653,34-300-B-0,0,2,134,20,,
16654,34-301-A-0,0,1,134,10,,
16655,34-302-A-0,0,3,134,30,,
16656,34-303-A-0,0,5,134,50,,
16657,34-304-A-0,0,16,134,160,,
16658,34-305-A-0,0,7,134,70,,
16659,34-306-A-0,0,8,134,80,,
16660,34-307-A-0,0,7,134,70,,
16661,34-309-A-0,0,5,134,50,,
16662,34-310-A-0,0,4,134,40,,
16663,34-311-A-0,0,1,134,10,,
16664,34-312-A-0,0,3,134,30,,
16665,34-313-A-0,0,4,134,40,,
16666,34-314-A-0,0,3,134,30,,
16667,34-317-A-0,0,6,134,60,,
16668,34-318-A-0,0,5,134,50,,
16669,35-001-A-0,0,9,135,90,,
16670,35-002-A-0,0,5,135,50,,
16671,35-003-A-0,0,2,135,20,,
16672,35-004-A-0,0,1,135,10,,
16673,35-006-A-0,0,6,135,60,,
16674,35-006-B-0,0,5,135,50,,
16675,35-007-A-0,0,2,135,20,,
16676,35-008-A-0,0,6,135,60,,
16677,35-011-A-0,0,3,135,30,,
16678,35-011-B-0,0,5,135,50,,
16679,35-012-A-0,0,8,135,80,,
16680,35-012-B-0,0,8,135,80,,
16681,35-013-A-0,0,7,135,70,,
16682,35-013-B-0,0,3,135,30,,
16683,35-014-A-0,0,4,135,40,,
16684,35-016-A-0,0,2,135,20,,
16685,35-018-A-0,0,6,135,60,,
16686,35-020-B-0,0,5,135,50,,
16687,35-020-C-0,0,6,135,60,,
16688,35-021-A-0,0,5,135,50,,
16689,35-022-A-0,0,6,135,60,,
16690,35-024-A-0,0,7,135,70,,
16691,35-027-A-0,0,10,135,100,,
16692,35-037-A-0,0,5,135,50,,
16693,35-040-A-0,0,8,135,80,,
16694,35-044-A-0,0,10,135,100,,
16695,35-045-A-0,0,7,135,70,,
16696,35-045-B-0,0,7,135,70,,
16697,35-046-A-0,0,7,135,70,,
16698,35-048-A-0,0,3,135,30,,
16699,35-049-A-0,0,1,135,10,,
16700,35-050-B-0,0,3,135,30,,
16701,35-052-A-0,0,3,135,30,,
16702,35-053-A-0,0,5,135,50,,
16703,35-054-A-0,0,1,135,10,,
16704,35-055-A-0,0,3,135,30,,
16705,35-056-A-0,0,3,135,30,,
16706,35-057-A-0,0,4,135,40,,
16707,35-058-A-0,0,5,135,50,,
16708,35-059-A-0,0,3,135,30,,
16709,35-060-A-0,0,3,135,30,,
16710,35-061-A-0,0,3,135,30,,
16711,35-062-A-0,0,2,135,20,,
16712,35-063-A-0,0,9,135,90,,
16713,36-004-A-0,0,2,136,20,,
16714,36-006-A-0,0,25,136,250,,
16715,36-006-B-0,0,10,136,100,,
16716,36-006-C-0,0,13,136,130,,
16717,36-006-D-0,0,9,136,90,,
16718,36-007-A-0,0,8,136,80,,
16719,36-007-B-0,0,10,136,100,,
16720,36-007-C-0,0,5,136,50,,
16721,36-008-A-0,0,22,136,220,,
16722,36-008-B-0,0,23,136,230,,
16723,36-008-C-0,0,16,136,160,,
16724,36-008-D-0,0,18,136,180,,
16725,36-008-E-0,0,10,136,100,,
16726,36-010-A-0,0,6,136,60,,
16727,36-011-A-0,0,4,136,40,,
16728,36-012-A-0,0,13,136,130,,
16729,36-013-A-0,0,1,136,10,,
16730,36-017-A-0,0,10,136,100,,
16731,36-024-A-0,0,14,136,140,,
16732,36-035-A-0,0,48,136,480,,
16733,36-036-A-0,0,11,136,110,,
16734,36-037-A-0,0,8,136,80,,
16735,36-037-B-0,0,14,136,140,,
16736,36-037-C-0,0,1,136,10,,
16737,36-038-A-0,0,9,136,90,,
16738,36-038-B-0,0,8,136,80,,
16739,36-040-A-0,0,12,136,120,,
16740,36-040-D-0,0,6,136,60,,
16741,36-041-A-0,0,9,136,90,,
16742,36-042-A-0,0,9,136,90,,
16743,36-043-B-0,0,14,136,140,,
16744,36-043-C-0,0,5,136,50,,
16745,36-045-A-0,0,8,136,80,,
16746,36-046-A-0,0,11,136,110,,
16747,36-047-A-0,0,21,136,210,,
16748,36-047-B-0,0,8,136,80,,
16749,36-047-C-0,0,19,136,190,,
16750,36-048-A-0,0,6,136,60,,
16751,36-049-A-0,0,2,136,20,,
16752,36-049-B-0,0,28,136,280,,
16753,36-049-C-0,0,10,136,100,,
16754,36-049-D-0,0,6,136,60,,
16755,36-049-E-0,0,4,136,40,,
16756,36-049-F-0,0,1,136,10,,
16757,36-049-G-0,0,7,136,70,,
16758,36-049-H-0,0,5,136,50,,
16759,36-049-I-0,0,6,136,60,,
16760,36-049-J-0,0,10,136,100,,
16761,36-049-K-0,0,3,136,30,,
16762,36-050-A-0,0,2,136,20,,
16763,36-050-B-0,0,9,136,90,,
16764,36-050-C-0,0,6,136,60,,
16765,36-055-A-0,0,8,136,80,,
16766,36-056-A-0,0,8,136,80,,
16767,36-056-B-0,0,5,136,50,,
16768,36-120-A-0,0,6,136,60,,
16769,36-120-B-0,0,9,136,90,,
16770,36-121-A-0,0,2,136,20,,
16771,36-122-A-0,0,24,136,240,,
16772,36-122-B-0,0,8,136,80,,
16773,36-124-A-0,0,27,136,270,,
16774,36-126-A-0,0,27,136,270,,
16775,36-126-C-0,0,10,136,100,,
16776,36-128-C-0,0,4,136,40,,
16777,36-129-A-0,0,8,136,80,,
16778,36-130-A-0,0,17,136,170,,
16779,36-131-A-0,0,9,136,90,,
16780,36-132-A-0,0,11,136,110,,
16781,36-133-A-0,0,8,136,80,,
16782,36-134-A-0,0,6,136,60,,
16783,36-135-A-0,0,9,136,90,,
16784,36-137-A-0,0,8,136,80,,
16785,36-138-A-0,0,5,136,50,,
16786,36-139-A-0,0,10,136,100,,
16787,36-140-A-0,0,4,136,40,,
16788,36-141-A-0,0,12,136,120,,
16789,36-142-A-0,0,6,136,60,,
16790,36-143-A-0,0,13,136,130,,
16791,36-144-A-0,0,5,136,50,,
16792,36-145-A-0,0,7,136,70,,
16793,36-146-A-0,0,6,136,60,,
16794,36-147-A-0,0,7,136,70,,
16795,37-001-A-0,0,3,137,30,,
16796,37-001-B-0,0,13,137,130,,
16797,37-004-B-0,0,12,137,120,,
16798,37-007-A-0,0,2,137,20,,
16799,37-008-A-0,0,22,137,220,,
16800,37-009-A-0,0,4,137,40,,
16801,37-009-C-0,0,6,137,60,,
16802,37-010-A-0,0,5,137,50,,
16803,37-010-B-0,0,4,137,40,,
16804,37-011-A-0,0,6,137,60,,
16805,37-012-A-0,0,1,137,10,,
16806,37-014-A-0,0,6,137,60,,
16807,37-014-B-0,0,7,137,70,,
16808,37-020-A-0,0,9,137,90,,
16809,37-020-B-0,0,7,137,70,,
16810,37-021-A-0,0,4,137,40,,
16811,37-023-A-0,0,6,137,60,,
16812,37-024-A-0,0,9,137,90,,
16813,37-025-A-0,0,3,137,30,,
16814,37-026-A-0,0,5,137,50,,
16815,37-027-A-0,0,19,137,190,,
16816,37-028-A-0,0,9,137,90,,
16817,37-030-A-0,0,17,137,170,,
16818,37-031-A-0,0,16,137,160,,
16819,37-032-A-0,0,9,137,90,,
16820,37-040-B-0,0,9,137,90,,
16821,37-042-A-0,0,1,137,10,,
16822,37-043-A-0,0,7,137,70,,
16823,37-044-B-0,0,9,137,90,,
16824,37-049-A-0,0,16,137,160,,
16825,37-050-A-0,0,10,137,100,,
16826,37-053-A-0,0,16,137,160,,
16827,37-055-A-0,0,15,137,150,,
16828,37-060-B-0,0,17,137,170,,
16829,37-061-A-0,0,4,137,40,,
16830,37-064-A-0,0,6,137,60,,
16831,37-066-A-0,0,6,137,60,,
16832,37-067-A-0,0,2,137,20,,
16833,37-070-A-0,0,1,137,10,,
16834,37-071-A-0,0,2,137,20,,
16835,37-072-A-0,0,5,137,50,,
16836,37-073-B-0,0,6,137,60,,
16837,37-074-A-0,0,8,137,80,,
16838,37-075-A-0,0,5,137,50,,
16839,37-076-A-0,0,16,137,160,,
16840,37-077-A-0,0,7,137,70,,
16841,37-078-A-0,0,11,137,110,,
16842,37-079-A-0,0,4,137,40,,
16843,37-082-A-0,0,10,137,100,,
16844,37-083-A-0,0,6,137,60,,
16845,37-084-A-0,0,6,137,60,,
16846,37-085-A-0,0,1,137,10,,
16847,37-086-A-0,0,1,137,10,,
16848,37-088-A-0,0,4,137,40,,
16849,37-089-A-0,0,2,137,20,,
16850,37-090-A-0,0,1,137,10,,
16851,37-090-B-0,0,1,137,10,,
16852,37-091-A-0,0,4,137,40,,
16853,37-092-A-0,0,10,137,100,,
16854,37-093-A-0,0,5,137,50,,
16855,37-094-A-0,0,14,137,140,,
16856,37-095-A-0,0,1,137,10,,
16857,37-096-A-0,0,10,137,100,,
16858,37-097-A-0,0,1,137,10,,
16859,37-098-A-0,0,3,137,30,,
16860,37-099-A-0,0,1,137,10,,
16861,38-001-A-0,0,2,138,20,,
16862,38-003-A-0,0,7,138,70,,
16863,38-004-A-0,0,4,138,40,,
16864,38-005-A-0,0,12,138,120,,
16865,38-005-B-0,0,6,138,60,,
16866,38-006-A-0,0,8,138,80,,
16867,38-009-A-0,0,6,138,60,,
16868,38-010-A-0,0,10,138,100,,
16869,38-010-B-0,0,9,138,90,,
16870,38-010-C-0,0,9,138,90,,
16871,38-010-D-0,0,1,138,10,,
16872,38-011-B-0,0,18,138,180,,
16873,38-014-A-0,0,8,138,80,,
16874,38-015-A-0,0,7,138,70,,
16875,38-016-A-0,0,7,138,70,,
16876,38-022-A-0,0,9,138,90,,
16877,38-024-B-0,0,8,138,80,,
16878,38-025-A-0,0,6,138,60,,
16879,38-028-A-0,0,12,138,120,,
16880,38-029-A-0,0,10,138,100,,
16881,38-030-A-0,0,12,138,120,,
16882,38-031-A-0,0,5,138,50,,
16883,38-032-A-0,0,3,138,30,,
16884,38-033-A-0,0,6,138,60,,
16885,38-034-A-0,0,17,138,170,,
16886,38-035-A-0,0,6,138,60,,
16887,38-035-B-0,0,5,138,50,,
16888,38-036-A-0,0,8,138,80,,
16889,38-037-A-0,0,14,138,140,,
16890,38-038-A-0,0,3,138,30,,
16891,39-003-B-0,0,8,139,80,,
16892,39-003-C-0,0,1,139,10,,
16893,39-004-B-0,0,3,139,30,,
16894,39-006-A-0,0,8,139,80,,
16895,39-006-B-0,0,7,139,70,,
16896,39-006-C-0,0,8,139,80,,
16897,39-007-A-0,0,14,139,140,,
16898,39-008-A-0,0,8,139,80,,
16899,39-008-B-0,0,5,139,50,,
16900,39-009-A-0,0,9,139,90,,
16901,39-010-B-0,0,5,139,50,,
16902,39-011-A-0,0,15,139,150,,
16903,39-014-A-0,0,11,139,110,,
16904,39-015-A-0,0,8,139,80,,
16905,39-016-A-0,0,10,139,100,,
16906,39-018-A-0,0,10,139,100,,
16907,39-019-A-0,0,23,139,230,,
16908,39-021-A-0,0,8,139,80,,
16909,39-021-B-0,0,3,139,30,,
16910,39-022-A-0,0,10,139,100,,
16911,39-023-A-0,0,4,139,40,,
16912,39-024-A-0,0,12,139,120,,
16913,39-024-B-0,0,4,139,40,,
16914,39-025-A-0,0,7,139,70,,
16915,39-026-A-0,0,7,139,70,,
16916,39-028-B-0,0,3,139,30,,
16917,39-028-C-0,0,4,139,40,,
16918,39-030-A-0,0,13,139,130,,
16919,39-030-B-0,0,1,139,10,,
16920,39-032-A-0,0,6,139,60,,
16921,39-036-A-0,0,2,139,20,,
16922,39-036-C-0,0,7,139,70,,
16923,39-036-D-0,0,6,139,60,,
16924,39-037-B-0,0,2,139,20,,
16925,39-038-A-0,0,19,139,190,,
16926,39-039-A-0,0,3,139,30,,
16927,39-039-B-0,0,7,139,70,,
16928,39-042-A-0,0,6,139,60,,
16929,39-042-B-0,0,4,139,40,,
16930,39-043-A-0,0,5,139,50,,
16931,39-043-D-0,0,7,139,70,,
16932,39-046-B-0,0,21,139,210,,
16933,39-049-A-0,0,18,139,180,,
16934,39-051-B-0,0,1,139,10,,
16935,39-053-A-0,0,9,139,90,,
16936,39-054-B-0,0,19,139,190,,
16937,39-055-A-0,0,4,139,40,,
16938,39-056-A-0,0,10,139,100,,
16939,39-057-B-0,0,5,139,50,,
16940,39-058-A-0,0,5,139,50,,
16941,39-059-A-0,0,7,139,70,,
16942,39-060-A-0,0,6,139,60,,
16943,39-061-A-0,0,13,139,130,,
16944,39-062-A-0,0,9,139,90,,
16945,39-064-A-0,0,20,139,200,,
16946,39-064-C-0,0,4,139,40,,
16947,39-065-A-0,0,20,139,200,,
16948,39-066-A-0,0,15,139,150,,
16949,39-072-A-0,0,18,139,180,,
16950,39-072-B-0,0,9,139,90,,
16951,39-073-A-0,0,7,139,70,,
16952,39-073-B-0,0,4,139,40,,
16953,39-076-A-0,0,6,139,60,,
16954,39-077-A-0,0,7,139,70,,
16955,39-080-A-0,0,6,139,60,,
16956,39-081-A-0,0,8,139,80,,
16957,39-083-A-0,0,12,139,120,,
16958,39-084-A-0,0,7,139,70,,
16959,39-085-A-0,0,9,139,90,,
16960,39-086-A-0,0,6,139,60,,
16961,39-087-A-0,0,6,139,60,,
16962,39-088-A-0,0,8,139,80,,
16963,39-089-A-0,0,12,139,120,,
16964,39-090-A-0,0,18,139,180,,
16965,39-094-A-0,0,7,139,70,,
16966,39-097-A-0,0,6,139,60,,
16967,39-099-A-0,0,12,139,120,,
16968,39-101-A-0,0,7,139,70,,
16969,39-101-B-0,0,11,139,110,,
16970,39-102-C-0,0,4,139,40,,
16971,39-104-A-0,0,12,139,120,,
16972,39-105-A-0,0,5,139,50,,
16973,39-105-B-0,0,1,139,10,,
16974,39-106-A-0,0,5,139,50,,
16975,39-107-A-0,0,2,139,20,,
16976,39-107-C-0,0,2,139,20,,
16977,39-108-C-0,0,1,139,10,,
16978,39-109-A-0,0,15,139,150,,
16979,39-110-A-0,0,3,139,30,,
16980,39-111-A-0,0,1,139,10,,
16981,39-113-A-0,0,8,139,80,,
16982,39-115-A-0,0,3,139,30,,
16983,39-115-B-0,0,5,139,50,,
16984,39-116-A-0,0,5,139,50,,
16985,39-117-A-0,0,15,139,150,,
16986,39-118-A-0,0,6,139,60,,
16987,39-120-A-0,0,8,139,80,,
16988,39-121-A-0,0,10,139,100,,
16989,39-122-A-0,0,12,139,120,,
16990,39-124-A-0,0,12,139,120,,
16991,39-125-A-0,0,2,139,20,,
16992,39-126-A-0,0,8,139,80,,
16993,39-127-A-0,0,4,139,40,,
16994,39-128-A-0,0,9,139,90,,
16995,39-130-A-0,0,1,139,10,,
16996,39-131-A-0,0,4,139,40,,
16997,39-132-A-0,0,3,139,30,,
16998,39-133-A-0,0,6,139,60,,
16999,39-134-A-0,0,4,139,40,,
17000,39-135-A-0,0,5,139,50,,
17001,39-136-A-0,0,6,139,60,,
17002,39-137-A-0,0,5,139,50,,
17003,39-138-A-0,0,4,139,40,,
17004,39-139-A-0,0,3,139,30,,
17005,39-140-A-0,0,4,139,40,,
17006,39-141-A-0,0,3,139,30,,
17007,39-142-A-0,0,4,139,40,,
17008,40-001-A-0,0,8,140,80,,
17009,40-005-A-0,0,7,140,70,,
17010,40-006-A-0,0,9,140,90,,
17011,40-006-B-0,0,8,140,80,,
17012,40-007-A-0,0,5,140,50,,
17013,40-008-A-0,0,7,140,70,,
17014,40-010-A-0,0,6,140,60,,
17015,40-012-A-0,0,3,140,30,,
17016,40-014-A-0,0,8,140,80,,
17017,40-015-A-0,0,7,140,70,,
17018,40-018-A-0,0,6,140,60,,
17019,40-021-A-0,0,9,140,90,,
17020,40-021-B-0,0,8,140,80,,
17021,40-022-A-0,0,6,140,60,,
17022,40-022-B-0,0,4,140,40,,
17023,40-023-A-0,0,6,140,60,,
17024,40-025-A-0,0,7,140,70,,
17025,40-025-B-0,0,11,140,110,,
17026,40-030-A-0,0,14,140,140,,
17027,40-031-A-0,0,19,140,190,,
17028,40-031-B-0,0,7,140,70,,
17029,40-032-A-0,0,8,140,80,,
17030,40-033-A-0,0,6,140,60,,
17031,40-034-A-0,0,4,140,40,,
17032,40-034-B-0,0,12,140,120,,
