hh_id               itime                                     day      Interviewer ID
19392          10, 10, 10                 29(6), 109(22), 189(38)          15, 16, 16
19393          10, 10, 10                 23(5), 102(21), 182(37)          14, 15, 15
19394          10, 10, 10                  18(4), 98(20), 178(36)          14, 14, 15
19395          10, 10, 10                  11(3), 93(19), 172(35)          14, 14, 15
19396          10, 10, 10                   7(2), 88(18), 166(34)          14, 14, 15
19397          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19398          10, 10, 10                79(16), 157(32), 239(48)          15, 15, 15
19399          10, 10, 10                72(15), 232(47), 154(31)          14, 14, 16
19400          10, 10, 10                68(14), 228(46), 149(30)          14, 14, 16
19401          10, 10, 10                63(13), 222(45), 142(29)          14, 14, 15
19402          10, 10, 10                59(12), 219(44), 138(28)          15, 15, 16
19403          10, 10, 10                54(11), 214(43), 134(27)          15, 15, 16
19404          10, 10, 10                207(42), 49(10), 128(26)          14, 15, 16
19405          10, 10, 10                 42(9), 122(25), 202(41)          14, 15, 15
19406          10, 10, 10                 37(8), 117(24), 197(40)          14, 15, 15
19407          10, 10, 10                 32(7), 112(23), 194(39)          14, 15, 16
19408          10, 10, 10                 29(6), 109(22), 189(38)          15, 16, 16
19409          10, 10, 10                 23(5), 102(21), 182(37)          14, 15, 15
19410          10, 10, 10                  18(4), 98(20), 178(36)          14, 14, 15
19411          10, 10, 10                  11(3), 93(19), 172(35)          14, 14, 15
19412          10, 10, 10                   7(2), 88(18), 166(34)          14, 14, 15
19413          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19414          10, 10, 10                79(16), 157(32), 239(48)          15, 15, 15
19415          10, 10, 10                72(15), 232(47), 154(31)          14, 14, 16
19416          10, 10, 10                68(14), 228(46), 149(30)          14, 14, 16
19417          10, 10, 10                63(13), 222(45), 142(29)          14, 14, 15
19418          10, 10, 10                59(12), 219(44), 138(28)          15, 15, 16
19419          10, 10, 10                54(11), 214(43), 134(27)          15, 15, 16
19420          10, 10, 10                207(42), 49(10), 128(26)          14, 15, 16
19421          10, 10, 10                 42(9), 122(25), 202(41)          14, 15, 15
19422          10, 10, 10                 37(8), 117(24), 197(40)          14, 15, 15
19423          10, 10, 10                 32(7), 112(23), 194(39)          14, 15, 16
19424          10, 10, 10                 29(6), 109(22), 189(38)          15, 16, 16
19425          10, 10, 10                 23(5), 102(21), 182(37)          14, 15, 15
19426          10, 10, 10                  18(4), 98(20), 178(36)          14, 14, 15
19427          10, 10, 10                  11(3), 93(19), 172(35)          14, 14, 15
19428          10, 10, 10                   7(2), 87(18), 166(34)          14, 14, 15
19429          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19430          10, 10, 10                79(16), 157(32), 239(48)          15, 15, 15
19431          10, 10, 10                72(15), 232(47), 154(31)          14, 14, 16
19432          10, 10, 10                68(14), 228(46), 149(30)          14, 14, 16
19433          10, 10, 10                63(13), 222(45), 142(29)          14, 14, 15
19434          10, 10, 10                59(12), 219(44), 138(28)          15, 15, 16
19435          10, 10, 10                54(11), 214(43), 134(27)          15, 15, 16
19436          10, 10, 10                207(42), 49(10), 128(26)          14, 15, 16
19437          10, 10, 10                 42(9), 122(25), 202(41)          14, 15, 15
19438          10, 10, 10                 37(8), 116(24), 196(40)          14, 15, 15
19439          10, 10, 10                 32(7), 111(23), 194(39)          14, 15, 16
19440          10, 10, 10                 29(6), 109(22), 189(38)          15, 16, 16
19441          10, 10, 10                 23(5), 102(21), 182(37)          14, 15, 15
19442          10, 10, 10                  18(4), 98(20), 178(36)          14, 14, 15
19443          10, 10, 10                  11(3), 93(19), 172(35)          14, 14, 15
19444          10, 10, 10                   7(2), 87(18), 166(34)          14, 14, 15
19445          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19446          10, 10, 10                79(16), 157(32), 239(48)          15, 15, 15
19447          10, 10, 10                72(15), 232(47), 154(31)          14, 14, 16
19448          10, 10, 10                68(14), 228(46), 149(30)          14, 14, 16
19449          10, 10, 10                63(13), 222(45), 142(29)          14, 14, 15
19450          10, 10, 10                59(12), 219(44), 138(28)          15, 15, 16
19451          10, 10, 10                54(11), 214(43), 134(27)          15, 15, 16
19452          10, 10, 10                207(42), 49(10), 128(26)          14, 15, 16
19453          10, 10, 10                 42(9), 122(25), 202(41)          14, 15, 15
19454          10, 10, 10                 37(8), 116(24), 196(40)          14, 15, 15
19455          10, 10, 10                 32(7), 111(23), 194(39)          14, 15, 16
19456          10, 10, 10                 29(6), 109(22), 189(38)          15, 16, 16
19457          10, 10, 10                 23(5), 102(21), 182(37)          14, 15, 15
19458          10, 10, 10                  18(4), 98(20), 178(36)          14, 14, 15
19459          10, 10, 10                  11(3), 93(19), 172(35)          14, 14, 15
19460          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19461          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19462          10, 10, 10                79(16), 157(32), 239(48)          15, 15, 15
19463          10, 10, 10                72(15), 232(47), 154(31)          14, 14, 16
19464          10, 10, 10                68(14), 228(46), 149(30)          14, 14, 16
19465          10, 10, 10                63(13), 222(45), 142(29)          14, 14, 15
19466          10, 10, 10                59(12), 218(44), 138(28)          15, 15, 16
19467          10, 10, 10                54(11), 214(43), 134(27)          15, 15, 16
19468          10, 10, 10                207(42), 49(10), 128(26)          14, 15, 16
19469          10, 10, 10                 42(9), 122(25), 202(41)          14, 15, 15
19470          10, 10, 10                 37(8), 116(24), 196(40)          14, 15, 15
19471          10, 10, 10                 32(7), 111(23), 194(39)          14, 15, 16
19472          10, 10, 10                 29(6), 109(22), 189(38)          15, 16, 16
19473          10, 10, 10                 23(5), 102(21), 182(37)          14, 15, 15
19474          10, 10, 10                  18(4), 98(20), 178(36)          14, 14, 15
19475          10, 10, 10                  11(3), 93(19), 172(35)          14, 14, 15
19476          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19477          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19478          10, 10, 10                78(16), 157(32), 239(48)          15, 15, 15
19479          10, 10, 10                72(15), 232(47), 154(31)          14, 14, 16
19480          10, 10, 10                68(14), 228(46), 149(30)          14, 14, 16
19481          10, 10, 10                63(13), 222(45), 142(29)          14, 14, 15
19482          10, 10, 10                59(12), 218(44), 138(28)          15, 15, 16
19483          10, 10, 10                54(11), 214(43), 134(27)          15, 15, 16
19484          10, 10, 10                207(42), 49(10), 128(26)          14, 15, 16
19485          10, 10, 10                 42(9), 122(25), 202(41)          14, 15, 15
19486          10, 10, 10                 37(8), 116(24), 196(40)          14, 15, 15
19487          10, 10, 10                 32(7), 111(23), 194(39)          14, 15, 16
19488          10, 10, 10                 29(6), 109(22), 189(38)          15, 16, 16
19489          10, 10, 10                 23(5), 102(21), 182(37)          14, 15, 15
19490          10, 10, 10                  18(4), 98(20), 178(36)          14, 14, 15
19491          10, 10, 10                  11(3), 93(19), 172(35)          14, 14, 15
19492          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19493          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19494          10, 10, 10                78(16), 157(32), 239(48)          15, 15, 15
19495          10, 10, 10                71(15), 232(47), 154(31)          14, 14, 16
19496          10, 10, 10                68(14), 228(46), 149(30)          14, 14, 16
19497          10, 10, 10                63(13), 222(45), 142(29)          14, 14, 15
19498          10, 10, 10                59(12), 218(44), 138(28)          15, 15, 16
19499          10, 10, 10                54(11), 214(43), 133(27)          15, 15, 16
19500          10, 10, 10                207(42), 49(10), 128(26)          14, 15, 16
19501          10, 10, 10                 42(9), 122(25), 202(41)          14, 15, 15
19502          10, 10, 10                 37(8), 116(24), 196(40)          14, 15, 15
19503          10, 10, 10                 32(7), 111(23), 194(39)          14, 15, 16
19504          10, 10, 10                 29(6), 109(22), 189(38)          15, 16, 16
19505          10, 10, 10                 23(5), 102(21), 182(37)          14, 15, 15
19506          10, 10, 10                  18(4), 98(20), 178(36)          14, 14, 15
19507          10, 10, 10                  11(3), 93(19), 172(35)          14, 14, 15
19508          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19509          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19510          10, 10, 10                78(16), 156(32), 239(48)          15, 15, 15
19511          10, 10, 10                71(15), 232(47), 154(31)          14, 14, 16
19512          10, 10, 10                68(14), 228(46), 149(30)          14, 14, 16
19513          10, 10, 10                63(13), 222(45), 142(29)          14, 14, 15
19514          10, 10, 10                59(12), 218(44), 138(28)          15, 15, 16
19515          10, 10, 10                54(11), 214(43), 133(27)          15, 15, 16
19516          10, 10, 10                207(42), 49(10), 128(26)          14, 15, 16
19517          10, 10, 10                 42(9), 122(25), 201(41)          14, 15, 15
19518          10, 10, 10                 37(8), 116(24), 196(40)          14, 15, 15
19519          10, 10, 10                 32(7), 111(23), 194(39)          14, 15, 16
19520          10, 10, 10                 29(6), 109(22), 189(38)          15, 16, 16
19521          10, 10, 10                 23(5), 102(21), 182(37)          14, 15, 15
19522          10, 10, 10                  18(4), 98(20), 178(36)          14, 14, 15
19523          10, 10, 10                  11(3), 93(19), 172(35)          14, 14, 15
19524          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19525          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19526          10, 10, 10                78(16), 156(32), 239(48)          15, 15, 15
19527          10, 10, 10                71(15), 232(47), 154(31)          14, 14, 16
19528          10, 10, 10                68(14), 228(46), 149(30)          14, 14, 16
19529          10, 10, 10                63(13), 222(45), 142(29)          14, 14, 15
19530          10, 10, 10                59(12), 218(44), 138(28)          15, 15, 16
19531          10, 10, 10                54(11), 214(43), 133(27)          15, 15, 16
19532          10, 10, 10                207(42), 49(10), 128(26)          14, 15, 16
19533          10, 10, 10                 42(9), 122(25), 201(41)          14, 15, 15
19534          10, 10, 10                 37(8), 116(24), 196(40)          14, 15, 15
19535          10, 10, 10                 32(7), 111(23), 194(39)          14, 15, 16
19536          10, 10, 10                 29(6), 109(22), 189(38)          15, 16, 16
19537          10, 10, 10                 23(5), 102(21), 182(37)          14, 15, 15
19538          10, 10, 10                  18(4), 98(20), 177(36)          14, 14, 15
19539          10, 10, 10                  11(3), 93(19), 172(35)          14, 14, 15
19540          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19541          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19542          10, 10, 10                78(16), 156(32), 239(48)          15, 15, 15
19543          10, 10, 10                71(15), 232(47), 154(31)          14, 14, 16
19544          10, 10, 10                68(14), 228(46), 149(30)          14, 14, 16
19545          10, 10, 10                63(13), 222(45), 142(29)          14, 14, 15
19546          10, 10, 10                59(12), 218(44), 138(28)          15, 15, 16
19547          10, 10, 10                54(11), 214(43), 133(27)          15, 15, 16
19548          10, 10, 10                207(42), 49(10), 128(26)          14, 15, 16
19549          10, 10, 10                 42(9), 122(25), 201(41)          14, 15, 15
19550          10, 10, 10                 37(8), 116(24), 196(40)          14, 15, 15
19551          10, 10, 10                 32(7), 111(23), 194(39)          14, 15, 16
19552          10, 10, 10                 29(6), 109(22), 189(38)          15, 16, 16
19553          10, 10, 10                 23(5), 102(21), 182(37)          14, 15, 15
19554          10, 10, 10                  18(4), 97(20), 177(36)          14, 14, 15
19555          10, 10, 10                  11(3), 93(19), 172(35)          14, 14, 15
19556          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19557          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19558          10, 10, 10                78(16), 156(32), 239(48)          15, 15, 15
19559          10, 10, 10                71(15), 232(47), 154(31)          14, 14, 16
19560          10, 10, 10                67(14), 228(46), 149(30)          14, 14, 16
19561          10, 10, 10                63(13), 222(45), 142(29)          14, 14, 15
19562          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
19563          10, 10, 10                54(11), 214(43), 133(27)          15, 15, 16
19564          10, 10, 10                207(42), 49(10), 128(26)          14, 15, 16
19565          10, 10, 10                 42(9), 122(25), 201(41)          14, 15, 15
19566          10, 10, 10                 37(8), 116(24), 196(40)          14, 15, 15
19567          10, 10, 10                 32(7), 111(23), 194(39)          14, 15, 16
19568          10, 10, 10                 29(6), 109(22), 189(38)          15, 16, 16
19569          10, 10, 10                 23(5), 102(21), 182(37)          14, 15, 15
19570          10, 10, 10                  18(4), 97(20), 177(36)          14, 14, 15
19571          10, 10, 10                  93(19), 14(3), 172(35)          14, 15, 15
19572          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19573          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19574          10, 10, 10                78(16), 156(32), 238(48)          15, 15, 15
19575          10, 10, 10                71(15), 232(47), 153(31)          14, 14, 16
19576          10, 10, 10                67(14), 228(46), 149(30)          14, 14, 16
19577          10, 10, 10                63(13), 222(45), 141(29)          14, 14, 15
19578          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
19579          10, 10, 10                54(11), 213(43), 133(27)          15, 15, 16
19580          10, 10, 10                206(42), 48(10), 128(26)          14, 15, 16
19581          10, 10, 10                 41(9), 122(25), 201(41)          14, 15, 15
19582          10, 10, 10                 36(8), 116(24), 196(40)          14, 15, 15
19583          10, 10, 10                 31(7), 111(23), 193(39)          14, 15, 16
19584          10, 10, 10                 28(6), 109(22), 189(38)          15, 16, 16
19585          10, 10, 10                 23(5), 102(21), 182(37)          14, 15, 15
19586          10, 10, 10                  18(4), 97(20), 177(36)          14, 14, 15
19587          10, 10, 10                  93(19), 14(3), 172(35)          14, 15, 15
19588          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19589          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19590          10, 10, 10                78(16), 156(32), 238(48)          15, 15, 15
19591          10, 10, 10                71(15), 231(47), 153(31)          14, 14, 16
19592          10, 10, 10                67(14), 228(46), 149(30)          14, 14, 16
19593          10, 10, 10                63(13), 222(45), 141(29)          14, 14, 15
19594          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
19595          10, 10, 10                54(11), 213(43), 133(27)          15, 15, 16
19596          10, 10, 10                206(42), 48(10), 128(26)          14, 15, 16
19597          10, 10, 10                 41(9), 122(25), 201(41)          14, 15, 15
19598          10, 10, 10                 36(8), 116(24), 196(40)          14, 15, 15
19599          10, 10, 10                 31(7), 111(23), 193(39)          14, 15, 16
19600          10, 10, 10                 28(6), 109(22), 189(38)          15, 16, 16
19601          10, 10, 10                 22(5), 102(21), 182(37)          14, 15, 15
19602          10, 10, 10                  18(4), 97(20), 177(36)          14, 14, 15
19603          10, 10, 10                  93(19), 14(3), 172(35)          14, 15, 15
19604          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19605          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19606          10, 10, 10                78(16), 156(32), 238(48)          15, 15, 15
19607          10, 10, 10                71(15), 231(47), 153(31)          14, 14, 16
19608          10, 10, 10                67(14), 228(46), 149(30)          14, 14, 16
19609          10, 10, 10                63(13), 222(45), 141(29)          14, 14, 15
19610          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
19611          10, 10, 10                54(11), 213(43), 133(27)          15, 15, 16
19612          10, 10, 10                206(42), 48(10), 128(26)          14, 15, 16
19613          10, 10, 10                 41(9), 122(25), 201(41)          14, 15, 15
19614          10, 10, 10                 36(8), 116(24), 196(40)          14, 15, 15
19615          10, 10, 10                 31(7), 111(23), 193(39)          14, 15, 16
19616          10, 10, 10                 28(6), 109(22), 189(38)          15, 16, 16
19617          10, 10, 10                 22(5), 102(21), 182(37)          14, 15, 15
19618          10, 10, 10                  18(4), 97(20), 177(36)          14, 14, 15
19619          10, 10, 10                  93(19), 14(3), 172(35)          14, 15, 15
19620          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19621          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19622          10, 10, 10                78(16), 156(32), 238(48)          15, 15, 15
19623          10, 10, 10                71(15), 231(47), 153(31)          14, 14, 16
19624          10, 10, 10                67(14), 228(46), 149(30)          14, 14, 16
19625          10, 10, 10                63(13), 222(45), 141(29)          14, 14, 15
19626          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
19627          10, 10, 10                54(11), 213(43), 133(27)          15, 15, 16
19628          10, 10, 10                206(42), 48(10), 128(26)          14, 15, 16
19629          10, 10, 10                 41(9), 122(25), 201(41)          14, 15, 15
19630          10, 10, 10                 36(8), 116(24), 196(40)          14, 15, 15
19631          10, 10, 10                 31(7), 111(23), 193(39)          14, 15, 16
19632          10, 10, 10                 28(6), 109(22), 189(38)          15, 16, 16
19633          10, 10, 10                 22(5), 102(21), 182(37)          14, 15, 15
19634          10, 10, 10                  18(4), 97(20), 177(36)          14, 14, 15
19635          10, 10, 10                  93(19), 14(3), 172(35)          14, 15, 15
19636          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19637          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19638          10, 10, 10                78(16), 156(32), 238(48)          15, 15, 15
19639          10, 10, 10                71(15), 231(47), 153(31)          14, 14, 16
19640          10, 10, 10                67(14), 228(46), 149(30)          14, 14, 16
19641          10, 10, 10                63(13), 222(45), 141(29)          14, 14, 15
19642          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
19643          10, 10, 10                54(11), 213(43), 133(27)          15, 15, 16
19644          10, 10, 10                206(42), 48(10), 128(26)          14, 15, 16
19645          10, 10, 10                 41(9), 122(25), 201(41)          14, 15, 15
19646          10, 10, 10                 36(8), 116(24), 196(40)          14, 15, 15
19647          10, 10, 10                 31(7), 111(23), 193(39)          14, 15, 16
19648          10, 10, 10                 28(6), 109(22), 189(38)          15, 16, 16
19649          10, 10, 10                 22(5), 102(21), 182(37)          14, 15, 15
19650          10, 10, 10                  18(4), 97(20), 177(36)          14, 14, 15
19651          10, 10, 10                  93(19), 14(3), 172(35)          14, 15, 15
19652          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19653          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19654          10, 10, 10                78(16), 156(32), 238(48)          15, 15, 15
19655          10, 10, 10                71(15), 231(47), 153(31)          14, 14, 16
19656          10, 10, 10                67(14), 228(46), 149(30)          14, 14, 16
19657          10, 10, 10                63(13), 222(45), 141(29)          14, 14, 15
19658          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
19659          10, 10, 10                54(11), 213(43), 133(27)          15, 15, 16
19660          10, 10, 10                206(42), 48(10), 128(26)          14, 15, 16
19661          10, 10, 10                 41(9), 122(25), 201(41)          14, 15, 15
19662          10, 10, 10                 36(8), 116(24), 196(40)          14, 15, 15
19663          10, 10, 10                 31(7), 111(23), 193(39)          14, 15, 16
19664          10, 10, 10                 28(6), 109(22), 189(38)          15, 16, 16
19665          10, 10, 10                 22(5), 102(21), 182(37)          14, 15, 15
19666          10, 10, 10                  18(4), 97(20), 177(36)          14, 14, 15
19667          10, 10, 10                  92(19), 14(3), 172(35)          14, 15, 15
19668          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19669          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19670          10, 10, 10                78(16), 156(32), 238(48)          15, 15, 15
19671          10, 10, 10                71(15), 231(47), 153(31)          14, 14, 16
19672          10, 10, 10                67(14), 228(46), 149(30)          14, 14, 16
19673          10, 10, 10                63(13), 222(45), 141(29)          14, 14, 15
19674          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
19675          10, 10, 10                54(11), 213(43), 133(27)          15, 15, 16
19676          10, 10, 10                206(42), 48(10), 128(26)          14, 15, 16
19677          10, 10, 10                 41(9), 122(25), 201(41)          14, 15, 15
19678          10, 10, 10                 36(8), 116(24), 196(40)          14, 15, 15
19679          10, 10, 10                 31(7), 111(23), 193(39)          14, 15, 16
19680          10, 10, 10                 28(6), 109(22), 189(38)          15, 16, 16
19681          10, 10, 10                 22(5), 102(21), 182(37)          14, 15, 15
19682          10, 10, 10                  18(4), 97(20), 177(36)          14, 14, 15
19683          10, 10, 10                  92(19), 14(3), 172(35)          14, 15, 15
19684          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19685          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19686          10, 10, 10                78(16), 156(32), 238(48)          15, 15, 15
19687          10, 10, 10                71(15), 231(47), 153(31)          14, 14, 16
19688          10, 10, 10                67(14), 228(46), 149(30)          14, 14, 16
19689          10, 10, 10                63(13), 222(45), 141(29)          14, 14, 15
19690          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
19691          10, 10, 10                54(11), 213(43), 133(27)          15, 15, 16
19692          10, 10, 10                206(42), 48(10), 128(26)          14, 15, 16
19693          10, 10, 10                 41(9), 122(25), 201(41)          14, 15, 15
19694          10, 10, 10                 36(8), 116(24), 196(40)          14, 15, 15
19695          10, 10, 10                 31(7), 111(23), 193(39)          14, 15, 16
19696          10, 10, 10                 28(6), 109(22), 189(38)          15, 16, 16
19697          10, 10, 10                 22(5), 102(21), 182(37)          14, 15, 15
19698          10, 10, 10                  18(4), 97(20), 177(36)          14, 14, 15
19699          10, 10, 10                  92(19), 14(3), 172(35)          14, 15, 15
19700          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19701          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19702          10, 10, 10                78(16), 156(32), 238(48)          15, 15, 15
19703          10, 10, 10                71(15), 231(47), 153(31)          14, 14, 16
19704          10, 10, 10                67(14), 228(46), 149(30)          14, 14, 16
19705          10, 10, 10                63(13), 222(45), 141(29)          14, 14, 15
19706          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
19707          10, 10, 10                54(11), 213(43), 133(27)          15, 15, 16
19708          10, 10, 10                206(42), 48(10), 128(26)          14, 15, 16
19709          10, 10, 10                 41(9), 122(25), 201(41)          14, 15, 15
19710          10, 10, 10                 36(8), 116(24), 196(40)          14, 15, 15
19711          10, 10, 10                 31(7), 111(23), 193(39)          14, 15, 16
19712          10, 10, 10                 28(6), 109(22), 189(38)          15, 16, 16
19713          10, 10, 10                 22(5), 102(21), 182(37)          14, 15, 15
19714          10, 10, 10                  18(4), 97(20), 177(36)          14, 14, 15
19715          10, 10, 10                  92(19), 14(3), 172(35)          14, 15, 15
19716          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19717          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19718          10, 10, 10                78(16), 156(32), 238(48)          15, 15, 15
19719          10, 10, 10                71(15), 231(47), 153(31)          14, 14, 16
19720          10, 10, 10                67(14), 227(46), 149(30)          14, 14, 16
19721          10, 10, 10                63(13), 222(45), 141(29)          14, 14, 15
19722          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
19723          10, 10, 10                54(11), 213(43), 133(27)          15, 15, 16
19724          10, 10, 10                206(42), 48(10), 128(26)          14, 15, 16
19725          10, 10, 10                 41(9), 122(25), 201(41)          14, 15, 15
19726          10, 10, 10                 36(8), 119(24), 199(40)          14, 16, 16
19727          10, 10, 10                 31(7), 114(23), 193(39)          14, 16, 16
19728          10, 10, 10                 28(6), 109(22), 189(38)          15, 16, 16
19729          10, 10, 10                 22(5), 102(21), 182(37)          14, 15, 15
19730          10, 10, 10                  18(4), 97(20), 177(36)          14, 14, 15
19731          10, 10, 10                  92(19), 14(3), 172(35)          14, 15, 15
19732          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19733          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19734          10, 10, 10                78(16), 156(32), 238(48)          15, 15, 15
19735          10, 10, 10                71(15), 231(47), 153(31)          14, 14, 16
19736          10, 10, 10                67(14), 227(46), 149(30)          14, 14, 16
19737          10, 10, 10                63(13), 222(45), 141(29)          14, 14, 15
19738          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
19739          10, 10, 10                54(11), 213(43), 133(27)          15, 15, 16
19740          10, 10, 10                206(42), 48(10), 128(26)          14, 15, 16
19741          10, 10, 10                 41(9), 122(25), 201(41)          14, 15, 15
19742          10, 10, 10                 36(8), 119(24), 199(40)          14, 16, 16
19743          10, 10, 10                 31(7), 114(23), 193(39)          14, 16, 16
19744          10, 10, 10                 28(6), 109(22), 189(38)          15, 16, 16
19745          10, 10, 10                 22(5), 102(21), 182(37)          14, 15, 15
19746          10, 10, 10                  18(4), 97(20), 177(36)          14, 14, 15
19747          10, 10, 10                  92(19), 14(3), 172(35)          14, 15, 15
19748          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19749          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19750          10, 10, 10                78(16), 156(32), 238(48)          15, 15, 15
19751          10, 10, 10                231(47), 74(15), 153(31)          14, 15, 16
19752          10, 10, 10                67(14), 227(46), 149(30)          14, 14, 16
19753          10, 10, 10                63(13), 222(45), 141(29)          14, 14, 15
19754          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
19755          10, 10, 10                54(11), 213(43), 133(27)          15, 15, 16
19756          10, 10, 10                206(42), 48(10), 128(26)          14, 15, 16
19757          10, 10, 10                 41(9), 122(25), 201(41)          14, 15, 15
19758          10, 10, 10                 36(8), 119(24), 199(40)          14, 16, 16
19759          10, 10, 10                 31(7), 114(23), 193(39)          14, 16, 16
19760          10, 10, 10                 28(6), 109(22), 189(38)          15, 16, 16
19761          10, 10, 10                 22(5), 102(21), 182(37)          14, 15, 15
19762          10, 10, 10                  18(4), 97(20), 177(36)          14, 14, 15
19763          10, 10, 10                  92(19), 14(3), 172(35)          14, 15, 15
19764          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19765          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19766          10, 10, 10                78(16), 156(32), 238(48)          15, 15, 15
19767          10, 10, 10                231(47), 74(15), 153(31)          14, 15, 16
19768          10, 10, 10                67(14), 227(46), 149(30)          14, 14, 16
19769          10, 10, 10                63(13), 222(45), 141(29)          14, 14, 15
19770          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
19771          10, 10, 10                54(11), 213(43), 133(27)          15, 15, 16
19772          10, 10, 10                206(42), 48(10), 128(26)          14, 15, 16
19773          10, 10, 10                 41(9), 122(25), 201(41)          14, 15, 15
19774          10, 10, 10                 36(8), 119(24), 199(40)          14, 16, 16
19775          10, 10, 10                 31(7), 114(23), 193(39)          14, 16, 16
19776          10, 10, 10                 28(6), 109(22), 189(38)          15, 16, 16
19777          10, 10, 10                 22(5), 102(21), 182(37)          14, 15, 15
19778          10, 10, 10                  17(4), 97(20), 177(36)          14, 14, 15
19779          10, 10, 10                  92(19), 14(3), 172(35)          14, 15, 15
19780          10, 10, 10                   7(2), 87(18), 169(34)          14, 14, 16
19781          10, 10, 10                   3(1), 83(17), 162(33)          14, 14, 15
19782          10, 10, 10                78(16), 156(32), 238(48)          15, 15, 15
19783          10, 10, 10                231(47), 74(15), 153(31)          14, 15, 16
19784          10, 10, 10                67(14), 227(46), 149(30)          14, 14, 16
19785          10, 10, 10                63(13), 222(45), 141(29)          14, 14, 15
19786          10, 10, 10                58(12), 218(44), 138(28)          15, 15, 16
19787          10, 10, 10                54(11), 213(43), 133(27)          15, 15, 16
19788          10, 10, 10                206(42), 48(10), 128(26)          14, 15, 16
19789          10, 10, 10                 41(9), 122(25), 201(41)          14, 15, 15
19790          10, 10, 10                 36(8), 119(24), 199(40)          14, 16, 16
19791          10, 10, 10                 31(7), 114(23), 193(39)          14, 16, 16
19792          10, 10, 10                 28(6), 109(22), 189(38)          15, 16, 16
19793          10, 10, 10                 22(5), 102(21), 182(37)          14, 15, 15
19794          10, 10, 10                  17(4), 97(20), 177(36)          14, 14, 15
19795          10, 10, 10                  92(19), 14(3), 172(35)          14, 15, 15
