hh_id               itime                                     day      Interviewer ID
12684          10, 10, 10                  11(3), 91(19), 171(35)             6, 6, 6
12685          10, 10, 10                   6(2), 86(18), 166(34)             6, 6, 6
12686          10, 10, 10                   1(1), 81(17), 161(33)             5, 5, 6
12687          10, 10, 10                76(16), 156(32), 236(48)             6, 6, 6
12688          10, 10, 10                 41(9), 121(25), 201(41)             6, 6, 6
12689          10, 10, 10                 36(8), 116(24), 196(40)             6, 6, 6
12690          10, 10, 10                 31(7), 111(23), 191(39)             6, 6, 6
12691          10, 10, 10                 26(6), 106(22), 186(38)             6, 6, 6
12692          10, 10, 10                 21(5), 101(21), 181(37)             6, 6, 6
12693          10, 10, 10                  16(4), 96(20), 176(36)             6, 6, 6
12694          10, 10, 10                  11(3), 91(19), 171(35)             6, 6, 6
12695          10, 10, 10                   6(2), 86(18), 166(34)             6, 6, 6
12696          10, 10, 10                   1(1), 81(17), 161(33)             5, 5, 6
12697          10, 10, 10                76(16), 156(32), 236(48)             6, 6, 6
12698          10, 10, 10                71(15), 151(31), 231(47)             6, 6, 6
12699          10, 10, 10                226(46), 66(14), 146(30)             5, 6, 6
12700          10, 10, 10                61(13), 141(29), 221(45)             5, 6, 6
12701          10, 10, 10                56(12), 136(28), 216(44)             6, 6, 6
12702          10, 10, 10                51(11), 131(27), 211(43)             6, 6, 6
12703          10, 10, 10                46(10), 126(26), 206(42)             6, 6, 6
12704          10, 10, 10                 41(9), 121(25), 201(41)             6, 6, 6
12705          10, 10, 10                 36(8), 116(24), 196(40)             6, 6, 6
12706          10, 10, 10                 31(7), 111(23), 191(39)             6, 6, 6
12707          10, 10, 10                 26(6), 106(22), 186(38)             6, 6, 6
12708          10, 10, 10                 21(5), 101(21), 181(37)             6, 6, 6
12709          10, 10, 10                  16(4), 96(20), 176(36)             6, 6, 6
12710          10, 10, 10                  11(3), 91(19), 171(35)             6, 6, 6
12711          10, 10, 10                   6(2), 86(18), 166(34)             6, 6, 6
12712          10, 10, 10                   1(1), 81(17), 161(33)             5, 5, 6
12713          10, 10, 10                76(16), 156(32), 236(48)             6, 6, 6
12714          10, 10, 10                71(15), 151(31), 231(47)             6, 6, 6
12715          10, 10, 10                66(14), 146(30), 226(46)             6, 6, 6
12716          10, 10, 10                61(13), 141(29), 221(45)             5, 6, 6
12717          10, 10, 10                56(12), 136(28), 216(44)             6, 6, 6
12718          10, 10, 10                51(11), 131(27), 211(43)             6, 6, 6
12719          10, 10, 10                46(10), 126(26), 206(42)             6, 6, 6
12720          10, 10, 10                 41(9), 121(25), 201(41)             6, 6, 6
12721          10, 10, 10                 36(8), 116(24), 196(40)             6, 6, 6
12722          10, 10, 10                 31(7), 111(23), 191(39)             6, 6, 6
12723          10, 10, 10                 26(6), 106(22), 186(38)             6, 6, 6
12724          10, 10, 10                 21(5), 101(21), 181(37)             6, 6, 6
12725          10, 10, 10                  16(4), 96(20), 176(36)             6, 6, 6
12726          10, 10, 10                  11(3), 91(19), 171(35)             6, 6, 6
12727          10, 10, 10                   6(2), 86(18), 166(34)             6, 6, 6
12728          10, 10, 10                   1(1), 81(17), 161(33)             5, 5, 6
12729          10, 10, 10                76(16), 156(32), 236(48)             6, 6, 6
12730          10, 10, 10                71(15), 151(31), 231(47)             6, 6, 6
12731          10, 10, 10                66(14), 146(30), 226(46)             6, 6, 6
12732          10, 10, 10                61(13), 141(29), 221(45)             5, 6, 6
12733          10, 10, 10                56(12), 136(28), 216(44)             6, 6, 6
12734          10, 10, 10                51(11), 131(27), 211(43)             6, 6, 6
12735          10, 10, 10                46(10), 206(42), 126(26)             6, 6, 7
12736          10, 10, 10                 41(9), 121(25), 201(41)             6, 6, 6
12737          10, 10, 10                 36(8), 116(24), 196(40)             6, 6, 6
12738          10, 10, 10                 31(7), 111(23), 191(39)             6, 6, 6
12739          10, 10, 10                 26(6), 106(22), 186(38)             6, 6, 6
12740          10, 10, 10                 21(5), 101(21), 181(37)             6, 6, 6
12741          10, 10, 10                  16(4), 96(20), 176(36)             6, 6, 6
12742          10, 10, 10                  11(3), 91(19), 171(35)             6, 6, 6
12743          10, 10, 10                   6(2), 86(18), 166(34)             6, 6, 6
12744          10, 10, 10                   1(1), 81(17), 161(33)             5, 5, 6
12745          10, 10, 10                67(14), 146(30), 227(46)             6, 6, 6
12746          10, 10, 10                62(13), 141(29), 222(45)             6, 6, 6
12747          10, 10, 10                56(12), 216(44), 137(28)             6, 6, 7
12748          10, 10, 10                51(11), 131(27), 211(43)             6, 6, 6
12749          10, 10, 10                46(10), 206(42), 127(26)             6, 6, 7
12750          10, 10, 10                 41(9), 121(25), 201(41)             6, 6, 6
12751          10, 10, 10                 36(8), 116(24), 196(40)             6, 6, 6
12752          10, 10, 10                 32(7), 111(23), 191(39)             6, 6, 6
12753          10, 10, 10                 26(6), 106(22), 186(38)             6, 6, 6
12754          10, 10, 10                 22(5), 102(21), 182(37)             6, 6, 6
12755          10, 10, 10                  17(4), 97(20), 177(36)             6, 6, 6
12756          10, 10, 10                  11(3), 92(19), 171(35)             6, 6, 6
12757          10, 10, 10                   7(2), 87(18), 166(34)             6, 6, 6
12758          10, 10, 10                   2(1), 82(17), 162(33)             6, 6, 6
12759          10, 10, 10                76(16), 156(32), 236(48)             6, 6, 6
12760          10, 10, 10                72(15), 151(31), 232(47)             6, 6, 6
12761          10, 10, 10                67(14), 146(30), 227(46)             6, 6, 6
12762          10, 10, 10                62(13), 141(29), 222(45)             6, 6, 6
12763          10, 10, 10                56(12), 216(44), 137(28)             6, 6, 7
12764          10, 10, 10                51(11), 131(27), 211(43)             6, 6, 6
12765          10, 10, 10                46(10), 206(42), 127(26)             6, 6, 7
12766          10, 10, 10                 41(9), 121(25), 201(41)             6, 6, 6
12767          10, 10, 10                 36(8), 116(24), 196(40)             6, 6, 6
12768          10, 10, 10                 32(7), 111(23), 191(39)             6, 6, 6
12769          10, 10, 10                 26(6), 106(22), 186(38)             6, 6, 6
12770          10, 10, 10                 22(5), 101(21), 182(37)             6, 6, 6
12771          10, 10, 10                  17(4), 97(20), 177(36)             6, 6, 6
12772          10, 10, 10                  11(3), 92(19), 171(35)             6, 6, 6
12773          10, 10, 10                   7(2), 87(18), 166(34)             6, 6, 6
12774          10, 10, 10                   2(1), 82(17), 161(33)             6, 6, 6
12775          10, 10, 10                76(16), 156(32), 236(48)             6, 6, 6
12776          10, 10, 10                72(15), 151(31), 232(47)             6, 6, 6
12777          10, 10, 10                67(14), 146(30), 227(46)             6, 6, 6
12778          10, 10, 10                62(13), 141(29), 222(45)             6, 6, 6
12779          10, 10, 10                56(12), 216(44), 137(28)             6, 6, 7
12780          10, 10, 10                51(11), 131(27), 211(43)             6, 6, 6
12781          10, 10, 10                46(10), 206(42), 127(26)             6, 6, 7
12782          10, 10, 10                 41(9), 121(25), 201(41)             6, 6, 6
12783          10, 10, 10                 36(8), 116(24), 196(40)             6, 6, 6
12784          10, 10, 10                 31(7), 111(23), 191(39)             6, 6, 6
12785          10, 10, 10                 26(6), 106(22), 186(38)             6, 6, 6
12786          10, 10, 10                 22(5), 101(21), 181(37)             6, 6, 6
12787          10, 10, 10                  17(4), 97(20), 177(36)             6, 6, 6
12788          10, 10, 10                  11(3), 92(19), 171(35)             6, 6, 6
12789          10, 10, 10                   7(2), 87(18), 166(34)             6, 6, 6
12790          10, 10, 10                   2(1), 82(17), 161(33)             6, 6, 6
12791          10, 10, 10                76(16), 156(32), 236(48)             6, 6, 6
12792          10, 10, 10                72(15), 151(31), 232(47)             6, 6, 6
12793          10, 10, 10                67(14), 146(30), 227(46)             6, 6, 6
12794          10, 10, 10                62(13), 141(29), 222(45)             6, 6, 6
12795          10, 10, 10                56(12), 216(44), 136(28)             6, 6, 7
12796          10, 10, 10                51(11), 211(43), 132(27)             6, 6, 7
12797          10, 10, 10                46(10), 206(42), 126(26)             6, 6, 7
12798          10, 10, 10                 41(9), 121(25), 201(41)             6, 6, 6
12799          10, 10, 10                 36(8), 116(24), 196(40)             6, 6, 6
12800          10, 10, 10                 31(7), 111(23), 191(39)             6, 6, 6
12801          10, 10, 10                 26(6), 106(22), 186(38)             6, 6, 6
12802          10, 10, 10                 22(5), 101(21), 181(37)             6, 6, 6
12803          10, 10, 10                  17(4), 96(20), 176(36)             6, 6, 6
12804          10, 10, 10                  11(3), 91(19), 171(35)             6, 6, 6
12805          10, 10, 10                   7(2), 87(18), 166(34)             6, 6, 6
12806          10, 10, 10                   2(1), 82(17), 161(33)             6, 6, 6
12807          10, 10, 10                76(16), 156(32), 236(48)             6, 6, 6
12808          10, 10, 10                71(15), 151(31), 232(47)             6, 6, 6
12809          10, 10, 10                67(14), 146(30), 227(46)             6, 6, 6
12810          10, 10, 10                62(13), 141(29), 222(45)             6, 6, 6
12811          10, 10, 10                56(12), 216(44), 136(28)             6, 6, 7
12812          10, 10, 10                51(11), 211(43), 132(27)             6, 6, 7
12813          10, 10, 10                46(10), 206(42), 126(26)             6, 6, 7
12814          10, 10, 10                 41(9), 121(25), 201(41)             6, 6, 6
12815          10, 10, 10                 36(8), 116(24), 196(40)             6, 6, 6
12816          10, 10, 10                 31(7), 111(23), 191(39)             6, 6, 6
12817          10, 10, 10                 26(6), 106(22), 186(38)             6, 6, 6
12818          10, 10, 10                 21(5), 101(21), 181(37)             6, 6, 6
12819          10, 10, 10                  16(4), 96(20), 176(36)             6, 6, 6
12820          10, 10, 10                  11(3), 91(19), 171(35)             6, 6, 6
12821          10, 10, 10                   7(2), 87(18), 166(34)             6, 6, 6
12822          10, 10, 10                   1(1), 81(17), 161(33)             6, 6, 6
12823          10, 10, 10                76(16), 156(32), 236(48)             6, 6, 6
12824          10, 10, 10                71(15), 151(31), 232(47)             6, 6, 6
12825          10, 10, 10                66(14), 146(30), 226(46)             6, 6, 6
12826          10, 10, 10                61(13), 141(29), 222(45)             6, 6, 6
12827          10, 10, 10                56(12), 216(44), 136(28)             6, 6, 7
12828          10, 10, 10                51(11), 211(43), 132(27)             6, 6, 7
12829          10, 10, 10                46(10), 206(42), 126(26)             6, 6, 7
12830          10, 10, 10                 41(9), 121(25), 201(41)             6, 6, 6
12831          10, 10, 10                 36(8), 116(24), 196(40)             6, 6, 6
12832          10, 10, 10                 31(7), 111(23), 191(39)             6, 6, 6
12833          10, 10, 10                   2(1), 82(17), 162(33)             6, 6, 6
12834          10, 10, 10                77(16), 157(32), 237(48)             6, 6, 6
12835          10, 10, 10                72(15), 152(31), 232(47)             6, 6, 6
12836          10, 10, 10                67(14), 147(30), 227(46)             6, 6, 6
12837          10, 10, 10                62(13), 142(29), 222(45)             6, 6, 6
12838          10, 10, 10                57(12), 137(28), 217(44)             6, 7, 7
12839          10, 10, 10                52(11), 212(43), 132(27)             6, 6, 7
12840          10, 10, 10                47(10), 207(42), 127(26)             6, 6, 7
12841          10, 10, 10                 42(9), 122(25), 202(41)             6, 6, 6
12842          10, 10, 10                 37(8), 117(24), 197(40)             6, 6, 6
12843          10, 10, 10                 32(7), 112(23), 192(39)             6, 6, 6
12844          10, 10, 10                 27(6), 107(22), 187(38)             6, 6, 6
12845          10, 10, 10                 22(5), 102(21), 182(37)             6, 6, 6
12846          10, 10, 10                  17(4), 97(20), 177(36)             6, 6, 6
12847          10, 10, 10                  12(3), 92(19), 172(35)             6, 6, 6
12848          10, 10, 10                   7(2), 87(18), 167(34)             6, 6, 6
12849          10, 10, 10                   2(1), 82(17), 162(33)             6, 6, 6
12850          10, 10, 10                77(16), 157(32), 237(48)             6, 6, 6
12851          10, 10, 10                72(15), 152(31), 232(47)             6, 6, 6
12852          10, 10, 10                67(14), 147(30), 227(46)             6, 6, 6
12853          10, 10, 10                62(13), 142(29), 222(45)             6, 6, 6
12854          10, 10, 10                57(12), 137(28), 217(44)             6, 7, 7
12855          10, 10, 10                52(11), 212(43), 132(27)             6, 6, 7
12856          10, 10, 10                47(10), 207(42), 127(26)             6, 6, 7
12857          10, 10, 10                 42(9), 122(25), 202(41)             6, 6, 6
12858          10, 10, 10                 37(8), 117(24), 197(40)             6, 6, 6
12859          10, 10, 10                 32(7), 112(23), 192(39)             6, 6, 6
12860          10, 10, 10                 27(6), 107(22), 187(38)             6, 6, 6
12861          10, 10, 10                 22(5), 102(21), 182(37)             6, 6, 6
12862          10, 10, 10                  17(4), 97(20), 177(36)             6, 6, 6
12863          10, 10, 10                  12(3), 92(19), 172(35)             6, 6, 6
12864          10, 10, 10                   7(2), 87(18), 167(34)             6, 6, 6
12865          10, 10, 10                   2(1), 82(17), 162(33)             6, 6, 6
12866          10, 10, 10                77(16), 157(32), 237(48)             6, 6, 6
12867          10, 10, 10                72(15), 152(31), 232(47)             6, 6, 6
12868          10, 10, 10                67(14), 147(30), 227(46)             6, 6, 6
12869          10, 10, 10                62(13), 142(29), 222(45)             6, 6, 6
12870          10, 10, 10                57(12), 137(28), 217(44)             6, 7, 7
12871          10, 10, 10                52(11), 212(43), 132(27)             6, 6, 7
12872          10, 10, 10                47(10), 207(42), 127(26)             6, 6, 7
12873          10, 10, 10                 42(9), 122(25), 202(41)             6, 6, 6
12874          10, 10, 10                 37(8), 117(24), 197(40)             6, 6, 6
12875          10, 10, 10                 32(7), 112(23), 192(39)             6, 6, 6
12876          10, 10, 10                 27(6), 107(22), 187(38)             6, 6, 6
12877          10, 10, 10                 22(5), 102(21), 182(37)             6, 6, 6
12878          10, 10, 10                  17(4), 97(20), 177(36)             6, 6, 6
12879          10, 10, 10                  12(3), 92(19), 172(35)             6, 6, 6
12880          10, 10, 10                   7(2), 87(18), 167(34)             6, 6, 6
12881          10, 10, 10                   2(1), 82(17), 162(33)             6, 6, 6
12882          10, 10, 10                157(32), 237(48), 77(16)             6, 6, 7
12883          10, 10, 10                72(15), 152(31), 232(47)             6, 6, 6
12884          10, 10, 10                67(14), 147(30), 227(46)             6, 6, 6
12885          10, 10, 10                62(13), 142(29), 222(45)             6, 6, 6
12886          10, 10, 10                57(12), 137(28), 217(44)             6, 7, 7
12887          10, 10, 10                52(11), 212(43), 132(27)             6, 6, 7
12888          10, 10, 10                47(10), 207(42), 127(26)             6, 6, 7
12889          10, 10, 10                 42(9), 122(25), 202(41)             6, 6, 6
12890          10, 10, 10                 37(8), 117(24), 197(40)             6, 6, 6
12891          10, 10, 10                 32(7), 112(23), 192(39)             6, 6, 7
12892          10, 10, 10                 27(6), 107(22), 187(38)             6, 6, 6
12893          10, 10, 10                 22(5), 102(21), 182(37)             6, 6, 6
12894          10, 10, 10                  17(4), 97(20), 177(36)             6, 6, 6
12895          10, 10, 10                  12(3), 92(19), 172(35)             6, 6, 6
12896          10, 10, 10                   7(2), 87(18), 167(34)             6, 6, 6
12897          10, 10, 10                   2(1), 82(17), 162(33)             6, 6, 6
12898          10, 10, 10                157(32), 237(48), 77(16)             6, 6, 7
12899          10, 10, 10                72(15), 152(31), 232(47)             6, 6, 6
12900          10, 10, 10                67(14), 147(30), 227(46)             6, 6, 6
12901          10, 10, 10                62(13), 142(29), 222(45)             6, 6, 6
12902          10, 10, 10                57(12), 137(28), 217(44)             6, 7, 7
12903          10, 10, 10                52(11), 212(43), 132(27)             6, 6, 7
12904          10, 10, 10                47(10), 207(42), 127(26)             6, 6, 7
12905          10, 10, 10                 42(9), 122(25), 202(41)             6, 6, 6
12906          10, 10, 10                 37(8), 117(24), 197(40)             6, 6, 6
12907          10, 10, 10                 32(7), 112(23), 192(39)             6, 6, 7
12908          10, 10, 10                 27(6), 107(22), 187(38)             6, 6, 6
12909          10, 10, 10                 22(5), 102(21), 182(37)             6, 6, 6
12910          10, 10, 10                  17(4), 97(20), 177(36)             6, 6, 6
12911          10, 10, 10                  12(3), 92(19), 172(35)             6, 6, 6
12912          10, 10, 10                   7(2), 87(18), 167(34)             6, 6, 6
12913          10, 10, 10                   2(1), 82(17), 162(33)             6, 6, 6
12914          10, 10, 10                157(32), 237(48), 77(16)             6, 6, 7
12915          10, 10, 10                72(15), 152(31), 232(47)             6, 6, 6
12916          10, 10, 10                67(14), 147(30), 227(46)             6, 6, 6
12917          10, 10, 10                62(13), 142(29), 221(45)             6, 6, 6
12918          10, 10, 10                57(12), 137(28), 217(44)             6, 7, 7
12919          10, 10, 10                52(11), 212(43), 132(27)             6, 6, 7
12920          10, 10, 10                47(10), 207(42), 127(26)             6, 6, 7
12921          10, 10, 10                 42(9), 122(25), 202(41)             6, 6, 6
12922          10, 10, 10                 37(8), 117(24), 197(40)             6, 6, 6
12923          10, 10, 10                 32(7), 112(23), 192(39)             6, 6, 7
12924          10, 10, 10                 27(6), 107(22), 187(38)             6, 7, 7
12925          10, 10, 10                 22(5), 102(21), 182(37)             6, 6, 6
12926          10, 10, 10                  17(4), 97(20), 177(36)             6, 6, 6
12927          10, 10, 10                  12(3), 92(19), 172(35)             6, 6, 6
12928          10, 10, 10                   6(2), 87(18), 167(34)             6, 6, 6
12929          10, 10, 10                   2(1), 82(17), 162(33)             6, 6, 6
12930          10, 10, 10                157(32), 237(48), 77(16)             6, 6, 7
12931          10, 10, 10                72(15), 152(31), 232(47)             6, 6, 6
12932          10, 10, 10                67(14), 227(46), 147(30)             6, 6, 7
12933          10, 10, 10                62(13), 142(29), 221(45)             6, 6, 6
12934          10, 10, 10                57(12), 137(28), 217(44)             6, 7, 7
12935          10, 10, 10                52(11), 212(43), 132(27)             6, 6, 7
12936          10, 10, 10                47(10), 207(42), 127(26)             6, 6, 7
12937          10, 10, 10                 42(9), 122(25), 202(41)             6, 6, 6
12938          10, 10, 10                 37(8), 117(24), 197(40)             6, 6, 6
12939          10, 10, 10                 32(7), 112(23), 192(39)             6, 6, 7
12940          10, 10, 10                 27(6), 107(22), 187(38)             6, 7, 7
12941          10, 10, 10                 22(5), 102(21), 182(37)             6, 6, 6
12942          10, 10, 10                  17(4), 97(20), 177(36)             6, 6, 6
12943          10, 10, 10                  12(3), 92(19), 172(35)             6, 6, 6
12944          10, 10, 10                   6(2), 86(18), 167(34)             6, 6, 6
12945          10, 10, 10                   2(1), 82(17), 162(33)             6, 6, 6
12946          10, 10, 10                157(32), 237(48), 77(16)             6, 6, 7
12947          10, 10, 10                72(15), 152(31), 232(47)             6, 6, 6
12948          10, 10, 10                67(14), 227(46), 147(30)             6, 6, 7
12949          10, 10, 10                62(13), 142(29), 221(45)             6, 6, 6
12950          10, 10, 10                57(12), 137(28), 217(44)             7, 7, 7
12951          10, 10, 10                52(11), 132(27), 212(43)             6, 7, 7
12952          10, 10, 10                207(42), 47(10), 127(26)             6, 7, 7
12953          10, 10, 10                 42(9), 122(25), 202(41)             6, 6, 6
12954          10, 10, 10                 37(8), 117(24), 197(40)             6, 7, 7
12955          10, 10, 10                 32(7), 112(23), 192(39)             6, 6, 7
12956          10, 10, 10                 27(6), 107(22), 187(38)             6, 7, 7
12957          10, 10, 10                 22(5), 102(21), 182(37)             6, 6, 6
12958          10, 10, 10                  17(4), 97(20), 177(36)             6, 6, 6
12959          10, 10, 10                  12(3), 92(19), 172(35)             6, 6, 6
12960          10, 10, 10                   6(2), 86(18), 167(34)             6, 6, 7
12961          10, 10, 10                   2(1), 82(17), 162(33)             6, 6, 6
12962          10, 10, 10                157(32), 237(48), 77(16)             6, 6, 7
12963          10, 10, 10                72(15), 152(31), 232(47)             6, 6, 6
12964          10, 10, 10                67(14), 227(46), 147(30)             6, 6, 7
12965          10, 10, 10                62(13), 142(29), 221(45)             6, 6, 6
12966          10, 10, 10                57(12), 137(28), 217(44)             7, 7, 7
12967          10, 10, 10                52(11), 131(27), 212(43)             6, 7, 7
12968          10, 10, 10                207(42), 47(10), 127(26)             6, 7, 7
12969          10, 10, 10                 42(9), 122(25), 202(41)             6, 6, 6
12970          10, 10, 10                 37(8), 117(24), 197(40)             6, 7, 7
12971          10, 10, 10                 32(7), 112(23), 192(39)             6, 6, 7
12972          10, 10, 10                 27(6), 107(22), 187(38)             6, 7, 7
12973          10, 10, 10                 22(5), 102(21), 182(37)             6, 6, 6
12974          10, 10, 10                  17(4), 97(20), 177(36)             6, 6, 6
12975          10, 10, 10                  12(3), 92(19), 172(35)             6, 6, 6
12976          10, 10, 10                   6(2), 86(18), 167(34)             6, 6, 7
12977          10, 10, 10                   2(1), 82(17), 162(33)             6, 6, 6
12978          10, 10, 10                157(32), 237(48), 77(16)             6, 6, 7
12979          10, 10, 10                72(15), 232(47), 152(31)             6, 6, 7
12980          10, 10, 10                67(14), 227(46), 147(30)             6, 6, 7
12981          10, 10, 10                62(13), 142(29), 221(45)             6, 6, 6
12982          10, 10, 10                57(12), 137(28), 217(44)             7, 7, 7
12983          10, 10, 10                52(11), 131(27), 212(43)             6, 7, 7
12984          10, 10, 10                207(42), 47(10), 127(26)             6, 7, 7
12985          10, 10, 10                 42(9), 122(25), 202(41)             6, 6, 7
12986          10, 10, 10                 37(8), 117(24), 197(40)             6, 7, 7
12987          10, 10, 10                 32(7), 112(23), 192(39)             6, 6, 7
12988          10, 10, 10                 26(6), 107(22), 187(38)             6, 7, 7
12989          10, 10, 10                 22(5), 102(21), 182(37)             6, 6, 6
12990          10, 10, 10                  17(4), 97(20), 177(36)             6, 6, 6
12991          10, 10, 10                  12(3), 92(19), 172(35)             6, 6, 6
12992          10, 10, 10                52(11), 131(27), 212(43)             6, 7, 7
12993          10, 10, 10                207(42), 47(10), 127(26)             6, 7, 7
12994          10, 10, 10                 42(9), 122(25), 202(41)             6, 6, 7
12995          10, 10, 10                 37(8), 117(24), 197(40)             6, 7, 7
12996          10, 10, 10                 32(7), 112(23), 192(39)             6, 6, 7
12997          10, 10, 10                 27(6), 107(22), 187(38)             6, 7, 7
12998          10, 10, 10                 22(5), 102(21), 182(37)             6, 6, 6
12999          10, 10, 10                  17(4), 97(20), 177(36)             6, 6, 6
13000          10, 10, 10                  12(3), 92(19), 172(35)             6, 6, 6
13001          10, 10, 10                   6(2), 86(18), 167(34)             6, 6, 7
13002          10, 10, 10                   2(1), 82(17), 162(33)             6, 6, 6
13003          10, 10, 10                157(32), 237(48), 77(16)             6, 6, 7
13004          10, 10, 10                72(15), 232(47), 152(31)             6, 6, 7
13005          10, 10, 10                67(14), 227(46), 147(30)             6, 6, 7
13006          10, 10, 10                62(13), 221(45), 142(29)             6, 6, 7
13007          10, 10, 10                57(12), 137(28), 217(44)             7, 7, 7
13008          10, 10, 10                52(11), 131(27), 212(43)             6, 7, 7
13009          10, 10, 10                207(42), 47(10), 127(26)             6, 7, 7
13010          10, 10, 10                 42(9), 122(25), 202(41)             6, 6, 7
13011          10, 10, 10                 37(8), 117(24), 197(40)             6, 7, 7
13012          10, 10, 10                 32(7), 112(23), 192(39)             6, 6, 7
13013          10, 10, 10                 27(6), 107(22), 187(38)             7, 7, 7
13014          10, 10, 10                 22(5), 102(21), 182(37)             6, 6, 6
13015          10, 10, 10                  17(4), 97(20), 177(36)             6, 6, 6
13016          10, 10, 10                  12(3), 92(19), 172(35)             6, 6, 6
13017          10, 10, 10                   6(2), 86(18), 167(34)             6, 6, 7
13018          10, 10, 10                   2(1), 82(17), 162(33)             6, 6, 6
13019          10, 10, 10                  11(3), 91(19), 171(35)             6, 6, 6
13020          10, 10, 10                   6(2), 86(18), 166(34)             6, 6, 7
13021          10, 10, 10                   1(1), 81(17), 161(33)             6, 6, 6
13022          10, 10, 10                156(32), 236(48), 76(16)             6, 6, 7
13023          10, 10, 10                71(15), 231(47), 151(31)             6, 6, 7
13024          10, 10, 10                66(14), 226(46), 146(30)             6, 6, 7
13025          10, 10, 10                61(13), 221(45), 141(29)             6, 6, 7
13026          10, 10, 10                56(12), 136(28), 216(44)             7, 7, 7
13027          10, 10, 10                51(11), 131(27), 211(43)             7, 7, 7
13028          10, 10, 10                206(42), 46(10), 126(26)             6, 7, 7
13029          10, 10, 10                 41(9), 121(25), 201(41)             6, 6, 7
13030          10, 10, 10                 36(8), 116(24), 196(40)             6, 7, 7
13031          10, 10, 10                 31(7), 111(23), 191(39)             6, 7, 7
13032          10, 10, 10                 26(6), 106(22), 186(38)             7, 7, 7
13033          10, 10, 10                 21(5), 101(21), 181(37)             6, 6, 6
13034          10, 10, 10                  16(4), 96(20), 176(36)             6, 6, 6
13035          10, 10, 10                  11(3), 91(19), 171(35)             6, 6, 6
13036          10, 10, 10                   6(2), 86(18), 166(34)             6, 6, 7
13037          10, 10, 10                   1(1), 81(17), 161(33)             6, 6, 6
13038          10, 10, 10                156(32), 76(16), 236(48)             6, 7, 7
13039          10, 10, 10                71(15), 231(47), 151(31)             6, 6, 7
13040          10, 10, 10                66(14), 226(46), 146(30)             6, 6, 7
13041          10, 10, 10                61(13), 221(45), 141(29)             6, 6, 7
13042          10, 10, 10                56(12), 136(28), 216(44)             7, 7, 7
13043          10, 10, 10                51(11), 131(27), 211(43)             7, 7, 7
13044          10, 10, 10                206(42), 46(10), 126(26)             6, 7, 7
13045          10, 10, 10                 41(9), 121(25), 201(41)             6, 7, 7
13046          10, 10, 10                 36(8), 116(24), 196(40)             6, 7, 7
13047          10, 10, 10                 31(7), 111(23), 191(39)             6, 7, 7
13048          10, 10, 10                 26(6), 106(22), 186(38)             7, 7, 7
13049          10, 10, 10                 21(5), 101(21), 181(37)             6, 6, 6
13050          10, 10, 10                  16(4), 96(20), 176(36)             6, 6, 6
13051          10, 10, 10                  91(19), 11(3), 171(35)             6, 7, 7
13052          10, 10, 10                   6(2), 86(18), 166(34)             6, 6, 7
13053          10, 10, 10                   1(1), 81(17), 161(33)             6, 6, 6
13054          10, 10, 10                156(32), 76(16), 236(48)             6, 7, 7
13055          10, 10, 10                71(15), 231(47), 151(31)             6, 6, 7
13056          10, 10, 10                66(14), 226(46), 146(30)             6, 6, 7
13057          10, 10, 10                61(13), 221(45), 141(29)             6, 6, 7
13058          10, 10, 10                56(12), 136(28), 216(44)             7, 7, 7
13059          10, 10, 10                51(11), 131(27), 211(43)             7, 7, 7
13060          10, 10, 10                206(42), 46(10), 126(26)             6, 7, 7
13061          10, 10, 10                 41(9), 121(25), 201(41)             6, 7, 7
13062          10, 10, 10                 36(8), 116(24), 196(40)             7, 7, 7
13063          10, 10, 10                 31(7), 111(23), 191(39)             6, 7, 7
13064          10, 10, 10                 26(6), 106(22), 186(38)             7, 7, 7
13065          10, 10, 10                 21(5), 101(21), 181(37)             6, 6, 6
13066          10, 10, 10                  16(4), 96(20), 176(36)             6, 6, 6
13067          10, 10, 10                  91(19), 11(3), 171(35)             6, 7, 7
13068          10, 10, 10                   6(2), 86(18), 166(34)             6, 6, 7
13069          10, 10, 10                   1(1), 81(17), 161(33)             6, 6, 6
13070          10, 10, 10                 42(9), 122(25), 201(41)             7, 7, 7
13071          10, 10, 10                 37(8), 116(24), 196(40)             7, 7, 7
13072          10, 10, 10                 31(7), 111(23), 191(39)             6, 7, 7
13073          10, 10, 10                 27(6), 106(22), 186(38)             7, 7, 7
13074          10, 10, 10                 21(5), 181(37), 102(21)             6, 6, 7
13075          10, 10, 10                  16(4), 96(20), 176(36)             6, 6, 6
13076          10, 10, 10                  91(19), 12(3), 172(35)             6, 7, 7
13077          10, 10, 10                   6(2), 86(18), 166(34)             6, 6, 7
13078          10, 10, 10                   1(1), 81(17), 161(33)             6, 6, 6
13079          10, 10, 10                76(16), 157(32), 237(48)             7, 7, 7
13080          10, 10, 10                71(15), 231(47), 151(31)             6, 6, 7
13081          10, 10, 10                66(14), 226(46), 146(30)             6, 6, 7
13082          10, 10, 10                61(13), 221(45), 141(29)             6, 6, 7
13083          10, 10, 10                56(12), 136(28), 216(44)             7, 7, 7
13084          10, 10, 10                52(11), 131(27), 211(43)             7, 7, 7
13085          10, 10, 10                46(10), 126(26), 207(42)             7, 7, 7
13086          10, 10, 10                 42(9), 122(25), 201(41)             7, 7, 7
13087          10, 10, 10                 37(8), 116(24), 196(40)             7, 7, 7
