hh_id               itime                                     day      Interviewer ID
10984          10, 10, 10                    6(2), 125(25), 45(9)             3, 5, 6
10985      10, 10, 10, 10         90(18), 44(9), 204(41), 124(25)          1, 5, 6, 7
10986      10, 10, 10, 10         89(18), 203(41), 123(25), 43(9)          1, 5, 6, 7
10987      10, 10, 10, 10           8(2), 42(9), 122(25), 202(41)          2, 6, 6, 8
10988              10, 10                         51(11), 201(41)              10, 11
10989                  10                                  50(10)                  10
10990              10, 10                        209(42), 199(40)              10, 11
10991                  10                                  48(10)                  11
10992                  10                                 207(42)                  10
10993                  10                                  46(10)                  11
10994                  10                                   45(9)                  10
10995                  10                                   44(9)                  10
10996                  10                                 123(25)                  10
10997                  10                                   42(9)                  10
10998                  10                                 121(25)                  11
10999                  10                                   40(8)                  10
11000              10, 10                          39(8), 189(38)              11, 11
11001                  10                                   38(8)                  10
11002                  10                                 117(24)                  12
11003                  10                                   36(8)                  10
11004                  10                                   35(7)                  10
11005                  10                                   34(7)                  11
11006                  10                                 113(23)                  12
11007                  10                                 192(39)                  11
11008                  10                                   31(7)                  11
11009                  10                                   30(6)                  10
11010                  10                                   29(6)                  11
11011                  10                                   28(6)                  11
11012                  10                                   27(6)                  11
11013              10, 10                          26(6), 176(36)              11, 11
11014                  10                                   25(5)                  10
11015              10, 10                          24(5), 174(35)                7, 7
11016                  10                                 103(21)                  11
11017                  10                                 102(21)                  11
11018                  10                                   21(5)                  11
11019                  10                                   20(4)                  10
11020              10, 10                          19(4), 169(34)              10, 11
11021                  10                                   18(4)                  10
11022                  10                                  97(20)                  10
11023              10, 10                          16(4), 166(34)                8, 8
11024                  10                                   15(3)                  10
11025              10, 10                          14(3), 164(33)              10, 10
11026              10, 10                          13(3), 163(33)              10, 10
11027                  10                                  92(19)                  11
11028                  10                                  91(19)                  12
11029                  10                                  90(18)                  10
11030                  10                                  89(18)                  10
11031          10, 10, 10                   8(2), 78(16), 238(48)             7, 7, 7
11032                  10                                    7(2)                  11
11033                  10                                  86(18)                  10
11034                  10                                    5(1)                  10
11035                  10                                  84(17)                  10
11036                  10                                  83(17)                  10
11037                  10                                    2(1)                  10
11038                  10                                 161(33)                  10
11039                  10                                 160(32)                  11
11040                  10                                  79(16)                   9
11041                  10                                 158(32)                  10
11042                  10                                 157(32)                  11
11043                  10                                  76(16)                  10
11044                  10                                  75(15)                  11
11045          10, 10, 10                74(15), 144(29), 224(45)           7, 10, 10
11046              10, 10                         73(15), 143(29)                7, 7
11047          10, 10, 10                 72(15), 62(13), 222(45)            7, 8, 10
11048              10, 10                        231(47), 141(29)               7, 10
11049                  10                                 230(46)                  10
11050                  10                                  69(14)                  10
11051                  10                                 228(46)                  10
11052                  10                                  67(14)                  10
11053                  10                                  66(14)                  11
11054              10, 10                         65(13), 215(43)              10, 10
11055                  10                                  64(13)                  10
11056              10, 10                        143(29), 133(27)              10, 11
11057                  10                                 142(29)                  10
11058              10, 10                         61(13), 131(27)              10, 11
11059                  10                                  60(12)                  10
11060                  10                                 219(44)                  10
11061                  10                                  58(12)                  11
11062                  10                                  57(12)                  10
11063                  10                                 216(44)                  11
11064                  10                                  55(11)                  11
11065                  10                                  54(11)                  10
11066                  10                                  53(11)                  10
11067                  10                                 132(27)                  10
11068              10, 10                         51(11), 201(41)              10, 11
11069                  10                                  50(10)                  10
11070              10, 10                        209(42), 199(40)              10, 11
11071                  10                                  48(10)                  10
11072                  10                                  47(10)                  10
11073                  10                                 206(42)                  10
11074                  10                                   45(9)                  10
11075                  10                                   44(9)                  10
11076                  10                                 123(25)                  10
11077                  10                                   42(9)                  10
11078                  10                                 121(25)                  11
11079                  10                                   40(8)                  10
11080              10, 10                          39(8), 189(38)              10, 11
11081                  10                                   38(8)                  10
11082                  10                                 117(24)                  12
11083                  10                                   36(8)                  10
11084                  10                                   35(7)                  10
11085                  10                                   34(7)                  11
11086                  10                                 113(23)                  12
11087                  10                                 192(39)                  11
11088                  10                                   31(7)                  11
11089                  10                                   30(6)                  10
11090                  10                                   29(6)                  11
11091                  10                                   28(6)                  11
11092                  10                                   27(6)                  11
11093              10, 10                          26(6), 176(36)              11, 11
11094                  10                                   25(5)                  10
11095                  10                                   24(5)                  10
11096                  10                                 103(21)                  11
11097                  10                                 102(21)                  11
11098                  10                                   21(5)                  11
11099                  10                                   20(4)                  10
11100              10, 10                          19(4), 169(34)              10, 11
11101                  10                                   18(4)                  10
11102                  10                                  97(20)                  10
11103                  10                                   16(4)                  11
11104              10, 10                           15(3), 85(17)                7, 7
11105                  10                                   16(4)                  16
11106                  10                                   15(3)                  15
11107                  10                                   14(3)                  15
11108                  10                                   13(3)                  15
11109                  10                                  92(19)                  16
11110                  10                                  91(19)                  17
11111                  10                                   10(2)                  15
11112                  10                                    9(2)                  15
11113                  10                                    8(2)                  15
11114                  10                                    7(2)                  15
11115                  10                                  86(18)                  15
11116                  10                                    5(1)                  14
11117                  10                                  84(17)                  15
11118                  10                                    3(1)                  15
11119                  10                                  82(17)                  14
11120                  10                                  81(17)                  16
11121                  10                                 160(32)                  16
11122                  10                                  79(16)                  14
11123                  10                                 238(48)                  15
11124                  10                                 157(32)                  17
11125                  10                                  76(16)                  15
11126                  10                                 235(47)                  15
11127                  10                                  74(15)                  15
11128                  10                                  73(15)                  15
11129                  10                                  72(15)                  15
11130                  10                                 231(47)                  15
11131                  10                                 230(46)                  15
11132                  10                                 229(46)                  14
11133                  10                                 228(46)                  15
11134                  10                                  67(14)                  15
11135                  10                                  66(14)                  16
11136                  10                                  65(13)                  15
11137                  10                                  64(13)                  15
11138                  10                                  63(13)                  15
11139                  10                                 142(29)                  16
11140                  10                                  61(13)                  15
11141                  10                                  60(12)                  15
11142                  10                                 219(44)                  15
11143                  10                                 218(44)                  15
11144                  10                                  57(12)                  15
11145                  10                                 216(44)                  15
11146                  10                                  55(11)                  16
11147                  10                                  54(11)                  15
11148                  10                                  53(11)                  15
11149                  10                                  52(11)                  15
11150                  10                                  51(11)                  15
11151                  10                                  50(10)                  15
11152                  10                                 209(42)                  15
11153                  10                                  48(10)                  15
11154                  10                                  47(10)                  15
11155                  10                                 206(42)                  15
11156                  10                                   45(9)                  14
11157                  10                                 204(41)                  14
11158                  10                                 123(25)                  15
11159                  10                                   42(9)                  14
11160                  10                                 121(25)                  17
11161                  10                                   40(8)                  15
11162                  10                                   39(8)                  15
11163                  10                                   38(8)                  15
11164                  10                                 117(24)                  17
11165                  10                                   36(8)                  15
11166                  10                                   35(7)                  15
11167                  10                                   34(7)                  15
11168                  10                                 113(23)                  17
11169                  10                                 192(39)                  16
11170                  10                                   31(7)                  16
11171                  10                                   30(6)                  15
11172                  10                                   29(6)                  15
11173                  10                                   28(6)                  16
11174                  10                                   27(6)                  15
11175                  10                                   26(6)                  16
11176                  10                                   25(5)                  15
11177                  10                                   24(5)                  15
11178                  10                                 103(21)                  16
11179                  10                                 102(21)                  16
11180                  10                                   21(5)                  16
11181                  10                                   20(4)                  15
11182                  10                                   19(4)                  15
11183                  10                                   18(4)                  15
11184                  10                                  97(20)                  15
11185                  10                                  96(20)                  15
11186                  10                                   15(3)                  15
11187                  10                                   14(3)                  15
11188                  10                                   13(3)                  15
11189                  10                                  92(19)                  16
11190                  10                                  91(19)                  17
11191                  10                                   10(2)                  15
11192                  10                                    9(2)                  15
11193                  10                                    8(2)                  15
11194                  10                                    7(2)                  15
11195                  10                                  86(18)                  15
11196                  10                                    5(1)                  14
11197                  10                                  84(17)                  15
11198                  10                                    3(1)                  15
11199                  10                                    2(1)                  14
11200                  10                                  81(17)                  15
11201                  10                                 160(32)                  16
11202                  10                                  79(16)                  14
11203                  10                                 238(48)                  15
11204                  10                                 157(32)                  17
11205                  10                                  76(16)                  15
11206                  10                                 235(47)                  15
11207                  10                                  74(15)                  15
11208                  10                                  73(15)                  15
11209                  10                                  72(15)                  15
11210                  10                                 231(47)                  15
11211                  10                                 230(46)                  15
11212                  10                                 229(46)                  14
11213                  10                                  68(14)                  15
11214                  10                                  67(14)                  15
11215                  10                                  66(14)                  16
11216                  10                                  65(13)                  15
11217                  10                                  64(13)                  14
11218                  10                                 223(45)                  14
11219                  10                                 142(29)                  15
11220                  10                                  61(13)                  15
11221                  10                                  60(12)                  15
11222                  10                                 219(44)                  15
11223                  10                                 218(44)                  15
11224                  10                                  57(12)                  15
11225                  10                                 216(44)                  15
11226                  10                                  55(11)                  15
11227                  10                                  54(11)                  15
11228                  10                                  53(11)                  15
11229                  10                                  52(11)                  15
11230                  10                                  51(11)                  15
11231                  10                                  50(10)                  15
11232                  10                                 209(42)                  14
11233                  10                                  48(10)                  15
11234                  10                                  47(10)                  15
11235                  10                                  46(10)                  15
11236                  10                                   45(9)                  14
11237                  10                                 204(41)                  14
11238                  10                                 123(25)                  15
11239                  10                                   42(9)                  14
11240                  10                                 121(25)                  17
11241                  10                                   40(8)                  15
11242                  10                                   39(8)                  15
11243                  10                                   38(8)                  15
11244                  10                                 117(24)                  17
11245                  10                                   36(8)                  15
11246                  10                                   35(7)                  15
11247                  10                                   34(7)                  15
11248                  10                                 113(23)                  17
11249                  10                                 192(39)                  16
11250                  10                                   31(7)                  16
11251                  10                                   30(6)                  15
11252                  10                                   29(6)                  15
11253                  10                                   28(6)                  16
11254                  10                                   27(6)                  15
11255                  10                                   26(6)                  15
11256                  10                                   25(5)                  15
11257                  10                                   24(5)                  15
11258                  10                                 103(21)                  16
11259                  10                                 102(21)                  16
11260                  10                                   21(5)                  16
11261                  10                                   20(4)                  15
11262                  10                                   19(4)                  15
11263                  10                                   18(4)                  15
11264                  10                                  97(20)                  15
11265                  10                                  96(20)                  15
11266                  10                                   15(3)                  15
11267                  10                                   14(3)                  14
11268                  10                                   13(3)                  15
11269                  10                                  92(19)                  16
11270                  10                                  91(19)                  16
11271                  10                                   10(2)                  15
11272                  10                                    9(2)                  15
11273                  10                                    8(2)                  15
11274                  10                                    7(2)                  15
11275                  10                                  86(18)                  15
11276                  10                                    5(1)                  14
11277                  10                                  84(17)                  15
11278                  10                                    3(1)                  15
11279                  10                                    2(1)                  14
11280                  10                                  81(17)                  15
11281                  10                                 160(32)                  16
11282                  10                                  79(16)                  14
11283                  10                                 238(48)                  15
11284                  10                                 157(32)                  17
11285                  10                                  76(16)                  14
11286                  10                                  75(15)                  15
11287                  10                                  74(15)                  15
11288                  10                                  73(15)                  15
11289                  10                                  72(15)                  15
11290                  10                                 231(47)                  15
11291                  10                                 230(46)                  15
11292                  10                                  69(14)                  14
11293                  10                                 228(46)                  14
11294                  10                                  67(14)                  15
11295                  10                                  66(14)                  15
11296                  10                                  65(13)                  15
11297                  10                                  64(13)                  14
11298                  10                                 223(45)                  14
11299                  10                                 142(29)                  15
11300                  10                                  61(13)                  15
11301                  10                                  60(12)                  15
11302                  10                                 219(44)                  15
11303                  10                                  58(12)                  15
11304                  10                                  57(12)                  15
11305                  10                                 216(44)                  15
11306                  10                                  55(11)                  15
11307                  10                                 214(43)                  14
11308                  10                                  53(11)                  15
11309                  10                                 212(43)                  14
11310                  10                                  51(11)                  15
11311                  10                                  50(10)                  15
11312                  10                                 209(42)                  14
11313                  10                                  48(10)                  15
11314                  10                                  47(10)                  15
11315                  10                                  46(10)                  15
11316                  10                                   45(9)                  14
11317                  10                                 204(41)                  14
11318                  10                                 123(25)                  15
11319                  10                                   42(9)                  14
11320                  10                                 121(25)                  17
11321                  10                                   40(8)                  15
11322                  10                                   39(8)                  15
11323                  10                                   38(8)                  15
11324                  10                                 117(24)                  17
11325                  10                                   36(8)                  15
11326                  10                                   35(7)                  14
11327                  10                                   34(7)                  15
11328                  10                                 113(23)                  17
11329                  10                                 192(39)                  16
11330                  10                                   31(7)                  15
11331                  10                                   30(6)                  14
11332                  10                                   29(6)                  15
11333                  10                                   28(6)                  15
11334                  10                                   27(6)                  15
11335                  10                                   26(6)                  15
11336                  10                                   25(5)                  14
11337                  10                                   24(5)                  15
11338                  10                                 103(21)                  16
11339                  10                                 102(21)                  16
11340                  10                                   21(5)                  16
11341                  10                                   20(4)                  14
11342                  10                                   19(4)                  15
11343                  10                                   18(4)                  15
11344                  10                                  97(20)                  14
11345                  10                                  96(20)                  15
11346                  10                                   15(3)                  15
11347                  10                                   14(3)                  14
11348                  10                                   13(3)                  15
11349                  10                                  92(19)                  16
11350                  10                                  91(19)                  16
11351                  10                                  90(18)                  14
11352                  10                                  89(18)                  14
11353                  10                                    8(2)                  15
11354                  10                                    7(2)                  15
11355                  10                                  86(18)                  15
11356                  10                                    5(1)                  14
11357                  10                                  84(17)                  15
11358                  10                                    3(1)                  15
11359                  10                                    2(1)                  14
11360                  10                                  81(17)                  15
11361                  10                                 160(32)                  16
11362                  10                                  79(16)                  14
11363                  10                                 158(32)                  15
11364                  10                                 157(32)                  16
11365                  10                                  76(16)                  14
11366                  10                                  75(15)                  15
11367                  10                                  74(15)                  15
11368                  10                                  73(15)                  15
11369                  10                                  72(15)                  15
11370                  10                                  71(15)                  15
11371                  10                                 230(46)                  15
11372                  10                                  69(14)                  14
11373                  10                                 228(46)                  14
11374                  10                                  67(14)                  15
11375                  10                                  66(14)                  15
11376                  10                                  65(13)                  14
11377                  10                                  64(13)                  14
11378                  10                                 223(45)                  14
11379                  10                                 142(29)                  15
11380                  10                                  61(13)                  15
11381                  10                                  60(12)                  14
11382                  10                                 219(44)                  14
11383                  10                                  58(12)                  15
11384                  10                                  57(12)                  14
11385                  10                                 216(44)                  15
11386                  10                                  55(11)                  15
11387                  10                                 214(43)                  14
11388                  10                                  53(11)                  15
11389                  10                                 212(43)                  14
11390                  10                                  51(11)                  15
11391                  10                                  50(10)                  14
11392                  10                                 209(42)                  14
11393                  10                                  48(10)                  15
11394                  10                                  47(10)                  15
11395                  10                                  46(10)                  15
11396                  10                                   45(9)                  14
11397                  10                                   44(9)                  14
11398                  10                                 123(25)                  15
11399                  10                                   42(9)                  14
11400                  10                                 121(25)                  17
11401                  10                                   40(8)                  15
11402                  10                                   39(8)                  15
11403                  10                                   38(8)                  15
11404                  10                                 117(24)                  17
11405                  10                                   36(8)                  15
11406                  10                                   35(7)                  14
11407                  10                                   34(7)                  15
11408                  10                                 113(23)                  17
11409                  10                                 192(39)                  16
11410                  10                                   31(7)                  15
11411                  10                                   30(6)                  14
11412                  10                                   29(6)                  15
11413                  10                                   28(6)                  15
11414                  10                                   27(6)                  15
11415                  10                                   26(6)                  15
11416                  10                                   25(5)                  14
11417                  10                                   24(5)                  15
11418                  10                                 103(21)                  16
11419                  10                                 102(21)                  16
11420                  10                                   21(5)                  15
11421                  10                                   20(4)                  14
11422                  10                                   19(4)                  15
11423                  10                                   18(4)                  15
11424                  10                                  97(20)                  14
11425                  10                                   16(4)                  15
11426                  10                                   15(3)                  15
11427                  10                                   14(3)                  14
11428                  10                                   13(3)                  15
11429                  10                                  92(19)                  15
11430                  10                                  91(19)                  16
11431                  10                                   14(3)                  10
11432              10, 10                           13(3), 77(16)                7, 7
11433                  10                                  92(19)                  11
11434                  10                                  91(19)                  12
11435                  10                                   10(2)                  10
11436                  10                                    9(2)                  10
11437                  10                                    8(2)                  10
11438                  10                                    7(2)                  10
11439                  10                                  86(18)                  10
11440                  10                                    5(1)                  10
11441                  10                                  84(17)                  10
11442                  10                                    3(1)                  10
11443                  10                                  82(17)                   9
11444                  10                                 161(33)                  10
11445                  10                                 160(32)                  11
11446                  10                                  79(16)                   9
11447                  10                                 158(32)                  10
11448                  10                                 157(32)                  11
11449                  10                                  76(16)                  10
11450                  10                                 155(31)                  10
11451                  10                                  74(15)                  10
11452                  10                                  73(15)                  10
11453              10, 10                         72(15), 136(28)              10, 10
11454                  10                                 231(47)                  10
11455                  10                                 230(46)                  10
11456              10, 10                        229(46), 133(27)               9, 10
11457                  10                                 148(30)                  10
11458                  10                                  67(14)                  10
11459                  10                                  66(14)                  11
11460                  10                                  65(13)                  10
11461                  10                                  64(13)                  10
11462                  10                                  63(13)                  10
11463                  10                                 142(29)                  10
11464                  10                                  61(13)                  10
11465                  10                                  60(12)                  10
11466                  10                                 219(44)                  10
11467                  10                                 218(44)                  10
11468              10, 10                         57(12), 201(41)              10, 10
11469                  10                                 216(44)                  10
11470              10, 10                        135(27), 199(40)              10, 10
11471                  10                                  54(11)                  10
11472                  10                                  53(11)                  10
11473                  10                                  52(11)                  10
11474                  10                                  51(11)                  10
11475                  10                                  50(10)                  10
11476                  10                                 209(42)                  10
11477                  10                                  48(10)                  10
11478                  10                                  47(10)                  10
11479                  10                                 206(42)                  10
11480              10, 10                          45(9), 189(38)              10, 10
11481                  10                                 204(41)                   9
11482                  10                                 123(25)                  10
11483                  10                                   42(9)                   9
11484                  10                                 121(25)                  11
11485                  10                                   40(8)                  10
11486                  10                                   39(8)                  10
11487                  10                                   38(8)                  10
11488                  10                                 197(40)                  11
11489                  10                                   36(8)                  10
11490                  10                                   35(7)                  10
11491                  10                                   34(7)                  10
11492                  10                                 113(23)                  12
11493                  10                                 192(39)                  11
11494                  10                                   31(7)                  11
11495                  10                                   30(6)                  10
11496                  10                                   29(6)                  10
11497                  10                                   28(6)                  11
11498                  10                                   27(6)                  10
11499                  10                                   26(6)                  11
11500              10, 10                          25(5), 169(34)              10, 10
11501                  10                                   24(5)                  10
11502                  10                                 103(21)                  11
11503                  10                                 102(21)                  11
11504                  10                                   21(5)                  11
11505                  10                                   20(4)                  10
11506                  10                                   19(4)                  10
11507                  10                                   18(4)                  10
