hh_id               itime                                     day      Interviewer ID
10069      50, 10, 10, 10         14(3), 160(32), 80(16), 240(48)         1, 7, 8, 10
10070     100, 10, 10, 10         13(3), 79(16), 159(32), 239(48)          1, 6, 7, 7
10071      10, 10, 10, 10        90(18), 158(32), 238(48), 78(16)          1, 7, 7, 8
10072     225, 10, 10, 10         12(3), 77(16), 157(32), 237(48)         1, 8, 8, 11
10073      10, 10, 10, 10        89(18), 76(16), 156(32), 236(48)         1, 7, 8, 11
10074      10, 10, 10, 10        91(19), 75(15), 155(31), 235(47)          1, 7, 7, 7
10075      10, 10, 10, 10        88(18), 74(15), 234(47), 154(31)          1, 7, 7, 8
10076      10, 10, 10, 10        87(18), 73(15), 153(31), 233(47)          1, 7, 7, 7
10077      10, 10, 10, 10        86(18), 72(15), 152(31), 232(47)          1, 7, 7, 7
10078      10, 10, 10, 10        90(18), 71(15), 231(47), 151(31)          1, 7, 7, 8
10079      10, 10, 10, 10        89(18), 150(30), 230(46), 70(14)          1, 7, 7, 8
10080      10, 10, 10, 10        88(18), 229(46), 69(14), 149(30)          1, 6, 7, 7
10081      10, 10, 10, 10        87(18), 68(14), 148(30), 228(46)          1, 7, 7, 7
10082      25, 10, 10, 10          6(2), 67(14), 147(30), 227(46)         1, 7, 7, 12
10083     175, 10, 10, 10         10(2), 66(14), 146(30), 226(46)          1, 7, 7, 8
10084     150, 10, 10, 10          9(2), 65(13), 145(29), 225(45)         1, 7, 8, 11
10085     250, 10, 10, 10          8(2), 64(13), 144(29), 224(45)        1, 6, 11, 11
10086     250, 10, 10, 10          7(2), 223(45), 63(13), 143(29)          1, 6, 7, 7
10087     275, 10, 10, 10          6(2), 142(29), 62(13), 222(45)         1, 7, 8, 11
10088     200, 10, 10, 10         10(2), 61(13), 221(45), 141(29)         1, 7, 7, 12
10089      25, 10, 10, 10          9(2), 60(12), 140(28), 220(44)         1, 7, 7, 12
10090     125, 10, 10, 10          8(2), 219(44), 59(12), 139(28)          1, 6, 7, 8
10091     100, 10, 10, 10          7(2), 58(12), 218(44), 138(28)          1, 7, 7, 8
10092      10, 10, 10, 10        86(18), 57(12), 137(28), 217(44)          1, 6, 7, 7
10093      10, 10, 10, 10        84(17), 216(44), 56(12), 136(28)         1, 7, 9, 12
10094      10, 10, 10, 10        83(17), 55(11), 135(27), 215(43)         1, 7, 7, 11
10095      75, 10, 10, 10          2(1), 134(27), 54(11), 214(43)          1, 6, 7, 7
10096     175, 10, 10, 10        48(10), 53(11), 213(43), 133(27)         1, 7, 9, 12
10097     225, 10, 10, 10        47(10), 212(43), 52(11), 132(27)          1, 6, 7, 7
10098     275, 10, 10, 10        46(10), 51(11), 211(43), 131(27)         1, 7, 8, 12
10099     225, 10, 10, 10         43(9), 50(10), 130(26), 210(42)          1, 7, 7, 8
10100      10, 10, 10, 10       122(25), 209(42), 49(10), 129(26)          1, 6, 8, 8
10101      10, 10, 10, 10       121(25), 48(10), 128(26), 208(42)          1, 7, 7, 8
10102      10, 10, 10, 10       125(25), 47(10), 127(26), 207(42)          1, 7, 7, 7
10103      10, 10, 10, 10       124(25), 46(10), 126(26), 206(42)          1, 7, 7, 7
10104     150, 10, 10, 10          43(9), 45(9), 125(25), 205(41)          1, 6, 7, 8
10105     125, 10, 10, 10          42(9), 204(41), 44(9), 124(25)          1, 6, 7, 7
10106     325, 10, 10, 10          41(9), 123(25), 203(41), 43(9)          1, 6, 7, 8
10107      10, 10, 10, 10        125(25), 42(9), 122(25), 202(41)          1, 6, 8, 8
10108     150, 10, 10, 10        204(41), 121(25), 41(9), 201(41)         2, 8, 9, 12
10109      10, 10, 10, 10        123(25), 40(8), 120(24), 200(40)          1, 7, 7, 7
10110      10, 10, 10, 10          42(9), 39(8), 119(24), 199(40)         2, 7, 7, 12
10111      10, 10, 10, 10        121(25), 118(24), 38(8), 198(40)          1, 6, 7, 7
10112      10, 10, 10, 10        125(25), 117(24), 197(40), 37(8)          1, 8, 8, 9
10113     100, 10, 10, 10        204(41), 36(8), 116(24), 196(40)          1, 7, 7, 7
10114      10, 10, 10, 10        123(25), 35(7), 115(23), 195(39)          1, 7, 7, 7
10115     200, 10, 10, 10        202(41), 34(7), 114(23), 194(39)          1, 7, 7, 8
10116      10, 10, 10, 10        121(25), 33(7), 113(23), 193(39)          1, 8, 8, 8
10117      10, 10, 10, 10          39(8), 192(39), 112(23), 32(7)          3, 7, 8, 9
10118      10, 10, 10, 10          45(9), 31(7), 111(23), 191(39)          1, 7, 7, 7
10119      10, 10, 10, 10        118(24), 30(6), 190(38), 110(22)          2, 6, 7, 8
10120      10, 10, 10, 10        133(27), 29(6), 109(22), 189(38)         1, 7, 7, 12
10121      10, 10, 10, 10        132(27), 28(6), 108(22), 188(38)          1, 7, 8, 8
10122      10, 10, 10, 10        127(26), 27(6), 107(22), 187(38)          2, 7, 7, 8
10123      10, 10, 10, 10        131(27), 26(6), 106(22), 186(38)          1, 7, 8, 8
10124      10, 10, 10, 10        135(27), 25(5), 185(37), 105(21)          1, 6, 7, 8
10125      10, 10, 10, 10        134(27), 24(5), 104(21), 184(37)          1, 7, 8, 8
10126      10, 10, 10, 10        133(27), 103(21), 183(37), 23(5)          1, 7, 7, 8
10127      10, 10, 10, 10         54(11), 102(21), 182(37), 22(5)          1, 7, 7, 8
10128      10, 10, 10, 10         47(10), 21(5), 101(21), 181(37)          1, 7, 8, 9
10129      10, 10, 10, 10         46(10), 20(4), 100(20), 180(36)          1, 6, 8, 8
10130      10, 10, 10, 10         210(42), 19(4), 99(20), 179(36)          1, 7, 7, 8
10131      10, 10, 10, 10         209(42), 18(4), 98(20), 178(36)          1, 7, 7, 7
10132      10, 10, 10, 10          48(10), 97(20), 177(36), 17(4)          1, 6, 7, 9
10133      10, 10, 10, 10         207(42), 16(4), 96(20), 176(36)         1, 7, 7, 13
10134      10, 10, 10, 10         206(42), 95(19), 15(3), 175(35)          1, 6, 7, 8
10135     275, 10, 10, 10         130(26), 14(3), 94(19), 174(35)          1, 6, 6, 7
10136      10, 10, 10, 10         209(42), 13(3), 93(19), 173(35)          1, 7, 7, 7
10137      10, 10, 10, 10          48(10), 92(19), 172(35), 12(3)          1, 7, 8, 9
10138      10, 10, 10, 10           37(8), 11(3), 91(19), 171(35)          3, 8, 8, 9
10139      10, 10, 10, 10           36(8), 90(18), 10(2), 170(34)          3, 6, 7, 7
10140      10, 10, 10, 10          120(24), 89(18), 9(2), 169(34)         1, 6, 7, 12
10141     325, 10, 10, 10          199(40), 8(2), 88(18), 168(34)          2, 7, 7, 7
10142      10, 10, 10, 10            38(8), 7(2), 167(34), 87(18)         1, 7, 7, 12
10143      10, 10, 10, 10            37(8), 86(18), 6(2), 166(34)          1, 7, 9, 9
10144      10, 10, 10, 10            36(8), 5(1), 85(17), 165(33)          2, 6, 7, 8
10145      10, 10, 10, 10          120(24), 84(17), 4(1), 164(33)         1, 7, 9, 11
10146     100, 10, 10, 10          199(40), 3(1), 83(17), 163(33)         1, 7, 7, 11
10147      10, 10, 10, 10          118(24), 2(1), 82(17), 162(33)         2, 6, 6, 11
10148     150, 10, 10, 10          197(40), 161(33), 1(1), 81(17)          1, 7, 8, 8
10149      10, 10, 10, 10       116(24), 160(32), 80(16), 240(48)         1, 7, 8, 10
10150      10, 10, 10, 10       120(24), 79(16), 159(32), 239(48)          1, 6, 7, 7
10151      75, 10, 10, 10       199(40), 158(32), 238(48), 78(16)          1, 7, 7, 8
10152      10, 10, 10, 10       118(24), 77(16), 157(32), 237(48)         2, 8, 8, 11
10153      10, 10, 10, 10         37(8), 76(16), 156(32), 236(48)         2, 7, 8, 11
10154      10, 10, 10, 10         36(8), 75(15), 155(31), 235(47)          1, 7, 7, 7
10155      10, 10, 10, 10       120(24), 74(15), 234(47), 154(31)          1, 7, 7, 8
10156      10, 10, 10, 10         39(8), 73(15), 153(31), 233(47)          2, 7, 7, 7
10157     150, 10, 10, 10       198(40), 72(15), 152(31), 232(47)          1, 7, 7, 7
10158      75, 10, 10, 10       197(40), 71(15), 231(47), 151(31)          1, 7, 7, 8
10159      10, 10, 10, 10         34(7), 150(30), 230(46), 70(14)          4, 7, 7, 8
10160      10, 10, 10, 10         33(7), 69(14), 229(46), 149(30)          2, 6, 6, 7
10161      10, 10, 10, 10         32(7), 68(14), 148(30), 228(46)          2, 7, 7, 7
10162      10, 10, 10, 10         31(7), 67(14), 147(30), 227(46)         2, 7, 7, 11
10163      10, 10, 10, 10         35(7), 66(14), 146(30), 226(46)          3, 7, 7, 8
10164     150, 10, 10, 10       194(39), 65(13), 145(29), 225(45)         3, 7, 8, 11
10165      10, 10, 10, 10         33(7), 64(13), 144(29), 224(45)        2, 6, 11, 11
10166      10, 10, 10, 10         32(7), 223(45), 63(13), 143(29)          2, 6, 7, 7
10167      10, 10, 10, 10         31(7), 142(29), 62(13), 222(45)         2, 7, 8, 11
10168      10, 10, 10, 10       115(23), 61(13), 221(45), 141(29)         2, 7, 7, 11
10169      10, 10, 10, 10       114(23), 60(12), 140(28), 220(44)         2, 6, 7, 11
10170      10, 10, 10, 10         33(7), 219(44), 59(12), 139(28)          2, 6, 7, 8
10171      10, 10, 10, 10         32(7), 58(12), 218(44), 138(28)          2, 7, 7, 8
10172      10, 10, 10, 10         31(7), 57(12), 137(28), 217(44)          3, 6, 7, 7
10173      50, 10, 10, 10       195(39), 216(44), 56(12), 136(28)         1, 7, 9, 12
10174      10, 10, 10, 10         34(7), 55(11), 135(27), 215(43)         1, 7, 7, 11
10175     125, 10, 10, 10       193(39), 134(27), 54(11), 214(43)          1, 6, 7, 7
10176      10, 10, 10, 10         32(7), 53(11), 213(43), 133(27)         2, 7, 9, 12
10177      10, 10, 10, 10       145(29), 212(43), 52(11), 132(27)          2, 6, 7, 7
10178      10, 10, 10, 10       144(29), 51(11), 211(43), 131(27)         2, 7, 8, 12
10179      10, 10, 10, 10        63(13), 50(10), 130(26), 210(42)          2, 7, 7, 8
10180      10, 10, 10, 10       142(29), 209(42), 49(10), 129(26)          1, 6, 8, 8
10181      10, 10, 10, 10       141(29), 48(10), 128(26), 208(42)          2, 7, 7, 8
10182      10, 10, 10, 10        65(13), 47(10), 127(26), 207(42)          2, 7, 7, 7
10183      10, 10, 10, 10        64(13), 46(10), 126(26), 206(42)          2, 7, 7, 7
10184      10, 10, 10, 10         57(12), 45(9), 125(25), 205(41)          3, 6, 7, 8
10185      10, 10, 10, 10         56(12), 204(41), 44(9), 124(25)          3, 6, 7, 7
10186      10, 10, 10, 10         60(12), 123(25), 203(41), 43(9)          3, 6, 7, 8
10187      10, 10, 10, 10        129(26), 42(9), 122(25), 202(41)          1, 6, 8, 8
10188      10, 10, 10, 10         59(12), 121(25), 41(9), 201(41)         1, 8, 9, 12
10189      10, 10, 10, 10         58(12), 40(8), 120(24), 200(40)          1, 7, 7, 7
10190      10, 10, 10, 10         57(12), 39(8), 119(24), 199(40)         3, 7, 7, 12
10191      10, 10, 10, 10        136(28), 118(24), 38(8), 198(40)          2, 6, 7, 7
10192      10, 10, 10, 10         60(12), 117(24), 197(40), 37(8)          3, 8, 8, 9
10193      75, 10, 10, 10        219(44), 36(8), 116(24), 196(40)          2, 7, 7, 7
10194      10, 10, 10, 10         58(12), 35(7), 115(23), 195(39)          1, 7, 7, 7
10195      10, 10, 10, 10         57(12), 34(7), 114(23), 194(39)          3, 7, 7, 8
10196      10, 10, 10, 10        136(28), 33(7), 113(23), 193(39)          2, 8, 8, 8
10197     250, 10, 10, 10        220(44), 192(39), 112(23), 32(7)          2, 7, 8, 9
10198      10, 10, 10, 10        139(28), 31(7), 111(23), 191(39)          1, 7, 7, 7
10199      10, 10, 10, 10         58(12), 30(6), 190(38), 110(22)          2, 6, 7, 8
10200      10, 10, 10, 10         57(12), 29(6), 109(22), 189(38)         1, 7, 7, 12
10201      10, 10, 10, 10        136(28), 28(6), 188(38), 108(22)          1, 7, 7, 8
10202      10, 10, 10, 10         60(12), 27(6), 107(22), 187(38)          2, 7, 7, 8
10203     150, 10, 10, 10        219(44), 26(6), 106(22), 186(38)          1, 7, 8, 8
10204      10, 10, 10, 10         52(11), 25(5), 185(37), 105(21)          3, 6, 7, 8
10205      10, 10, 10, 10        131(27), 24(5), 104(21), 184(37)          2, 7, 8, 8
10206     225, 10, 10, 10        218(44), 103(21), 183(37), 23(5)          2, 7, 7, 8
10207      10, 10, 10, 10        135(27), 102(21), 182(37), 22(5)          3, 7, 7, 8
10208      10, 10, 10, 10         48(10), 21(5), 101(21), 181(37)          3, 7, 8, 9
10209      10, 10, 10, 10        134(27), 20(4), 100(20), 180(36)          2, 6, 8, 8
10210      10, 10, 10, 10          53(11), 19(4), 99(20), 179(36)          3, 7, 7, 8
10211     125, 10, 10, 10         212(43), 18(4), 98(20), 178(36)          2, 7, 7, 7
10212      10, 10, 10, 10         131(27), 97(20), 177(36), 17(4)          2, 6, 7, 9
10213     175, 10, 10, 10         215(43), 16(4), 96(20), 176(36)         2, 7, 7, 12
10214      10, 10, 10, 10           44(9), 95(19), 15(3), 175(35)          2, 6, 7, 8
10215      10, 10, 10, 10         134(27), 14(3), 94(19), 174(35)          2, 6, 6, 7
10216      10, 10, 10, 10          79(16), 13(3), 93(19), 173(35)          2, 7, 7, 7
10217      10, 10, 10, 10          78(16), 92(19), 12(3), 172(35)          2, 7, 8, 8
10218      10, 10, 10, 10          77(16), 11(3), 91(19), 171(35)          2, 8, 8, 9
10219      10, 10, 10, 10          76(16), 90(18), 10(2), 170(34)          3, 6, 7, 7
10220      10, 10, 10, 10           80(16), 89(18), 9(2), 169(34)         1, 6, 7, 12
10221      10, 10, 10, 10           79(16), 8(2), 88(18), 168(34)          2, 7, 7, 7
10222      10, 10, 10, 10           78(16), 7(2), 167(34), 87(18)         1, 7, 7, 12
10223      75, 10, 10, 10          237(48), 86(18), 6(2), 166(34)          1, 7, 9, 9
10224      10, 10, 10, 10           76(16), 5(1), 85(17), 165(33)          1, 6, 7, 8
10225      10, 10, 10, 10           80(16), 84(17), 4(1), 164(33)         1, 7, 9, 11
10226      10, 10, 10, 10           79(16), 3(1), 83(17), 163(33)         2, 7, 7, 11
10227      10, 10, 10, 10           78(16), 2(1), 82(17), 162(33)         1, 6, 6, 11
10228      10, 10, 10, 10           74(15), 161(33), 1(1), 81(17)          3, 7, 8, 8
10229      10, 10, 10, 10        73(15), 80(16), 160(32), 240(48)         3, 7, 7, 10
10230      10, 10, 10, 10        77(16), 79(16), 159(32), 239(48)          2, 6, 7, 7
10231      10, 10, 10, 10        76(16), 158(32), 238(48), 78(16)          1, 7, 7, 8
10232      10, 10, 10, 10        72(15), 77(16), 157(32), 237(48)         3, 8, 8, 11
10233      10, 10, 10, 10        80(16), 76(16), 156(32), 236(48)         1, 7, 8, 10
10234      10, 10, 10, 10        79(16), 75(15), 155(31), 235(47)          1, 7, 7, 7
10235      10, 10, 10, 10        78(16), 74(15), 234(47), 154(31)          1, 7, 7, 8
10236      10, 10, 10, 10       151(31), 73(15), 153(31), 233(47)          1, 7, 7, 7
10237      10, 10, 10, 10       155(31), 72(15), 152(31), 232(47)          3, 7, 7, 7
10238      10, 10, 10, 10        74(15), 71(15), 231(47), 151(31)          3, 7, 7, 8
10239      10, 10, 10, 10        73(15), 150(30), 230(46), 70(14)          3, 7, 7, 8
10240      10, 10, 10, 10        72(15), 69(14), 229(46), 149(30)          3, 6, 6, 7
10241      10, 10, 10, 10       151(31), 228(46), 68(14), 148(30)          1, 6, 7, 7
10242      10, 10, 10, 10       155(31), 67(14), 147(30), 227(46)         3, 7, 7, 11
10243      10, 10, 10, 10        74(15), 66(14), 146(30), 226(46)          3, 7, 7, 8
10244      10, 10, 10, 10        73(15), 65(13), 145(29), 225(45)         3, 7, 8, 11
10245      10, 10, 10, 10        72(15), 64(13), 144(29), 224(45)        3, 6, 11, 11
10246      10, 10, 10, 10       151(31), 223(45), 63(13), 143(29)          1, 6, 7, 7
10247      50, 10, 10, 10       227(46), 142(29), 62(13), 222(45)         2, 7, 8, 11
10248      10, 10, 10, 10       155(31), 61(13), 221(45), 141(29)         2, 7, 7, 11
10249      10, 10, 10, 10       143(29), 60(12), 140(28), 220(44)         3, 6, 7, 11
10250      10, 10, 10, 10       154(31), 219(44), 59(12), 139(28)          1, 6, 7, 8
10251      10, 10, 10, 10       153(31), 58(12), 218(44), 138(28)          1, 7, 7, 8
10252      10, 10, 10, 10       152(31), 57(12), 137(28), 217(44)          1, 6, 7, 7
10253      10, 10, 10, 10       151(31), 216(44), 56(12), 136(28)         2, 7, 9, 12
10254      10, 10, 10, 10       155(31), 55(11), 135(27), 215(43)         2, 7, 7, 11
10255     125, 10, 10, 10       234(47), 134(27), 54(11), 214(43)          2, 6, 7, 7
10256      10, 10, 10, 10       153(31), 53(11), 213(43), 133(27)         2, 7, 9, 12
10257      10, 10, 10, 10       152(31), 132(27), 212(43), 52(11)          2, 6, 6, 7
10258      75, 10, 10, 10       231(47), 51(11), 211(43), 131(27)         1, 7, 8, 12
10259     100, 10, 10, 10       235(47), 50(10), 130(26), 210(42)          1, 7, 7, 8
10260      10, 10, 10, 10        74(15), 209(42), 49(10), 129(26)          1, 6, 8, 8
10261     125, 10, 10, 10       233(47), 48(10), 128(26), 208(42)          1, 7, 7, 8
10262      10, 10, 10, 10       146(30), 47(10), 127(26), 207(42)          3, 7, 7, 7
10263      10, 10, 10, 10        70(14), 46(10), 126(26), 206(42)          2, 7, 7, 7
10264      10, 10, 10, 10           9(2), 45(9), 125(25), 205(41)          2, 6, 7, 8
10265     125, 10, 10, 10        162(33), 204(41), 44(9), 124(25)          1, 6, 7, 7
10266      10, 10, 10, 10           1(1), 123(25), 203(41), 43(9)          2, 6, 7, 8
10267      10, 10, 10, 10         85(17), 42(9), 122(25), 202(41)          1, 6, 8, 8
10268      10, 10, 10, 10         84(17), 121(25), 41(9), 201(41)         1, 8, 9, 12
10269     200, 10, 10, 10        163(33), 40(8), 120(24), 200(40)          1, 7, 7, 7
10270      10, 10, 10, 10         82(17), 39(8), 119(24), 199(40)         1, 7, 7, 12
10271      10, 10, 10, 10           1(1), 118(24), 38(8), 198(40)          2, 6, 7, 7
10272      10, 10, 10, 10         85(17), 117(24), 197(40), 37(8)          1, 8, 8, 9
10273      10, 10, 10, 10         84(17), 36(8), 116(24), 196(40)          1, 7, 7, 7
10274      10, 10, 10, 10           3(1), 35(7), 115(23), 195(39)          2, 6, 7, 7
10275      10, 10, 10, 10         82(17), 34(7), 114(23), 194(39)          1, 7, 7, 8
10276     175, 10, 10, 10        161(33), 33(7), 113(23), 193(39)          1, 8, 8, 8
10277      10, 10, 10, 10           5(1), 192(39), 112(23), 32(7)          1, 7, 8, 9
10278      10, 10, 10, 10        237(48), 31(7), 111(23), 191(39)          1, 7, 7, 7
10279      10, 10, 10, 10         76(16), 30(6), 190(38), 110(22)          1, 6, 7, 8
10280      10, 10, 10, 10         80(16), 29(6), 109(22), 189(38)         1, 7, 7, 12
10281      10, 10, 10, 10         79(16), 28(6), 188(38), 108(22)          1, 7, 7, 8
10282      10, 10, 10, 10         78(16), 27(6), 107(22), 187(38)          1, 7, 7, 8
10283      10, 10, 10, 10        237(48), 26(6), 106(22), 186(38)          1, 7, 7, 7
10284      10, 10, 10, 10        236(48), 25(5), 185(37), 105(21)          1, 6, 7, 8
10285      10, 10, 10, 10         80(16), 24(5), 104(21), 184(37)          1, 7, 8, 8
10286      10, 10, 10, 10         79(16), 103(21), 183(37), 23(5)          1, 7, 7, 8
10287      10, 10, 10, 10         78(16), 102(21), 182(37), 22(5)          1, 7, 7, 8
10288      10, 10, 10, 10         77(16), 21(5), 101(21), 181(37)          1, 7, 7, 9
10289      10, 10, 10, 10        236(48), 20(4), 100(20), 180(36)          1, 6, 8, 8
10290      10, 10, 10, 10          80(16), 19(4), 99(20), 179(36)          1, 7, 7, 8
10291     375, 10, 10, 10           45(9), 18(4), 98(20), 178(36)          1, 7, 7, 7
10292     400, 10, 10, 10           44(9), 97(20), 177(36), 17(4)          1, 6, 7, 8
10293      10, 10, 10, 10         123(25), 16(4), 96(20), 176(36)         1, 7, 7, 12
10294     175, 10, 10, 10           42(9), 95(19), 15(3), 175(35)          1, 6, 7, 8
10295      10, 10, 10, 10         121(25), 14(3), 94(19), 174(35)          1, 6, 6, 7
10296      10, 10, 10, 10         119(24), 13(3), 93(19), 173(35)          1, 7, 7, 7
10297      10, 10, 10, 10         118(24), 92(19), 12(3), 172(35)          1, 7, 8, 8
10298      10, 10, 10, 10         117(24), 11(3), 91(19), 171(35)          1, 8, 8, 9
10299      10, 10, 10, 10         116(24), 90(18), 10(2), 170(34)          1, 6, 7, 7
10300      10, 10, 10, 10          120(24), 89(18), 9(2), 169(34)         1, 6, 7, 12
10301      10, 10, 10, 10          119(24), 8(2), 88(18), 168(34)          1, 7, 7, 7
10302      10, 10, 10, 10          118(24), 7(2), 167(34), 87(18)         1, 7, 7, 12
10303     275, 10, 10, 10            37(8), 86(18), 6(2), 166(34)          1, 6, 9, 9
10304      10, 10, 10, 10          116(24), 5(1), 85(17), 165(33)          1, 6, 7, 8
10305     400, 10, 10, 10            40(8), 84(17), 4(1), 164(33)         1, 7, 8, 11
10306     375, 10, 10, 10            39(8), 3(1), 83(17), 163(33)         1, 7, 7, 11
10307     325, 10, 10, 10            38(8), 2(1), 82(17), 162(33)         1, 6, 6, 11
10308      10, 10, 10, 10          115(23), 161(33), 1(1), 81(17)          1, 7, 8, 8
10309      10, 10, 10, 10       117(24), 80(16), 160(32), 240(48)         1, 7, 7, 10
