hh_id               itime                                     day
12077          10, 10, 10                  45(9), 91(19), 171(35)
12078          10, 10, 10                  44(9), 90(18), 170(34)
12079          10, 10, 10                  43(9), 89(18), 169(34)
12080          10, 10, 10                  42(9), 88(18), 168(34)
12081          10, 10, 10                  41(9), 87(18), 167(34)
12082          10, 10, 10                  40(8), 86(18), 166(34)
12083          10, 10, 10                  39(8), 85(17), 165(33)
12084          10, 10, 10                  38(8), 84(17), 164(33)
12085          10, 10, 10                  37(8), 83(17), 163(33)
12086          10, 10, 10                  36(8), 82(17), 162(33)
12087          10, 10, 10                  35(7), 81(17), 161(33)
12088      10, 10, 10, 10         34(7), 80(16), 160(32), 240(48)
12089      10, 10, 10, 10         33(7), 79(16), 159(32), 239(48)
12090      10, 10, 10, 10         32(7), 78(16), 158(32), 238(48)
12091      10, 10, 10, 10         31(7), 77(16), 157(32), 237(48)
12092      10, 10, 10, 10         30(6), 76(16), 156(32), 236(48)
12093      10, 10, 10, 10         29(6), 75(15), 155(31), 235(47)
12094      10, 10, 10, 10         28(6), 74(15), 154(31), 234(47)
12095      10, 10, 10, 10         27(6), 73(15), 153(31), 233(47)
12096      10, 10, 10, 10         26(6), 72(15), 152(31), 232(47)
12097      10, 10, 10, 10         25(5), 71(15), 151(31), 231(47)
12098      10, 10, 10, 10         24(5), 70(14), 150(30), 230(46)
12099      10, 10, 10, 10         23(5), 69(14), 149(30), 229(46)
12100      10, 10, 10, 10         22(5), 68(14), 148(30), 228(46)
12101      10, 10, 10, 10         21(5), 67(14), 147(30), 227(46)
12102      10, 10, 10, 10         20(4), 66(14), 146(30), 226(46)
12103      10, 10, 10, 10         19(4), 65(13), 145(29), 225(45)
12104      10, 10, 10, 10         18(4), 64(13), 144(29), 224(45)
12105      10, 10, 10, 10         17(4), 63(13), 143(29), 223(45)
12106      10, 10, 10, 10         16(4), 62(13), 142(29), 222(45)
12107      10, 10, 10, 10         15(3), 61(13), 141(29), 221(45)
12108      10, 10, 10, 10         14(3), 60(12), 140(28), 220(44)
12109      10, 10, 10, 10         13(3), 59(12), 139(28), 219(44)
12110      10, 10, 10, 10         12(3), 58(12), 138(28), 218(44)
12111      10, 10, 10, 10         11(3), 57(12), 137(28), 217(44)
12112      10, 10, 10, 10         10(2), 56(12), 136(28), 216(44)
12113      10, 10, 10, 10          9(2), 55(11), 135(27), 215(43)
12114      10, 10, 10, 10          8(2), 54(11), 134(27), 214(43)
12115      10, 10, 10, 10          7(2), 53(11), 133(27), 213(43)
12116      10, 10, 10, 10          6(2), 52(11), 132(27), 212(43)
12117      10, 10, 10, 10          5(1), 51(11), 131(27), 211(43)
12118      10, 10, 10, 10          4(1), 50(10), 130(26), 210(42)
12119      10, 10, 10, 10          3(1), 49(10), 129(26), 209(42)
12120      10, 10, 10, 10          2(1), 48(10), 128(26), 208(42)
12121      10, 10, 10, 10          1(1), 47(10), 127(26), 207(42)
12122          10, 10, 10                80(16), 126(26), 206(42)
12123          10, 10, 10                79(16), 125(25), 205(41)
12124          10, 10, 10                78(16), 124(25), 204(41)
12125          10, 10, 10                77(16), 123(25), 203(41)
12126          10, 10, 10                76(16), 122(25), 202(41)
12127          10, 10, 10                75(15), 121(25), 201(41)
12128          10, 10, 10                74(15), 120(24), 200(40)
12129          10, 10, 10                73(15), 119(24), 199(40)
12130          10, 10, 10                72(15), 118(24), 198(40)
12131          10, 10, 10                71(15), 117(24), 197(40)
12132          10, 10, 10                70(14), 116(24), 196(40)
12133          10, 10, 10                69(14), 115(23), 195(39)
12134          10, 10, 10                68(14), 114(23), 194(39)
12135          10, 10, 10                67(14), 113(23), 193(39)
12136          10, 10, 10                66(14), 112(23), 192(39)
12137          10, 10, 10                65(13), 111(23), 191(39)
12138          10, 10, 10                64(13), 110(22), 190(38)
12139          10, 10, 10                63(13), 109(22), 189(38)
12140          10, 10, 10                62(13), 108(22), 188(38)
12141          10, 10, 10                61(13), 107(22), 187(38)
12142          10, 10, 10                60(12), 106(22), 186(38)
12143          10, 10, 10                59(12), 105(21), 185(37)
12144          10, 10, 10                58(12), 104(21), 184(37)
12145          10, 10, 10                57(12), 103(21), 183(37)
12146          10, 10, 10                56(12), 102(21), 182(37)
12147          10, 10, 10                55(11), 101(21), 181(37)
12148          10, 10, 10                54(11), 100(20), 180(36)
12149          10, 10, 10                 53(11), 99(20), 179(36)
12150          10, 10, 10                 52(11), 98(20), 178(36)
12151          10, 10, 10                 51(11), 97(20), 177(36)
12152          10, 10, 10                 50(10), 96(20), 176(36)
12153          10, 10, 10                 49(10), 95(19), 175(35)
12154          10, 10, 10                 48(10), 94(19), 174(35)
12155          10, 10, 10                 47(10), 93(19), 173(35)
12156          10, 10, 10                 46(10), 92(19), 172(35)
12157          10, 10, 10                  45(9), 91(19), 171(35)
12158          10, 10, 10                  44(9), 90(18), 170(34)
12159          10, 10, 10                  43(9), 89(18), 169(34)
12160          10, 10, 10                  42(9), 88(18), 168(34)
12161          10, 10, 10                  41(9), 87(18), 167(34)
12162          10, 10, 10                  40(8), 86(18), 166(34)
12163          10, 10, 10                  39(8), 85(17), 165(33)
12164          10, 10, 10                  38(8), 84(17), 164(33)
12165          10, 10, 10                  37(8), 83(17), 163(33)
12166          10, 10, 10                  36(8), 82(17), 162(33)
12167          10, 10, 10                  35(7), 81(17), 161(33)
12168      10, 10, 10, 10         34(7), 80(16), 160(32), 240(48)
12169      10, 10, 10, 10         33(7), 79(16), 159(32), 239(48)
12170      10, 10, 10, 10         32(7), 78(16), 158(32), 238(48)
12171      10, 10, 10, 10         31(7), 77(16), 157(32), 237(48)
12172      10, 10, 10, 10         30(6), 76(16), 156(32), 236(48)
12173      10, 10, 10, 10         29(6), 75(15), 155(31), 235(47)
12174      10, 10, 10, 10         28(6), 74(15), 154(31), 234(47)
12175      10, 10, 10, 10         27(6), 73(15), 153(31), 233(47)
12176      10, 10, 10, 10         26(6), 72(15), 152(31), 232(47)
12177      10, 10, 10, 10         25(5), 71(15), 151(31), 231(47)
12178      10, 10, 10, 10         24(5), 70(14), 150(30), 230(46)
12179      10, 10, 10, 10         23(5), 69(14), 149(30), 229(46)
12180      10, 10, 10, 10         22(5), 68(14), 148(30), 228(46)
12181      10, 10, 10, 10         21(5), 67(14), 147(30), 227(46)
12182      10, 10, 10, 10         20(4), 66(14), 146(30), 226(46)
12183      10, 10, 10, 10         19(4), 65(13), 145(29), 225(45)
12184      10, 10, 10, 10         18(4), 64(13), 144(29), 224(45)
12185      10, 10, 10, 10         17(4), 63(13), 143(29), 223(45)
12186      10, 10, 10, 10         16(4), 62(13), 142(29), 222(45)
12187      10, 10, 10, 10         15(3), 61(13), 141(29), 221(45)
12188      10, 10, 10, 10         14(3), 60(12), 140(28), 220(44)
12189      10, 10, 10, 10         13(3), 59(12), 139(28), 219(44)
12190      10, 10, 10, 10         12(3), 58(12), 138(28), 218(44)
12191      10, 10, 10, 10         11(3), 57(12), 137(28), 217(44)
12192      10, 10, 10, 10         10(2), 56(12), 136(28), 216(44)
12193      10, 10, 10, 10          9(2), 55(11), 135(27), 215(43)
12194      10, 10, 10, 10          8(2), 54(11), 134(27), 214(43)
12195      10, 10, 10, 10          7(2), 53(11), 133(27), 213(43)
12196      10, 10, 10, 10          6(2), 52(11), 132(27), 212(43)
12197      10, 10, 10, 10          5(1), 51(11), 131(27), 211(43)
12198      10, 10, 10, 10          4(1), 50(10), 130(26), 210(42)
12199      10, 10, 10, 10          3(1), 49(10), 129(26), 209(42)
12200      10, 10, 10, 10          2(1), 48(10), 128(26), 208(42)
12201      10, 10, 10, 10          1(1), 47(10), 127(26), 207(42)
12202          10, 10, 10                80(16), 126(26), 206(42)
12203          10, 10, 10                79(16), 125(25), 205(41)
12204          10, 10, 10                78(16), 124(25), 204(41)
12205          10, 10, 10                77(16), 123(25), 203(41)
12206          10, 10, 10                76(16), 122(25), 202(41)
12207          10, 10, 10                75(15), 121(25), 201(41)
12208          10, 10, 10                74(15), 120(24), 200(40)
12209          10, 10, 10                73(15), 119(24), 199(40)
12210          10, 10, 10                72(15), 118(24), 198(40)
12211          10, 10, 10                71(15), 117(24), 197(40)
12212          10, 10, 10                70(14), 116(24), 196(40)
12213          10, 10, 10                69(14), 115(23), 195(39)
12214          10, 10, 10                68(14), 114(23), 194(39)
12215          10, 10, 10                67(14), 113(23), 193(39)
12216          10, 10, 10                66(14), 112(23), 192(39)
12217          10, 10, 10                65(13), 111(23), 191(39)
12218          10, 10, 10                64(13), 110(22), 190(38)
12219          10, 10, 10                63(13), 109(22), 189(38)
12220          10, 10, 10                62(13), 108(22), 188(38)
12221          10, 10, 10                61(13), 107(22), 187(38)
12222          10, 10, 10                60(12), 106(22), 186(38)
12223          10, 10, 10                59(12), 105(21), 185(37)
12224          10, 10, 10                58(12), 104(21), 184(37)
12225          10, 10, 10                57(12), 103(21), 183(37)
12226          10, 10, 10                56(12), 102(21), 182(37)
12227          10, 10, 10                55(11), 101(21), 181(37)
12228          10, 10, 10                54(11), 100(20), 180(36)
12229          10, 10, 10                 53(11), 99(20), 179(36)
12230          10, 10, 10                 52(11), 98(20), 178(36)
12231          10, 10, 10                 51(11), 97(20), 177(36)
12232          10, 10, 10                 50(10), 96(20), 176(36)
12233          10, 10, 10                 49(10), 95(19), 175(35)
12234          10, 10, 10                 48(10), 94(19), 174(35)
12235          10, 10, 10                 47(10), 93(19), 173(35)
12236          10, 10, 10                 46(10), 92(19), 172(35)
12237          10, 10, 10                  45(9), 91(19), 171(35)
12238          10, 10, 10                  44(9), 90(18), 170(34)
12239          10, 10, 10                  43(9), 89(18), 169(34)
12240          10, 10, 10                  42(9), 88(18), 168(34)
12241          10, 10, 10                  41(9), 87(18), 167(34)
12242          10, 10, 10                  40(8), 86(18), 166(34)
12243          10, 10, 10                  39(8), 85(17), 165(33)
12244          10, 10, 10                  38(8), 84(17), 164(33)
12245          10, 10, 10                  37(8), 83(17), 163(33)
12246          10, 10, 10                  36(8), 82(17), 162(33)
12247          10, 10, 10                  35(7), 81(17), 161(33)
12248      10, 10, 10, 10         34(7), 80(16), 160(32), 240(48)
12249      10, 10, 10, 10         33(7), 79(16), 159(32), 239(48)
12250      10, 10, 10, 10         32(7), 78(16), 158(32), 238(48)
12251      10, 10, 10, 10         31(7), 77(16), 157(32), 237(48)
12252      10, 10, 10, 10         30(6), 76(16), 156(32), 236(48)
12253      10, 10, 10, 10         29(6), 75(15), 155(31), 235(47)
12254      10, 10, 10, 10         28(6), 74(15), 154(31), 234(47)
12255      10, 10, 10, 10         27(6), 73(15), 153(31), 233(47)
12256      10, 10, 10, 10         26(6), 72(15), 152(31), 232(47)
12257      10, 10, 10, 10         25(5), 71(15), 151(31), 231(47)
12258      10, 10, 10, 10         24(5), 70(14), 150(30), 230(46)
12259      10, 10, 10, 10         23(5), 69(14), 149(30), 229(46)
12260      10, 10, 10, 10         22(5), 68(14), 148(30), 228(46)
12261      10, 10, 10, 10         21(5), 67(14), 147(30), 227(46)
12262      10, 10, 10, 10         20(4), 66(14), 146(30), 226(46)
12263      10, 10, 10, 10         19(4), 65(13), 145(29), 225(45)
12264      10, 10, 10, 10         18(4), 64(13), 144(29), 224(45)
12265      10, 10, 10, 10         17(4), 63(13), 143(29), 223(45)
12266      10, 10, 10, 10         16(4), 62(13), 142(29), 222(45)
12267      10, 10, 10, 10         15(3), 61(13), 141(29), 221(45)
12268      10, 10, 10, 10         14(3), 60(12), 140(28), 220(44)
12269      10, 10, 10, 10         13(3), 59(12), 139(28), 219(44)
12270      10, 10, 10, 10         12(3), 58(12), 138(28), 218(44)
12271      10, 10, 10, 10         11(3), 57(12), 137(28), 217(44)
12272      10, 10, 10, 10         10(2), 56(12), 136(28), 216(44)
12273      10, 10, 10, 10          9(2), 55(11), 135(27), 215(43)
12274      10, 10, 10, 10          8(2), 54(11), 134(27), 214(43)
12275      10, 10, 10, 10          7(2), 53(11), 133(27), 213(43)
12276      10, 10, 10, 10          6(2), 52(11), 132(27), 212(43)
12277      10, 10, 10, 10          5(1), 51(11), 131(27), 211(43)
12278      10, 10, 10, 10          4(1), 50(10), 130(26), 210(42)
12279      10, 10, 10, 10          3(1), 49(10), 129(26), 209(42)
12280      10, 10, 10, 10          2(1), 48(10), 128(26), 208(42)
12281      10, 10, 10, 10          1(1), 47(10), 127(26), 207(42)
12282          10, 10, 10                80(16), 126(26), 206(42)
12283          10, 10, 10                79(16), 125(25), 205(41)
12284          10, 10, 10                78(16), 124(25), 204(41)
12285          10, 10, 10                77(16), 123(25), 203(41)
12286          10, 10, 10                76(16), 122(25), 202(41)
12287          10, 10, 10                75(15), 121(25), 201(41)
12288          10, 10, 10                74(15), 120(24), 200(40)
12289          10, 10, 10                73(15), 119(24), 199(40)
12290          10, 10, 10                72(15), 118(24), 198(40)
12291          10, 10, 10                71(15), 117(24), 197(40)
12292          10, 10, 10                70(14), 116(24), 196(40)
12293          10, 10, 10                69(14), 115(23), 195(39)
12294          10, 10, 10                68(14), 114(23), 194(39)
12295          10, 10, 10                67(14), 113(23), 193(39)
12296      10, 10, 10, 10           9(2), 32(7), 112(23), 192(39)
12297      10, 10, 10, 10           8(2), 31(7), 111(23), 191(39)
12298      10, 10, 10, 10           7(2), 30(6), 110(22), 190(38)
12299      10, 10, 10, 10           6(2), 29(6), 109(22), 189(38)
12300      10, 10, 10, 10           5(1), 28(6), 108(22), 188(38)
12301      10, 10, 10, 10           4(1), 27(6), 107(22), 187(38)
12302      10, 10, 10, 10           3(1), 26(6), 106(22), 186(38)
12303      10, 10, 10, 10          2(1), 76(16), 156(32), 236(48)
12304      10, 10, 10, 10          1(1), 75(15), 155(31), 235(47)
12305          10, 10, 10                80(16), 154(31), 234(47)
12306          10, 10, 10                79(16), 153(31), 233(47)
12307          10, 10, 10                78(16), 152(31), 232(47)
12308          10, 10, 10                77(16), 151(31), 231(47)
12309          10, 10, 10                76(16), 150(30), 230(46)
12310          10, 10, 10                75(15), 149(30), 229(46)
12311          10, 10, 10                74(15), 148(30), 228(46)
12312          10, 10, 10                73(15), 147(30), 227(46)
12313          10, 10, 10                72(15), 146(30), 226(46)
12314          10, 10, 10                71(15), 145(29), 225(45)
12315          10, 10, 10                70(14), 144(29), 224(45)
12316          10, 10, 10                69(14), 143(29), 223(45)
12317          10, 10, 10                68(14), 142(29), 222(45)
12318          10, 10, 10                67(14), 141(29), 221(45)
12319          10, 10, 10                66(14), 140(28), 220(44)
12320          10, 10, 10                65(13), 139(28), 219(44)
12321          10, 10, 10                64(13), 138(28), 218(44)
12322          10, 10, 10                63(13), 137(28), 217(44)
12323          10, 10, 10                62(13), 136(28), 216(44)
12324          10, 10, 10                61(13), 135(27), 215(43)
12325          10, 10, 10                60(12), 134(27), 214(43)
12326          10, 10, 10                59(12), 133(27), 213(43)
12327          10, 10, 10                58(12), 132(27), 212(43)
12328          10, 10, 10                57(12), 131(27), 211(43)
12329          10, 10, 10                56(12), 130(26), 210(42)
12330          10, 10, 10                55(11), 129(26), 209(42)
12331          10, 10, 10                54(11), 128(26), 208(42)
12332          10, 10, 10                53(11), 127(26), 207(42)
12333          10, 10, 10                52(11), 126(26), 206(42)
12334          10, 10, 10                51(11), 125(25), 205(41)
12335          10, 10, 10                50(10), 124(25), 204(41)
12336          10, 10, 10                49(10), 123(25), 203(41)
12337          10, 10, 10                48(10), 122(25), 202(41)
12338          10, 10, 10                47(10), 121(25), 201(41)
12339          10, 10, 10                46(10), 120(24), 200(40)
12340          10, 10, 10                 45(9), 119(24), 199(40)
12341          10, 10, 10                 44(9), 118(24), 198(40)
12342          10, 10, 10                 43(9), 117(24), 197(40)
12343          10, 10, 10                 42(9), 116(24), 196(40)
12344          10, 10, 10                 41(9), 115(23), 195(39)
12345          10, 10, 10                 40(8), 114(23), 194(39)
12346          10, 10, 10                 39(8), 113(23), 193(39)
12347          10, 10, 10                 38(8), 112(23), 192(39)
12348          10, 10, 10                 37(8), 111(23), 191(39)
12349          10, 10, 10                 36(8), 110(22), 190(38)
12350          10, 10, 10                 35(7), 109(22), 189(38)
12351          10, 10, 10                 34(7), 108(22), 188(38)
12352          10, 10, 10                 33(7), 107(22), 187(38)
12353          10, 10, 10                 32(7), 106(22), 186(38)
12354          10, 10, 10                 31(7), 105(21), 185(37)
12355          10, 10, 10                 30(6), 104(21), 184(37)
12356          10, 10, 10                 29(6), 103(21), 183(37)
12357          10, 10, 10                 28(6), 102(21), 182(37)
12358          10, 10, 10                 27(6), 101(21), 181(37)
12359          10, 10, 10                 26(6), 100(20), 180(36)
12360          10, 10, 10                  25(5), 99(20), 179(36)
12361          10, 10, 10                  24(5), 98(20), 178(36)
12362          10, 10, 10                  23(5), 97(20), 177(36)
12363          10, 10, 10                  22(5), 96(20), 176(36)
12364          10, 10, 10                  21(5), 95(19), 175(35)
12365          10, 10, 10                  20(4), 94(19), 174(35)
12366          10, 10, 10                  19(4), 93(19), 173(35)
12367          10, 10, 10                  18(4), 92(19), 172(35)
12368          10, 10, 10                  17(4), 91(19), 171(35)
12369          10, 10, 10                  16(4), 90(18), 170(34)
12370          10, 10, 10                  15(3), 89(18), 169(34)
12371          10, 10, 10                  14(3), 88(18), 168(34)
12372          10, 10, 10                  13(3), 87(18), 167(34)
12373          10, 10, 10                  12(3), 86(18), 166(34)
12374          10, 10, 10                  11(3), 85(17), 165(33)
12375          10, 10, 10                  10(2), 84(17), 164(33)
12376          10, 10, 10                   9(2), 83(17), 163(33)
12377          10, 10, 10                   8(2), 82(17), 162(33)
12378          10, 10, 10                   7(2), 81(17), 161(33)
12379      10, 10, 10, 10          6(2), 80(16), 160(32), 240(48)
12380      10, 10, 10, 10          5(1), 79(16), 159(32), 239(48)
12381      10, 10, 10, 10          4(1), 78(16), 158(32), 238(48)
12382      10, 10, 10, 10          3(1), 77(16), 157(32), 237(48)
12383      10, 10, 10, 10          2(1), 76(16), 156(32), 236(48)
12384      10, 10, 10, 10          1(1), 75(15), 155(31), 235(47)
12385          10, 10, 10                80(16), 154(31), 234(47)
12386          10, 10, 10                79(16), 153(31), 233(47)
12387          10, 10, 10                78(16), 152(31), 232(47)
12388          10, 10, 10                77(16), 151(31), 231(47)
12389          10, 10, 10                76(16), 150(30), 230(46)
12390          10, 10, 10                75(15), 149(30), 229(46)
12391          10, 10, 10                74(15), 148(30), 228(46)
12392          10, 10, 10                73(15), 147(30), 227(46)
12393          10, 10, 10                72(15), 146(30), 226(46)
12394          10, 10, 10                71(15), 145(29), 225(45)
12395          10, 10, 10                70(14), 144(29), 224(45)
12396          10, 10, 10                69(14), 143(29), 223(45)
12397          10, 10, 10                68(14), 142(29), 222(45)
12398          10, 10, 10                67(14), 141(29), 221(45)
12399          10, 10, 10                66(14), 140(28), 220(44)
12400          10, 10, 10                65(13), 139(28), 219(44)
12401          10, 10, 10                64(13), 138(28), 218(44)
12402          10, 10, 10                63(13), 137(28), 217(44)
12403          10, 10, 10                62(13), 136(28), 216(44)
12404          10, 10, 10                61(13), 135(27), 215(43)
12405          10, 10, 10                60(12), 134(27), 214(43)
12406          10, 10, 10                59(12), 133(27), 213(43)
12407          10, 10, 10                58(12), 132(27), 212(43)
12408          10, 10, 10                57(12), 131(27), 211(43)
12409          10, 10, 10                56(12), 130(26), 210(42)
12410          10, 10, 10                55(11), 129(26), 209(42)
12411          10, 10, 10                54(11), 128(26), 208(42)
12412          10, 10, 10                53(11), 127(26), 207(42)
12413          10, 10, 10                52(11), 126(26), 206(42)
12414          10, 10, 10                51(11), 125(25), 205(41)
12415          10, 10, 10                50(10), 124(25), 204(41)
12416          10, 10, 10                49(10), 123(25), 203(41)
12417          10, 10, 10                48(10), 122(25), 202(41)
12418          10, 10, 10                47(10), 121(25), 201(41)
12419          10, 10, 10                46(10), 120(24), 200(40)
12420          10, 10, 10                 45(9), 119(24), 199(40)
12421          10, 10, 10                 44(9), 118(24), 198(40)
12422          10, 10, 10                 43(9), 117(24), 197(40)
12423          10, 10, 10                  42(9), 88(18), 168(34)
12424          10, 10, 10                  41(9), 87(18), 167(34)
12425          10, 10, 10                  40(8), 86(18), 166(34)
12426          10, 10, 10                  39(8), 85(17), 165(33)
12427          10, 10, 10                  38(8), 84(17), 164(33)
12428          10, 10, 10                  37(8), 83(17), 163(33)
12429          10, 10, 10                  36(8), 82(17), 162(33)
12430          10, 10, 10                  35(7), 81(17), 161(33)
12431      10, 10, 10, 10         34(7), 80(16), 160(32), 240(48)
12432      10, 10, 10, 10         33(7), 79(16), 159(32), 239(48)
12433      10, 10, 10, 10         32(7), 78(16), 158(32), 238(48)
12434      10, 10, 10, 10         31(7), 77(16), 157(32), 237(48)
12435      10, 10, 10, 10         30(6), 76(16), 156(32), 236(48)
12436      10, 10, 10, 10         29(6), 75(15), 155(31), 235(47)
12437      10, 10, 10, 10         28(6), 74(15), 154(31), 234(47)
12438      10, 10, 10, 10         27(6), 73(15), 153(31), 233(47)
12439      10, 10, 10, 10         26(6), 72(15), 152(31), 232(47)
12440      10, 10, 10, 10         25(5), 71(15), 151(31), 231(47)
12441      10, 10, 10, 10         24(5), 70(14), 150(30), 230(46)
12442      10, 10, 10, 10         23(5), 69(14), 149(30), 229(46)
12443      10, 10, 10, 10         22(5), 68(14), 148(30), 228(46)
12444      10, 10, 10, 10         21(5), 67(14), 147(30), 227(46)
12445      10, 10, 10, 10         20(4), 66(14), 146(30), 226(46)
12446      10, 10, 10, 10         19(4), 65(13), 145(29), 225(45)
12447      10, 10, 10, 10         18(4), 64(13), 144(29), 224(45)
12448      10, 10, 10, 10         17(4), 63(13), 143(29), 223(45)
12449      10, 10, 10, 10         16(4), 62(13), 142(29), 222(45)
12450      10, 10, 10, 10         15(3), 61(13), 141(29), 221(45)
12451      10, 10, 10, 10         14(3), 60(12), 140(28), 220(44)
12452      10, 10, 10, 10         13(3), 59(12), 139(28), 219(44)
12453      10, 10, 10, 10         12(3), 58(12), 138(28), 218(44)
12454      10, 10, 10, 10         11(3), 57(12), 137(28), 217(44)
12455      10, 10, 10, 10         10(2), 56(12), 136(28), 216(44)
12456      10, 10, 10, 10          9(2), 55(11), 135(27), 215(43)
12457      10, 10, 10, 10          8(2), 54(11), 134(27), 214(43)
12458      10, 10, 10, 10          7(2), 53(11), 133(27), 213(43)
12459      10, 10, 10, 10          6(2), 52(11), 132(27), 212(43)
12460      10, 10, 10, 10          5(1), 51(11), 131(27), 211(43)
12461      10, 10, 10, 10          4(1), 50(10), 130(26), 210(42)
12462      10, 10, 10, 10          3(1), 49(10), 129(26), 209(42)
12463      10, 10, 10, 10          2(1), 48(10), 128(26), 208(42)
12464      10, 10, 10, 10          1(1), 47(10), 127(26), 207(42)
12465          10, 10, 10                80(16), 126(26), 206(42)
12466          10, 10, 10                79(16), 125(25), 205(41)
12467          10, 10, 10                78(16), 124(25), 204(41)
12468          10, 10, 10                77(16), 123(25), 203(41)
12469          10, 10, 10                76(16), 122(25), 202(41)
12470          10, 10, 10                75(15), 121(25), 201(41)
12471          10, 10, 10                74(15), 120(24), 200(40)
12472          10, 10, 10                73(15), 119(24), 199(40)
12473          10, 10, 10                72(15), 118(24), 198(40)
12474          10, 10, 10                71(15), 117(24), 197(40)
12475          10, 10, 10                70(14), 116(24), 196(40)
12476          10, 10, 10                69(14), 115(23), 195(39)
12477          10, 10, 10                68(14), 114(23), 194(39)
12478      10, 10, 10, 10          18(4), 33(7), 113(23), 193(39)
12479      10, 10, 10, 10          17(4), 32(7), 112(23), 192(39)
12480      10, 10, 10, 10          16(4), 31(7), 111(23), 191(39)
12481      10, 10, 10, 10          15(3), 30(6), 110(22), 190(38)
12482      10, 10, 10, 10          14(3), 29(6), 109(22), 189(38)
12483      10, 10, 10, 10          13(3), 28(6), 108(22), 188(38)
12484      10, 10, 10, 10          12(3), 27(6), 107(22), 187(38)
12485      10, 10, 10, 10          11(3), 26(6), 106(22), 186(38)
12486      10, 10, 10, 10          10(2), 25(5), 105(21), 185(37)
12487      10, 10, 10, 10           9(2), 24(5), 104(21), 184(37)
12488      10, 10, 10, 10           8(2), 23(5), 103(21), 183(37)
12489      10, 10, 10, 10           7(2), 22(5), 102(21), 182(37)
12490      10, 10, 10, 10           6(2), 21(5), 101(21), 181(37)
12491      10, 10, 10, 10           5(1), 20(4), 100(20), 180(36)
12492      10, 10, 10, 10            4(1), 19(4), 99(20), 179(36)
12493      10, 10, 10, 10            3(1), 18(4), 98(20), 178(36)
12494      10, 10, 10, 10            2(1), 17(4), 97(20), 177(36)
12495      10, 10, 10, 10            1(1), 16(4), 96(20), 176(36)
12496          10, 10, 10                 80(16), 95(19), 175(35)
12497          10, 10, 10                 79(16), 94(19), 174(35)
12498          10, 10, 10                 78(16), 93(19), 173(35)
12499          10, 10, 10                 77(16), 92(19), 172(35)
12500          10, 10, 10                 76(16), 91(19), 171(35)
12501          10, 10, 10                 75(15), 90(18), 170(34)
12502          10, 10, 10                 74(15), 89(18), 169(34)
12503          10, 10, 10                 73(15), 88(18), 168(34)
12504          10, 10, 10                 72(15), 87(18), 167(34)
12505          10, 10, 10                 71(15), 86(18), 166(34)
12506          10, 10, 10                 70(14), 85(17), 165(33)
12507          10, 10, 10                 69(14), 84(17), 164(33)
12508          10, 10, 10                 68(14), 83(17), 163(33)
12509          10, 10, 10                 67(14), 82(17), 162(33)
12510          10, 10, 10                 66(14), 81(17), 161(33)
12511      10, 10, 10, 10        65(13), 80(16), 160(32), 240(48)
12512      10, 10, 10, 10        64(13), 79(16), 159(32), 239(48)
12513      10, 10, 10, 10        63(13), 78(16), 158(32), 238(48)
12514      10, 10, 10, 10        62(13), 77(16), 157(32), 237(48)
12515      10, 10, 10, 10        61(13), 76(16), 156(32), 236(48)
12516      10, 10, 10, 10        60(12), 75(15), 155(31), 235(47)
12517      10, 10, 10, 10        59(12), 74(15), 154(31), 234(47)
12518      10, 10, 10, 10        58(12), 73(15), 153(31), 233(47)
12519      10, 10, 10, 10        57(12), 72(15), 152(31), 232(47)
12520      10, 10, 10, 10        56(12), 71(15), 151(31), 231(47)
12521      10, 10, 10, 10        55(11), 70(14), 150(30), 230(46)
12522      10, 10, 10, 10        54(11), 69(14), 149(30), 229(46)
12523      10, 10, 10, 10        53(11), 68(14), 148(30), 228(46)
12524      10, 10, 10, 10        52(11), 67(14), 147(30), 227(46)
12525      10, 10, 10, 10        51(11), 66(14), 146(30), 226(46)
12526      10, 10, 10, 10        50(10), 65(13), 145(29), 225(45)
12527      10, 10, 10, 10        49(10), 64(13), 144(29), 224(45)
12528      10, 10, 10, 10        48(10), 63(13), 143(29), 223(45)
12529      10, 10, 10, 10        47(10), 62(13), 142(29), 222(45)
12530      10, 10, 10, 10        46(10), 61(13), 141(29), 221(45)
12531      10, 10, 10, 10         45(9), 60(12), 140(28), 220(44)
12532      10, 10, 10, 10         44(9), 59(12), 139(28), 219(44)
12533      10, 10, 10, 10         43(9), 58(12), 138(28), 218(44)
12534      10, 10, 10, 10         42(9), 57(12), 137(28), 217(44)
12535      10, 10, 10, 10         41(9), 56(12), 136(28), 216(44)
12536      10, 10, 10, 10         40(8), 55(11), 135(27), 215(43)
12537      10, 10, 10, 10         39(8), 54(11), 134(27), 214(43)
12538      10, 10, 10, 10         38(8), 53(11), 133(27), 213(43)
12539      10, 10, 10, 10         37(8), 52(11), 132(27), 212(43)
12540      10, 10, 10, 10         36(8), 51(11), 131(27), 211(43)
12541      10, 10, 10, 10         35(7), 50(10), 130(26), 210(42)
12542      10, 10, 10, 10         34(7), 49(10), 129(26), 209(42)
12543      10, 10, 10, 10         33(7), 48(10), 128(26), 208(42)
12544      10, 10, 10, 10         32(7), 47(10), 127(26), 207(42)
12545      10, 10, 10, 10         31(7), 46(10), 126(26), 206(42)
12546      10, 10, 10, 10          30(6), 45(9), 125(25), 205(41)
