hh_id               itime                                     day
20262                  10                                  48(10)
20263                  10                                  47(10)
20264                  10                                  46(10)
20279                  10                                   31(7)
20280                  10                                   30(6)
20281                  10                                   29(6)
20282                  10                                   28(6)
20283                  10                                   27(6)
20284                  10                                   26(6)
20285                  10                                   25(5)
20286                  10                                   24(5)
20287                  10                                   23(5)
20288                  10                                   22(5)
20289                  10                                   21(5)
20290                  10                                   20(4)
20291                  10                                   19(4)
20292                  10                                   18(4)
20293                  10                                   17(4)
20294                  10                                   16(4)
20295                  10                                   15(3)
20296                  10                                   14(3)
20297                  10                                   13(3)
20298                  10                                   12(3)
20299                  10                                   11(3)
20300                  10                                   10(2)
20301                  10                                    9(2)
20302                  10                                    8(2)
20303                  10                                    7(2)
20304                  10                                    6(2)
20305                  10                                    5(1)
20306                  10                                    4(1)
20307                  10                                    3(1)
20308                  10                                    2(1)
20309                  10                                    1(1)
20327                  10                                  63(13)
20328                  10                                  62(13)
20329                  10                                  61(13)
20330                  10                                  60(12)
20331                  10                                  59(12)
20332                  10                                  58(12)
20333                  10                                  57(12)
20334                  10                                  56(12)
20335                  10                                  55(11)
20336                  10                                  54(11)
20337                  10                                  53(11)
20338                  10                                  52(11)
20339                  10                                  51(11)
20340                  10                                  50(10)
20341                  10                                  49(10)
20342                  10                                  48(10)
20343                  10                                  47(10)
20347                  10                                   43(9)
20348                  10                                   42(9)
20349                  10                                   41(9)
20350                  10                                   40(8)
20351                  10                                   39(8)
20352                  10                                   38(8)
20353                  10                                   37(8)
20354                  10                                   36(8)
20355                  10                                   35(7)
20356                  10                                   34(7)
20357                  10                                   33(7)
20358                  10                                   32(7)
20359                  10                                   31(7)
20360                  10                                   30(6)
20361                  10                                   29(6)
20362                  10                                   28(6)
20363                  10                                   27(6)
20364                  10                                   26(6)
20365                  10                                   25(5)
20366                  10                                   24(5)
20367                  10                                   23(5)
20368                  10                                   22(5)
20369                  10                                   21(5)
20370                  10                                   20(4)
20371                  10                                   19(4)
20372                  10                                   18(4)
20373                  10                                   17(4)
20374                  10                                   16(4)
20375                  10                                   15(3)
20376                  10                                   14(3)
20377                  10                                   13(3)
20378                  10                                   12(3)
20379                  10                                   11(3)
20380                  10                                   10(2)
20381                  10                                    9(2)
20382                  10                                    8(2)
20383                  10                                    7(2)
20384                  10                                    6(2)
20385                  10                                    5(1)
20386                  10                                    4(1)
20387                  10                                    3(1)
20388                  10                                    2(1)
20389                  10                                    1(1)
20421                  10                                  49(10)
20422                  10                                  48(10)
20423                  10                                  47(10)
20424                  10                                  46(10)
20425                  10                                   45(9)
20426                  10                                   44(9)
20427                  10                                   43(9)
20428                  10                                   42(9)
20429                  10                                   41(9)
20430                  10                                   40(8)
20431                  10                                   39(8)
20432                  10                                   38(8)
20433                  10                                   37(8)
20434                  10                                   36(8)
20435                  10                                   35(7)
20436                  10                                   34(7)
20437                  10                                   33(7)
20438                  10                                   32(7)
20439                  10                                   31(7)
20440                  10                                   30(6)
20441                  10                                   29(6)
20442                  10                                   28(6)
20443                  10                                   27(6)
20444                  10                                   26(6)
20445                  10                                   25(5)
20446                  10                                   24(5)
20447                  10                                   23(5)
20448                  10                                   22(5)
20455                  10                                   15(3)
20456                  10                                   14(3)
20457                  10                                   13(3)
20458                  10                                   12(3)
20459                  10                                   11(3)
20460                  10                                   10(2)
20461                  10                                    9(2)
20462                  10                                    8(2)
20463                  10                                    7(2)
20464                  10                                    6(2)
20465                  10                                    5(1)
20466                  10                                    4(1)
20467                  10                                    3(1)
20468                  10                                    2(1)
20469                  10                                    1(1)
20528                  10                                   22(5)
20529                  10                                   21(5)
20530                  10                                   20(4)
20531                  10                                   19(4)
20532                  10                                   18(4)
20533                  10                                   17(4)
20534                  10                                   16(4)
20535                  10                                   15(3)
20536                  10                                   14(3)
20537                  10                                   13(3)
20538                  10                                   12(3)
20539                  10                                   11(3)
20540                  10                                   10(2)
20541                  10                                    9(2)
20542                  10                                    8(2)
20543                  10                                    7(2)
20544                  10                                    6(2)
20545                  10                                    5(1)
20546                  10                                    4(1)
20547                  10                                    3(1)
20548                  10                                    2(1)
20549                  10                                    1(1)
20605                  10                                   25(5)
20606                  10                                   24(5)
20607                  10                                   23(5)
20608                  10                                   22(5)
20609                  10                                   21(5)
20610                  10                                   20(4)
20611                  10                                   19(4)
20612                  10                                   18(4)
20613                  10                                   17(4)
20614                  10                                   16(4)
20615                  10                                   15(3)
20616                  10                                   14(3)
20617                  10                                   13(3)
20618                  10                                   12(3)
20619                  10                                   11(3)
20620                  10                                   10(2)
20621                  10                                    9(2)
20622                  10                                    8(2)
20623                  10                                    7(2)
20624                  10                                    6(2)
20625                  10                                    5(1)
20626                  10                                    4(1)
20627                  10                                    3(1)
20628                  10                                    2(1)
20629                  10                                    1(1)
20707                  10                                    3(1)
20708                  10                                    2(1)
20709                  10                                    1(1)
20713                  10                                  77(16)
20714                  10                                  76(16)
20715                  10                                  75(15)
20716                  10                                  74(15)
20717                  10                                  73(15)
20718                  10                                  72(15)
20719                  10                                  71(15)
20720                  10                                  70(14)
20721                  10                                  69(14)
20722                  10                                  68(14)
20723                  10                                  67(14)
20724                  10                                  66(14)
20725                  10                                  65(13)
20726                  10                                  64(13)
20727                  10                                  63(13)
20728                  10                                  62(13)
20729                  10                                  61(13)
20730                  10                                  60(12)
20731                  10                                  59(12)
20732                  10                                  58(12)
20733                  10                                  57(12)
20734                  10                                  56(12)
20735                  10                                  55(11)
20736                  10                                  54(11)
20737                  10                                  53(11)
20738                  10                                  52(11)
20739                  10                                  51(11)
20740                  10                                  50(10)
20741                  10                                  49(10)
20742                  10                                  48(10)
20743                  10                                  47(10)
20744                  10                                  46(10)
20745                  10                                   45(9)
20746                  10                                   44(9)
20747                  10                                   43(9)
20748                  10                                   42(9)
20749                  10                                   41(9)
20750                  10                                   40(8)
20751                  10                                   39(8)
20752                  10                                   38(8)
20753                  10                                   37(8)
20754                  10                                   36(8)
20755                  10                                   35(7)
20756                  10                                   34(7)
20757                  10                                   33(7)
20758                  10                                   32(7)
20759                  10                                   31(7)
20760                  10                                   30(6)
20761                  10                                   29(6)
20762                  10                                   28(6)
20763                  10                                   27(6)
20764                  10                                   26(6)
20765                  10                                   25(5)
20766                  10                                   24(5)
20767                  10                                   23(5)
20768                  10                                   22(5)
20769                  10                                   21(5)
20770                  10                                   20(4)
20771                  10                                   19(4)
20772                  10                                   18(4)
20773                  10                                   17(4)
20774                  10                                   16(4)
20775                  10                                   15(3)
20776                  10                                   14(3)
20777                  10                                   13(3)
20778                  10                                   12(3)
20779                  10                                   11(3)
20780                  10                                   10(2)
20781                  10                                    9(2)
20782                  10                                    8(2)
20783                  10                                    7(2)
20784                  10                                    6(2)
20785                  10                                    5(1)
20786                  10                                    4(1)
20787                  10                                    3(1)
20788                  10                                    2(1)
20789                  10                                    1(1)
20816                  10                                  54(11)
20817                  10                                  53(11)
20818                  10                                  52(11)
20820                  10                                  50(10)
20821                  10                                  49(10)
20822                  10                                  48(10)
20823                  10                                  47(10)
20824                  10                                  46(10)
20825                  10                                   45(9)
20826                  10                                   44(9)
20827                  10                                   43(9)
20828                  10                                   42(9)
20830                  10                                   40(8)
20831                  10                                   39(8)
20832                  10                                   38(8)
20833                  10                                   37(8)
20834                  10                                   36(8)
20835                  10                                   35(7)
20836                  10                                   34(7)
20837                  10                                   33(7)
20838                  10                                   32(7)
20839                  10                                   31(7)
20840                  10                                   30(6)
20841                  10                                   29(6)
20842                  10                                   28(6)
20854                  10                                   16(4)
20855                  10                                   15(3)
20856                  10                                   14(3)
20857                  10                                   13(3)
20858                  10                                   12(3)
20859                  10                                   11(3)
20860                  10                                   10(2)
20861                  10                                    9(2)
20862                  10                                    8(2)
20863                  10                                    7(2)
20864                  10                                    6(2)
20865                  10                                    5(1)
20866                  10                                    4(1)
20867                  10                                    3(1)
20868                  10                                    2(1)
20869                  10                                    1(1)
20891                  10                                  59(12)
20892                  10                                  58(12)
20893                  10                                  57(12)
20894                  10                                  56(12)
20895                  10                                  55(11)
20896                  10                                  54(11)
20897                  10                                  53(11)
20898                  10                                  52(11)
20899                  10                                  51(11)
20900                  10                                  50(10)
20901                  10                                  49(10)
20902                  10                                  48(10)
20905                  10                                   45(9)
20906                  10                                   44(9)
20907                  10                                   43(9)
20908                  10                                   42(9)
20909                  10                                   41(9)
20910                  10                                   40(8)
20911                  10                                   39(8)
20912                  10                                   38(8)
20913                  10                                   37(8)
20914                  10                                   36(8)
20917                  10                                   33(7)
20918                  10                                   32(7)
20919                  10                                   31(7)
20920                  10                                   30(6)
20921                  10                                   29(6)
20922                  10                                   28(6)
20923                  10                                   27(6)
20924                  10                                   26(6)
20925                  10                                   25(5)
20932                  10                                   18(4)
20933                  10                                   17(4)
20934                  10                                   16(4)
20935                  10                                   15(3)
20936                  10                                   14(3)
20937                  10                                   13(3)
20938                  10                                   12(3)
20939                  10                                   11(3)
20940                  10                                   10(2)
20941                  10                                    9(2)
20942                  10                                    8(2)
20943                  10                                    7(2)
20944                  10                                    6(2)
20945                  10                                    5(1)
20946                  10                                    4(1)
20947                  10                                    3(1)
20948                  10                                    2(1)
20949                  10                                    1(1)
20989                  10                                   41(9)
20990                  10                                   40(8)
20991                  10                                   39(8)
20992                  10                                   38(8)
20993                  10                                   37(8)
20994                  10                                   36(8)
20995                  10                                   35(7)
20996                  10                                   34(7)
20997                  10                                   33(7)
20998                  10                                   32(7)
20999                  10                                   31(7)
21000                  10                                   30(6)
21001                  10                                   29(6)
21002                  10                                   28(6)
21003                  10                                   27(6)
21004                  10                                   26(6)
21005                  10                                   25(5)
21006                  10                                   24(5)
21007                  10                                   23(5)
21008                  10                                   22(5)
21009                  10                                   21(5)
21010                  10                                   20(4)
21011                  10                                   19(4)
21012                  10                                   18(4)
21013                  10                                   17(4)
21014                  10                                   16(4)
21015                  10                                   15(3)
21016                  10                                   14(3)
21017                  10                                   13(3)
21018                  10                                   12(3)
21019                  10                                   11(3)
21020                  10                                   10(2)
21021                  10                                    9(2)
21022                  10                                    8(2)
21023                  10                                    7(2)
21024                  10                                    6(2)
21025                  10                                    5(1)
21026                  10                                    4(1)
21027                  10                                    3(1)
21028                  10                                    2(1)
21029                  10                                    1(1)
21040                  10                                  70(14)
21041                  10                                  69(14)
21042                  10                                  68(14)
21043                  10                                  67(14)
21044                  10                                  66(14)
21045                  10                                  65(13)
21046                  10                                  64(13)
21047                  10                                  63(13)
21048                  10                                  62(13)
21049                  10                                  61(13)
21050                  10                                  60(12)
21051                  10                                  59(12)
21052                  10                                  58(12)
21053                  10                                  57(12)
21054                  10                                  56(12)
21055                  10                                  55(11)
21056                  10                                  54(11)
21057                  10                                  53(11)
21058                  10                                  52(11)
21059                  10                                  51(11)
21060                  10                                  50(10)
21061                  10                                  49(10)
21062                  10                                  48(10)
21063                  10                                  47(10)
21064                  10                                  46(10)
21065                  10                                   45(9)
21066                  10                                   44(9)
21067                  10                                   43(9)
21068                  10                                   42(9)
21069                  10                                   41(9)
21070                  10                                   40(8)
21071                  10                                   39(8)
21072                  10                                   38(8)
21073                  10                                   37(8)
21074                  10                                   36(8)
21075                  10                                   35(7)
21076                  10                                   34(7)
21077                  10                                   33(7)
21078                  10                                   32(7)
21079                  10                                   31(7)
21080                  10                                   30(6)
21081                  10                                   29(6)
21082                  10                                   28(6)
21083                  10                                   27(6)
21084                  10                                   26(6)
21085                  10                                   25(5)
21086                  10                                   24(5)
21087                  10                                   23(5)
21088                  10                                   22(5)
21089                  10                                   21(5)
21090                  10                                   20(4)
21091                  10                                   19(4)
21092                  10                                   18(4)
21093                  10                                   17(4)
21094                  10                                   16(4)
21095                  10                                   15(3)
21096                  10                                   14(3)
21097                  10                                   13(3)
21098                  10                                   12(3)
21099                  10                                   11(3)
21100                  10                                   10(2)
21101                  10                                    9(2)
21102                  10                                    8(2)
21103                  10                                    7(2)
21104                  10                                    6(2)
21105                  10                                    5(1)
21106                  10                                    4(1)
21107                  10                                    3(1)
21108                  10                                    2(1)
21109                  10                                    1(1)
21122                  10                                  68(14)
21123                  10                                  67(14)
21124                  10                                  66(14)
21125                  10                                  65(13)
21126                  10                                  64(13)
21127                  10                                  63(13)
21128                  10                                  62(13)
21129                  10                                  61(13)
21130                  10                                  60(12)
21131                  10                                  59(12)
21132                  10                                  58(12)
21133                  10                                  57(12)
21134                  10                                  56(12)
21135                  10                                  55(11)
21136                  10                                  54(11)
21137                  10                                  53(11)
21138                  10                                  52(11)
21139                  10                                  51(11)
21140                  10                                  50(10)
21141                  10                                  49(10)
21142                  10                                  48(10)
21143                  10                                  47(10)
21144                  10                                  46(10)
21145                  10                                   45(9)
21146                  10                                   44(9)
21147                  10                                   43(9)
21148                  10                                   42(9)
21149                  10                                   41(9)
21150                  10                                   40(8)
21151                  10                                   39(8)
21152                  10                                   38(8)
21153                  10                                   37(8)
21154                  10                                   36(8)
21155                  10                                   35(7)
21156                  10                                   34(7)
21157                  10                                   33(7)
21158                  10                                   32(7)
21159                  10                                   31(7)
21160                  10                                   30(6)
21161                  10                                   29(6)
21162                  10                                   28(6)
21163                  10                                   27(6)
21164                  10                                   26(6)
21165                  10                                   25(5)
21166                  10                                   24(5)
21167                  10                                   23(5)
21168                  10                                   22(5)
21169                  10                                   21(5)
21170                  10                                   20(4)
21171                  10                                   19(4)
21172                  10                                   18(4)
21173                  10                                   17(4)
21174                  10                                   16(4)
21175                  10                                   15(3)
21176                  10                                   14(3)
21177                  10                                   13(3)
21178                  10                                   12(3)
21179                  10                                   11(3)
21180                  10                                   10(2)
21181                  10                                    9(2)
21182                  10                                    8(2)
21183                  10                                    7(2)
21184                  10                                    6(2)
21185                  10                                    5(1)
21186                  10                                    4(1)
21187                  10                                    3(1)
21188                  10                                    2(1)
21189                  10                                    1(1)
21202                  10                                  68(14)
21203                  10                                  67(14)
21204                  10                                  66(14)
21205                  10                                  65(13)
21206                  10                                  64(13)
21207                  10                                  63(13)
21208                  10                                  62(13)
21209                  10                                  61(13)
21210                  10                                  60(12)
21211                  10                                  59(12)
21212                  10                                  58(12)
21213                  10                                  57(12)
21214                  10                                  56(12)
21215                  10                                  55(11)
21216                  10                                  54(11)
21217                  10                                  53(11)
21218                  10                                  52(11)
21219                  10                                  51(11)
21220                  10                                  50(10)
21221                  10                                  49(10)
21222                  10                                  48(10)
21223                  10                                  47(10)
21224                  10                                  46(10)
21225                  10                                   45(9)
21226                  10                                   44(9)
21227                  10                                   43(9)
21228                  10                                   42(9)
21229                  10                                   41(9)
21230                  10                                   40(8)
21231                  10                                   39(8)
21232                  10                                   38(8)
21233                  10                                   37(8)
21234                  10                                   36(8)
21235                  10                                   35(7)
21236                  10                                   34(7)
21237                  10                                   33(7)
21238                  10                                   32(7)
21239                  10                                   31(7)
21240                  10                                   30(6)
21241                  10                                   29(6)
21242                  10                                   28(6)
21243                  10                                   27(6)
21244                  10                                   26(6)
21245                  10                                   25(5)
21246                  10                                   24(5)
21247                  10                                   23(5)
21248                  10                                   22(5)
21249                  10                                   21(5)
21250                  10                                   20(4)
21251                  10                                   19(4)
21252                  10                                   18(4)
21253                  10                                   17(4)
21254                  10                                   16(4)
21255                  10                                   15(3)
21256                  10                                   14(3)
21257                  10                                   13(3)
21258                  10                                   12(3)
21259                  10                                   11(3)
21260                  10                                   10(2)
21261                  10                                    9(2)
21262                  10                                    8(2)
21263                  10                                    7(2)
21264                  10                                    6(2)
21265                  10                                    5(1)
21266                  10                                    4(1)
21267                  10                                    3(1)
21268                  10                                    2(1)
21269                  10                                    1(1)
21282                  10                                  68(14)
21283                  10                                  67(14)
21284                  10                                  66(14)
21285                  10                                  65(13)
21286                  10                                  64(13)
21287                  10                                  63(13)
21288                  10                                  62(13)
21289                  10                                  61(13)
21290                  10                                  60(12)
21291                  10                                  59(12)
21292                  10                                  58(12)
21293                  10                                  57(12)
21294                  10                                  56(12)
21295                  10                                  55(11)
21296                  10                                  54(11)
21297                  10                                  53(11)
21298                  10                                  52(11)
21299                  10                                  51(11)
21300                  10                                  50(10)
21301                  10                                  49(10)
21302                  10                                  48(10)
21303                  10                                  47(10)
21304                  10                                  46(10)
21305                  10                                   45(9)
21306                  10                                   44(9)
21307                  10                                   43(9)
21308                  10                                   42(9)
21309                  10                                   41(9)
21310                  10                                   40(8)
21311                  10                                   39(8)
21312                  10                                   38(8)
21313                  10                                   37(8)
21314                  10                                   36(8)
21315                  10                                   35(7)
21316                  10                                   34(7)
21317                  10                                   33(7)
21318                  10                                   32(7)
21319                  10                                   31(7)
21320                  10                                   30(6)
21321                  10                                   29(6)
21322                  10                                   28(6)
21323                  10                                   27(6)
21324                  10                                   26(6)
21325                  10                                   25(5)
21326                  10                                   24(5)
21327                  10                                   23(5)
21328                  10                                   22(5)
21329                  10                                   21(5)
21330                  10                                   20(4)
21331                  10                                   19(4)
21332                  10                                   18(4)
21333                  10                                   17(4)
21334                  10                                   16(4)
21335                  10                                   15(3)
21336                  10                                   14(3)
21337                  10                                   13(3)
21338                  10                                   12(3)
21339                  10                                   11(3)
21340                  10                                   10(2)
21341                  10                                    9(2)
21342                  10                                    8(2)
21343                  10                                    7(2)
21344                  10                                    6(2)
21345                  10                                    5(1)
21346                  10                                    4(1)
21347                  10                                    3(1)
21348                  10                                    2(1)
21349                  10                                    1(1)
21362                  10                                  68(14)
21363                  10                                  67(14)
21364                  10                                  66(14)
21365                  10                                  65(13)
21366                  10                                  64(13)
21367                  10                                  63(13)
21368                  10                                  62(13)
21369                  10                                  61(13)
21370                  10                                  60(12)
21371                  10                                  59(12)
21372                  10                                  58(12)
21373                  10                                  57(12)
21374                  10                                  56(12)
