hh_id,hh_name,hh_inCDA,hh_size,hh_village-id,,,,,,,,,
11508,04-113-A-0,0,4,104,10,10,10,30,,,,,
11509,04-117-A-0,0,6,104,10,10,10,30,,,,,
11510,04-121-A-0,0,6,104,10,10,10,30,,,,,
11511,04-124-A-0,0,5,104,10,10,10,30,,,,,
11512,04-140-A-0,0,7,104,10,10,10,30,,,,,
11513,04-141-A-0,0,7,104,10,10,10,30,,,,,
11514,04-143-A-0,0,7,104,10,10,10,30,,,,,
11515,04-144-A-0,0,12,104,10,10,10,30,,,,,
11516,04-152-A-0,0,8,104,10,10,10,30,,,,,
11517,04-156-A-0,0,6,104,10,10,10,30,,,,,
11518,04-157-A-0,0,6,104,10,10,10,30,,,,,
11519,04-159-A-0,0,6,104,10,10,10,30,,,,,
11520,04-160-A-0,0,6,104,10,10,10,30,,,,,
11521,04-161-A-0,0,1,104,10,10,10,30,,,,,
11522,04-162-A-0,0,2,104,10,10,10,30,,,,,
11523,04-162-B-0,0,1,104,10,10,10,30,,,,,
11524,04-163-B-0,0,2,104,10,10,10,30,,,,,
11525,04-165-A-0,0,6,104,10,10,10,30,,,,,
11526,04-167-A-0,0,7,104,10,10,10,30,,,,,
11527,04-173-A-0,0,10,104,10,10,10,30,,,,,
11528,04-174-A-0,0,7,104,10,10,10,30,,,,,
11529,04-177-A-0,0,3,104,10,10,10,30,,,,,
11530,04-178-A-0,0,8,104,10,10,10,30,,,,,
11531,04-180-A-0,0,5,104,10,10,10,30,,,,,
11532,04-181-A-0,0,6,104,10,10,10,30,,,,,
11533,04-182-A-0,0,3,104,10,10,10,30,,,,,
11534,04-183-A-0,0,10,104,10,10,10,30,,,,,
11535,04-184-A-0,0,3,104,10,10,10,30,,,,,
11536,04-185-A-0,0,4,104,10,10,10,30,,,,,
11537,04-188-A-0,0,4,104,10,10,10,30,,,,,
11538,04-189-A-0,0,4,104,10,10,10,30,,,,,
11539,04-190-A-0,0,3,104,10,10,10,30,,,,,
11540,04-191-A-0,0,4,104,10,10,10,30,,,,,
11541,04-192-A-0,0,2,104,10,10,10,30,,,,,
11542,04-193-A-0,0,5,104,10,10,10,30,,,,,
11543,04-194-A-0,0,5,104,10,10,10,30,,,,,
11544,04-195-A-0,0,6,104,10,10,10,30,,,,,
11545,04-196-A-0,0,6,104,10,10,10,30,,,,,
11546,04-197-A-0,0,6,104,10,10,10,30,,,,,
11547,04-198-A-0,0,6,104,10,10,10,30,,,,,
11548,04-199-A-0,0,1,104,10,10,10,30,,,,,
11549,04-200-A-0,0,4,104,10,10,10,30,,,,,
11550,04-201-A-0,0,4,104,10,10,10,30,,,,,
11551,04-202-A-0,0,1,104,10,10,10,30,,,,,
11552,04-204-A-0,0,5,104,10,10,10,30,,,,,
11553,04-205-A-0,0,5,104,10,10,10,30,,,,,
11554,04-206-A-0,0,3,104,10,10,10,30,,,,,
11555,04-207-A-0,0,5,104,10,10,10,30,,,,,
11556,04-208-A-0,0,3,104,10,10,10,30,,,,,
11557,04-209-A-0,0,1,104,10,10,10,30,,,,,
11558,04-210-A-0,0,6,104,10,10,10,30,,,,,
11559,04-211-B-0,0,1,104,10,10,10,30,,,,,
11560,04-212-A-0,0,6,104,10,10,10,30,,,,,
11561,04-213-A-0,0,6,104,10,10,10,30,,,,,
11562,04-214-A-0,0,6,104,10,10,10,30,,,,,
11563,04-215-A-0,0,6,104,10,10,10,30,,,,,
11564,04-216-A-0,0,3,104,10,10,10,30,,,,,
11565,04-218-A-0,0,3,104,10,10,10,30,,,,,
11566,04-219-A-0,0,1,104,10,10,10,30,,,,,
11567,04-220-A-0,0,2,104,10,10,10,30,,,,,
11568,04-221-A-0,0,1,104,10,10,10,30,,,,,
11569,04-222-A-0,0,1,104,10,10,10,30,,,,,
11570,04-223-A-0,0,1,104,10,10,10,30,,,,,
11571,04-224-A-0,0,1,104,10,10,10,30,,,,,
11572,04-225-A-0,0,4,104,10,10,10,30,,,,,
11573,04-226-A-0,0,2,104,10,10,10,30,,,,,
11574,04-227-A-0,0,1,104,10,10,10,30,,,,,
11575,04-228-A-0,0,3,104,10,10,10,30,,,,,
11576,04-231-A-0,0,4,104,10,10,10,30,,,,,
11577,04-232-A-0,0,3,104,10,10,10,30,,,,,
11578,04-233-A-0,0,5,104,10,10,10,30,,,,,
11579,04-234-A-0,0,2,104,10,10,10,30,,,,,
11580,04-235-A-0,0,2,104,10,10,10,30,,,,,
11581,04-236-A-0,0,2,104,10,10,10,30,,,,,
11582,04-237-A-0,0,2,104,10,10,10,30,,,,,
11583,04-238-A-0,0,4,104,10,10,10,30,,,,,
11584,04-239-A-0,0,4,104,10,10,10,30,,,,,
11585,04-240-A-0,0,7,104,10,10,10,30,,,,,
11586,04-241-A-0,0,4,104,10,10,10,30,,,,,
11587,04-242-A-0,0,12,104,10,10,10,30,,,,,
11588,04-243-A-0,0,2,104,10,10,10,30,,,,,
11589,04-244-A-0,0,2,104,10,10,10,30,,,,,
11590,05-004-A-0,0,9,105,10,10,10,30,,,,,
11591,05-006-A-0,0,8,105,10,10,10,30,,,,,
11592,05-012-A-0,0,4,105,10,10,10,30,,,,,
11593,05-013-A-0,0,2,105,10,10,10,30,,,,,
11594,05-015-A-0,0,9,105,10,10,10,30,,,,,
11595,05-019-A-0,0,4,105,10,10,10,30,,,,,
11596,05-022-A-0,0,15,105,10,10,10,30,,,,,
11597,05-023-A-0,0,4,105,10,10,10,30,,,,,
11598,05-024-A-0,0,1,105,10,10,10,30,,,,,
11599,05-025-A-0,0,4,105,10,10,10,30,,,,,
11600,05-026-A-0,0,4,105,10,10,10,30,,,,,
11601,05-031-A-0,0,17,105,10,10,10,30,,,,,
11602,05-032-A-0,0,3,105,10,10,10,30,,,,,
11603,05-033-A-0,0,5,105,10,10,10,30,,,,,
11604,05-035-A-0,0,8,105,10,10,10,30,,,,,
11605,05-036-A-0,0,3,105,10,10,10,30,,,,,
11606,05-037-A-0,0,17,105,10,10,10,30,,,,,
11607,05-038-A-0,0,5,105,10,10,10,30,,,,,
11608,05-039-A-0,0,2,105,10,10,10,30,,,,,
11609,05-040-A-0,0,7,105,10,10,10,30,,,,,
11610,05-041-A-0,0,4,105,10,10,10,30,,,,,
11611,05-042-A-0,0,4,105,10,10,10,30,,,,,
11612,05-043-A-0,0,1,105,10,10,10,30,,,,,
11613,05-045-A-0,0,10,105,10,10,10,30,,,,,
11614,05-048-A-0,0,11,105,10,10,10,30,,,,,
11615,05-051-A-0,0,7,105,10,10,10,30,,,,,
11616,05-054-A-0,0,19,105,10,10,10,30,,,,,
11617,05-056-A-0,0,6,105,10,10,10,30,,,,,
11618,05-057-A-0,0,3,105,10,10,10,30,,,,,
11619,05-059-A-0,0,2,105,10,10,10,30,,,,,
11620,05-060-A-0,0,4,105,10,10,10,30,,,,,
11621,05-061-A-0,0,11,105,10,10,10,30,,,,,
11622,05-062-A-0,0,15,105,10,10,10,30,,,,,
11623,05-065-A-0,0,3,105,10,10,10,30,,,,,
11624,05-069-A-0,0,7,105,10,10,10,30,,,,,
11625,05-070-A-0,0,10,105,10,10,10,30,,,,,
11626,05-072-A-0,0,3,105,10,10,10,30,,,,,
11627,05-072-B-0,0,4,105,10,10,10,30,,,,,
11628,05-073-A-0,0,4,105,10,10,10,30,,,,,
11629,05-073-B-0,0,5,105,10,10,10,30,,,,,
11630,05-082-A-0,0,4,105,10,10,10,30,,,,,
11631,05-091-A-0,0,11,105,10,10,10,30,,,,,
11632,05-099-A-0,0,5,105,10,10,10,30,,,,,
11633,05-100-A-0,0,4,105,10,10,10,30,,,,,
11634,05-101-C-0,0,5,105,10,10,10,30,,,,,
11635,05-102-A-0,0,8,105,10,10,10,30,,,,,
11636,05-103-A-0,0,13,105,10,10,10,30,,,,,
11637,05-104-A-0,0,6,105,10,10,10,30,,,,,
11638,05-105-A-0,0,10,105,10,10,10,30,,,,,
11639,05-106-A-0,0,6,105,10,10,10,30,,,,,
11640,05-107-A-0,0,5,105,10,10,10,30,,,,,
11641,05-108-A-0,0,7,105,10,10,10,30,,,,,
11642,05-109-A-0,0,4,105,10,10,10,30,,,,,
11643,05-110-A-0,0,3,105,10,10,10,30,,,,,
11644,05-111-A-0,0,5,105,10,10,10,30,,,,,
11645,05-113-B-0,0,6,105,10,10,10,30,,,,,
11646,05-115-A-0,0,4,105,10,10,10,30,,,,,
11647,05-116-A-0,0,10,105,10,10,10,30,,,,,
11648,05-117-A-0,0,11,105,10,10,10,30,,,,,
11649,05-118-A-0,0,8,105,10,10,10,30,,,,,
11650,05-119-C-0,0,1,105,10,10,10,30,,,,,
11651,05-119-D-0,0,3,105,10,10,10,30,,,,,
11652,05-120-A-0,0,9,105,10,10,10,30,,,,,
11653,05-121-A-0,0,5,105,10,10,10,30,,,,,
11654,05-122-A-0,0,7,105,10,10,10,30,,,,,
11655,05-123-A-0,0,7,105,10,10,10,30,,,,,
11656,05-123-B-0,0,2,105,10,10,10,30,,,,,
11657,05-124-A-0,0,10,105,10,10,10,30,,,,,
11658,05-125-A-0,0,7,105,10,10,10,30,,,,,
11659,05-126-A-0,0,8,105,10,10,10,30,,,,,
11660,05-126-B-0,0,2,105,10,10,10,30,,,,,
11661,05-127-A-0,0,5,105,10,10,10,30,,,,,
11662,05-128-A-0,0,11,105,10,10,10,30,,,,,
11663,05-129-A-0,0,8,105,10,10,10,30,,,,,
11664,05-130-A-0,0,6,105,10,10,10,30,,,,,
11665,05-131-A-0,0,7,105,10,10,10,30,,,,,
11666,05-132-A-0,0,9,105,10,10,10,30,,,,,
11667,05-133-A-0,0,8,105,10,10,10,30,,,,,
11668,05-134-A-0,0,10,105,10,10,10,30,,,,,
11669,05-135-A-0,0,6,105,10,10,10,30,,,,,
11670,05-136-A-0,0,4,105,10,10,10,30,,,,,
11671,05-137-A-0,0,3,105,10,10,10,30,,,,,
11672,05-138-A-0,0,4,105,10,10,10,30,,,,,
11673,05-139-A-0,0,6,105,10,10,10,30,,,,,
11674,05-140-A-0,0,3,105,10,10,10,30,,,,,
11675,05-141-A-0,0,5,105,10,10,10,30,,,,,
11676,05-142-A-0,0,5,105,10,10,10,30,,,,,
11677,05-143-A-0,0,6,105,10,10,10,30,,,,,
11678,05-144-A-0,0,6,105,10,10,10,30,,,,,
11679,05-145-A-0,0,3,105,10,10,10,30,,,,,
11680,05-146-A-0,0,5,105,10,10,10,30,,,,,
11681,05-147-A-0,0,4,105,10,10,10,30,,,,,
11682,05-148-A-0,0,8,105,10,10,10,30,,,,,
11683,05-149-A-0,0,4,105,10,10,10,30,,,,,
11684,05-149-B-0,0,4,105,10,10,10,30,,,,,
11685,05-150-A-0,0,4,105,10,10,10,30,,,,,
11686,05-151-A-0,0,4,105,10,10,10,30,,,,,
11687,05-152-A-0,0,5,105,10,10,10,30,,,,,
11688,05-153-A-0,0,7,105,10,10,10,30,,,,,
11689,05-154-A-0,0,4,105,10,10,10,30,,,,,
11690,05-154-B-0,0,4,105,10,10,10,30,,,,,
11691,05-154-C-0,0,7,105,10,10,10,30,,,,,
11692,05-155-A-0,0,4,105,10,10,10,30,,,,,
11693,05-156-A-0,0,2,105,10,10,10,30,,,,,
11694,05-157-A-0,0,3,105,10,10,10,30,,,,,
11695,05-158-A-0,0,7,105,10,10,10,30,,,,,
11696,05-159-A-0,0,17,105,10,10,10,30,,,,,
11697,05-160-A-0,0,6,105,10,10,10,30,,,,,
11698,05-161-A-0,0,4,105,10,10,10,30,,,,,
11699,05-162-A-0,0,3,105,10,10,10,30,,,,,
11700,05-163-A-0,0,3,105,10,10,10,30,,,,,
11701,05-164-A-0,0,1,105,10,10,10,30,,,,,
11702,05-165-A-0,0,6,105,10,10,10,30,,,,,
11703,05-166-A-0,0,4,105,10,10,10,30,,,,,
11704,05-167-A-0,0,3,105,10,10,10,30,,,,,
11705,05-168-A-0,0,1,105,10,10,10,30,,,,,
11706,05-169-A-0,0,10,105,10,10,10,30,,,,,
11707,05-170-A-0,0,3,105,10,10,10,30,,,,,
11708,06-007-A-0,0,2,106,10,10,10,30,,,,,
11709,06-008-A-0,0,10,106,10,10,10,30,,,,,
11710,06-013-A-0,0,9,106,10,10,10,30,,,,,
11711,06-014-A-0,0,26,106,10,10,10,30,,,,,
11712,06-014-B-0,0,9,106,10,10,10,30,,,,,
11713,06-015-A-0,0,10,106,10,10,10,30,,,,,
11714,06-016-B-0,0,10,106,10,10,10,30,,,,,
11715,06-021-A-0,0,16,106,10,10,10,30,,,,,
11716,06-022-A-0,0,7,106,10,10,10,30,,,,,
11717,06-022-B-0,0,1,106,10,10,10,30,,,,,
11718,06-024-A-0,0,16,106,10,10,10,30,,,,,
11719,06-025-B-0,0,10,106,10,10,10,30,,,,,
11720,06-025-C-0,0,10,106,10,10,10,30,,,,,
11721,06-026-B-0,0,5,106,10,10,10,30,,,,,
11722,06-026-C-0,0,13,106,10,10,10,30,,,,,
11723,06-026-D-0,0,1,106,10,10,10,30,,,,,
11724,06-026-E-0,0,2,106,10,10,10,30,,,,,
11725,06-028-A-0,0,4,106,10,10,10,30,,,,,
11726,06-029-A-0,0,6,106,10,10,10,30,,,,,
11727,06-030-A-0,0,1,106,10,10,10,30,,,,,
11728,06-033-A-0,0,15,106,10,10,10,30,,,,,
11729,06-036-A-0,0,9,106,10,10,10,30,,,,,
11730,06-037-A-0,0,4,106,10,10,10,30,,,,,
11731,06-038-D-0,0,6,106,10,10,10,30,,,,,
11732,06-038-E-0,0,4,106,10,10,10,30,,,,,
11733,06-038-H-0,0,6,106,10,10,10,30,,,,,
11734,06-040-A-0,0,5,106,10,10,10,30,,,,,
11735,06-041-A-0,0,17,106,10,10,10,30,,,,,
11736,06-042-B-0,0,9,106,10,10,10,30,,,,,
11737,06-044-A-0,0,12,106,10,10,10,30,,,,,
11738,06-046-B-0,0,9,106,10,10,10,30,,,,,
11739,06-049-B-0,0,12,106,10,10,10,30,,,,,
11740,06-049-C-0,0,7,106,10,10,10,30,,,,,
11741,06-052-A-0,0,10,106,10,10,10,30,,,,,
11742,06-057-B-0,0,1,106,10,10,10,30,,,,,
11743,06-058-A-0,0,7,106,10,10,10,30,,,,,
11744,06-059-A-0,0,7,106,10,10,10,30,,,,,
11745,06-060-A-0,0,16,106,10,10,10,30,,,,,
11746,06-062-A-0,0,4,106,10,10,10,30,,,,,
11747,06-063-A-0,0,12,106,10,10,10,30,,,,,
11748,06-064-A-0,0,5,106,10,10,10,30,,,,,
11749,06-066-A-0,0,2,106,10,10,10,30,,,,,
11750,06-068-A-0,0,8,106,10,10,10,30,,,,,
11751,06-068-B-0,0,8,106,10,10,10,30,,,,,
11752,06-071-A-0,0,5,106,10,10,10,30,,,,,
11753,06-074-A-0,0,1,106,10,10,10,30,,,,,
11754,06-074-B-0,0,5,106,10,10,10,30,,,,,
11755,06-075-A-0,0,13,106,10,10,10,30,,,,,
11756,06-078-A-0,0,7,106,10,10,10,30,,,,,
11757,06-079-A-0,0,15,106,10,10,10,30,,,,,
11758,06-080-A-0,0,7,106,10,10,10,30,,,,,
11759,06-081-A-0,0,5,106,10,10,10,30,,,,,
11760,06-082-A-0,0,5,106,10,10,10,30,,,,,
11761,06-083-A-0,0,7,106,10,10,10,30,,,,,
11762,06-085-A-0,0,13,106,10,10,10,30,,,,,
11763,06-088-A-0,0,6,106,10,10,10,30,,,,,
11764,06-089-A-0,0,4,106,10,10,10,30,,,,,
11765,06-090-A-0,0,4,106,10,10,10,30,,,,,
11766,06-091-A-0,0,2,106,10,10,10,30,,,,,
11767,06-092-A-0,0,1,106,10,10,10,30,,,,,
11768,06-093-A-0,0,11,106,10,10,10,30,,,,,
11769,06-094-A-0,0,5,106,10,10,10,30,,,,,
11770,06-094-B-0,0,10,106,10,10,10,30,,,,,
11771,06-095-A-0,0,6,106,10,10,10,30,,,,,
11772,06-096-A-0,0,5,106,10,10,10,30,,,,,
11773,06-097-A-0,0,13,106,10,10,10,30,,,,,
11774,06-097-B-0,0,4,106,10,10,10,30,,,,,
11775,06-097-C-0,0,4,106,10,10,10,30,,,,,
11776,06-099-A-0,0,8,106,10,10,10,30,,,,,
11777,06-100-A-0,0,7,106,10,10,10,30,,,,,
11778,06-101-A-0,0,14,106,10,10,10,30,,,,,
11779,06-102-A-0,0,5,106,10,10,10,30,,,,,
11780,06-103-A-0,0,5,106,10,10,10,30,,,,,
11781,06-104-A-0,0,7,106,10,10,10,30,,,,,
11782,06-105-A-0,0,6,106,10,10,10,30,,,,,
11783,06-106-A-0,0,14,106,10,10,10,30,,,,,
11784,06-106-B-0,0,9,106,10,10,10,30,,,,,
11785,06-107-A-0,0,2,106,10,10,10,30,,,,,
11786,06-108-A-0,0,4,106,10,10,10,30,,,,,
11787,07-001-A-0,0,1,107,10,10,10,30,,,,,
11788,07-001-B-0,0,1,107,10,10,10,30,,,,,
11789,07-002-A-0,0,1,107,10,10,10,30,,,,,
11790,07-003-B-0,0,10,107,10,10,10,30,,,,,
11791,07-003-C-0,0,1,107,10,10,10,30,,,,,
11792,07-004-A-0,0,3,107,10,10,10,30,,,,,
11793,07-005-A-0,0,1,107,10,10,10,30,,,,,
11794,07-006-A-0,0,1,107,10,10,10,30,,,,,
11795,07-008-A-0,0,2,107,10,10,10,30,,,,,
11796,07-009-A-0,0,3,107,10,10,10,30,,,,,
11797,07-010-A-0,0,7,107,10,10,10,30,,,,,
11798,07-010-B-0,0,2,107,10,10,10,30,,,,,
11799,07-011-A-0,0,4,107,10,10,10,30,,,,,
11800,07-014-A-0,0,8,107,10,10,10,30,,,,,
11801,07-014-B-0,0,4,107,10,10,10,30,,,,,
11802,07-017-A-0,0,4,107,10,10,10,30,,,,,
11803,07-022-A-0,0,3,107,10,10,10,30,,,,,
11804,07-023-A-0,0,3,107,10,10,10,30,,,,,
11805,07-027-A-0,0,7,107,10,10,10,30,,,,,
11806,07-029-A-0,0,2,107,10,10,10,30,,,,,
11807,07-030-A-0,0,1,107,10,10,10,30,,,,,
11808,07-031-A-0,0,1,107,10,10,10,30,,,,,
11809,07-034-A-0,0,3,107,10,10,10,30,,,,,
11810,07-035-A-0,0,2,107,10,10,10,30,,,,,
11811,07-036-A-0,0,9,107,10,10,10,30,,,,,
11812,07-037-A-0,0,1,107,10,10,10,30,,,,,
11813,07-038-A-0,0,7,107,10,10,10,30,,,,,
11814,07-046-A-0,0,5,107,10,10,10,30,,,,,
11815,07-048-A-0,0,7,107,10,10,10,30,,,,,
11816,07-050-B-0,0,5,107,10,10,10,30,,,,,
11817,07-051-A-0,0,3,107,10,10,10,30,,,,,
11818,07-052-A-0,0,4,107,10,10,10,30,,,,,
11819,07-053-A-0,0,5,107,10,10,10,30,,,,,
11820,07-054-A-0,0,1,107,10,10,10,30,,,,,
11821,07-055-A-0,0,2,107,10,10,10,30,,,,,
11822,07-056-A-0,0,10,107,10,10,10,30,,,,,
11823,07-057-A-0,0,4,107,10,10,10,30,,,,,
11824,07-057-B-0,0,9,107,10,10,10,30,,,,,
11825,07-058-A-0,0,4,107,10,10,10,30,,,,,
11826,07-059-A-0,0,3,107,10,10,10,30,,,,,
11827,07-059-B-0,0,2,107,10,10,10,30,,,,,
11828,07-061-A-0,0,4,107,10,10,10,30,,,,,
11829,07-062-A-0,0,1,107,10,10,10,30,,,,,
11830,07-065-A-0,0,2,107,10,10,10,30,,,,,
11831,07-068-A-0,0,6,107,10,10,10,30,,,,,
11832,07-069-A-0,0,2,107,10,10,10,30,,,,,
11833,07-070-A-0,0,5,107,10,10,10,30,,,,,
11834,07-071-A-0,0,7,107,10,10,10,30,,,,,
11835,07-072-A-0,0,6,107,10,10,10,30,,,,,
11836,07-074-A-0,0,11,107,10,10,10,30,,,,,
11837,07-074-B-0,0,6,107,10,10,10,30,,,,,
11838,07-074-D-0,0,3,107,10,10,10,30,,,,,
11839,07-074-F-0,0,2,107,10,10,10,30,,,,,
11840,07-074-G-0,0,3,107,10,10,10,30,,,,,
11841,07-074-H-0,0,2,107,10,10,10,30,,,,,
11842,07-075-A-0,0,2,107,10,10,10,30,,,,,
11843,07-076-B-0,0,5,107,10,10,10,30,,,,,
11844,07-077-A-0,0,2,107,10,10,10,30,,,,,
11845,07-079-A-0,0,9,107,10,10,10,30,,,,,
11846,07-081-A-0,0,7,107,10,10,10,30,,,,,
11847,07-084-A-0,0,7,107,10,10,10,30,,,,,
11848,07-088-A-0,0,5,107,10,10,10,30,,,,,
11849,07-090-A-0,0,5,107,10,10,10,30,,,,,
11850,07-091-A-0,0,7,107,10,10,10,30,,,,,
11851,07-092-A-0,0,13,107,10,10,10,30,,,,,
11852,07-093-A-0,0,8,107,10,10,10,30,,,,,
11853,07-094-A-0,0,7,107,10,10,10,30,,,,,
11854,07-096-A-0,0,3,107,10,10,10,30,,,,,
11855,07-097-A-0,0,9,107,10,10,10,30,,,,,
11856,07-099-A-0,0,7,107,10,10,10,30,,,,,
11857,07-100-A-0,0,1,107,10,10,10,30,,,,,
11858,07-103-A-0,0,1,107,10,10,10,30,,,,,
11859,07-104-A-0,0,1,107,10,10,10,30,,,,,
11860,07-106-A-0,0,3,107,10,10,10,30,,,,,
11861,07-109-A-0,0,1,107,10,10,10,30,,,,,
11862,07-110-A-0,0,4,107,10,10,10,30,,,,,
11863,07-114-A-0,0,3,107,10,10,10,30,,,,,
11864,07-114-B-0,0,1,107,10,10,10,30,,,,,
11865,07-117-A-0,0,2,107,10,10,10,30,,,,,
11866,07-118-A-0,0,2,107,10,10,10,30,,,,,
11867,07-119-A-0,0,3,107,10,10,10,30,,,,,
11868,07-120-A-0,0,7,107,10,10,10,30,,,,,
11869,07-123-A-0,0,5,107,10,10,10,30,,,,,
11870,07-126-A-0,0,7,107,10,10,10,30,,,,,
11871,07-127-B-0,0,4,107,10,10,10,30,,,,,
11872,07-128-A-0,0,2,107,10,10,10,30,,,,,
11873,07-129-A-0,0,7,107,10,10,10,30,,,,,
11874,07-131-A-0,0,2,107,10,10,10,30,,,,,
11875,07-132-A-0,0,6,107,10,10,10,30,,,,,
11876,07-133-A-0,0,7,107,10,10,10,30,,,,,
11877,07-134-A-0,0,6,107,10,10,10,30,,,,,
11878,07-138-A-0,0,6,107,10,10,10,30,,,,,
11879,07-140-A-0,0,11,107,10,10,10,30,,,,,
11880,07-140-B-0,0,4,107,10,10,10,30,,,,,
11881,07-140-C-0,0,2,107,10,10,10,30,,,,,
11882,07-146-A-0,0,4,107,10,10,10,30,,,,,
11883,07-148-A-0,0,1,107,10,10,10,30,,,,,
11884,07-152-B-0,0,3,107,10,10,10,30,,,,,
11885,07-153-B-0,0,9,107,10,10,10,30,,,,,
11886,07-154-A-0,0,5,107,10,10,10,30,,,,,
11887,07-155-A-0,0,5,107,10,10,10,30,,,,,
11888,07-156-A-0,0,5,107,10,10,10,30,,,,,
11889,07-160-A-0,0,3,107,10,10,10,30,,,,,
11890,07-161-A-0,0,2,107,10,10,10,30,,,,,
11891,07-162-A-0,0,9,107,10,10,10,30,,,,,
11892,07-163-A-0,0,2,107,10,10,10,30,,,,,
11893,07-164-A-0,0,5,107,10,10,10,30,,,,,
11894,07-164-B-0,0,4,107,10,10,10,30,,,,,
11895,07-164-C-0,0,4,107,10,10,10,30,,,,,
11896,07-167-A-0,0,3,107,10,10,10,30,,,,,
11897,07-170-A-0,0,2,107,10,10,10,30,,,,,
11898,07-171-A-0,0,3,107,10,10,10,30,,,,,
11899,07-173-A-0,0,1,107,10,10,10,30,,,,,
11900,07-174-A-0,0,6,107,10,10,10,30,,,,,
11901,07-174-B-0,0,2,107,10,10,10,30,,,,,
11902,07-177-A-0,0,8,107,10,10,10,30,,,,,
11903,07-178-A-0,0,3,107,10,10,10,30,,,,,
11904,07-179-A-0,0,4,107,10,10,10,30,,,,,
11905,07-181-A-0,0,4,107,10,10,10,30,,,,,
11906,07-182-A-0,0,4,107,10,10,10,30,,,,,
11907,07-183-A-0,0,1,107,10,10,10,30,,,,,
11908,07-184-A-0,0,11,107,10,10,10,30,,,,,
11909,07-186-A-0,0,4,107,10,10,10,30,,,,,
11910,07-189-A-0,0,6,107,10,10,10,30,,,,,
11911,07-190-A-0,0,2,107,10,10,10,30,,,,,
11912,07-191-A-0,0,7,107,10,10,10,30,,,,,
11913,07-192-A-0,0,2,107,10,10,10,30,,,,,
11914,07-195-A-0,0,5,107,10,10,10,30,,,,,
11915,07-197-A-0,0,8,107,10,10,10,30,,,,,
11916,07-198-A-0,0,5,107,10,10,10,30,,,,,
11917,07-199-A-0,0,7,107,10,10,10,30,,,,,
11918,07-200-C-0,0,5,107,10,10,10,30,,,,,
11919,07-201-A-0,0,8,107,10,10,10,30,,,,,
11920,07-202-A-0,0,11,107,10,10,10,30,,,,,
11921,07-203-A-0,0,6,107,10,10,10,30,,,,,
11922,07-204-A-0,0,7,107,10,10,10,30,,,,,
11923,07-205-A-0,0,4,107,10,10,10,30,,,,,
11924,07-209-A-0,0,8,107,10,10,10,30,,,,,
11925,07-210-A-0,0,8,107,10,10,10,30,,,,,
11926,07-212-A-0,0,7,107,10,10,10,30,,,,,
11927,07-213-A-0,0,8,107,10,10,10,30,,,,,
11928,07-213-B-0,0,8,107,10,10,10,30,,,,,
11929,07-215-A-0,0,3,107,10,10,10,30,,,,,
11930,07-216-A-0,0,12,107,10,10,10,30,,,,,
11931,07-217-A-0,0,6,107,10,10,10,30,,,,,
11932,07-220-A-0,0,4,107,10,10,10,30,,,,,
11933,07-221-A-0,0,7,107,10,10,10,30,,,,,
11934,07-223-A-0,0,9,107,10,10,10,30,,,,,
11935,07-225-A-0,0,8,107,10,10,10,30,,,,,
11936,07-227-A-0,0,7,107,10,10,10,30,,,,,
11937,07-227-B-0,0,3,107,10,10,10,30,,,,,
11938,07-230-A-0,0,5,107,10,10,10,30,,,,,
11939,07-230-B-0,0,7,107,10,10,10,30,,,,,
11940,07-231-A-0,0,4,107,10,10,10,30,,,,,
11941,07-232-A-0,0,8,107,10,10,10,30,,,,,
11942,07-232-C-0,0,3,107,10,10,10,30,,,,,
11943,07-236-A-0,0,5,107,10,10,10,30,,,,,
11944,07-236-B-0,0,8,107,10,10,10,30,,,,,
11945,07-237-A-0,0,10,107,10,10,10,30,,,,,
11946,07-238-A-0,0,6,107,10,10,10,30,,,,,
11947,07-239-A-0,0,3,107,10,10,10,30,,,,,
11948,07-242-A-0,0,2,107,10,10,10,30,,,,,
11949,07-243-A-0,0,2,107,10,10,10,30,,,,,
11950,07-246-A-0,0,2,107,10,10,10,30,,,,,
11951,07-247-A-0,0,7,107,10,10,10,30,,,,,
11952,07-248-B-0,0,7,107,10,10,10,30,,,,,
11953,07-249-A-0,0,7,107,10,10,10,30,,,,,
11954,07-250-A-0,0,6,107,10,10,10,30,,,,,
11955,07-251-A-0,0,6,107,10,10,10,30,,,,,
11956,07-254-E-0,0,1,107,10,10,10,30,,,,,
11957,07-254-H-0,0,2,107,10,10,10,30,,,,,
11958,07-254-I-0,0,2,107,10,10,10,30,,,,,
11959,07-254-J-0,0,1,107,10,10,10,30,,,,,
11960,07-254-K-0,0,1,107,10,10,10,30,,,,,
11961,07-255-A-0,0,6,107,10,10,10,30,,,,,
11962,07-256-A-0,0,5,107,10,10,10,30,,,,,
11963,07-256-B-0,0,7,107,10,10,10,30,,,,,
11964,07-257-A-0,0,13,107,10,10,10,30,,,,,
11965,07-259-A-0,0,7,107,10,10,10,30,,,,,
11966,07-260-A-0,0,5,107,10,10,10,30,,,,,
11967,07-261-A-0,0,8,107,10,10,10,30,,,,,
11968,07-262-A-0,0,7,107,10,10,10,30,,,,,
11969,07-266-A-0,0,2,107,10,10,10,30,,,,,
11970,07-272-A-0,0,4,107,10,10,10,30,,,,,
11971,07-274-C-0,0,5,107,10,10,10,30,,,,,
11972,07-275-A-0,0,6,107,10,10,10,30,,,,,
