hh_id,hh_name,hh_inCDA,hh_size,hh_village-id,,,,,,,,,
16825,37-050-A-0,0,10,137,10,10,10,30,,,,,
16826,37-053-A-0,0,16,137,10,10,10,30,,,,,
16827,37-055-A-0,0,15,137,10,10,10,30,,,,,
16828,37-060-B-0,0,17,137,10,10,10,30,,,,,
16829,37-061-A-0,0,4,137,10,10,10,30,,,,,
16830,37-064-A-0,0,6,137,10,10,10,30,,,,,
16831,37-066-A-0,0,6,137,10,10,10,30,,,,,
16832,37-067-A-0,0,2,137,10,10,10,30,,,,,
16833,37-070-A-0,0,1,137,10,10,10,30,,,,,
16834,37-071-A-0,0,2,137,10,10,10,30,,,,,
16835,37-072-A-0,0,5,137,10,10,10,30,,,,,
16836,37-073-B-0,0,6,137,10,10,10,30,,,,,
16837,37-074-A-0,0,8,137,10,10,10,30,,,,,
16838,37-075-A-0,0,5,137,10,10,10,30,,,,,
16839,37-076-A-0,0,16,137,10,10,10,30,,,,,
16840,37-077-A-0,0,7,137,10,10,10,30,,,,,
16841,37-078-A-0,0,11,137,10,10,10,30,,,,,
16842,37-079-A-0,0,4,137,10,10,10,30,,,,,
16843,37-082-A-0,0,10,137,10,10,10,30,,,,,
16844,37-083-A-0,0,6,137,10,10,10,30,,,,,
16845,37-084-A-0,0,6,137,10,10,10,30,,,,,
16846,37-085-A-0,0,1,137,10,10,10,30,,,,,
16847,37-086-A-0,0,1,137,10,10,10,30,,,,,
16848,37-088-A-0,0,4,137,10,10,10,30,,,,,
16849,37-089-A-0,0,2,137,10,10,10,30,,,,,
16850,37-090-A-0,0,1,137,10,10,10,30,,,,,
16851,37-090-B-0,0,1,137,10,10,10,30,,,,,
16852,37-091-A-0,0,4,137,10,10,10,30,,,,,
16853,37-092-A-0,0,10,137,10,10,10,30,,,,,
16854,37-093-A-0,0,5,137,10,10,10,30,,,,,
16855,37-094-A-0,0,14,137,10,10,10,30,,,,,
16856,37-095-A-0,0,1,137,10,10,10,30,,,,,
16857,37-096-A-0,0,10,137,10,10,10,30,,,,,
16858,37-097-A-0,0,1,137,10,10,10,30,,,,,
16859,37-098-A-0,0,3,137,10,10,10,30,,,,,
16860,37-099-A-0,0,1,137,10,10,10,30,,,,,
16861,38-001-A-0,0,2,138,10,10,10,30,,,,,
16862,38-003-A-0,0,7,138,10,10,10,30,,,,,
16863,38-004-A-0,0,4,138,10,10,10,30,,,,,
16864,38-005-A-0,0,12,138,10,10,10,30,,,,,
16865,38-005-B-0,0,6,138,10,10,10,30,,,,,
16866,38-006-A-0,0,8,138,10,10,10,30,,,,,
16867,38-009-A-0,0,6,138,10,10,10,30,,,,,
16868,38-010-A-0,0,10,138,10,10,10,30,,,,,
16869,38-010-B-0,0,9,138,10,10,10,30,,,,,
16870,38-010-C-0,0,9,138,10,10,10,30,,,,,
16871,38-010-D-0,0,1,138,10,10,10,30,,,,,
16872,38-011-B-0,0,18,138,10,10,10,30,,,,,
16873,38-014-A-0,0,8,138,10,10,10,30,,,,,
16874,38-015-A-0,0,7,138,10,10,10,30,,,,,
16875,38-016-A-0,0,7,138,10,10,10,30,,,,,
16876,38-022-A-0,0,9,138,10,10,10,30,,,,,
16877,38-024-B-0,0,8,138,10,10,10,30,,,,,
16878,38-025-A-0,0,6,138,10,10,10,30,,,,,
16879,38-028-A-0,0,12,138,10,10,10,30,,,,,
16880,38-029-A-0,0,10,138,10,10,10,30,,,,,
16881,38-030-A-0,0,12,138,10,10,10,30,,,,,
16882,38-031-A-0,0,5,138,10,10,10,30,,,,,
16883,38-032-A-0,0,3,138,10,10,10,30,,,,,
16884,38-033-A-0,0,6,138,10,10,10,30,,,,,
16885,38-034-A-0,0,17,138,10,10,10,30,,,,,
16886,38-035-A-0,0,6,138,10,10,10,30,,,,,
16887,38-035-B-0,0,5,138,10,10,10,30,,,,,
16888,38-036-A-0,0,8,138,10,10,10,30,,,,,
16889,38-037-A-0,0,14,138,10,10,10,30,,,,,
16890,38-038-A-0,0,3,138,10,10,10,30,,,,,
16891,39-003-B-0,0,8,139,10,10,10,30,,,,,
16892,39-003-C-0,0,1,139,10,10,10,30,,,,,
16893,39-004-B-0,0,3,139,10,10,10,30,,,,,
16894,39-006-A-0,0,8,139,10,10,10,30,,,,,
16895,39-006-B-0,0,7,139,10,10,10,30,,,,,
16896,39-006-C-0,0,8,139,10,10,10,30,,,,,
16897,39-007-A-0,0,14,139,10,10,10,30,,,,,
16898,39-008-A-0,0,8,139,10,10,10,30,,,,,
16899,39-008-B-0,0,5,139,10,10,10,30,,,,,
16900,39-009-A-0,0,9,139,10,10,10,30,,,,,
16901,39-010-B-0,0,5,139,10,10,10,30,,,,,
16902,39-011-A-0,0,15,139,10,10,10,30,,,,,
16903,39-014-A-0,0,11,139,10,10,10,30,,,,,
16904,39-015-A-0,0,8,139,10,10,10,30,,,,,
16905,39-016-A-0,0,10,139,10,10,10,30,,,,,
16906,39-018-A-0,0,10,139,10,10,10,30,,,,,
16907,39-019-A-0,0,23,139,10,10,10,30,,,,,
16908,39-021-A-0,0,8,139,10,10,10,30,,,,,
16909,39-021-B-0,0,3,139,10,10,10,30,,,,,
16910,39-022-A-0,0,10,139,10,10,10,30,,,,,
16911,39-023-A-0,0,4,139,10,10,10,30,,,,,
16912,39-024-A-0,0,12,139,10,10,10,30,,,,,
16913,39-024-B-0,0,4,139,10,10,10,30,,,,,
16914,39-025-A-0,0,7,139,10,10,10,30,,,,,
16915,39-026-A-0,0,7,139,10,10,10,30,,,,,
16916,39-028-B-0,0,3,139,10,10,10,30,,,,,
16917,39-028-C-0,0,4,139,10,10,10,30,,,,,
16918,39-030-A-0,0,13,139,10,10,10,30,,,,,
16919,39-030-B-0,0,1,139,10,10,10,30,,,,,
16920,39-032-A-0,0,6,139,10,10,10,30,,,,,
16921,39-036-A-0,0,2,139,10,10,10,30,,,,,
16922,39-036-C-0,0,7,139,10,10,10,30,,,,,
16923,39-036-D-0,0,6,139,10,10,10,30,,,,,
16924,39-037-B-0,0,2,139,10,10,10,30,,,,,
16925,39-038-A-0,0,19,139,10,10,10,30,,,,,
16926,39-039-A-0,0,3,139,10,10,10,30,,,,,
16927,39-039-B-0,0,7,139,10,10,10,30,,,,,
16928,39-042-A-0,0,6,139,10,10,10,30,,,,,
16929,39-042-B-0,0,4,139,10,10,10,30,,,,,
16930,39-043-A-0,0,5,139,10,10,10,30,,,,,
16931,39-043-D-0,0,7,139,10,10,10,30,,,,,
16932,39-046-B-0,0,21,139,10,10,10,30,,,,,
16933,39-049-A-0,0,18,139,10,10,10,30,,,,,
16934,39-051-B-0,0,1,139,10,10,10,30,,,,,
16935,39-053-A-0,0,9,139,10,10,10,30,,,,,
16936,39-054-B-0,0,19,139,10,10,10,30,,,,,
16937,39-055-A-0,0,4,139,10,10,10,30,,,,,
16938,39-056-A-0,0,10,139,10,10,10,30,,,,,
16939,39-057-B-0,0,5,139,10,10,10,30,,,,,
16940,39-058-A-0,0,5,139,10,10,10,30,,,,,
16941,39-059-A-0,0,7,139,10,10,10,30,,,,,
16942,39-060-A-0,0,6,139,10,10,10,30,,,,,
16943,39-061-A-0,0,13,139,10,10,10,30,,,,,
16944,39-062-A-0,0,9,139,10,10,10,30,,,,,
16945,39-064-A-0,0,20,139,10,10,10,30,,,,,
16946,39-064-C-0,0,4,139,10,10,10,30,,,,,
16947,39-065-A-0,0,20,139,10,10,10,30,,,,,
16948,39-066-A-0,0,15,139,10,10,10,30,,,,,
16949,39-072-A-0,0,18,139,10,10,10,30,,,,,
16950,39-072-B-0,0,9,139,10,10,10,30,,,,,
16951,39-073-A-0,0,7,139,10,10,10,30,,,,,
16952,39-073-B-0,0,4,139,10,10,10,30,,,,,
16953,39-076-A-0,0,6,139,10,10,10,30,,,,,
16954,39-077-A-0,0,7,139,10,10,10,30,,,,,
16955,39-080-A-0,0,6,139,10,10,10,30,,,,,
16956,39-081-A-0,0,8,139,10,10,10,30,,,,,
16957,39-083-A-0,0,12,139,10,10,10,30,,,,,
16958,39-084-A-0,0,7,139,10,10,10,30,,,,,
16959,39-085-A-0,0,9,139,10,10,10,30,,,,,
16960,39-086-A-0,0,6,139,10,10,10,30,,,,,
16961,39-087-A-0,0,6,139,10,10,10,30,,,,,
16962,39-088-A-0,0,8,139,10,10,10,30,,,,,
16963,39-089-A-0,0,12,139,10,10,10,30,,,,,
16964,39-090-A-0,0,18,139,10,10,10,30,,,,,
16965,39-094-A-0,0,7,139,10,10,10,30,,,,,
16966,39-097-A-0,0,6,139,10,10,10,30,,,,,
16967,39-099-A-0,0,12,139,10,10,10,30,,,,,
16968,39-101-A-0,0,7,139,10,10,10,30,,,,,
16969,39-101-B-0,0,11,139,10,10,10,30,,,,,
16970,39-102-C-0,0,4,139,10,10,10,30,,,,,
16971,39-104-A-0,0,12,139,10,10,10,30,,,,,
16972,39-105-A-0,0,5,139,10,10,10,30,,,,,
16973,39-105-B-0,0,1,139,10,10,10,30,,,,,
16974,39-106-A-0,0,5,139,10,10,10,30,,,,,
16975,39-107-A-0,0,2,139,10,10,10,30,,,,,
16976,39-107-C-0,0,2,139,10,10,10,30,,,,,
16977,39-108-C-0,0,1,139,10,10,10,30,,,,,
16978,39-109-A-0,0,15,139,10,10,10,30,,,,,
16979,39-110-A-0,0,3,139,10,10,10,30,,,,,
16980,39-111-A-0,0,1,139,10,10,10,30,,,,,
16981,39-113-A-0,0,8,139,10,10,10,30,,,,,
16982,39-115-A-0,0,3,139,10,10,10,30,,,,,
16983,39-115-B-0,0,5,139,10,10,10,30,,,,,
16984,39-116-A-0,0,5,139,10,10,10,30,,,,,
16985,39-117-A-0,0,15,139,10,10,10,30,,,,,
16986,39-118-A-0,0,6,139,10,10,10,30,,,,,
16987,39-120-A-0,0,8,139,10,10,10,30,,,,,
16988,39-121-A-0,0,10,139,10,10,10,30,,,,,
16989,39-122-A-0,0,12,139,10,10,10,30,,,,,
16990,39-124-A-0,0,12,139,10,10,10,30,,,,,
16991,39-125-A-0,0,2,139,10,10,10,30,,,,,
16992,39-126-A-0,0,8,139,10,10,10,30,,,,,
16993,39-127-A-0,0,4,139,10,10,10,30,,,,,
16994,39-128-A-0,0,9,139,10,10,10,30,,,,,
16995,39-130-A-0,0,1,139,10,10,10,30,,,,,
16996,39-131-A-0,0,4,139,10,10,10,30,,,,,
16997,39-132-A-0,0,3,139,10,10,10,30,,,,,
16998,39-133-A-0,0,6,139,10,10,10,30,,,,,
16999,39-134-A-0,0,4,139,10,10,10,30,,,,,
17000,39-135-A-0,0,5,139,10,10,10,30,,,,,
17001,39-136-A-0,0,6,139,10,10,10,30,,,,,
17002,39-137-A-0,0,5,139,10,10,10,30,,,,,
17003,39-138-A-0,0,4,139,10,10,10,30,,,,,
17004,39-139-A-0,0,3,139,10,10,10,30,,,,,
17005,39-140-A-0,0,4,139,10,10,10,30,,,,,
17006,39-141-A-0,0,3,139,10,10,10,30,,,,,
17007,39-142-A-0,0,4,139,10,10,10,30,,,,,
17008,40-001-A-0,0,8,140,10,10,10,30,,,,,
17009,40-005-A-0,0,7,140,10,10,10,30,,,,,
17010,40-006-A-0,0,9,140,10,10,10,30,,,,,
17011,40-006-B-0,0,8,140,10,10,10,30,,,,,
17012,40-007-A-0,0,5,140,10,10,10,30,,,,,
17013,40-008-A-0,0,7,140,10,10,10,30,,,,,
17014,40-010-A-0,0,6,140,10,10,10,30,,,,,
17015,40-012-A-0,0,3,140,10,10,10,30,,,,,
17016,40-014-A-0,0,8,140,10,10,10,30,,,,,
17017,40-015-A-0,0,7,140,10,10,10,30,,,,,
17018,40-018-A-0,0,6,140,10,10,10,30,,,,,
17019,40-021-A-0,0,9,140,10,10,10,30,,,,,
17020,40-021-B-0,0,8,140,10,10,10,30,,,,,
17021,40-022-A-0,0,6,140,10,10,10,30,,,,,
17022,40-022-B-0,0,4,140,10,10,10,30,,,,,
17023,40-023-A-0,0,6,140,10,10,10,30,,,,,
17024,40-025-A-0,0,7,140,10,10,10,30,,,,,
17025,40-025-B-0,0,11,140,10,10,10,30,,,,,
17026,40-030-A-0,0,14,140,10,10,10,30,,,,,
17027,40-031-A-0,0,19,140,10,10,10,30,,,,,
17028,40-031-B-0,0,7,140,10,10,10,30,,,,,
17029,40-032-A-0,0,8,140,10,10,10,30,,,,,
17030,40-033-A-0,0,6,140,10,10,10,30,,,,,
17031,40-034-A-0,0,4,140,10,10,10,30,,,,,
17032,40-034-B-0,0,12,140,10,10,10,30,,,,,
17033,40-034-C-0,0,7,140,10,10,10,30,,,,,
17034,40-034-D-0,0,4,140,10,10,10,30,,,,,
17035,40-034-E-0,0,7,140,10,10,10,30,,,,,
17036,40-035-A-0,0,9,140,10,10,10,30,,,,,
17037,40-036-A-0,0,16,140,10,10,10,30,,,,,
17038,40-039-A-0,0,7,140,10,10,10,30,,,,,
17039,40-039-B-0,0,5,140,10,10,10,30,,,,,
17040,40-042-A-0,0,8,140,10,10,10,30,,,,,
17041,40-044-A-0,0,8,140,10,10,10,30,,,,,
17042,40-045-A-0,0,11,140,10,10,10,30,,,,,
17043,40-045-B-0,0,4,140,10,10,10,30,,,,,
17044,40-046-A-0,0,5,140,10,10,10,30,,,,,
17045,40-047-A-0,0,7,140,10,10,10,30,,,,,
17046,40-047-B-0,0,9,140,10,10,10,30,,,,,
17047,40-048-A-0,0,16,140,10,10,10,30,,,,,
17048,40-049-A-0,0,9,140,10,10,10,30,,,,,
17049,40-052-A-0,0,5,140,10,10,10,30,,,,,
17050,40-053-A-0,0,8,140,10,10,10,30,,,,,
17051,40-054-A-0,0,8,140,10,10,10,30,,,,,
17052,40-060-A-0,0,5,140,10,10,10,30,,,,,
17053,40-061-A-0,0,8,140,10,10,10,30,,,,,
17054,40-062-A-0,0,10,140,10,10,10,30,,,,,
17055,40-062-B-0,0,21,140,10,10,10,30,,,,,
17056,40-064-A-0,0,11,140,10,10,10,30,,,,,
17057,40-065-A-0,0,5,140,10,10,10,30,,,,,
17058,40-072-A-0,0,7,140,10,10,10,30,,,,,
17059,40-073-A-0,0,2,140,10,10,10,30,,,,,
17060,40-073-B-0,0,10,140,10,10,10,30,,,,,
17061,40-075-C-0,0,8,140,10,10,10,30,,,,,
17062,40-075-D-0,0,7,140,10,10,10,30,,,,,
17063,40-075-E-0,0,6,140,10,10,10,30,,,,,
17064,40-075-F-0,0,6,140,10,10,10,30,,,,,
17065,40-076-A-0,0,1,140,10,10,10,30,,,,,
17066,40-076-B-0,0,3,140,10,10,10,30,,,,,
17067,40-077-A-0,0,6,140,10,10,10,30,,,,,
17068,40-078-A-0,0,1,140,10,10,10,30,,,,,
17069,40-080-A-0,0,9,140,10,10,10,30,,,,,
17070,40-080-B-0,0,10,140,10,10,10,30,,,,,
17071,40-081-A-0,0,3,140,10,10,10,30,,,,,
17072,40-082-A-0,0,2,140,10,10,10,30,,,,,
17073,40-086-A-0,0,7,140,10,10,10,30,,,,,
17074,40-086-B-0,0,6,140,10,10,10,30,,,,,
17075,40-088-A-0,0,7,140,10,10,10,30,,,,,
17076,40-090-A-0,0,3,140,10,10,10,30,,,,,
17077,40-091-B-0,0,6,140,10,10,10,30,,,,,
17078,40-091-C-0,0,6,140,10,10,10,30,,,,,
17079,40-093-A-0,0,3,140,10,10,10,30,,,,,
17080,40-093-B-0,0,1,140,10,10,10,30,,,,,
17081,40-094-A-0,0,6,140,10,10,10,30,,,,,
17082,40-095-A-0,0,10,140,10,10,10,30,,,,,
17083,40-095-B-0,0,5,140,10,10,10,30,,,,,
17084,40-098-A-0,0,8,140,10,10,10,30,,,,,
17085,40-098-B-0,0,1,140,10,10,10,30,,,,,
17086,40-101-A-0,0,8,140,10,10,10,30,,,,,
17087,40-102-A-0,0,8,140,10,10,10,30,,,,,
17088,40-105-A-0,0,1,140,10,10,10,30,,,,,
17089,40-108-A-0,0,8,140,10,10,10,30,,,,,
17090,40-109-A-0,0,5,140,10,10,10,30,,,,,
17091,40-112-B-0,0,3,140,10,10,10,30,,,,,
17092,40-113-A-0,0,3,140,10,10,10,30,,,,,
17093,40-113-B-0,0,5,140,10,10,10,30,,,,,
17094,40-114-A-0,0,4,140,10,10,10,30,,,,,
17095,40-120-A-0,0,22,140,10,10,10,30,,,,,
17096,40-121-A-0,0,3,140,10,10,10,30,,,,,
17097,40-122-A-0,0,13,140,10,10,10,30,,,,,
17098,40-123-A-0,0,7,140,10,10,10,30,,,,,
17099,40-124-A-0,0,1,140,10,10,10,30,,,,,
17100,40-125-A-0,0,4,140,10,10,10,30,,,,,
17101,40-129-A-0,0,1,140,10,10,10,30,,,,,
17102,40-130-A-0,0,10,140,10,10,10,30,,,,,
17103,40-130-B-0,0,8,140,10,10,10,30,,,,,
17104,40-131-A-0,0,15,140,10,10,10,30,,,,,
17105,40-132-A-0,0,2,140,10,10,10,30,,,,,
17106,40-135-A-0,0,10,140,10,10,10,30,,,,,
17107,40-136-A-0,0,7,140,10,10,10,30,,,,,
17108,40-136-B-0,0,3,140,10,10,10,30,,,,,
17109,40-137-A-0,0,4,140,10,10,10,30,,,,,
17110,40-139-A-0,0,2,140,10,10,10,30,,,,,
17111,40-140-A-0,0,9,140,10,10,10,30,,,,,
17112,40-141-A-0,0,9,140,10,10,10,30,,,,,
17113,40-142-A-0,0,2,140,10,10,10,30,,,,,
17114,40-144-A-0,0,8,140,10,10,10,30,,,,,
17115,40-148-A-0,0,6,140,10,10,10,30,,,,,
17116,40-150-A-0,0,6,140,10,10,10,30,,,,,
17117,40-152-A-0,0,7,140,10,10,10,30,,,,,
17118,40-153-A-0,0,4,140,10,10,10,30,,,,,
17119,40-156-A-0,0,6,140,10,10,10,30,,,,,
17120,40-157-A-0,0,3,140,10,10,10,30,,,,,
17121,40-159-A-0,0,1,140,10,10,10,30,,,,,
17122,40-161-A-0,0,6,140,10,10,10,30,,,,,
17123,40-162-A-0,0,2,140,10,10,10,30,,,,,
17124,40-163-B-0,0,7,140,10,10,10,30,,,,,
17125,40-164-A-0,0,2,140,10,10,10,30,,,,,
17126,40-165-A-0,0,4,140,10,10,10,30,,,,,
17127,40-169-A-0,0,1,140,10,10,10,30,,,,,
17128,40-170-A-0,0,9,140,10,10,10,30,,,,,
17129,40-172-B-0,0,7,140,10,10,10,30,,,,,
17130,40-172-C-0,0,8,140,10,10,10,30,,,,,
17131,40-173-A-0,0,4,140,10,10,10,30,,,,,
17132,40-175-A-0,0,8,140,10,10,10,30,,,,,
17133,40-176-A-0,0,5,140,10,10,10,30,,,,,
17134,40-177-A-0,0,3,140,10,10,10,30,,,,,
17135,40-178-A-0,0,4,140,10,10,10,30,,,,,
17136,40-179-A-0,0,6,140,10,10,10,30,,,,,
17137,40-180-A-0,0,6,140,10,10,10,30,,,,,
17138,40-182-A-0,0,7,140,10,10,10,30,,,,,
17139,40-183-A-0,0,1,140,10,10,10,30,,,,,
17140,40-185-A-0,0,1,140,10,10,10,30,,,,,
17141,40-186-A-0,0,2,140,10,10,10,30,,,,,
17142,40-189-A-0,0,6,140,10,10,10,30,,,,,
17143,40-190-A-0,0,10,140,10,10,10,30,,,,,
17144,40-190-B-0,0,8,140,10,10,10,30,,,,,
17145,40-191-A-0,0,6,140,10,10,10,30,,,,,
17146,40-193-A-0,0,4,140,10,10,10,30,,,,,
17147,40-195-C-0,0,10,140,10,10,10,30,,,,,
17148,40-199-B-0,0,9,140,10,10,10,30,,,,,
17149,40-201-A-0,0,14,140,10,10,10,30,,,,,
17150,40-202-B-0,0,5,140,10,10,10,30,,,,,
17151,40-203-A-0,0,10,140,10,10,10,30,,,,,
17152,40-205-A-0,0,16,140,10,10,10,30,,,,,
17153,40-206-A-0,0,6,140,10,10,10,30,,,,,
17154,40-207-A-0,0,6,140,10,10,10,30,,,,,
17155,40-208-A-0,0,13,140,10,10,10,30,,,,,
17156,40-209-A-0,0,11,140,10,10,10,30,,,,,
17157,40-209-D-0,0,3,140,10,10,10,30,,,,,
17158,40-210-A-0,0,3,140,10,10,10,30,,,,,
17159,40-211-A-0,0,7,140,10,10,10,30,,,,,
17160,40-211-B-0,0,5,140,10,10,10,30,,,,,
17161,40-211-C-0,0,6,140,10,10,10,30,,,,,
17162,40-213-A-0,0,3,140,10,10,10,30,,,,,
17163,40-214-A-0,0,13,140,10,10,10,30,,,,,
17164,40-214-B-0,0,6,140,10,10,10,30,,,,,
17165,40-215-A-0,0,12,140,10,10,10,30,,,,,
17166,40-216-A-0,0,22,140,10,10,10,30,,,,,
17167,40-216-B-0,0,3,140,10,10,10,30,,,,,
17168,40-220-A-0,0,5,140,10,10,10,30,,,,,
17169,40-220-B-0,0,6,140,10,10,10,30,,,,,
17170,40-220-C-0,0,2,140,10,10,10,30,,,,,
17171,40-221-A-0,0,8,140,10,10,10,30,,,,,
17172,40-224-A-0,0,24,140,10,10,10,30,,,,,
17173,40-224-B-0,0,15,140,10,10,10,30,,,,,
17174,40-224-C-0,0,1,140,10,10,10,30,,,,,
17175,40-224-D-0,0,8,140,10,10,10,30,,,,,
17176,40-225-A-0,0,11,140,10,10,10,30,,,,,
17177,40-226-A-0,0,12,140,10,10,10,30,,,,,
17178,40-228-A-0,0,11,140,10,10,10,30,,,,,
17179,40-229-A-0,0,11,140,10,10,10,30,,,,,
17180,40-231-A-0,0,15,140,10,10,10,30,,,,,
17181,40-233-A-0,0,15,140,10,10,10,30,,,,,
17182,40-234-A-0,0,6,140,10,10,10,30,,,,,
17183,40-234-B-0,0,13,140,10,10,10,30,,,,,
17184,40-235-A-0,0,4,140,10,10,10,30,,,,,
17185,40-236-A-0,0,4,140,10,10,10,30,,,,,
17186,40-237-C-0,0,7,140,10,10,10,30,,,,,
17187,40-237-D-0,0,7,140,10,10,10,30,,,,,
17188,40-237-E-0,0,7,140,10,10,10,30,,,,,
17189,40-238-A-0,0,13,140,10,10,10,30,,,,,
17190,40-238-B-0,0,3,140,10,10,10,30,,,,,
17191,40-239-A-0,0,8,140,10,10,10,30,,,,,
17192,40-240-A-0,0,12,140,10,10,10,30,,,,,
17193,40-241-A-0,0,6,140,10,10,10,30,,,,,
17194,40-242-A-0,0,3,140,10,10,10,30,,,,,
17195,40-243-A-0,0,5,140,10,10,10,30,,,,,
17196,40-244-A-0,0,13,140,10,10,10,30,,,,,
17197,40-246-A-0,0,17,140,10,10,10,30,,,,,
17198,40-247-A-0,0,1,140,10,10,10,30,,,,,
17199,40-248-A-0,0,13,140,10,10,10,30,,,,,
17200,40-250-A-0,0,7,140,10,10,10,30,,,,,
17201,40-253-A-0,0,19,140,10,10,10,30,,,,,
17202,40-254-A-0,0,5,140,10,10,10,30,,,,,
17203,40-255-A-0,0,27,140,10,10,10,30,,,,,
17204,40-256-A-0,0,13,140,10,10,10,30,,,,,
17205,40-257-A-0,0,13,140,10,10,10,30,,,,,
17206,40-257-B-0,0,14,140,10,10,10,30,,,,,
17207,40-258-A-0,0,7,140,10,10,10,30,,,,,
17208,40-259-A-0,0,6,140,10,10,10,30,,,,,
17209,40-260-B-0,0,6,140,10,10,10,30,,,,,
17210,40-261-A-0,0,19,140,10,10,10,30,,,,,
17211,40-261-C-0,0,16,140,10,10,10,30,,,,,
17212,40-263-A-0,0,19,140,10,10,10,30,,,,,
17213,40-264-E-0,0,1,140,10,10,10,30,,,,,
17214,40-265-B-0,0,3,140,10,10,10,30,,,,,
17215,40-265-E-0,0,1,140,10,10,10,30,,,,,
17216,40-267-A-0,0,6,140,10,10,10,30,,,,,
17217,40-267-C-0,0,3,140,10,10,10,30,,,,,
17218,40-268-A-0,0,12,140,10,10,10,30,,,,,
17219,40-269-A-0,0,7,140,10,10,10,30,,,,,
17220,40-270-A-0,0,16,140,10,10,10,30,,,,,
17221,40-271-B-0,0,7,140,10,10,10,30,,,,,
17222,40-272-A-0,0,10,140,10,10,10,30,,,,,
17223,40-273-A-0,0,5,140,10,10,10,30,,,,,
17224,40-273-B-0,0,5,140,10,10,10,30,,,,,
17225,40-274-A-0,0,5,140,10,10,10,30,,,,,
17226,40-275-A-0,0,7,140,10,10,10,30,,,,,
17227,40-276-A-0,0,7,140,10,10,10,30,,,,,
17228,40-279-A-0,0,9,140,10,10,10,30,,,,,
17229,40-280-A-0,0,13,140,10,10,10,30,,,,,
17230,40-281-A-0,0,3,140,10,10,10,30,,,,,
17231,40-282-A-0,0,8,140,10,10,10,30,,,,,
17232,40-282-B-0,0,6,140,10,10,10,30,,,,,
17233,40-285-A-0,0,8,140,10,10,10,30,,,,,
17234,40-286-A-0,0,17,140,10,10,10,30,,,,,
17235,40-287-A-0,0,9,140,10,10,10,30,,,,,
17236,40-288-A-0,0,9,140,10,10,10,30,,,,,
17237,40-291-B-0,0,25,140,10,10,10,30,,,,,
17238,40-292-B-0,0,7,140,10,10,10,30,,,,,
17239,40-293-A-0,0,20,140,10,10,10,30,,,,,
17240,40-293-B-0,0,6,140,10,10,10,30,,,,,
17241,40-294-A-0,0,4,140,10,10,10,30,,,,,
17242,40-299-B-0,0,8,140,10,10,10,30,,,,,
17243,40-300-A-0,0,13,140,10,10,10,30,,,,,
17244,40-305-A-0,0,10,140,10,10,10,30,,,,,
17245,40-305-C-0,0,6,140,10,10,10,30,,,,,
17246,40-306-A-0,0,9,140,10,10,10,30,,,,,
17247,40-306-B-0,0,9,140,10,10,10,30,,,,,
17248,40-308-A-0,0,8,140,10,10,10,30,,,,,
17249,40-310-A-0,0,10,140,10,10,10,30,,,,,
17250,40-312-A-0,0,7,140,10,10,10,30,,,,,
17251,40-313-A-0,0,6,140,10,10,10,30,,,,,
17252,40-314-A-0,0,5,140,10,10,10,30,,,,,
17253,40-317-A-0,0,8,140,10,10,10,30,,,,,
17254,40-321-D-0,0,1,140,10,10,10,30,,,,,
17255,40-322-A-0,0,3,140,10,10,10,30,,,,,
17256,40-322-B-0,0,3,140,10,10,10,30,,,,,
17257,40-323-A-0,0,5,140,10,10,10,30,,,,,
17258,40-326-A-0,0,10,140,10,10,10,30,,,,,
17259,40-327-A-0,0,5,140,10,10,10,30,,,,,
17260,40-331-A-0,0,2,140,10,10,10,30,,,,,
17261,40-332-A-0,0,6,140,10,10,10,30,,,,,
17262,40-334-A-0,0,7,140,10,10,10,30,,,,,
17263,40-336-A-0,0,5,140,10,10,10,30,,,,,
17264,40-339-A-0,0,5,140,10,10,10,30,,,,,
17265,40-340-A-0,0,14,140,10,10,10,30,,,,,
17266,40-342-A-0,0,7,140,10,10,10,30,,,,,
17267,40-345-A-0,0,8,140,10,10,10,30,,,,,
17268,40-346-A-0,0,3,140,10,10,10,30,,,,,
17269,40-347-A-0,0,6,140,10,10,10,30,,,,,
17270,40-348-A-0,0,4,140,10,10,10,30,,,,,
17271,40-349-A-0,0,3,140,10,10,10,30,,,,,
17272,40-350-A-0,0,3,140,10,10,10,30,,,,,
17273,40-351-A-0,0,3,140,10,10,10,30,,,,,
17274,40-352-A-0,0,3,140,10,10,10,30,,,,,
17275,40-353-A-0,0,4,140,10,10,10,30,,,,,
17276,40-354-A-0,0,4,140,10,10,10,30,,,,,
17277,40-355-A-0,0,2,140,10,10,10,30,,,,,
17278,40-357-A-0,0,7,140,10,10,10,30,,,,,
17279,40-358-A-0,0,8,140,10,10,10,30,,,,,
17280,40-360-A-0,0,6,140,10,10,10,30,,,,,
17281,40-361-A-0,0,4,140,10,10,10,30,,,,,
17282,40-362-A-0,0,9,140,10,10,10,30,,,,,
17283,40-363-A-0,0,5,140,10,10,10,30,,,,,
17284,40-364-A-0,0,8,140,10,10,10,30,,,,,
17285,40-365-A-0,0,7,140,10,10,10,30,,,,,
17286,40-366-A-0,0,2,140,10,10,10,30,,,,,
17287,40-367-A-0,0,6,140,10,10,10,30,,,,,
17288,40-368-A-0,0,2,140,10,10,10,30,,,,,
17289,40-370-A-0,0,4,140,10,10,10,30,,,,,
