hh_id	hh_name	hh_inCDA	hh_size	hh_village-id
16160	32-260-A-0	0	6	132
16161	32-261-A-0	0	8	132
16162	32-262-A-0	0	5	132
16163	32-263-A-0	0	2	132
16164	32-264-A-0	0	6	132
16165	32-265-A-0	0	3	132
16166	32-266-A-0	0	3	132
16167	32-267-A-0	0	4	132
16168	32-268-A-0	0	3	132
16169	32-269-A-0	0	8	132
16170	32-270-A-0	0	5	132
16171	32-271-A-0	0	3	132
16172	32-272-A-0	0	6	132
16173	32-273-A-0	0	4	132
16174	32-274-A-0	0	8	132
16175	32-275-A-0	0	4	132
16176	32-276-A-0	0	3	132
16177	32-277-A-0	0	2	132
16178	32-278-A-0	0	1	132
16179	32-279-A-0	0	4	132
16180	32-280-A-0	0	2	132
16181	33-001-B-0	0	4	133
16182	33-002-A-0	0	7	133
16183	33-002-B-0	0	3	133
16184	33-003-A-0	0	1	133
16185	33-004-A-0	0	8	133
16186	33-005-A-0	0	8	133
16187	33-005-B-0	0	2	133
16188	33-007-C-0	0	5	133
16189	33-007-D-0	0	4	133
16190	33-008-A-0	0	2	133
16191	33-008-B-0	0	7	133
16192	33-012-A-0	0	5	133
16193	33-014-A-0	0	9	133
16194	33-015-A-0	0	12	133
16195	33-016-E-0	0	4	133
16196	33-018-A-0	0	22	133
16197	33-018-B-0	0	14	133
16198	33-019-B-0	0	7	133
16199	33-023-A-0	0	3	133
16200	33-025-A-0	0	8	133
16201	33-025-B-0	0	19	133
16202	33-025-C-0	0	6	133
16203	33-025-E-0	0	6	133
16204	33-028-A-0	0	8	133
16205	33-029-B-0	0	4	133
16206	33-029-C-0	0	6	133
16207	33-029-E-0	0	3	133
16208	33-036-A-0	0	1	133
16209	33-038-A-0	0	12	133
16210	33-039-A-0	0	8	133
16211	33-044-A-0	0	5	133
16212	33-044-B-0	0	5	133
16213	33-048-A-0	0	16	133
16214	33-049-A-0	0	1	133
16215	33-051-A-0	0	6	133
16216	33-051-B-0	0	2	133
16217	33-052-A-0	0	7	133
16218	33-055-A-0	0	3	133
16219	33-062-A-0	0	4	133
16220	33-065-A-0	0	7	133
16221	33-067-A-0	0	19	133
16222	33-067-B-0	0	11	133
16223	33-068-A-0	0	1	133
16224	33-071-A-0	0	4	133
16225	33-075-A-0	0	5	133
16226	33-078-A-0	0	4	133
16227	33-078-C-0	0	5	133
16228	33-081-A-0	0	9	133
16229	33-081-C-0	0	4	133
16230	33-082-A-0	0	8	133
16231	33-082-B-0	0	6	133
16232	33-084-A-0	0	8	133
16233	33-085-A-0	0	2	133
16234	33-088-A-0	0	5	133
16235	33-090-A-0	0	17	133
16236	33-093-A-0	0	3	133
16237	33-093-B-0	0	4	133
16238	33-095-A-0	0	14	133
16239	33-098-A-0	0	7	133
16240	33-099-A-0	0	1	133
16241	33-100-A-0	0	6	133
16242	33-102-A-0	0	3	133
16243	33-103-A-0	0	6	133
16244	33-103-B-0	0	3	133
16245	33-104-A-0	0	6	133
16246	33-105-A-0	0	7	133
16247	33-106-A-0	0	8	133
16248	33-108-A-0	0	11	133
16249	33-109-A-0	0	12	133
16250	33-110-A-0	0	9	133
16251	33-110-B-0	0	13	133
16252	33-110-E-0	0	5	133
16253	33-110-F-0	0	4	133
16254	33-111-A-0	0	11	133
16255	33-112-C-0	0	6	133
16256	33-113-A-0	0	21	133
16257	33-113-C-0	0	10	133
16258	33-115-A-0	0	4	133
16259	33-117-A-0	0	2	133
16260	33-118-A-0	0	5	133
16261	33-120-A-0	0	8	133
16262	33-120-C-0	0	7	133
16263	33-120-D-0	0	2	133
16264	33-120-E-0	0	3	133
16265	33-126-A-0	0	4	133
16266	33-127-A-0	0	10	133
16267	33-127-B-0	0	11	133
16268	33-127-C-0	0	8	133
16269	33-127-D-0	0	8	133
16270	33-127-E-0	0	3	133
16271	33-127-F-0	0	6	133
16272	33-129-A-0	0	4	133
16273	33-129-B-0	0	14	133
16274	33-132-A-0	0	8	133
16275	33-140-A-0	0	16	133
16276	33-141-A-0	0	6	133
16277	33-143-A-0	0	6	133
16278	33-145-A-0	0	7	133
16279	33-149-A-0	0	5	133
16280	33-150-A-0	0	3	133
16281	33-153-A-0	0	5	133
16282	33-155-A-0	0	6	133
16283	33-155-B-0	0	1	133
16284	33-156-A-0	0	1	133
16285	33-160-A-0	0	8	133
16286	33-165-A-0	0	1	133
16287	33-170-A-0	0	7	133
16288	33-171-A-0	0	8	133
16289	33-176-A-0	0	10	133
16290	33-177-A-0	0	11	133
16291	33-180-A-0	0	9	133
16292	33-184-A-0	0	7	133
16293	33-188-A-0	0	2	133
16294	33-189-A-0	0	7	133
16295	33-190-B-0	0	9	133
16296	33-192-A-0	0	7	133
16297	33-195-A-0	0	10	133
16298	33-196-B-0	0	4	133
16299	33-199-A-0	0	2	133
16300	33-200-A-0	0	11	133
16301	33-200-B-0	0	14	133
16302	33-201-A-0	0	10	133
16303	33-203-A-0	0	3	133
16304	33-204-B-0	0	5	133
16305	33-205-D-0	0	1	133
16306	33-206-C-0	0	5	133
16307	33-207-A-0	0	5	133
16308	33-208-A-0	0	5	133
16309	33-208-B-0	0	1	133
16310	33-209-A-0	0	5	133
16311	33-210-A-0	0	6	133
16312	33-210-B-0	0	5	133
16313	33-211-A-0	0	7	133
16314	33-212-A-0	0	7	133
16315	33-214-A-0	0	7	133
16316	33-216-A-0	0	7	133
16317	33-218-A-0	0	6	133
16318	33-219-A-0	0	10	133
16319	33-220-A-0	0	3	133
16320	33-223-A-0	0	5	133
16321	33-224-A-0	0	11	133
16322	33-225-A-0	0	5	133
16323	33-226-A-0	0	4	133
16324	33-227-A-0	0	5	133
16325	33-228-A-0	0	5	133
16326	33-229-A-0	0	11	133
16327	33-231-A-0	0	12	133
16328	33-232-A-0	0	5	133
16329	33-233-A-0	0	12	133
16330	33-234-A-0	0	4	133
16331	33-236-A-0	0	13	133
16332	33-237-A-0	0	5	133
16333	33-238-A-0	0	7	133
16334	33-239-A-0	0	5	133
16335	33-240-A-0	0	7	133
16336	33-241-A-0	0	9	133
16337	33-242-A-0	0	3	133
16338	33-243-A-0	0	5	133
16339	33-244-A-0	0	7	133
16340	33-246-A-0	0	6	133
16341	33-247-A-0	0	6	133
16342	33-248-A-0	0	7	133
16343	33-249-A-0	0	1	133
16344	33-250-A-0	0	3	133
16345	33-251-A-0	0	4	133
16346	33-252-A-0	0	2	133
16347	33-256-A-0	0	4	133
16348	33-258-A-0	0	3	133
16349	33-264-A-0	0	8	133
16350	33-267-A-0	0	2	133
16351	33-269-A-0	0	3	133
16352	33-271-A-0	0	3	133
16353	33-272-A-0	0	3	133
16354	33-272-B-0	0	4	133
16355	33-273-A-0	0	3	133
16356	34-001-A-0	0	15	134
16357	34-002-A-0	0	12	134
16358	34-003-A-0	0	11	134
16359	34-004-A-0	0	7	134
16360	34-005-A-0	0	6	134
16361	34-005-B-0	0	2	134
16362	34-009-A-0	0	15	134
16363	34-009-B-0	0	3	134
16364	34-011-A-0	0	22	134
16365	34-013-A-0	0	36	134
16366	34-017-A-0	0	19	134
16367	34-018-A-0	0	7	134
16368	34-019-A-0	0	11	134
16369	34-020-A-0	0	11	134
16370	34-021-A-0	0	16	134
16371	34-021-B-0	0	5	134
16372	34-022-A-0	0	16	134
16373	34-026-A-0	0	10	134
16374	34-026-B-0	0	4	134
16375	34-026-D-0	0	3	134
16376	34-026-E-0	0	1	134
16377	34-026-F-0	0	4	134
16378	34-027-A-0	0	7	134
16379	34-028-A-0	0	30	134
16380	34-029-A-0	0	8	134
16381	34-032-A-0	0	14	134
16382	34-033-A-0	0	17	134
16383	34-033-B-0	0	2	134
16384	34-034-A-0	0	10	134
16385	34-034-C-0	0	6	134
16386	34-035-A-0	0	8	134
16387	34-036-A-0	0	16	134
16388	34-036-B-0	0	7	134
16389	34-036-C-0	0	18	134
16390	34-037-A-0	0	2	134
16391	34-038-A-0	0	9	134
16392	34-039-A-0	0	8	134
16393	34-041-A-0	0	8	134
16394	34-042-A-0	0	15	134
16395	34-043-A-0	0	15	134
16396	34-045-B-0	0	4	134
16397	34-047-A-0	0	10	134
16398	34-047-B-0	0	10	134
16399	34-047-C-0	0	6	134
16400	34-047-D-0	0	11	134
16401	34-048-A-0	0	10	134
16402	34-049-A-0	0	13	134
16403	34-050-A-0	0	8	134
16404	34-051-A-0	0	12	134
16405	34-052-A-0	0	8	134
16406	34-053-A-0	0	9	134
16407	34-054-A-0	0	7	134
16408	34-055-A-0	0	15	134
16409	34-056-A-0	0	11	134
16410	34-056-B-0	0	6	134
16411	34-058-A-0	0	7	134
16412	34-059-A-0	0	8	134
16413	34-059-B-0	0	5	134
16414	34-061-A-0	0	13	134
16415	34-062-A-0	0	7	134
16416	34-066-A-0	0	24	134
16417	34-067-A-0	0	9	134
16418	34-068-A-0	0	5	134
16419	34-069-A-0	0	6	134
16420	34-070-A-0	0	10	134
16421	34-071-A-0	0	4	134
16422	34-072-A-0	0	6	134
16423	34-073-A-0	0	4	134
16424	34-073-B-0	0	3	134
16425	34-074-A-0	0	5	134
16426	34-075-A-0	0	2	134
16427	34-075-B-0	0	5	134
16428	34-077-A-0	0	17	134
16429	34-078-A-0	0	7	134
16430	34-079-A-0	0	5	134
16431	34-080-A-0	0	5	134
16432	34-080-B-0	0	14	134
16433	34-080-D-0	0	7	134
16434	34-081-C-0	0	17	134
16435	34-083-A-0	0	9	134
16436	34-086-A-0	0	2	134
16437	34-087-A-0	0	27	134
16438	34-088-A-0	0	6	134
16439	34-089-C-0	0	11	134
16440	34-090-A-0	0	6	134
16441	34-093-A-0	0	9	134
16442	34-095-A-0	0	3	134
16443	34-096-A-0	0	6	134
16444	34-097-A-0	0	14	134
16445	34-098-A-0	0	11	134
16446	34-099-A-0	0	5	134
16447	34-099-D-0	0	8	134
16448	34-099-E-0	0	9	134
16449	34-100-A-0	0	11	134
16450	34-101-A-0	0	2	134
16451	34-102-A-0	0	3	134
16452	34-103-A-0	0	4	134
16453	34-103-B-0	0	10	134
16454	34-103-C-0	0	10	134
16455	34-103-D-0	0	6	134
16456	34-104-A-0	0	11	134
16457	34-105-A-0	0	13	134
16458	34-106-A-0	0	21	134
16459	34-107-A-0	0	8	134
16460	34-108-A-0	0	6	134
16461	34-109-A-0	0	7	134
16462	34-110-A-0	0	4	134
16463	34-110-B-0	0	2	134
16464	34-110-C-0	0	7	134
16465	34-110-E-0	0	10	134
16466	34-111-A-0	0	1	134
16467	34-111-B-0	0	11	134
16468	34-112-A-0	0	10	134
16469	34-113-A-0	0	14	134
16470	34-114-A-0	0	14	134
16471	34-119-A-0	0	23	134
16472	34-121-A-0	0	6	134
16473	34-124-A-0	0	15	134
16474	34-125-A-0	0	10	134
16475	34-126-A-0	0	9	134
16476	34-127-A-0	0	6	134
16477	34-128-A-0	0	6	134
16478	34-130-A-0	0	2	134
16479	34-134-A-0	0	5	134
16480	34-138-A-0	0	8	134
16481	34-142-A-0	0	1	134
16482	34-143-A-0	0	7	134
16483	34-145-G-0	0	1	134
16484	34-145-K-0	0	1	134
16485	34-145-O-0	0	1	134
16486	34-145-P-0	0	2	134
16487	34-145-S-0	0	1	134
16488	34-145-V-0	0	1	134
16489	34-147-A-0	0	20	134
16490	34-148-A-0	0	6	134
16491	34-149-A-0	0	7	134
16492	34-149-B-0	0	12	134
16493	34-150-A-0	0	11	134
16494	34-150-B-0	0	7	134
16495	34-152-A-0	0	24	134
16496	34-153-A-0	0	13	134
16497	34-155-A-0	0	27	134
16498	34-156-A-0	0	15	134
16499	34-163-A-0	0	8	134
16500	34-164-A-0	0	16	134
16501	34-165-A-0	0	7	134
16502	34-166-A-0	0	7	134
16503	34-166-B-0	0	7	134
16504	34-167-A-0	0	10	134
16505	34-168-B-0	0	6	134
16506	34-169-A-0	0	6	134
16507	34-170-A-0	0	6	134
16508	34-171-A-0	0	6	134
16509	34-171-B-0	0	6	134
16510	34-172-A-0	0	10	134
16511	34-173-A-0	0	14	134
16512	34-175-A-0	0	9	134
16513	34-176-A-0	0	6	134
16514	34-176-B-0	0	10	134
16515	34-177-A-0	0	10	134
16516	34-178-A-0	0	7	134
16517	34-179-A-0	0	7	134
16518	34-180-A-0	0	5	134
16519	34-180-B-0	0	4	134
16520	34-181-A-0	0	5	134
16521	34-182-A-0	0	4	134
16522	34-182-B-0	0	2	134
16523	34-183-A-0	0	7	134
16524	34-184-A-0	0	10	134
16525	34-185-A-0	0	5	134
16526	34-185-B-0	0	5	134
16527	34-186-A-0	0	2	134
16528	34-187-A-0	0	4	134
16529	34-188-A-0	0	3	134
16530	34-189-A-0	0	11	134
16531	34-190-A-0	0	8	134
16532	34-191-A-0	0	15	134
16533	34-191-B-0	0	5	134
16534	34-191-C-0	0	7	134
16535	34-192-A-0	0	5	134
16536	34-193-A-0	0	4	134
16537	34-194-A-0	0	10	134
16538	34-195-A-0	0	7	134
16539	34-195-B-0	0	4	134
16540	34-195-C-0	0	6	134
16541	34-196-A-0	0	8	134
16542	34-197-A-0	0	19	134
16543	34-198-A-0	0	12	134
16544	34-199-A-0	0	6	134
16545	34-200-A-0	0	6	134
16546	34-201-A-0	0	7	134
16547	34-202-A-0	0	22	134
16548	34-203-A-0	0	4	134
16549	34-204-A-0	0	13	134
16550	34-205-A-0	0	18	134
16551	34-206-A-0	0	21	134
16552	34-207-A-0	0	5	134
16553	34-208-A-0	0	4	134
16554	34-209-A-0	0	5	134
16555	34-209-B-0	0	5	134
16556	34-211-A-0	0	12	134
16557	34-212-A-0	0	8	134
16558	34-213-A-0	0	6	134
16559	34-214-A-0	0	8	134
16560	34-215-A-0	0	8	134
16561	34-216-A-0	0	11	134
16562	34-218-A-0	0	11	134
16563	34-219-A-0	0	17	134
16564	34-220-A-0	0	18	134
16565	34-221-A-0	0	13	134
16566	34-222-A-0	0	2	134
16567	34-223-A-0	0	7	134
16568	34-224-A-0	0	16	134
16569	34-225-A-0	0	7	134
16570	34-225-B-0	0	6	134
16571	34-225-C-0	0	2	134
16572	34-226-A-0	0	9	134
16573	34-226-B-0	0	2	134
16574	34-227-A-0	0	4	134
16575	34-228-A-0	0	11	134
16576	34-228-B-0	0	2	134
16577	34-229-A-0	0	22	134
16578	34-230-A-0	0	4	134
16579	34-230-B-0	0	2	134
16580	34-231-A-0	0	5	134
16581	34-231-B-0	0	8	134
16582	34-231-C-0	0	4	134
16583	34-232-A-0	0	10	134
16584	34-233-A-0	0	6	134
16585	34-234-A-0	0	12	134
16586	34-235-A-0	0	5	134
16587	34-235-B-0	0	1	134
16588	34-236-A-0	0	5	134
16589	34-237-A-0	0	2	134
16590	34-238-A-0	0	8	134
16591	34-239-A-0	0	16	134
16592	34-240-A-0	0	5	134
16593	34-241-A-0	0	10	134
16594	34-242-A-0	0	4	134
16595	34-243-A-0	0	6	134
16596	34-243-B-0	0	8	134
16597	34-244-A-0	0	4	134
16598	34-245-A-0	0	9	134
16599	34-246-A-0	0	5	134
16600	34-247-A-0	0	3	134
16601	34-248-A-0	0	5	134
16602	34-249-A-0	0	6	134
16603	34-250-A-0	0	2	134
16604	34-251-A-0	0	7	134
16605	34-252-A-0	0	5	134
16606	34-253-A-0	0	9	134
16607	34-254-A-0	0	5	134
16608	34-255-A-0	0	2	134
16609	34-256-A-0	0	7	134
16610	34-257-A-0	0	8	134
16611	34-258-A-0	0	3	134
16612	34-259-A-0	0	11	134
16613	34-260-A-0	0	2	134
16614	34-261-A-0	0	8	134
16615	34-262-A-0	0	11	134
16616	34-263-A-0	0	5	134
16617	34-264-A-0	0	11	134
16618	34-265-A-0	0	1	134
16619	34-266-A-0	0	3	134
16620	34-267-A-0	0	21	134
16621	34-268-A-0	0	4	134
16622	34-269-A-0	0	4	134
16623	34-270-A-0	0	1	134
16624	34-271-A-0	0	1	134
16625	34-272-A-0	0	6	134
16626	34-273-A-0	0	4	134
16627	34-274-A-0	0	14	134
16628	34-275-A-0	0	7	134
16629	34-277-A-0	0	4	134
16630	34-279-A-0	0	3	134
16631	34-279-B-0	0	4	134
16632	34-280-A-0	0	1	134
16633	34-281-A-0	0	3	134
16634	34-282-A-0	0	1	134
16635	34-283-A-0	0	3	134
16636	34-284-A-0	0	5	134
16637	34-286-A-0	0	4	134
16638	34-287-A-0	0	10	134
16639	34-288-A-0	0	4	134
16640	34-289-A-0	0	2	134
16641	34-291-A-0	0	3	134
16642	34-292-A-0	0	5	134
16643	34-293-A-0	0	3	134
16644	34-294-A-0	0	3	134
16645	34-295-A-0	0	4	134
16646	34-295-B-0	0	2	134
16647	34-296-A-0	0	9	134
16648	34-296-B-0	0	3	134
16649	34-297-A-0	0	3	134
16650	34-298-A-0	0	2	134
16651	34-299-A-0	0	9	134
16652	34-300-A-0	0	3	134
16653	34-300-B-0	0	2	134
16654	34-301-A-0	0	1	134
16655	34-302-A-0	0	3	134
16656	34-303-A-0	0	5	134
16657	34-304-A-0	0	16	134
16658	34-305-A-0	0	7	134
16659	34-306-A-0	0	8	134
16660	34-307-A-0	0	7	134
16661	34-309-A-0	0	5	134
16662	34-310-A-0	0	4	134
16663	34-311-A-0	0	1	134
16664	34-312-A-0	0	3	134
16665	34-313-A-0	0	4	134
16666	34-314-A-0	0	3	134
16667	34-317-A-0	0	6	134
16668	34-318-A-0	0	5	134
16669	35-001-A-0	0	9	135
16670	35-002-A-0	0	5	135
16671	35-003-A-0	0	2	135
16672	35-004-A-0	0	1	135
16673	35-006-A-0	0	6	135
16674	35-006-B-0	0	5	135
16675	35-007-A-0	0	2	135
16676	35-008-A-0	0	6	135
16677	35-011-A-0	0	3	135
16678	35-011-B-0	0	5	135
16679	35-012-A-0	0	8	135
16680	35-012-B-0	0	8	135
16681	35-013-A-0	0	7	135
16682	35-013-B-0	0	3	135
16683	35-014-A-0	0	4	135
16684	35-016-A-0	0	2	135
16685	35-018-A-0	0	6	135
16686	35-020-B-0	0	5	135
16687	35-020-C-0	0	6	135
16688	35-021-A-0	0	5	135
16689	35-022-A-0	0	6	135
16690	35-024-A-0	0	7	135
16691	35-027-A-0	0	10	135
16692	35-037-A-0	0	5	135
16693	35-040-A-0	0	8	135
16694	35-044-A-0	0	10	135
16695	35-045-A-0	0	7	135
16696	35-045-B-0	0	7	135
16697	35-046-A-0	0	7	135
16698	35-048-A-0	0	3	135
16699	35-049-A-0	0	1	135
16700	35-050-B-0	0	3	135
16701	35-052-A-0	0	3	135
16702	35-053-A-0	0	5	135
16703	35-054-A-0	0	1	135
16704	35-055-A-0	0	3	135
16705	35-056-A-0	0	3	135
16706	35-057-A-0	0	4	135
16707	35-058-A-0	0	5	135
16708	35-059-A-0	0	3	135
16709	35-060-A-0	0	3	135
16710	35-061-A-0	0	3	135
16711	35-062-A-0	0	2	135
16712	35-063-A-0	0	9	135
16713	36-004-A-0	0	2	136
16714	36-006-A-0	0	25	136
16715	36-006-B-0	0	10	136
16716	36-006-C-0	0	13	136
16717	36-006-D-0	0	9	136
16718	36-007-A-0	0	8	136
16719	36-007-B-0	0	10	136
16720	36-007-C-0	0	5	136
16721	36-008-A-0	0	22	136
16722	36-008-B-0	0	23	136
16723	36-008-C-0	0	16	136
16724	36-008-D-0	0	18	136
16725	36-008-E-0	0	10	136
16726	36-010-A-0	0	6	136
16727	36-011-A-0	0	4	136
16728	36-012-A-0	0	13	136
16729	36-013-A-0	0	1	136
16730	36-017-A-0	0	10	136
16731	36-024-A-0	0	14	136
16732	36-035-A-0	0	48	136
16733	36-036-A-0	0	11	136
16734	36-037-A-0	0	8	136
16735	36-037-B-0	0	14	136
16736	36-037-C-0	0	1	136
16737	36-038-A-0	0	9	136
16738	36-038-B-0	0	8	136
16739	36-040-A-0	0	12	136
16740	36-040-D-0	0	6	136
16741	36-041-A-0	0	9	136
16742	36-042-A-0	0	9	136
16743	36-043-B-0	0	14	136
16744	36-043-C-0	0	5	136
16745	36-045-A-0	0	8	136
16746	36-046-A-0	0	11	136
16747	36-047-A-0	0	21	136
16748	36-047-B-0	0	8	136
16749	36-047-C-0	0	19	136
16750	36-048-A-0	0	6	136
16751	36-049-A-0	0	2	136
16752	36-049-B-0	0	28	136
16753	36-049-C-0	0	10	136
16754	36-049-D-0	0	6	136
16755	36-049-E-0	0	4	136
16756	36-049-F-0	0	1	136
16757	36-049-G-0	0	7	136
16758	36-049-H-0	0	5	136
16759	36-049-I-0	0	6	136
16760	36-049-J-0	0	10	136
16761	36-049-K-0	0	3	136
16762	36-050-A-0	0	2	136
16763	36-050-B-0	0	9	136
16764	36-050-C-0	0	6	136
16765	36-055-A-0	0	8	136
16766	36-056-A-0	0	8	136
16767	36-056-B-0	0	5	136
16768	36-120-A-0	0	6	136
16769	36-120-B-0	0	9	136
16770	36-121-A-0	0	2	136
16771	36-122-A-0	0	24	136
16772	36-122-B-0	0	8	136
16773	36-124-A-0	0	27	136
16774	36-126-A-0	0	27	136
16775	36-126-C-0	0	10	136
16776	36-128-C-0	0	4	136
16777	36-129-A-0	0	8	136
16778	36-130-A-0	0	17	136
16779	36-131-A-0	0	9	136
16780	36-132-A-0	0	11	136
16781	36-133-A-0	0	8	136
16782	36-134-A-0	0	6	136
16783	36-135-A-0	0	9	136
16784	36-137-A-0	0	8	136
16785	36-138-A-0	0	5	136
16786	36-139-A-0	0	10	136
16787	36-140-A-0	0	4	136
16788	36-141-A-0	0	12	136
16789	36-142-A-0	0	6	136
16790	36-143-A-0	0	13	136
16791	36-144-A-0	0	5	136
16792	36-145-A-0	0	7	136
16793	36-146-A-0	0	6	136
16794	36-147-A-0	0	7	136
16795	37-001-A-0	0	3	137
16796	37-001-B-0	0	13	137
16797	37-004-B-0	0	12	137
16798	37-007-A-0	0	2	137
16799	37-008-A-0	0	22	137
16800	37-009-A-0	0	4	137
16801	37-009-C-0	0	6	137
16802	37-010-A-0	0	5	137
16803	37-010-B-0	0	4	137
16804	37-011-A-0	0	6	137
16805	37-012-A-0	0	1	137
16806	37-014-A-0	0	6	137
16807	37-014-B-0	0	7	137
16808	37-020-A-0	0	9	137
16809	37-020-B-0	0	7	137
16810	37-021-A-0	0	4	137
16811	37-023-A-0	0	6	137
16812	37-024-A-0	0	9	137
16813	37-025-A-0	0	3	137
16814	37-026-A-0	0	5	137
16815	37-027-A-0	0	19	137
16816	37-028-A-0	0	9	137
16817	37-030-A-0	0	17	137
16818	37-031-A-0	0	16	137
16819	37-032-A-0	0	9	137
16820	37-040-B-0	0	9	137
16821	37-042-A-0	0	1	137
16822	37-043-A-0	0	7	137
16823	37-044-B-0	0	9	137
16824	37-049-A-0	0	16	137
16825	37-050-A-0	0	10	137
16826	37-053-A-0	0	16	137
16827	37-055-A-0	0	15	137
16828	37-060-B-0	0	17	137
16829	37-061-A-0	0	4	137
16830	37-064-A-0	0	6	137
16831	37-066-A-0	0	6	137
16832	37-067-A-0	0	2	137
16833	37-070-A-0	0	1	137
16834	37-071-A-0	0	2	137
16835	37-072-A-0	0	5	137
16836	37-073-B-0	0	6	137
16837	37-074-A-0	0	8	137
16838	37-075-A-0	0	5	137
16839	37-076-A-0	0	16	137
16840	37-077-A-0	0	7	137
16841	37-078-A-0	0	11	137
16842	37-079-A-0	0	4	137
16843	37-082-A-0	0	10	137
16844	37-083-A-0	0	6	137
16845	37-084-A-0	0	6	137
16846	37-085-A-0	0	1	137
16847	37-086-A-0	0	1	137
16848	37-088-A-0	0	4	137
16849	37-089-A-0	0	2	137
16850	37-090-A-0	0	1	137
16851	37-090-B-0	0	1	137
16852	37-091-A-0	0	4	137
16853	37-092-A-0	0	10	137
16854	37-093-A-0	0	5	137
16855	37-094-A-0	0	14	137
16856	37-095-A-0	0	1	137
16857	37-096-A-0	0	10	137
16858	37-097-A-0	0	1	137
16859	37-098-A-0	0	3	137
16860	37-099-A-0	0	1	137
16861	38-001-A-0	0	2	138
16862	38-003-A-0	0	7	138
16863	38-004-A-0	0	4	138
16864	38-005-A-0	0	12	138
16865	38-005-B-0	0	6	138
16866	38-006-A-0	0	8	138
16867	38-009-A-0	0	6	138
16868	38-010-A-0	0	10	138
16869	38-010-B-0	0	9	138
16870	38-010-C-0	0	9	138
16871	38-010-D-0	0	1	138
16872	38-011-B-0	0	18	138
16873	38-014-A-0	0	8	138
16874	38-015-A-0	0	7	138
16875	38-016-A-0	0	7	138
16876	38-022-A-0	0	9	138
16877	38-024-B-0	0	8	138
16878	38-025-A-0	0	6	138
16879	38-028-A-0	0	12	138
16880	38-029-A-0	0	10	138
16881	38-030-A-0	0	12	138
16882	38-031-A-0	0	5	138
16883	38-032-A-0	0	3	138
16884	38-033-A-0	0	6	138
16885	38-034-A-0	0	17	138
16886	38-035-A-0	0	6	138
16887	38-035-B-0	0	5	138
16888	38-036-A-0	0	8	138
16889	38-037-A-0	0	14	138
16890	38-038-A-0	0	3	138
16891	39-003-B-0	0	8	139
16892	39-003-C-0	0	1	139
16893	39-004-B-0	0	3	139
16894	39-006-A-0	0	8	139
16895	39-006-B-0	0	7	139
16896	39-006-C-0	0	8	139
16897	39-007-A-0	0	14	139
16898	39-008-A-0	0	8	139
16899	39-008-B-0	0	5	139
16900	39-009-A-0	0	9	139
16901	39-010-B-0	0	5	139
16902	39-011-A-0	0	15	139
16903	39-014-A-0	0	11	139
16904	39-015-A-0	0	8	139
16905	39-016-A-0	0	10	139
16906	39-018-A-0	0	10	139
16907	39-019-A-0	0	23	139
16908	39-021-A-0	0	8	139
16909	39-021-B-0	0	3	139
16910	39-022-A-0	0	10	139
16911	39-023-A-0	0	4	139
16912	39-024-A-0	0	12	139
16913	39-024-B-0	0	4	139
16914	39-025-A-0	0	7	139
16915	39-026-A-0	0	7	139
16916	39-028-B-0	0	3	139
16917	39-028-C-0	0	4	139
16918	39-030-A-0	0	13	139
16919	39-030-B-0	0	1	139
16920	39-032-A-0	0	6	139
16921	39-036-A-0	0	2	139
16922	39-036-C-0	0	7	139
16923	39-036-D-0	0	6	139
16924	39-037-B-0	0	2	139
16925	39-038-A-0	0	19	139
16926	39-039-A-0	0	3	139
16927	39-039-B-0	0	7	139
16928	39-042-A-0	0	6	139
16929	39-042-B-0	0	4	139
16930	39-043-A-0	0	5	139
16931	39-043-D-0	0	7	139
16932	39-046-B-0	0	21	139
16933	39-049-A-0	0	18	139
16934	39-051-B-0	0	1	139
16935	39-053-A-0	0	9	139
16936	39-054-B-0	0	19	139
16937	39-055-A-0	0	4	139
16938	39-056-A-0	0	10	139
16939	39-057-B-0	0	5	139
16940	39-058-A-0	0	5	139
16941	39-059-A-0	0	7	139
16942	39-060-A-0	0	6	139
16943	39-061-A-0	0	13	139
16944	39-062-A-0	0	9	139
16945	39-064-A-0	0	20	139
16946	39-064-C-0	0	4	139
16947	39-065-A-0	0	20	139
16948	39-066-A-0	0	15	139
16949	39-072-A-0	0	18	139
16950	39-072-B-0	0	9	139
16951	39-073-A-0	0	7	139
16952	39-073-B-0	0	4	139
16953	39-076-A-0	0	6	139
16954	39-077-A-0	0	7	139
16955	39-080-A-0	0	6	139
16956	39-081-A-0	0	8	139
16957	39-083-A-0	0	12	139
16958	39-084-A-0	0	7	139
16959	39-085-A-0	0	9	139
16960	39-086-A-0	0	6	139
16961	39-087-A-0	0	6	139
16962	39-088-A-0	0	8	139
16963	39-089-A-0	0	12	139
16964	39-090-A-0	0	18	139
16965	39-094-A-0	0	7	139
16966	39-097-A-0	0	6	139
16967	39-099-A-0	0	12	139
16968	39-101-A-0	0	7	139
16969	39-101-B-0	0	11	139
16970	39-102-C-0	0	4	139
16971	39-104-A-0	0	12	139
16972	39-105-A-0	0	5	139
16973	39-105-B-0	0	1	139
16974	39-106-A-0	0	5	139
16975	39-107-A-0	0	2	139
16976	39-107-C-0	0	2	139
16977	39-108-C-0	0	1	139
16978	39-109-A-0	0	15	139
16979	39-110-A-0	0	3	139
16980	39-111-A-0	0	1	139
