hh_id	hh_name	hh_inCDA	hh_size	hh_village-id
12155	07-504-B-0	0	3	107
12156	07-505-A-0	0	5	107
12157	07-506-A-0	0	3	107
12158	07-507-A-0	0	5	107
12159	07-508-A-0	0	6	107
12160	07-509-A-0	0	5	107
12161	07-510-A-0	0	7	107
12162	07-511-A-0	0	5	107
12163	07-512-A-0	0	3	107
12164	07-514-A-0	0	7	107
12165	07-515-A-0	0	5	107
12166	07-516-B-0	0	1	107
12167	07-517-A-0	0	5	107
12168	07-518-B-0	0	4	107
12169	07-519-A-0	0	1	107
12170	07-520-A-0	0	5	107
12171	07-521-A-0	0	1	107
12172	07-522-A-0	0	5	107
12173	07-524-A-0	0	2	107
12174	07-527-A-0	0	6	107
12175	07-528-A-0	0	4	107
12176	07-530-A-0	0	8	107
12177	07-531-A-0	0	2	107
12178	07-532-A-0	0	1	107
12179	07-533-A-0	0	1	107
12180	07-534-A-0	0	7	107
12181	07-535-A-0	0	6	107
12182	07-536-A-0	0	6	107
12183	07-538-A-0	0	4	107
12184	07-539-A-0	0	1	107
12185	07-540-A-0	0	1	107
12186	07-541-A-0	0	5	107
12187	07-542-A-0	0	1	107
12188	07-543-A-0	0	6	107
12189	07-544-A-0	0	5	107
12190	07-545-A-0	0	1	107
12191	07-546-A-0	0	2	107
12192	07-548-A-0	0	1	107
12193	07-549-A-0	0	4	107
12194	07-551-A-0	0	2	107
12195	07-552-A-0	0	4	107
12196	07-553-A-0	0	2	107
12197	07-554-A-0	0	4	107
12198	07-555-A-0	0	1	107
12199	07-556-A-0	0	4	107
12200	07-557-A-0	0	5	107
12201	07-558-A-0	0	3	107
12202	07-560-A-0	0	3	107
12203	07-561-A-0	0	8	107
12204	07-563-A-0	0	1	107
12205	07-564-A-0	0	7	107
12206	07-565-A-0	0	1	107
12207	07-566-A-0	0	4	107
12208	07-567-A-0	0	6	107
12209	07-567-B-0	0	2	107
12210	07-568-A-0	0	8	107
12211	07-569-A-0	0	2	107
12212	07-570-A-0	0	4	107
12213	07-571-A-0	0	3	107
12214	07-572-A-0	0	2	107
12215	07-573-B-0	0	1	107
12216	07-574-B-0	0	4	107
12217	07-575-A-0	0	2	107
12218	07-576-A-0	0	4	107
12219	07-577-A-0	0	4	107
12220	07-578-A-0	0	9	107
12221	07-579-A-0	0	5	107
12222	07-581-A-0	0	8	107
12223	07-582-A-0	0	1	107
12224	07-584-A-0	0	4	107
12225	07-585-A-0	0	3	107
12226	07-586-A-0	0	3	107
12227	07-587-A-0	0	11	107
12228	07-588-A-0	0	1	107
12229	07-589-A-0	0	5	107
12230	07-591-A-0	0	3	107
12231	07-592-A-0	0	7	107
12232	07-593-B-0	0	1	107
12233	07-594-A-0	0	4	107
12234	07-595-A-0	0	6	107
12235	07-596-A-0	0	2	107
12236	07-597-A-0	0	5	107
12237	07-598-A-0	0	3	107
12238	07-599-A-0	0	2	107
12239	07-600-A-0	0	1	107
12240	07-601-A-0	0	5	107
12241	07-602-A-0	0	3	107
12242	07-603-A-0	0	4	107
12243	07-604-A-0	0	6	107
12244	07-605-A-0	0	1	107
12245	07-606-A-0	0	3	107
12246	07-607-A-0	0	3	107
12247	07-608-A-0	0	5	107
12248	07-609-A-0	0	4	107
12249	07-610-A-0	0	6	107
12250	07-611-A-0	0	4	107
12251	07-612-A-0	0	5	107
12252	07-613-A-0	0	2	107
12253	07-614-A-0	0	1	107
12254	07-615-A-0	0	8	107
12255	07-616-A-0	0	3	107
12256	07-617-A-0	0	6	107
12257	07-618-A-0	0	6	107
12258	07-619-A-0	0	6	107
12259	07-620-A-0	0	2	107
12260	07-621-A-0	0	4	107
12261	07-622-A-0	0	6	107
12262	07-623-A-0	0	6	107
12263	07-624-A-0	0	2	107
12264	07-625-A-0	0	2	107
12265	07-626-A-0	0	2	107
12266	07-627-A-0	0	1	107
12267	07-628-A-0	0	2	107
12268	07-629-A-0	0	2	107
12269	07-630-A-0	0	4	107
12270	07-631-A-0	0	3	107
12271	07-632-A-0	0	1	107
12272	07-633-A-0	0	1	107
12273	07-634-A-0	0	3	107
12274	07-635-A-0	0	3	107
12275	07-636-A-0	0	6	107
12276	07-637-A-0	0	2	107
12277	07-638-A-0	0	1	107
12278	07-639-B-0	0	1	107
12279	07-640-A-0	0	1	107
12280	07-642-A-0	0	5	107
12281	07-643-A-0	0	3	107
12282	07-644-A-0	0	1	107
12283	07-645-A-0	0	7	107
12284	07-646-A-0	0	6	107
12285	07-647-A-0	0	8	107
12286	07-648-A-0	0	3	107
12287	07-649-A-0	0	3	107
12288	07-650-A-0	0	5	107
12289	07-651-A-0	0	3	107
12290	07-652-A-0	0	1	107
12291	07-653-A-0	0	5	107
12292	07-654-A-0	0	2	107
12293	07-655-A-0	0	7	107
12294	07-656-A-0	0	4	107
12295	07-657-A-0	0	3	107
12296	08-002-A-0	0	12	108
12297	08-003-A-0	0	10	108
12298	08-004-A-0	0	16	108
12299	08-005-A-0	0	19	108
12300	08-008-A-0	0	14	108
12301	08-009-A-0	0	6	108
12302	08-009-B-0	0	8	108
12303	08-009-D-0	0	9	108
12304	08-010-A-0	0	2	108
12305	08-011-A-0	0	4	108
12306	08-012-A-0	0	3	108
12307	08-012-B-0	0	3	108
12308	08-013-A-0	0	7	108
12309	08-013-B-0	0	7	108
12310	08-013-C-0	0	1	108
12311	08-015-A-0	0	10	108
12312	08-016-A-0	0	4	108
12313	08-017-A-0	0	1	108
12314	08-017-B-0	0	18	108
12315	08-017-C-0	0	5	108
12316	08-018-A-0	0	11	108
12317	08-018-C-0	0	4	108
12318	08-019-A-0	0	8	108
12319	08-020-A-0	0	10	108
12320	08-020-B-0	0	5	108
12321	08-020-F-0	0	1	108
12322	08-024-A-0	0	2	108
12323	08-025-A-0	0	4	108
12324	08-025-B-0	0	8	108
12325	08-028-A-0	0	10	108
12326	08-029-A-0	0	1	108
12327	08-030-A-0	0	9	108
12328	08-030-C-0	0	9	108
12329	08-030-D-0	0	5	108
12330	08-030-E-0	0	8	108
12331	08-031-A-0	0	12	108
12332	08-032-A-0	0	18	108
12333	08-033-A-0	0	4	108
12334	08-034-A-0	0	1	108
12335	08-035-A-0	0	3	108
12336	08-036-B-0	0	1	108
12337	08-037-A-0	0	4	108
12338	08-038-A-0	0	6	108
12339	08-038-C-0	0	15	108
12340	08-039-C-0	0	1	108
12341	08-040-A-0	0	13	108
12342	08-040-B-0	0	4	108
12343	08-041-A-0	0	4	108
12344	08-041-B-0	0	5	108
12345	08-042-A-0	0	6	108
12346	08-043-A-0	0	3	108
12347	08-043-B-0	0	8	108
12348	08-043-C-0	0	8	108
12349	08-043-D-0	0	14	108
12350	08-044-A-0	0	5	108
12351	08-045-A-0	0	2	108
12352	08-048-A-0	0	12	108
12353	08-050-A-0	0	5	108
12354	08-050-B-0	0	1	108
12355	08-051-A-0	0	5	108
12356	08-051-B-0	0	11	108
12357	08-052-A-0	0	3	108
12358	08-052-B-0	0	9	108
12359	08-052-C-0	0	8	108
12360	08-053-A-0	0	7	108
12361	08-053-B-0	0	11	108
12362	08-053-C-0	0	7	108
12363	08-054-A-0	0	10	108
12364	08-054-C-0	0	5	108
12365	08-055-A-0	0	3	108
12366	08-055-B-0	0	4	108
12367	08-055-C-0	0	2	108
12368	08-056-A-0	0	14	108
12369	08-057-A-0	0	5	108
12370	08-058-A-0	0	9	108
12371	08-058-B-0	0	9	108
12372	08-058-C-0	0	1	108
12373	08-059-A-0	0	7	108
12374	08-060-A-0	0	8	108
12375	08-061-A-0	0	6	108
12376	08-062-A-0	0	10	108
12377	08-062-B-0	0	4	108
12378	08-063-A-0	0	1	108
12379	08-064-A-0	0	8	108
12380	08-064-B-0	0	3	108
12381	08-064-D-0	0	5	108
12382	08-065-A-0	0	4	108
12383	08-065-B-0	0	7	108
12384	08-065-C-0	0	17	108
12385	08-066-A-0	0	15	108
12386	08-067-A-0	0	10	108
12387	08-068-B-0	0	4	108
12388	08-072-A-0	0	8	108
12389	08-072-B-0	0	7	108
12390	08-073-B-0	0	7	108
12391	08-078-A-0	0	21	108
12392	08-088-B-0	0	1	108
12393	08-088-C-0	0	1	108
12394	08-094-A-0	0	9	108
12395	08-095-B-0	0	5	108
12396	08-098-A-0	0	5	108
12397	08-098-B-0	0	5	108
12398	08-100-E-0	0	1	108
12399	08-110-A-0	0	9	108
12400	08-112-A-0	0	15	108
12401	08-112-B-0	0	5	108
12402	08-114-A-0	0	14	108
12403	08-115-A-0	0	9	108
12404	08-115-B-0	0	9	108
12405	08-115-C-0	0	6	108
12406	08-116-A-0	0	7	108
12407	08-118-A-0	0	8	108
12408	08-119-A-0	0	5	108
12409	08-121-A-0	0	15	108
12410	08-122-A-0	0	5	108
12411	08-123-A-0	0	13	108
12412	08-123-B-0	0	19	108
12413	08-124-A-0	0	6	108
12414	08-125-A-0	0	6	108
12415	08-126-A-0	0	10	108
12416	08-127-B-0	0	1	108
12417	08-127-D-0	0	2	108
12418	08-128-A-0	0	7	108
12419	08-129-A-0	0	2	108
12420	08-130-A-0	0	1	108
12421	08-131-A-0	0	8	108
12422	08-131-B-0	0	5	108
12423	08-131-C-0	0	4	108
12424	08-131-D-0	0	4	108
12425	08-131-E-0	0	2	108
12426	08-131-F-0	0	3	108
12427	08-133-A-0	0	5	108
12428	08-135-A-0	0	17	108
12429	08-138-A-0	0	1	108
12430	08-140-A-0	0	4	108
12431	08-141-A-0	0	6	108
12432	08-142-A-0	0	13	108
12433	08-144-A-0	0	5	108
12434	08-145-A-0	0	9	108
12435	08-147-A-0	0	4	108
12436	08-148-A-0	0	13	108
12437	08-149-A-0	0	3	108
12438	08-150-A-0	0	22	108
12439	08-151-A-0	0	3	108
12440	08-152-A-0	0	6	108
12441	08-153-A-0	0	6	108
12442	08-155-A-0	0	1	108
12443	08-155-B-0	0	2	108
12444	08-156-A-0	0	1	108
12445	08-157-A-0	0	3	108
12446	08-158-A-0	0	4	108
12447	08-159-A-0	0	7	108
12448	08-160-C-0	0	8	108
12449	08-162-A-0	0	8	108
12450	08-165-A-0	0	4	108
12451	08-166-A-0	0	6	108
12452	08-167-A-0	0	6	108
12453	08-168-A-0	0	6	108
12454	08-169-A-0	0	9	108
12455	08-170-A-0	0	7	108
12456	08-171-A-0	0	7	108
12457	08-172-A-0	0	3	108
12458	08-173-A-0	0	4	108
12459	08-174-A-0	0	7	108
12460	08-175-A-0	0	3	108
12461	08-176-A-0	0	4	108
12462	08-177-A-0	0	8	108
12463	08-178-A-0	0	4	108
12464	08-180-A-0	0	7	108
12465	08-181-A-0	0	11	108
12466	08-182-A-0	0	7	108
12467	08-183-A-0	0	5	108
12468	08-184-A-0	0	5	108
12469	08-185-A-0	0	3	108
12470	08-186-A-0	0	2	108
12471	08-187-A-0	0	3	108
12472	08-188-A-0	0	1	108
12473	08-189-A-0	0	5	108
12474	08-190-A-0	0	2	108
12475	08-191-A-0	0	9	108
12476	08-192-A-0	0	5	108
12477	08-193-A-0	0	2	108
12478	09-001-A-0	0	24	109
12479	09-001-B-0	0	20	109
12480	09-001-C-0	0	7	109
12481	09-001-D-0	0	8	109
12482	09-006-B-0	0	10	109
12483	09-007-A-0	0	12	109
12484	09-008-A-0	0	9	109
12485	09-009-A-0	0	11	109
12486	09-010-A-0	0	1	109
12487	09-011-A-0	0	7	109
12488	09-014-A-0	0	7	109
12489	09-015-A-0	0	5	109
12490	09-017-A-0	0	15	109
12491	09-018-A-0	0	2	109
12492	09-020-A-0	0	5	109
12493	09-026-A-0	0	12	109
12494	09-032-A-0	0	8	109
12495	09-036-A-0	0	16	109
12496	09-039-A-0	0	15	109
12497	09-043-A-0	0	8	109
12498	09-043-B-0	0	1	109
12499	09-044-A-0	0	9	109
12500	09-047-A-0	0	2	109
12501	09-048-A-0	0	10	109
12502	09-049-A-0	0	7	109
12503	09-051-A-0	0	6	109
12504	09-053-A-0	0	17	109
12505	09-055-A-0	0	16	109
12506	09-056-A-0	0	6	109
12507	09-057-A-0	0	1	109
12508	09-058-B-0	0	8	109
12509	09-059-A-0	0	5	109
12510	09-060-A-0	0	6	109
12511	09-062-A-0	0	10	109
12512	09-062-B-0	0	7	109
12513	09-063-A-0	0	16	109
12514	09-063-B-0	0	7	109
12515	09-064-B-0	0	6	109
12516	09-065-A-0	0	17	109
12517	09-067-A-0	0	9	109
12518	09-068-A-0	0	5	109
12519	09-068-B-0	0	12	109
12520	09-070-A-0	0	6	109
12521	09-071-A-0	0	18	109
12522	09-072-A-0	0	17	109
12523	09-073-A-0	0	7	109
12524	09-073-B-0	0	4	109
12525	09-081-B-0	0	8	109
12526	09-083-A-0	0	10	109
12527	09-084-A-0	0	10	109
12528	09-085-A-0	0	6	109
12529	09-086-A-0	0	13	109
12530	09-088-A-0	0	7	109
12531	09-088-B-0	0	4	109
12532	09-090-A-0	0	5	109
12533	09-090-B-0	0	8	109
12534	09-094-A-0	0	3	109
12535	09-094-B-0	0	14	109
12536	09-100-A-0	0	7	109
12537	09-101-A-0	0	4	109
12538	09-103-A-0	0	8	109
12539	09-105-A-0	0	5	109
12540	09-108-A-0	0	10	109
12541	09-109-A-0	0	4	109
12542	09-114-A-0	0	12	109
12543	09-116-A-0	0	2	109
12544	09-118-A-0	0	14	109
12545	09-119-A-0	0	12	109
12546	09-120-A-0	0	12	109
12547	09-121-A-0	0	5	109
12548	09-122-A-0	0	7	109
12549	09-123-A-0	0	6	109
12550	09-124-A-0	0	17	109
12551	09-125-A-0	0	3	109
12552	09-126-A-0	0	1	109
12553	09-127-A-0	0	4	109
12554	09-128-A-0	0	3	109
12555	09-129-A-0	0	6	109
12556	09-129-B-0	0	7	109
12557	09-130-A-0	0	6	109
12558	09-131-A-0	0	3	109
12559	09-132-A-0	0	3	109
12560	09-133-A-0	0	4	109
12561	09-134-A-0	0	2	109
12562	09-135-A-0	0	17	109
12563	09-136-A-0	0	2	109
12564	09-137-A-0	0	5	109
12565	09-138-A-0	0	9	109
12566	09-139-A-0	0	5	109
12567	09-141-A-0	0	6	109
12568	09-142-A-0	0	11	109
12569	09-143-A-0	0	5	109
12570	09-144-A-0	0	2	109
12571	09-145-A-0	0	7	109
12572	09-146-A-0	0	5	109
12573	09-147-A-0	0	5	109
12574	09-148-A-0	0	5	109
12575	09-149-A-0	0	8	109
12576	09-150-A-0	0	7	109
12577	09-151-A-0	0	12	109
12578	09-151-B-0	0	7	109
12579	09-152-A-0	0	5	109
12580	09-153-A-0	0	3	109
12581	09-154-A-0	0	3	109
12582	09-155-A-0	0	5	109
12583	09-156-A-0	0	5	109
12584	09-157-A-0	0	1	109
12585	10-002-B-0	0	7	110
12586	10-002-C-0	0	3	110
12587	10-004-A-0	0	13	110
12588	10-005-A-0	0	13	110
12589	10-006-A-0	0	16	110
12590	10-007-A-0	0	14	110
12591	10-008-A-0	0	15	110
12592	10-009-A-0	0	6	110
12593	10-011-A-0	0	15	110
12594	10-012-A-0	0	14	110
12595	10-013-A-0	0	10	110
12596	10-014-A-0	0	13	110
12597	10-014-B-0	0	9	110
12598	10-015-A-0	0	10	110
12599	10-017-A-0	0	9	110
12600	10-018-A-0	0	6	110
12601	10-019-A-0	0	17	110
12602	10-020-A-0	0	22	110
12603	10-021-A-0	0	10	110
12604	10-021-B-0	0	6	110
12605	10-022-A-0	0	14	110
12606	10-023-A-0	0	14	110
12607	10-024-A-0	0	8	110
12608	10-025-A-0	0	8	110
12609	10-028-A-0	0	10	110
12610	10-029-A-0	0	11	110
12611	10-030-A-0	0	6	110
12612	10-031-A-0	0	7	110
12613	10-032-A-0	0	3	110
12614	10-090-B-0	0	3	110
12615	10-091-A-0	0	13	110
12616	10-092-A-0	0	11	110
12617	10-093-A-0	0	10	110
12618	10-093-B-0	0	6	110
12619	10-094-A-0	0	8	110
12620	10-094-B-0	0	3	110
12621	10-095-A-0	0	7	110
12622	10-096-A-0	0	9	110
12623	10-097-A-0	0	16	110
12624	10-098-A-0	0	5	110
12625	10-099-A-0	0	14	110
12626	10-100-A-0	0	8	110
12627	10-101-A-0	0	10	110
12628	10-102-A-0	0	11	110
12629	10-103-A-0	0	15	110
12630	10-104-A-0	0	9	110
12631	10-105-A-0	0	9	110
12632	10-106-A-0	0	3	110
12633	10-107-A-0	0	5	110
12634	10-108-A-0	0	2	110
12635	10-109-A-0	0	10	110
12636	10-110-A-0	0	3	110
12637	10-111-A-0	0	4	110
12638	11-002-A-0	0	13	111
12639	11-003-A-0	0	6	111
12640	11-007-A-0	0	6	111
12641	11-008-A-0	0	6	111
12642	11-008-B-0	0	4	111
12643	11-008-C-0	0	5	111
12644	11-010-A-0	0	6	111
12645	11-011-A-0	0	7	111
12646	11-014-A-0	0	7	111
12647	11-017-A-0	0	15	111
12648	11-019-A-0	0	6	111
12649	11-021-A-0	0	7	111
12650	11-024-A-0	0	2	111
12651	11-054-A-0	0	5	111
12652	11-057-A-0	0	8	111
12653	11-059-A-0	0	5	111
12654	11-065-A-0	0	7	111
12655	11-066-A-0	0	10	111
12656	11-067-A-0	0	9	111
12657	11-070-A-0	0	8	111
12658	11-071-A-0	0	6	111
12659	11-073-A-0	0	8	111
12660	11-075-A-0	0	12	111
12661	11-078-B-0	0	15	111
12662	11-078-C-0	0	11	111
12663	11-078-D-0	0	12	111
12664	11-078-E-0	0	5	111
12665	11-078-F-0	0	3	111
12666	11-078-G-0	0	6	111
12667	11-082-A-0	0	5	111
12668	11-084-A-0	0	14	111
12669	11-084-B-0	0	4	111
12670	11-179-A-0	0	5	111
12671	11-180-A-0	0	5	111
12672	11-182-A-0	0	5	111
12673	11-183-A-0	0	7	111
12674	11-183-B-0	0	5	111
12675	11-184-A-0	0	7	111
12676	11-186-A-0	0	2	111
12677	11-187-A-0	0	7	111
12678	11-188-A-0	0	4	111
12679	11-189-A-0	0	7	111
12680	11-191-A-0	0	6	111
12681	11-192-A-0	0	3	111
12682	11-193-A-0	0	4	111
12683	11-194-A-0	0	9	111
12684	11-194-B-0	0	5	111
12685	11-195-A-0	0	4	111
12686	11-200-A-0	0	6	111
12687	11-201-A-0	0	8	111
12688	12-001-A-0	0	14	112
12689	12-002-A-0	0	16	112
12690	12-004-A-0	0	13	112
12691	12-005-A-0	0	43	112
12692	12-005-B-0	0	12	112
12693	12-006-B-0	0	13	112
12694	12-008-C-0	0	1	112
12695	12-008-D-0	0	14	112
12696	12-008-E-0	0	5	112
12697	12-008-F-0	0	2	112
12698	12-009-A-0	0	20	112
12699	12-009-C-0	0	2	112
12700	12-012-A-0	0	15	112
12701	12-013-A-0	0	7	112
12702	12-014-A-0	0	12	112
12703	12-020-A-0	0	7	112
12704	12-026-A-0	0	28	112
12705	12-030-A-0	0	3	112
12706	12-030-B-0	0	4	112
12707	12-031-A-0	0	14	112
12708	12-032-A-0	0	11	112
12709	12-033-A-0	0	17	112
12710	12-036-A-0	0	13	112
12711	12-038-A-0	0	9	112
12712	12-039-A-0	0	13	112
12713	12-041-A-0	0	15	112
12714	12-046-A-0	0	6	112
12715	12-047-A-0	0	7	112
12716	12-047-B-0	0	4	112
12717	12-050-B-0	0	7	112
12718	12-050-C-0	0	5	112
12719	12-055-A-0	0	26	112
12720	12-056-A-0	0	10	112
12721	12-058-A-0	0	18	112
12722	12-067-C-0	0	5	112
12723	12-070-A-0	0	8	112
12724	12-071-A-0	0	13	112
12725	12-072-A-0	0	7	112
12726	12-073-A-0	0	14	112
12727	12-076-A-0	0	6	112
12728	12-078-A-0	0	11	112
12729	12-079-A-0	0	6	112
12730	12-080-A-0	0	5	112
12731	12-081-A-0	0	7	112
12732	12-082-A-0	0	14	112
12733	12-083-A-0	0	8	112
12734	12-084-A-0	0	12	112
12735	12-085-B-0	0	3	112
12736	12-086-A-0	0	10	112
12737	12-087-A-0	0	8	112
12738	12-088-A-0	0	6	112
12739	12-089-A-0	0	8	112
12740	12-090-A-0	0	9	112
12741	12-092-A-0	0	4	112
12742	12-093-A-0	0	1	112
12743	12-094-A-0	0	5	112
12744	12-096-A-0	0	8	112
12745	13-004-A-0	0	9	113
12746	13-012-A-0	0	7	113
12747	13-014-A-0	0	2	113
12748	13-017-A-0	0	5	113
12749	13-022-A-0	0	2	113
12750	13-022-B-0	0	7	113
12751	13-022-C-0	0	6	113
12752	13-023-A-0	0	3	113
12753	13-024-A-0	0	7	113
12754	13-025-A-0	0	5	113
12755	13-027-B-0	0	3	113
12756	13-029-A-0	0	7	113
12757	13-030-A-0	0	2	113
12758	13-031-A-0	0	2	113
12759	13-034-A-0	0	12	113
12760	13-035-A-0	0	4	113
12761	13-036-A-0	0	7	113
12762	13-039-B-0	0	4	113
12763	13-043-A-0	0	3	113
12764	13-044-A-0	0	9	113
12765	13-046-A-0	0	6	113
12766	13-047-A-0	0	9	113
12767	13-049-A-0	0	6	113
12768	13-052-A-0	0	8	113
12769	13-053-A-0	0	9	113
12770	13-055-A-0	0	5	113
12771	13-056-A-0	0	13	113
12772	13-061-A-0	0	12	113
12773	13-063-A-0	0	9	113
12774	13-066-A-0	0	1	113
12775	13-067-A-0	0	4	113
12776	13-068-B-0	0	7	113
12777	13-071-A-0	0	6	113
12778	13-072-A-0	0	7	113
12779	13-073-A-0	0	6	113
12780	13-075-A-0	0	9	113
12781	13-078-A-0	0	7	113
12782	13-079-A-0	0	5	113
12783	13-080-A-0	0	6	113
12784	13-081-B-0	0	2	113
12785	13-082-A-0	0	3	113
12786	13-084-A-0	0	3	113
12787	13-087-A-0	0	6	113
12788	13-089-A-0	0	15	113
12789	13-091-A-0	0	10	113
12790	13-093-A-0	0	17	113
12791	13-094-A-0	0	12	113
12792	13-096-A-0	0	8	113
12793	13-099-A-0	0	8	113
12794	13-100-A-0	0	4	113
12795	13-101-A-0	0	8	113
12796	13-102-A-0	0	6	113
12797	13-103-A-0	0	5	113
12798	13-106-A-0	0	16	113
12799	13-108-A-0	0	5	113
12800	13-108-B-0	0	1	113
12801	13-109-A-0	0	12	113
12802	13-110-A-0	0	2	113
12803	13-111-A-0	0	3	113
12804	13-112-A-0	0	5	113
12805	13-113-A-0	0	4	113
12806	13-114-A-0	0	5	113
12807	13-115-A-0	0	6	113
12808	13-116-A-0	0	10	113
12809	13-117-A-0	0	4	113
12810	13-118-A-0	0	5	113
12811	13-120-A-0	0	6	113
12812	13-121-A-0	0	5	113
12813	13-122-A-0	0	8	113
12814	13-123-A-0	0	14	113
12815	13-124-A-0	0	6	113
12816	13-125-A-0	0	7	113
12817	13-126-A-0	0	2	113
12818	13-127-A-0	0	2	113
12819	13-128-A-0	0	1	113
12820	13-129-A-0	0	3	113
12821	13-130-A-0	0	12	113
12822	13-131-A-0	0	1	113
12823	13-132-A-0	0	6	113
12824	13-133-A-0	0	11	113
12825	13-134-A-0	0	6	113
12826	13-135-A-0	0	2	113
12827	13-136-A-0	0	3	113
12828	13-137-A-0	0	9	113
12829	13-138-A-0	0	10	113
12830	13-139-A-0	0	3	113
12831	13-140-A-0	0	10	113
12832	13-141-A-0	0	11	113
12833	14-001-C-0	0	4	114
12834	14-002-A-0	0	16	114
12835	14-003-A-0	0	14	114
12836	14-006-A-0	0	14	114
12837	14-007-A-0	0	8	114
12838	14-008-A-0	0	3	114
12839	14-008-B-0	0	5	114
12840	14-009-B-0	0	6	114
12841	14-010-B-0	0	2	114
12842	14-011-A-0	0	3	114
12843	14-012-A-0	0	10	114
12844	14-013-A-0	0	9	114
12845	14-014-A-0	0	2	114
12846	14-015-B-0	0	23	114
12847	14-016-A-0	0	10	114
12848	14-017-A-0	0	5	114
12849	14-020-A-0	0	6	114
12850	14-021-A-0	0	7	114
12851	14-022-A-0	0	4	114
12852	14-023-A-0	0	7	114
12853	14-024-A-0	0	13	114
12854	14-025-A-0	0	1	114
12855	14-028-A-0	0	10	114
12856	14-029-A-0	0	2	114
12857	14-030-A-0	0	10	114
12858	14-032-A-0	0	4	114
12859	14-032-B-0	0	15	114
12860	14-032-C-0	0	3	114
12861	14-032-D-0	0	14	114
12862	14-032-E-0	0	9	114
12863	14-034-A-0	0	3	114
12864	14-035-A-0	0	10	114
12865	14-037-A-0	0	5	114
12866	14-038-A-0	0	16	114
12867	14-038-B-0	0	11	114
12868	14-038-C-0	0	11	114
12869	14-040-A-0	0	4	114
12870	14-042-A-0	0	11	114
12871	14-043-A-0	0	10	114
12872	14-045-A-0	0	14	114
12873	14-046-A-0	0	5	114
12874	14-046-B-0	0	5	114
12875	14-046-C-0	0	1	114
12876	14-046-D-0	0	1	114
12877	14-047-A-0	0	15	114
12878	14-048-A-0	0	16	114
12879	14-049-A-0	0	14	114
12880	14-049-B-0	0	5	114
12881	14-050-A-0	0	14	114
12882	14-051-A-0	0	8	114
12883	14-051-B-0	0	7	114
12884	14-052-A-0	0	9	114
12885	14-053-B-0	0	14	114
12886	14-055-A-0	0	3	114
12887	14-056-A-0	0	8	114
12888	14-057-A-0	0	7	114
12889	14-058-A-0	0	2	114
12890	14-059-A-0	0	17	114
12891	14-059-B-0	0	10	114
12892	14-060-A-0	0	2	114
12893	14-061-A-0	0	9	114
12894	14-061-B-0	0	8	114
12895	14-061-C-0	0	3	114
12896	14-062-A-0	0	2	114
12897	14-063-A-0	0	9	114
12898	14-063-B-0	0	5	114
12899	14-064-A-0	0	8	114
12900	14-065-A-0	0	4	114
12901	14-065-B-0	0	2	114
12902	14-065-C-0	0	8	114
12903	14-066-A-0	0	3	114
12904	14-067-B-0	0	8	114
12905	14-067-C-0	0	3	114
12906	14-068-A-0	0	16	114
12907	14-069-A-0	0	13	114
12908	14-069-C-0	0	8	114
12909	14-069-D-0	0	8	114
12910	14-069-E-0	0	6	114
12911	14-071-A-0	0	5	114
12912	14-072-A-0	0	1	114
12913	14-073-A-0	0	10	114
12914	14-074-A-0	0	19	114
12915	14-074-B-0	0	22	114
12916	14-074-C-0	0	6	114
12917	14-076-A-0	0	4	114
12918	14-076-B-0	0	4	114
12919	14-077-A-0	0	14	114
12920	14-080-A-0	0	8	114
12921	14-083-A-0	0	8	114
12922	14-084-A-0	0	9	114
12923	14-085-A-0	0	13	114
12924	14-086-A-0	0	21	114
12925	14-088-A-0	0	16	114
12926	14-089-A-0	0	8	114
12927	14-090-A-0	0	3	114
12928	14-090-B-0	0	2	114
12929	14-091-A-0	0	5	114
12930	14-093-A-0	0	11	114
12931	14-094-D-0	0	1	114
12932	14-097-A-0	0	5	114
12933	14-098-A-0	0	14	114
12934	14-099-A-0	0	9	114
12935	14-100-A-0	0	13	114
12936	14-101-A-0	0	14	114
12937	14-103-A-0	0	2	114
12938	14-103-B-0	0	5	114
12939	14-104-B-0	0	1	114
12940	14-105-A-0	0	11	114
12941	14-106-A-0	0	10	114
12942	14-106-B-0	0	7	114
12943	14-107-A-0	0	7	114
12944	14-108-A-0	0	20	114
12945	14-109-A-0	0	4	114
12946	14-110-A-0	0	3	114
12947	14-113-A-0	0	8	114
12948	14-114-A-0	0	7	114
12949	14-115-A-0	0	2	114
12950	14-116-A-0	0	6	114
12951	14-117-A-0	0	4	114
12952	14-118-A-0	0	3	114
12953	14-118-B-0	0	3	114
12954	14-119-A-0	0	3	114
12955	14-120-A-0	0	4	114
12956	14-121-A-0	0	4	114
12957	14-122-A-0	0	5	114
12958	14-124-A-0	0	20	114
12959	14-125-A-0	0	23	114
12960	14-126-A-0	0	5	114
12961	14-127-A-0	0	8	114
12962	14-128-A-0	0	7	114
12963	14-129-A-0	0	3	114
12964	14-130-A-0	0	11	114
12965	14-131-A-0	0	7	114
12966	14-132-A-0	0	6	114
12967	14-133-A-0	0	6	114
12968	14-135-A-0	0	15	114
12969	14-136-A-0	0	8	114
12970	14-137-A-0	0	9	114
12971	14-138-A-0	0	6	114
12972	14-138-B-0	0	6	114
12973	14-138-C-0	0	4	114
12974	14-139-A-0	0	2	114
12975	14-140-A-0	0	2	114
